# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,448.295
2,22.800,293.000,508.996
3,22.799,293.000,552.267
4,22.797,293.005,586.789
5,22.791,293.032,615.560
6,22.781,293.124,640.207
7,22.764,293.348,661.612
8,22.739,293.780,680.190
9,22.700,294.487,696.093
10,22.646,295.526,709.380
11,22.574,296.935,720.208
12,22.483,298.734,728.933
13,22.374,300.932,736.027
14,22.250,303.524,741.989
15,22.116,306.498,747.233
16,21.976,309.835,752.065
17,21.832,313.509,756.722
18,21.686,317.495,761.401
19,21.541,321.765,766.170
20,21.396,326.290,771.006
21,21.250,331.042,775.801
22,21.104,335.997,780.536
23,20.958,341.126,785.054
24,20.812,346.409,789.460
25,20.666,351.823,793.684
26,20.521,357.352,797.736
27,20.376,362.977,801.693
28,20.231,368.685,805.453
29,20.087,374.463,809.131
30,19.943,380.299,812.648
31,19.799,386.181,816.048
32,19.656,392.101,819.357
33,19.513,398.050,822.515
34,19.370,404.019,825.619
35,19.228,410.002,828.596
36,19.085,415.990,831.478
37,18.943,421.978,834.302
38,18.800,427.957,837.000
39,18.657,433.924,839.659
40,18.514,439.871,842.219
41,18.371,445.792,844.700
42,18.227,451.683,847.140
43,18.082,457.536,849.480
44,17.938,463.346,851.781
45,17.792,469.108,854.014
46,17.645,474.815,856.170
47,17.498,480.462,858.307
48,17.349,486.045,860.358
49,17.199,491.559,862.367
50,17.048,497.002,864.333
51,16.896,502.369,866.227
52,16.743,507.662,868.104
53,16.588,512.880,869.922
54,16.431,518.024,871.692
55,16.273,523.100,873.439
56,16.113,528.110,875.122
57,15.952,533.060,876.789
58,15.790,537.956,878.409
59,15.624,542.800,879.982
60,15.459,547.601,881.548
61,15.290,552.362,883.054
62,15.120,557.084,884.540
63,14.948,561.771,885.992
64,14.774,566.423,887.395
65,14.598,571.039,888.793
66,14.419,575.618,890.138
67,14.238,580.155,891.462
68,14.055,584.649,892.756
69,13.868,589.094,894.001
70,13.680,593.484,895.246
71,13.488,597.814,896.440
72,13.294,602.076,897.623
73,13.096,606.264,898.770
74,12.896,610.369,899.885
75,12.693,614.385,900.997
76,12.486,618.301,902.066
77,12.277,622.113,903.139
78,12.065,625.811,904.175
79,11.850,629.388,905.206
80,11.633,632.842,906.221
81,11.413,636.163,907.218
82,11.191,639.357,908.222
