# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,509.729
2,68.399,293.000,573.088
3,68.396,293.000,615.776
4,68.387,293.000,647.671
5,68.371,293.000,672.019
6,68.346,293.000,690.422
7,68.308,293.000,704.118
8,68.257,293.000,714.042
9,68.192,293.000,721.141
10,68.111,293.000,726.305
11,68.018,293.000,730.126
12,67.914,293.000,733.048
13,67.801,293.000,735.383
14,67.683,293.000,737.310
15,67.561,293.000,739.061
16,67.436,293.000,740.735
17,67.310,293.000,742.436
18,67.184,293.000,744.192
19,67.056,293.000,745.961
20,66.928,293.000,747.751
21,66.799,293.000,749.523
22,66.669,293.000,751.200
23,66.539,293.000,752.871
24,66.408,293.000,754.480
25,66.277,293.000,756.051
26,66.145,293.000,757.619
27,66.014,293.000,759.088
28,65.883,293.000,760.579
29,65.751,293.000,761.993
30,65.620,293.000,763.401
31,65.488,293.000,764.779
32,65.357,293.000,766.111
33,65.226,293.000,767.448
34,65.095,293.000,768.715
35,64.965,293.000,769.996
36,64.834,293.000,771.228
37,64.704,293.000,772.449
38,64.574,293.000,773.656
39,64.445,293.000,774.818
40,64.315,293.000,775.984
41,64.186,293.001,777.107
42,64.057,293.001,778.226
43,63.929,293.001,779.324
44,63.801,293.001,780.395
45,63.673,293.002,781.468
46,63.545,293.002,782.500
47,63.418,293.003,783.534
48,63.291,293.004,784.545
49,63.165,293.005,785.538
50,63.038,293.006,786.528
51,62.913,293.007,787.486
52,62.787,293.009,788.444
53,62.662,293.011,789.381
54,62.537,293.014,790.304
55,62.413,293.016,791.224
56,62.289,293.019,792.116
57,62.165,293.023,793.009
58,62.042,293.027,793.883
59,61.919,293.032,794.745
60,61.796,293.038,795.603
61,61.674,293.043,796.438
62,61.551,293.050,797.272
63,61.430,293.058,798.093
64,61.309,293.067,798.899
65,61.187,293.076,799.704
66,61.067,293.086,800.490
67,60.946,293.098,801.270
68,60.826,293.111,802.044
69,60.707,293.125,802.801
70,60.587,293.140,803.556
71,60.468,293.157,804.300
72,60.350,293.175,805.032
73,60.231,293.194,805.763
74,60.113,293.216,806.478
75,59.996,293.239,807.188
76,59.878,293.264,807.892
77,59.761,293.290,808.584
78,59.644,293.318,809.273
79,59.528,293.349,809.952
80,59.412,293.382,810.622
81,59.296,293.417,811.290
82,59.180,293.454,811.946
83,59.065,293.494,812.596
84,58.950,293.536,813.243
85,58.836,293.581,813.878
86,58.721,293.628,814.509
87,58.607,293.678,815.135
88,58.493,293.731,815.751
89,58.380,293.787,816.364
90,58.267,293.846,816.971
91,58.154,293.908,817.570
92,58.041,293.973,818.165
93,57.929,294.041,818.753
94,57.817,294.113,819.335
95,57.705,294.187,819.914
96,57.594,294.266,820.485
97,57.483,294.348,821.051
98,57.372,294.433,821.614
99,57.261,294.523,822.168
100,57.151,294.616,822.719
101,57.041,294.713,823.266
