# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,331.033
2,68.400,293.000,344.431
3,68.400,293.000,354.211
4,68.400,293.000,362.251
5,68.400,293.000,369.070
6,68.400,293.000,375.159
7,68.400,293.000,380.552
8,68.400,293.000,385.506
9,68.400,293.000,390.008
10,68.400,293.000,394.230
11,68.400,293.000,398.126
12,68.400,293.000,401.826
13,68.400,293.000,405.274
14,68.400,293.000,408.575
15,68.400,293.000,411.676
16,68.400,293.000,414.662
17,68.400,293.000,417.482
18,68.400,293.000,420.211
19,68.400,293.000,422.798
20,68.400,293.000,425.312
21,68.400,293.000,427.703
22,68.400,293.000,430.033
23,68.400,293.000,432.256
24,68.400,293.000,434.428
25,68.400,293.000,436.505
26,68.400,293.000,438.539
27,68.400,293.000,440.487
28,68.400,293.000,442.383
29,68.400,293.000,444.225
30,68.400,293.000,446.012
31,68.400,293.000,447.746
32,68.400,293.000,449.430
33,68.400,293.000,451.071
34,68.400,293.000,452.671
35,68.399,293.000,454.231
36,68.399,293.000,455.751
37,68.399,293.000,457.234
38,68.399,293.000,458.682
39,68.399,293.000,460.095
40,68.399,293.000,461.475
41,68.399,293.000,462.825
42,68.399,293.000,464.144
43,68.399,293.000,465.433
44,68.398,293.000,466.695
45,68.398,293.000,467.930
46,68.398,293.001,469.138
47,68.398,293.001,470.321
48,68.398,293.001,471.478
49,68.397,293.001,472.613
50,68.397,293.002,473.724
51,68.397,293.002,474.814
52,68.397,293.002,475.881
53,68.396,293.003,476.928
54,68.396,293.004,477.955
55,68.396,293.004,478.961
56,68.395,293.005,479.950
57,68.395,293.006,480.919
58,68.395,293.007,481.871
59,68.394,293.009,482.806
60,68.394,293.010,483.722
61,68.393,293.012,484.625
62,68.393,293.014,485.509
63,68.392,293.016,486.380
64,68.392,293.018,487.234
65,68.391,293.021,488.075
66,68.391,293.024,488.901
67,68.390,293.027,489.713
68,68.390,293.030,490.513
69,68.389,293.035,491.298
70,68.389,293.039,492.072
71,68.388,293.044,492.833
72,68.387,293.049,493.582
73,68.387,293.055,494.320
74,68.386,293.061,495.046
75,68.385,293.067,495.760
76,68.385,293.075,496.465
77,68.384,293.083,497.159
78,68.383,293.091,497.842
79,68.382,293.101,498.515
80,68.382,293.111,499.179
81,68.381,293.121,499.833
82,68.380,293.132,500.479
83,68.379,293.144,501.113
84,68.378,293.157,501.740
85,68.377,293.171,502.359
86,68.376,293.185,502.969
87,68.375,293.200,503.571
88,68.374,293.217,504.164
89,68.373,293.234,504.749
90,68.372,293.253,505.327
91,68.371,293.272,505.896
92,68.370,293.292,506.460
93,68.369,293.314,507.016
94,68.368,293.336,507.565
95,68.367,293.360,508.107
96,68.366,293.385,508.642
97,68.365,293.411,509.170
98,68.364,293.438,509.691
99,68.363,293.467,510.206
100,68.362,293.496,510.716
101,68.360,293.527,511.219
102,68.359,293.559,511.715
103,68.358,293.593,512.206
104,68.357,293.628,512.691
105,68.355,293.665,513.171
106,68.354,293.703,513.644
107,68.353,293.742,514.113
108,68.351,293.784,514.576
109,68.350,293.826,515.034
110,68.349,293.870,515.486
111,68.347,293.915,515.934
112,68.346,293.963,516.377
113,68.345,294.011,516.814
114,68.343,294.062,517.247
115,68.342,294.114,517.675
116,68.340,294.168,518.098
117,68.339,294.224,518.516
118,68.337,294.280,518.930
119,68.336,294.339,519.339
120,68.334,294.400,519.745
121,68.333,294.463,520.146
122,68.331,294.527,520.543
123,68.330,294.593,520.936
124,68.328,294.660,521.326
125,68.326,294.730,521.710
126,68.325,294.801,522.089
127,68.323,294.875,522.465
