# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,389.099
2,68.400,293.000,427.010
3,68.400,293.000,454.772
4,68.400,293.000,477.483
5,68.400,293.000,496.719
6,68.400,293.000,513.131
7,68.400,293.000,527.668
8,68.399,293.000,540.610
9,68.398,293.000,552.150
10,68.397,293.000,562.432
11,68.395,293.000,571.577
12,68.392,293.000,579.708
13,68.388,293.000,586.952
14,68.383,293.000,593.445
15,68.377,293.000,599.306
16,68.370,293.000,604.649
17,68.361,293.000,609.558
18,68.352,293.000,614.103
19,68.342,293.000,618.339
20,68.330,293.000,622.309
21,68.317,293.000,626.044
22,68.303,293.000,629.573
23,68.287,293.000,632.917
24,68.270,293.000,636.094
25,68.251,293.000,639.120
26,68.231,293.000,642.008
27,68.208,293.000,644.770
28,68.185,293.000,647.415
29,68.159,293.000,649.953
30,68.132,293.000,652.389
31,68.103,293.000,654.731
32,68.072,293.000,656.983
33,68.039,293.000,659.149
34,68.004,293.000,661.233
35,67.968,293.000,663.233
36,67.930,293.000,665.154
37,67.891,293.000,666.994
38,67.849,293.000,668.756
39,67.807,293.000,670.437
40,67.762,293.000,672.041
41,67.717,293.000,673.568
42,67.670,293.000,675.020
43,67.621,293.000,676.401
44,67.572,293.000,677.710
45,67.521,293.001,678.955
46,67.469,293.001,680.139
47,67.416,293.001,681.261
48,67.363,293.001,682.333
49,67.308,293.002,683.353
50,67.253,293.002,684.329
51,67.197,293.003,685.266
52,67.140,293.003,686.163
53,67.083,293.004,687.027
54,67.025,293.005,687.864
55,66.967,293.006,688.669
56,66.908,293.008,689.454
57,66.848,293.009,690.217
58,66.789,293.011,690.959
59,66.729,293.013,691.686
60,66.668,293.015,692.397
61,66.607,293.018,693.095
62,66.546,293.021,693.782
63,66.485,293.024,694.457
64,66.424,293.028,695.123
65,66.362,293.032,695.783
66,66.300,293.037,696.433
67,66.238,293.042,697.077
68,66.176,293.048,697.718
69,66.113,293.054,698.352
70,66.051,293.061,698.981
71,65.988,293.069,699.610
72,65.926,293.077,700.233
73,65.863,293.086,700.853
74,65.800,293.096,701.472
75,65.737,293.107,702.089
76,65.674,293.118,702.702
77,65.611,293.130,703.315
78,65.548,293.145,703.928
79,65.485,293.159,704.535
80,65.422,293.174,705.144
81,65.359,293.191,705.753
82,65.296,293.209,706.356
83,65.233,293.228,706.960
84,65.170,293.249,707.565
85,65.107,293.271,708.165
86,65.044,293.294,708.765
87,64.980,293.319,709.364
88,64.917,293.345,709.960
89,64.854,293.372,710.553
90,64.791,293.401,711.146
91,64.728,293.432,711.736
92,64.665,293.465,712.323
93,64.602,293.498,712.907
94,64.539,293.535,713.491
95,64.476,293.572,714.069
96,64.413,293.612,714.646
97,64.350,293.653,715.220
98,64.287,293.697,715.792
99,64.224,293.742,716.359
100,64.161,293.789,716.923
101,64.098,293.839,717.483
102,64.035,293.890,718.038
103,63.972,293.943,718.593
104,63.910,293.999,719.144
105,63.847,294.057,719.689
106,63.784,294.117,720.229
107,63.722,294.179,720.770
108,63.659,294.244,721.303
109,63.596,294.312,721.833
110,63.534,294.381,722.361
111,63.471,294.453,722.881
112,63.409,294.527,723.401
113,63.347,294.604,723.915
114,63.284,294.684,724.423
115,63.222,294.766,724.932
116,63.160,294.850,725.432
117,63.098,294.937,725.932
118,63.036,295.027,726.424
119,62.974,295.119,726.919
120,62.912,295.215,727.401
121,62.850,295.313,727.886
122,62.788,295.414,728.361
123,62.727,295.517,728.838
124,62.665,295.623,729.307
125,62.603,295.732,729.774
126,62.542,295.844,730.239
127,62.481,295.958,730.696
128,62.419,296.076,731.153
129,62.358,296.196,731.604
130,62.297,296.319,732.051
131,62.236,296.445,732.497
132,62.174,296.574,732.936
133,62.114,296.706,733.372
134,62.053,296.841,733.808
135,61.992,296.979,734.236
136,61.931,297.120,734.661
137,61.870,297.264,735.085
138,61.810,297.410,735.506
139,61.749,297.561,735.920
140,61.689,297.713,736.332
141,61.629,297.869,736.742
142,61.568,298.028,737.149
143,61.508,298.190,737.552
144,61.448,298.355,737.950
145,61.388,298.523,738.346
146,61.328,298.694,738.738
147,61.268,298.868,739.128
148,61.209,299.046,739.515
149,61.149,299.225,739.899
150,61.089,299.409,740.279
151,61.030,299.595,740.656
152,60.971,299.784,741.030
153,60.911,299.977,741.401
154,60.852,300.172,741.769
155,60.793,300.371,742.134
156,60.734,300.572,742.496
157,60.675,300.777,742.857
158,60.616,300.985,743.214
159,60.557,301.196,743.567
160,60.499,301.410,743.919
161,60.440,301.627,744.267
162,60.382,301.847,744.613
163,60.323,302.070,744.955
164,60.265,302.296,745.296
165,60.207,302.525,745.633
166,60.149,302.757,745.968
167,60.091,302.993,746.300
168,60.033,303.231,746.630
169,59.975,303.472,746.958
170,59.917,303.716,747.282
171,59.859,303.964,747.604
172,59.802,304.214,747.925
173,59.744,304.468,748.242
174,59.687,304.723,748.557
175,59.629,304.982,748.870
176,59.572,305.245,749.179
177,59.515,305.510,749.488
178,59.458,305.778,749.793
179,59.401,306.049,750.095
180,59.344,306.323,750.396
181,59.287,306.600,750.696
182,59.231,306.879,750.992
183,59.174,307.163,751.286
184,59.117,307.448,751.578
