# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,424.912
2,68.400,293.000,455.454
3,68.400,293.000,477.993
4,68.400,293.000,496.322
5,68.400,293.000,512.415
6,68.400,293.000,526.282
7,68.399,293.000,538.474
8,68.398,293.000,549.366
9,68.397,293.000,559.187
10,68.396,293.000,568.109
11,68.393,293.000,576.263
12,68.391,293.000,583.754
13,68.387,293.000,590.667
14,68.383,293.000,597.068
15,68.378,293.000,603.016
16,68.372,293.000,608.556
17,68.365,293.000,613.726
18,68.358,293.000,618.558
19,68.349,293.000,623.081
20,68.339,293.000,627.321
21,68.328,293.000,631.297
22,68.316,293.000,635.031
23,68.303,293.000,638.541
24,68.288,293.000,641.840
25,68.273,293.000,644.945
26,68.256,293.000,647.869
27,68.237,293.000,650.623
28,68.218,293.000,653.219
29,68.197,293.000,655.668
30,68.175,293.000,657.975
31,68.152,293.000,660.154
32,68.127,293.000,662.211
33,68.102,293.000,664.153
34,68.075,293.000,665.986
35,68.046,293.000,667.719
36,68.017,293.000,669.355
37,67.986,293.000,670.904
38,67.954,293.000,672.368
39,67.921,293.000,673.754
40,67.886,293.000,675.067
41,67.851,293.001,676.312
42,67.814,293.001,677.493
43,67.776,293.001,678.614
44,67.737,293.001,679.679
45,67.697,293.002,680.695
46,67.656,293.002,681.661
47,67.614,293.002,682.584
48,67.571,293.003,683.466
49,67.527,293.004,684.309
50,67.481,293.005,685.119
51,67.436,293.006,685.897
52,67.389,293.007,686.645
53,67.341,293.009,687.366
54,67.293,293.010,688.062
55,67.244,293.013,688.736
56,67.194,293.015,689.388
57,67.143,293.018,690.022
58,67.092,293.021,690.639
59,67.040,293.024,691.239
60,66.988,293.029,691.826
61,66.935,293.033,692.399
62,66.881,293.038,692.962
63,66.827,293.043,693.513
64,66.773,293.049,694.055
65,66.718,293.056,694.589
66,66.663,293.063,695.115
67,66.607,293.072,695.635
68,66.552,293.081,696.149
69,66.495,293.090,696.658
70,66.439,293.101,697.161
71,66.382,293.113,697.660
72,66.325,293.126,698.154
73,66.268,293.139,698.646
74,66.211,293.154,699.138
75,66.153,293.170,699.626
76,66.095,293.187,700.109
77,66.038,293.205,700.590
78,65.980,293.225,701.075
79,65.921,293.246,701.556
80,65.863,293.268,702.030
81,65.805,293.292,702.508
82,65.747,293.317,702.985
83,65.688,293.344,703.455
84,65.630,293.372,703.929
85,65.571,293.402,704.401
86,65.512,293.433,704.865
87,65.453,293.467,705.335
88,65.395,293.502,705.799
89,65.336,293.538,706.260
90,65.277,293.577,706.723
91,65.218,293.618,707.180
92,65.159,293.660,707.636
93,65.100,293.706,708.089
94,65.041,293.752,708.538
95,64.982,293.800,708.979
96,64.922,293.851,709.421
97,64.863,293.904,709.862
98,64.804,293.959,710.301
99,64.745,294.016,710.736
100,64.686,294.075,711.167
101,64.626,294.137,711.590
102,64.567,294.201,712.011
103,64.508,294.267,712.432
104,64.449,294.336,712.851
105,64.390,294.407,713.265
106,64.330,294.480,713.676
107,64.271,294.556,714.081
108,64.212,294.634,714.482
109,64.153,294.714,714.883
110,64.093,294.798,715.281
111,64.034,294.884,715.677
112,63.975,294.972,716.069
113,63.916,295.063,716.454
114,63.857,295.156,716.835
115,63.797,295.252,717.219
116,63.738,295.351,717.597
117,63.679,295.452,717.975
118,63.620,295.556,718.348
119,63.561,295.663,718.715
120,63.502,295.772,719.080
121,63.443,295.884,719.444
122,63.384,295.998,719.807
123,63.325,296.116,720.167
124,63.266,296.236,720.522
125,63.207,296.358,720.872
126,63.148,296.484,721.222
127,63.089,296.613,721.569
128,63.031,296.744,721.916
129,62.972,296.877,722.259
130,62.913,297.014,722.599
131,62.854,297.154,722.934
132,62.796,297.295,723.269
133,62.737,297.440,723.600
134,62.679,297.587,723.931
135,62.620,297.738,724.260
136,62.562,297.891,724.585
137,62.503,298.047,724.906
138,62.445,298.206,725.226
139,62.387,298.367,725.543
140,62.328,298.531,725.861
141,62.270,298.698,726.175
142,62.212,298.868,726.486
143,62.154,299.040,726.795
144,62.096,299.215,727.100
145,62.038,299.393,727.405
146,61.979,299.573,727.709
147,61.921,299.757,728.010
148,61.863,299.943,728.308
149,61.806,300.131,728.605
150,61.748,300.323,728.898
151,61.690,300.517,729.191
152,61.632,300.713,729.481
153,61.575,300.913,729.771
154,61.517,301.115,730.058
155,61.460,301.320,730.342
156,61.402,301.527,730.623
157,61.345,301.737,730.905
158,61.287,301.950,731.184
159,61.230,302.165,731.461
160,61.173,302.383,731.737
161,61.115,302.604,732.010
162,61.058,302.827,732.282
163,61.001,303.053,732.552
164,60.944,303.280,732.821
165,60.887,303.511,733.087
166,60.830,303.744,733.353
167,60.773,303.980,733.616
168,60.716,304.219,733.877
169,60.660,304.459,734.136
170,60.603,304.702,734.396
171,60.546,304.949,734.651
172,60.489,305.197,734.908
173,60.433,305.448,735.160
174,60.376,305.700,735.413
175,60.320,305.956,735.662
176,60.263,306.214,735.911
177,60.207,306.474,736.158
178,60.151,306.736,736.405
179,60.095,307.002,736.649
180,60.038,307.269,736.892
181,59.982,307.538,737.134
182,59.926,307.810,737.372
183,59.870,308.085,737.612
184,59.814,308.361,737.849
185,59.758,308.641,738.086
186,59.702,308.922,738.319
187,59.647,309.205,738.552
188,59.591,309.490,738.784
189,59.535,309.779,739.014
190,59.480,310.068,739.243
191,59.424,310.361,739.471
192,59.369,310.655,739.697
193,59.313,310.952,739.922
194,59.258,311.251,740.145
195,59.202,311.551,740.368
196,59.147,311.854,740.589
197,59.092,312.159,740.810
198,59.037,312.466,741.028
199,58.982,312.775,741.244
200,58.927,313.087,741.462
201,58.872,313.400,741.676
202,58.817,313.715,741.890
203,58.762,314.033,742.103
204,58.707,314.352,742.314
205,58.652,314.673,742.525
206,58.597,314.996,742.734
207,58.543,315.321,742.942
208,58.488,315.649,743.150
209,58.433,315.978,743.355
210,58.379,316.309,743.560
211,58.325,316.642,743.764
212,58.270,316.977,743.966
213,58.216,317.313,744.167
214,58.161,317.652,744.368
215,58.107,317.992,744.566
216,58.053,318.334,744.765
217,57.999,318.678,744.964
218,57.945,319.024,745.159
219,57.891,319.371,745.353
220,57.837,319.720,745.548
221,57.783,320.071,745.741
222,57.729,320.424,745.934
223,57.675,320.779,746.125
224,57.622,321.135,746.316
225,57.568,321.493,746.504
226,57.514,321.852,746.692
227,57.461,322.213,746.881
228,57.407,322.576,747.066
229,57.353,322.940,747.252
230,57.300,323.307,747.437
231,57.247,323.675,747.621
232,57.193,324.044,747.802
233,57.140,324.415,747.984
234,57.087,324.787,748.166
235,57.034,325.162,748.346
236,56.980,325.537,748.525
237,56.927,325.914,748.702
238,56.874,326.293,748.881
239,56.821,326.674,749.058
240,56.768,327.055,749.232
241,56.716,327.438,749.407
242,56.663,327.823,749.582
243,56.610,328.208,749.756
244,56.557,328.597,749.928
245,56.505,328.986,750.098
246,56.452,329.376,750.270
247,56.399,329.768,750.440
248,56.347,330.162,750.609
249,56.294,330.556,750.777
250,56.242,330.952,750.944
251,56.190,331.349,751.112
252,56.137,331.747,751.278
253,56.085,332.148,751.442
254,56.033,332.549,751.607
255,55.980,332.952,751.771
256,55.928,333.356,751.935
257,55.876,333.761,752.097
258,55.824,334.168,752.258
259,55.772,334.575,752.418
260,55.720,334.985,752.578
261,55.668,335.395,752.739
262,55.616,335.806,752.898
263,55.565,336.219,753.056
264,55.513,336.634,753.212
265,55.461,337.049,753.368
266,55.409,337.465,753.524
267,55.358,337.883,753.679
268,55.306,338.302,753.834
269,55.255,338.722,753.989
270,55.203,339.143,754.141
271,55.152,339.565,754.293
272,55.100,339.988,754.445
273,55.049,340.413,754.597
274,54.997,340.838,754.747
275,54.946,341.266,754.898
276,54.895,341.693,755.046
277,54.844,342.122,755.195
278,54.793,342.552,755.342
279,54.741,342.983,755.490
280,54.690,343.415,755.637
281,54.639,343.848,755.783
282,54.588,344.282,755.929
283,54.537,344.717,756.075
284,54.487,345.153,756.218
285,54.436,345.590,756.361
286,54.385,346.029,756.504
287,54.334,346.468,756.647
288,54.283,346.908,756.790
289,54.233,347.349,756.931
290,54.182,347.792,757.073
291,54.131,348.234,757.212
292,54.081,348.678,757.352
293,54.030,349.123,757.490
294,53.980,349.569,757.628
295,53.929,350.015,757.767
296,53.879,350.463,757.905
297,53.828,350.911,758.042
298,53.778,351.360,758.178
299,53.728,351.811,758.314
300,53.677,352.262,758.449
301,53.627,352.714,758.583
302,53.577,353.167,758.718
303,53.527,353.620,758.852
304,53.477,354.074,758.985
305,53.427,354.530,759.117
306,53.376,354.987,759.249
