# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,388.096
2,68.400,293.000,425.650
3,68.400,293.000,453.171
4,68.400,293.000,475.703
5,68.400,293.000,494.803
6,68.400,293.000,511.154
7,68.400,293.000,525.665
8,68.399,293.000,538.654
9,68.398,293.000,550.335
10,68.397,293.000,560.873
11,68.395,293.000,570.398
12,68.392,293.000,579.027
13,68.389,293.000,586.873
14,68.384,293.000,594.044
15,68.378,293.000,600.632
16,68.371,293.000,606.731
17,68.363,293.000,612.407
18,68.353,293.000,617.720
19,68.343,293.000,622.710
20,68.331,293.000,627.417
21,68.318,293.000,631.871
22,68.304,293.000,636.094
23,68.288,293.000,640.109
24,68.270,293.000,643.935
25,68.250,293.000,647.590
26,68.229,293.000,651.085
27,68.206,293.000,654.437
28,68.181,293.000,657.656
29,68.154,293.000,660.751
30,68.126,293.000,663.733
31,68.095,293.000,666.602
32,68.062,293.000,669.364
33,68.028,293.000,672.019
34,67.992,293.000,674.566
35,67.954,293.000,677.002
36,67.915,293.000,679.329
37,67.874,293.000,681.544
38,67.832,293.000,683.647
39,67.788,293.000,685.641
40,67.744,293.000,687.529
41,67.698,293.000,689.318
42,67.651,293.000,691.008
43,67.604,293.000,692.616
44,67.555,293.001,694.142
45,67.506,293.001,695.594
46,67.457,293.001,696.985
47,67.407,293.001,698.319
48,67.356,293.002,699.602
49,67.305,293.002,700.839
50,67.254,293.003,702.041
51,67.203,293.004,703.207
52,67.151,293.004,704.346
53,67.100,293.005,705.456
54,67.048,293.006,706.544
55,66.996,293.008,707.615
56,66.945,293.009,708.671
57,66.893,293.011,709.704
58,66.841,293.013,710.729
59,66.789,293.016,711.744
60,66.738,293.018,712.746
61,66.686,293.021,713.735
62,66.635,293.025,714.720
63,66.584,293.029,715.698
64,66.532,293.033,716.665
65,66.481,293.038,717.625
66,66.430,293.043,718.580
67,66.379,293.049,719.530
68,66.329,293.056,720.470
69,66.278,293.063,721.405
70,66.228,293.071,722.330
71,66.177,293.080,723.250
72,66.127,293.089,724.161
73,66.077,293.099,725.066
74,66.027,293.111,725.961
75,65.977,293.123,726.845
76,65.927,293.136,727.723
77,65.877,293.150,728.592
78,65.828,293.165,729.450
79,65.779,293.182,730.298
80,65.729,293.199,731.136
81,65.680,293.218,731.962
82,65.631,293.238,732.782
83,65.582,293.260,733.590
