# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,431.685
2,22.800,293.001,449.998
3,22.800,293.019,464.280
4,22.800,293.112,476.212
5,22.800,293.372,488.373
6,22.800,293.871,498.256
7,22.800,294.656,508.533
8,22.800,295.790,517.753
9,22.800,297.296,526.270
10,22.800,299.142,534.116
11,22.799,301.297,541.414
12,22.799,303.723,548.230
13,22.798,306.386,554.620
14,22.797,309.253,560.628
15,22.796,312.292,566.288
16,22.795,315.477,571.633
17,22.793,318.779,576.691
18,22.790,322.179,581.489
19,22.787,325.656,586.052
20,22.783,329.193,590.404
21,22.779,332.775,594.563
22,22.774,336.390,598.550
23,22.769,340.025,602.380
24,22.763,343.670,606.065
25,22.756,347.319,609.621
26,22.749,350.964,613.054
27,22.741,354.598,616.373
28,22.733,358.217,619.586
29,22.724,361.815,622.697
30,22.714,365.389,625.709
31,22.703,368.936,628.629
32,22.692,372.453,631.456
33,22.679,375.938,634.192
34,22.666,379.389,636.840
35,22.652,382.805,639.398
36,22.636,386.183,641.868
37,22.620,389.524,644.249
38,22.602,392.827,646.543
39,22.583,396.090,648.749
40,22.563,399.315,650.868
41,22.542,402.499,652.901
42,22.519,405.645,654.852
43,22.496,408.749,656.719
44,22.471,411.815,658.510
45,22.444,414.841,660.226
46,22.416,417.827,661.871
47,22.387,420.775,663.450
48,22.357,423.684,664.967
49,22.325,426.554,666.425
50,22.292,429.387,667.829
51,22.258,432.181,669.183
52,22.222,434.939,670.490
53,22.185,437.659,671.753
54,22.147,440.344,672.978
55,22.108,442.992,674.165
56,22.067,445.605,675.316
57,22.026,448.182,676.438
58,21.983,450.725,677.532
59,21.939,453.232,678.597
60,21.894,455.706,679.639
61,21.848,458.146,680.660
62,21.801,460.553,681.659
63,21.753,462.927,682.641
64,21.704,465.267,683.608
65,21.654,467.576,684.558
66,21.603,469.851,685.496
67,21.552,472.095,686.423
68,21.499,474.307,687.338
69,21.446,476.487,688.242
70,21.392,478.635,689.140
71,21.337,480.752,690.030
72,21.281,482.839,690.910
73,21.225,484.893,691.786
74,21.167,486.917,692.659
75,21.109,488.910,693.522
76,21.051,490.873,694.384
77,20.992,492.805,695.243
78,20.932,494.707,696.095
79,20.871,496.579,696.945
80,20.810,498.422,697.794
81,20.748,500.234,698.637
82,20.686,502.018,699.478
83,20.623,503.773,700.320
84,20.559,505.500,701.159
85,20.495,507.198,701.992
86,20.430,508.869,702.825
87,20.365,510.512,703.657
88,20.299,512.129,704.485
89,20.233,513.719,705.312
90,20.166,515.284,706.136
91,20.099,516.823,706.956
92,20.031,518.339,707.777
93,19.963,519.830,708.591
94,19.895,521.299,709.403
95,19.826,522.746,710.213
96,19.756,524.170,711.019
97,19.686,525.576,711.822
98,19.616,526.960,712.616
99,19.545,528.326,713.412
100,19.474,529.673,714.197
101,19.403,531.003,714.982
102,19.331,532.317,715.758
103,19.259,533.616,716.532
104,19.187,534.900,717.296
105,19.114,536.170,718.060
106,19.041,537.426,718.809
107,18.967,538.671,719.562
108,18.894,539.903,720.301
109,18.819,541.126,721.036
110,18.745,542.339,721.767
111,18.670,543.541,722.482
112,18.595,544.736,723.200
113,18.520,545.922,723.907
114,18.445,547.102,724.604
115,18.369,548.273,725.302
116,18.293,549.439,725.988
117,18.216,550.599,726.664
118,18.140,551.754,727.339
119,18.063,552.904,728.007
120,17.986,554.048,728.663
121,17.908,555.189,729.313
122,17.831,556.327,729.960
123,17.753,557.460,730.601
124,17.674,558.590,731.232
125,17.596,559.716,731.856
126,17.517,560.840,732.474
127,17.438,561.962,733.089
128,17.358,563.080,733.697
129,17.279,564.196,734.299
130,17.199,565.309,734.892
131,17.118,566.420,735.480
132,17.038,567.529,736.062
133,16.957,568.635,736.637
134,16.875,569.740,737.211
135,16.794,570.842,737.777
136,16.712,571.941,738.338
137,16.630,573.039,738.894
138,16.547,574.133,739.445
139,16.464,575.227,739.990
140,16.381,576.317,740.529
141,16.297,577.404,741.063
142,16.213,578.490,741.593
143,16.129,579.572,742.118
144,16.044,580.652,742.638
145,15.959,581.728,743.154
146,15.874,582.801,743.665
147,15.788,583.872,744.171
148,15.702,584.940,744.674
149,15.615,586.004,745.172
150,15.528,587.063,745.665
151,15.441,588.120,746.156
152,15.353,589.173,746.642
153,15.265,590.221,747.124
