# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,338.165
2,22.800,293.000,351.848
3,22.800,293.000,361.924
4,22.800,293.000,370.198
5,22.800,293.002,377.360
6,22.800,293.005,383.669
7,22.800,293.013,389.401
8,22.800,293.031,394.581
9,22.800,293.064,399.394
10,22.800,293.119,403.829
11,22.800,293.201,408.003
12,22.800,293.319,411.898
13,22.800,293.477,415.596
14,22.800,293.681,419.076
15,22.800,293.936,422.400
16,22.800,294.243,425.549
17,22.800,294.605,428.571
18,22.800,295.022,431.449
19,22.800,295.495,434.220
20,22.800,296.023,436.870
21,22.800,296.606,439.428
22,22.800,297.241,441.882
23,22.800,297.927,444.257
24,22.800,298.663,446.543
25,22.800,299.444,448.760
26,22.800,300.271,450.899
27,22.800,301.140,452.976
28,22.800,302.049,454.984
29,22.800,302.996,456.938
30,22.800,303.978,458.832
31,22.799,304.993,460.675
32,22.799,306.040,462.466
33,22.799,307.116,464.209
34,22.799,308.219,465.904
35,22.799,309.348,467.557
36,22.799,310.499,469.169
37,22.799,311.672,470.741
38,22.799,312.864,472.276
39,22.799,314.076,473.774
40,22.798,315.303,475.238
41,22.798,316.547,476.670
42,22.798,317.805,478.070
43,22.798,319.075,479.441
44,22.798,320.357,480.783
45,22.797,321.650,482.098
46,22.797,322.951,483.386
47,22.797,324.263,484.649
48,22.797,325.580,485.888
49,22.796,326.905,487.104
50,22.796,328.235,488.298
51,22.796,329.570,489.470
52,22.795,330.911,490.621
53,22.795,332.253,491.752
54,22.794,333.600,492.865
55,22.794,334.948,493.959
56,22.794,336.299,495.035
57,22.793,337.650,496.094
58,22.793,339.002,497.136
59,22.792,340.354,498.162
60,22.792,341.706,499.174
61,22.791,343.058,500.170
62,22.790,344.408,501.151
63,22.790,345.757,502.119
64,22.789,347.104,503.073
65,22.789,348.449,504.014
66,22.788,349.791,504.942
67,22.787,351.132,505.858
68,22.787,352.469,506.762
69,22.786,353.803,507.654
70,22.785,355.133,508.536
71,22.784,356.460,509.407
72,22.784,357.783,510.266
73,22.783,359.102,511.115
74,22.782,360.416,511.955
75,22.781,361.727,512.784
76,22.780,363.033,513.604
77,22.779,364.335,514.416
78,22.778,365.631,515.217
79,22.777,366.922,516.010
80,22.776,368.210,516.795
81,22.775,369.491,517.571
82,22.774,370.767,518.340
83,22.773,372.039,519.100
84,22.772,373.304,519.852
85,22.771,374.564,520.597
86,22.769,375.819,521.334
87,22.768,377.069,522.064
88,22.767,378.313,522.787
89,22.766,379.551,523.503
90,22.764,380.783,524.212
91,22.763,382.010,524.914
92,22.762,383.230,525.610
93,22.760,384.446,526.300
94,22.759,385.655,526.983
95,22.757,386.858,527.660
96,22.756,388.056,528.331
97,22.754,389.247,528.996
98,22.752,390.433,529.655
99,22.751,391.614,530.309
100,22.749,392.787,530.956
101,22.747,393.955,531.598
102,22.746,395.116,532.235
103,22.744,396.272,532.866
104,22.742,397.423,533.493
105,22.740,398.567,534.114
106,22.738,399.705,534.730
107,22.736,400.837,535.340
108,22.734,401.964,535.946
109,22.732,403.083,536.546
110,22.730,404.198,537.142
111,22.728,405.307,537.734
112,22.726,406.409,538.320
113,22.724,407.506,538.902
114,22.722,408.597,539.479
115,22.720,409.682,540.053
116,22.717,410.761,540.622
117,22.715,411.833,541.185
118,22.712,412.901,541.744
119,22.710,413.962,542.300
120,22.707,415.018,542.850
121,22.705,416.068,543.398
122,22.702,417.112,543.941
123,22.700,418.150,544.480
124,22.697,419.183,545.015
125,22.694,420.210,545.545
126,22.691,421.231,546.072
127,22.689,422.247,546.595
128,22.686,423.257,547.114
129,22.683,424.261,547.629
130,22.680,425.259,548.141
131,22.677,426.253,548.650
132,22.673,427.240,549.153
133,22.670,428.222,549.653
134,22.667,429.198,550.149
135,22.664,430.168,550.643
136,22.660,431.134,551.133
137,22.657,432.094,551.620
138,22.653,433.049,552.103
139,22.650,433.997,552.582
140,22.646,434.941,553.058
141,22.643,435.878,553.530
142,22.639,436.811,553.999
143,22.635,437.738,554.465
144,22.631,438.661,554.929
145,22.627,439.578,555.388
146,22.623,440.488,555.844
147,22.619,441.395,556.296
148,22.615,442.296,556.747
149,22.611,443.191,557.193
150,22.607,444.082,557.637
151,22.602,444.968,558.078
152,22.598,445.848,558.515
153,22.594,446.723,558.950
154,22.589,447.593,559.382
155,22.584,448.458,559.810
156,22.580,449.317,560.236
157,22.575,450.172,560.659
158,22.570,451.022,561.079
159,22.565,451.868,561.495
160,22.560,452.707,561.910
161,22.555,453.543,562.322
162,22.550,454.373,562.731
163,22.545,455.198,563.136
164,22.540,456.019,563.540
165,22.534,456.835,563.939
166,22.529,457.646,564.338
167,22.523,458.453,564.734
168,22.518,459.254,565.126
169,22.512,460.052,565.515
170,22.507,460.844,565.902
171,22.501,461.633,566.287
172,22.495,462.416,566.671
173,22.489,463.196,567.050
174,22.483,463.971,567.427
175,22.477,464.740,567.801
176,22.471,465.507,568.174
177,22.464,466.268,568.545
178,22.458,467.026,568.911
179,22.451,467.779,569.277
180,22.445,468.528,569.640
181,22.438,469.272,570.000
182,22.432,470.013,570.357
183,22.425,470.750,570.715
184,22.418,471.482,571.068
185,22.411,472.211,571.418
186,22.404,472.936,571.768
187,22.397,473.657,572.115
188,22.390,474.374,572.459
189,22.383,475.087,572.802
190,22.375,475.796,573.142
191,22.368,476.502,573.480
192,22.360,477.204,573.817
193,22.353,477.902,574.149
194,22.345,478.597,574.482
195,22.338,479.288,574.810
196,22.330,479.976,575.138
197,22.322,480.660,575.464
198,22.314,481.341,575.787
199,22.306,482.019,576.110
200,22.298,482.693,576.428
201,22.289,483.363,576.747
202,22.281,484.031,577.061
203,22.273,484.695,577.374
204,22.264,485.357,577.687
205,22.256,486.015,577.995
206,22.247,486.671,578.305
207,22.238,487.322,578.608
208,22.229,487.972,578.914
209,22.221,488.618,579.215
210,22.212,489.261,579.515
211,22.203,489.901,579.814
212,22.193,490.539,580.110
213,22.184,491.173,580.406
214,22.175,491.806,580.698
215,22.165,492.435,580.990
216,22.156,493.061,581.279
217,22.146,493.685,581.567
218,22.137,494.307,581.854
219,22.127,494.925,582.137
220,22.117,495.542,582.421
221,22.107,496.156,582.700
222,22.097,496.768,582.982
223,22.087,497.376,583.258
224,22.077,497.983,583.535
225,22.067,498.586,583.809
226,22.056,499.188,584.082
227,22.046,499.788,584.353
228,22.035,500.385,584.623
229,22.025,500.980,584.892
230,22.014,501.572,585.157
231,22.003,502.162,585.425
232,21.993,502.750,585.686
233,21.982,503.336,585.949
234,21.971,503.920,586.209
235,21.959,504.502,586.468
236,21.948,505.081,586.726
237,21.937,505.659,586.982
238,21.926,506.235,587.238
239,21.914,506.808,587.490
240,21.903,507.379,587.743
241,21.891,507.948,587.992
242,21.879,508.516,588.243
243,21.867,509.081,588.490
244,21.855,509.644,588.737
245,21.843,510.205,588.981
246,21.831,510.765,589.225
247,21.819,511.323,589.467
248,21.807,511.878,589.708
249,21.794,512.432,589.949
250,21.782,512.984,590.186
251,21.769,513.535,590.425
