# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,542.984
2,22.800,293.001,559.811
3,22.800,293.024,577.903
4,22.800,293.126,594.838
5,22.800,293.423,612.299
6,22.798,294.068,628.037
7,22.794,295.167,642.326
8,22.788,296.769,655.391
9,22.777,298.879,667.466
10,22.762,301.468,678.696
11,22.741,304.495,689.099
12,22.713,307.907,698.529
13,22.677,311.647,706.755
14,22.630,315.663,713.612
15,22.572,319.905,719.234
16,22.503,324.327,724.027
17,22.425,328.888,728.384
18,22.338,333.555,732.552
19,22.244,338.299,736.595
20,22.145,343.093,740.581
21,22.041,347.918,744.500
22,21.935,352.755,748.417
23,21.827,357.589,752.317
24,21.717,362.409,756.264
25,21.606,367.204,760.224
26,21.495,371.967,764.218
27,21.383,376.690,768.179
28,21.272,381.368,772.093
29,21.160,385.998,775.896
30,21.048,390.574,779.587
31,20.935,395.095,783.135
32,20.823,399.559,786.545
33,20.711,403.966,789.829
34,20.598,408.314,792.973
35,20.486,412.603,796.005
36,20.373,416.835,798.913
37,20.260,421.008,801.722
38,20.147,425.124,804.425
39,20.034,429.182,807.034
40,19.921,433.184,809.552
41,19.807,437.131,811.984
42,19.694,441.023,814.343
43,19.580,444.860,816.618
44,19.465,448.645,818.829
45,19.351,452.376,820.965
46,19.236,456.055,823.046
47,19.121,459.683,825.059
48,19.006,463.261,827.019
49,18.891,466.787,828.923
50,18.775,470.264,830.775
51,18.658,473.692,832.582
52,18.542,477.069,834.335
53,18.425,480.398,836.050
54,18.307,483.678,837.715
55,18.190,486.909,839.346
56,18.071,490.092,840.935
57,17.952,493.225,842.488
58,17.833,496.310,844.005
59,17.713,499.348,845.486
60,17.593,502.336,846.936
61,17.472,505.277,848.356
62,17.351,508.168,849.743
63,17.229,511.013,851.102
64,17.107,513.810,852.434
65,16.984,516.561,853.737
66,16.860,519.265,855.016
67,16.736,521.925,856.271
68,16.611,524.540,857.502
69,16.485,527.114,858.706
70,16.359,529.647,859.893
71,16.233,532.141,861.059
72,16.105,534.597,862.203
73,15.978,537.021,863.327
74,15.849,539.412,864.432
75,15.720,541.773,865.519
76,15.591,544.109,866.589
77,15.461,546.421,867.640
78,15.330,548.712,868.675
79,15.199,550.986,869.695
80,15.067,553.245,870.701
81,14.935,555.493,871.690
82,14.802,557.731,872.664
83,14.668,559.962,873.627
84,14.534,562.189,874.573
85,14.400,564.414,875.507
