# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,331.033
2,22.800,293.000,344.431
3,22.800,293.000,354.211
4,22.800,293.000,362.251
5,22.800,293.001,369.070
6,22.800,293.004,375.159
7,22.800,293.011,380.552
8,22.800,293.026,385.506
9,22.800,293.055,390.008
10,22.800,293.103,394.230
11,22.800,293.178,398.126
12,22.800,293.286,401.826
13,22.800,293.435,405.274
14,22.800,293.632,408.575
15,22.800,293.880,411.676
16,22.800,294.184,414.662
17,22.800,294.549,417.482
18,22.800,294.975,420.211
19,22.800,295.465,422.798
20,22.800,296.019,425.312
21,22.800,296.637,427.704
22,22.800,297.318,430.034
23,22.800,298.063,432.257
24,22.800,298.868,434.430
25,22.800,299.732,436.508
26,22.800,300.653,438.544
27,22.800,301.629,440.495
28,22.800,302.656,442.394
29,22.800,303.736,444.239
30,22.800,304.862,446.029
31,22.800,306.036,447.768
32,22.800,307.254,449.460
33,22.800,308.512,451.109
34,22.800,309.808,452.718
35,22.799,311.140,454.289
36,22.799,312.507,455.821
37,22.799,313.904,457.318
38,22.799,315.330,458.782
39,22.799,316.785,460.214
40,22.799,318.263,461.616
41,22.799,319.765,462.989
42,22.799,321.289,464.334
43,22.799,322.832,465.653
44,22.798,324.393,466.947
45,22.798,325.970,468.216
46,22.798,327.563,469.463
47,22.798,329.168,470.687
48,22.798,330.785,471.891
49,22.797,332.414,473.073
50,22.797,334.051,474.236
51,22.797,335.697,475.381
52,22.797,337.350,476.509
53,22.796,339.009,477.618
54,22.796,340.673,478.712
55,22.796,342.341,479.789
56,22.795,344.013,480.852
57,22.795,345.688,481.899
58,22.794,347.363,482.935
59,22.794,349.041,483.954
60,22.794,350.718,484.962
61,22.793,352.395,485.958
62,22.793,354.071,486.940
63,22.792,355.746,487.912
64,22.792,357.418,488.872
65,22.791,359.088,489.822
66,22.790,360.754,490.761
67,22.790,362.418,491.690
68,22.789,364.077,492.609
69,22.788,365.732,493.519
70,22.788,367.382,494.420
71,22.787,369.027,495.312
72,22.786,370.667,496.195
73,22.786,372.301,497.071
74,22.785,373.930,497.936
75,22.784,375.553,498.797
76,22.783,377.168,499.647
77,22.782,378.776,500.492
78,22.781,380.379,501.328
79,22.780,381.973,502.158
80,22.779,383.561,502.980
81,22.778,385.141,503.796
82,22.777,386.713,504.605
83,22.776,388.278,505.407
84,22.775,389.835,506.204
85,22.774,391.383,506.993
86,22.772,392.923,507.778
87,22.771,394.455,508.556
88,22.770,395.978,509.327
89,22.768,397.494,510.093
90,22.767,398.999,510.853
91,22.766,400.497,511.609
92,22.764,401.985,512.357
93,22.763,403.465,513.100
94,22.761,404.935,513.838
95,22.760,406.397,514.570
96,22.758,407.849,515.298
97,22.756,409.292,516.019
98,22.755,410.725,516.735
99,22.753,412.150,517.447
100,22.751,413.564,518.153
101,22.749,414.969,518.854
102,22.747,416.365,519.549
103,22.745,417.750,520.240
104,22.743,419.127,520.925
105,22.741,420.493,521.606
106,22.739,421.849,522.281
