# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,325.199
2,68.400,293.000,338.160
3,68.400,293.000,347.852
4,68.400,293.000,355.936
5,68.400,293.000,362.936
6,68.400,293.000,369.215
7,68.400,293.000,374.890
8,68.400,293.000,380.108
9,68.400,293.000,384.934
10,68.400,293.000,389.452
11,68.400,293.000,393.685
12,68.400,293.000,397.694
13,68.400,293.000,401.483
14,68.400,293.000,405.098
15,68.400,293.000,408.535
16,68.400,293.000,411.832
17,68.400,293.000,414.981
18,68.400,293.000,418.016
19,68.400,293.000,420.925
20,68.400,293.000,423.738
21,68.400,293.000,426.441
22,68.400,293.000,429.062
23,68.400,293.000,431.586
24,68.400,293.000,434.040
25,68.400,293.000,436.408
26,68.400,293.000,438.714
27,68.400,293.000,440.943
28,68.400,293.000,443.118
29,68.400,293.000,445.223
30,68.400,293.000,447.280
31,68.400,293.000,449.272
32,68.400,293.000,451.222
33,68.400,293.000,453.112
34,68.400,293.000,454.961
35,68.400,293.000,456.763
36,68.400,293.000,458.517
37,68.400,293.000,460.230
38,68.400,293.000,461.904
39,68.400,293.000,463.539
40,68.400,293.000,465.138
41,68.400,293.000,466.700
42,68.400,293.000,468.229
43,68.400,293.000,469.724
44,68.400,293.000,471.188
45,68.400,293.000,472.620
46,68.400,293.000,474.024
47,68.399,293.000,475.399
48,68.399,293.001,476.746
49,68.399,293.001,478.066
50,68.399,293.001,479.360
51,68.399,293.001,480.628
52,68.399,293.001,481.872
53,68.399,293.002,483.092
54,68.399,293.002,484.289
55,68.399,293.002,485.462
56,68.399,293.003,486.614
57,68.399,293.003,487.745
58,68.398,293.004,488.855
59,68.398,293.005,489.944
60,68.398,293.006,491.013
61,68.398,293.006,492.064
62,68.398,293.007,493.094
63,68.398,293.009,494.107
64,68.397,293.010,495.102
65,68.397,293.012,496.079
66,68.397,293.013,497.040
67,68.397,293.015,497.982
68,68.396,293.017,498.909
69,68.396,293.019,499.819
70,68.396,293.022,500.715
71,68.396,293.024,501.595
72,68.395,293.028,502.460
73,68.395,293.031,503.310
74,68.395,293.035,504.145
75,68.394,293.038,504.967
76,68.394,293.043,505.775
77,68.394,293.047,506.570
