# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,371.113
2,22.800,293.000,402.443
3,22.800,293.001,425.673
4,22.800,293.006,444.895
5,22.800,293.030,461.329
6,22.800,293.089,476.008
7,22.800,293.207,488.944
8,22.800,293.423,500.622
9,22.799,293.779,511.343
10,22.799,294.304,521.241
11,22.798,295.022,530.427
12,22.796,295.948,538.989
13,22.795,297.089,547.000
14,22.792,298.447,554.523
15,22.790,300.018,561.612
16,22.787,301.796,568.311
17,22.783,303.773,574.661
18,22.779,305.938,580.692
19,22.774,308.280,586.435
20,22.768,310.788,591.910
21,22.762,313.450,597.140
22,22.755,316.255,602.143
23,22.748,319.189,606.934
24,22.740,322.244,611.526
25,22.730,325.406,615.933
26,22.720,328.667,620.162
27,22.709,332.017,624.226
28,22.697,335.447,628.129
29,22.684,338.947,631.880
30,22.670,342.512,635.487
31,22.655,346.132,638.952
32,22.638,349.800,642.281
33,22.621,353.511,645.479
34,22.601,357.257,648.549
35,22.581,361.035,651.495
36,22.559,364.838,654.319
37,22.535,368.662,657.028
38,22.510,372.501,659.622
39,22.483,376.353,662.105
40,22.454,380.213,664.483
41,22.424,384.077,666.759
42,22.392,387.942,668.936
43,22.358,391.805,671.017
44,22.322,395.664,673.006
45,22.284,399.514,674.910
46,22.244,403.354,676.732
47,22.202,407.181,678.477
48,22.158,410.994,680.148
49,22.112,414.788,681.751
50,22.064,418.564,683.290
51,22.014,422.319,684.769
52,21.962,426.049,686.192
53,21.908,429.755,687.563
54,21.852,433.434,688.887
55,21.794,437.086,690.167
56,21.734,440.707,691.407
57,21.673,444.297,692.609
58,21.609,447.855,693.778
59,21.544,451.378,694.915
60,21.477,454.866,696.024
61,21.408,458.317,697.109
62,21.338,461.730,698.171
63,21.266,465.105,699.212
64,21.193,468.439,700.235
65,21.118,471.733,701.241
66,21.041,474.985,702.234
67,20.963,478.196,703.216
68,20.884,481.364,704.188
69,20.804,484.489,705.152
70,20.722,487.572,706.115
71,20.639,490.613,707.076
72,20.555,493.612,708.035
73,20.470,496.568,708.998
74,20.384,499.485,709.961
75,20.297,502.362,710.925
76,20.209,505.200,711.895
77,20.120,508.001,712.871
78,20.030,510.766,713.850
79,19.939,513.497,714.830
80,19.847,516.196,715.814
81,19.754,518.863,716.802
82,19.660,521.501,717.794
83,19.565,524.112,718.788
84,19.469,526.697,719.781
85,19.372,529.256,720.768
86,19.273,531.791,721.751
87,19.174,534.305,722.727
88,19.074,536.798,723.707
89,18.973,539.273,724.703
90,18.871,541.728,725.681
91,18.767,544.165,726.643
92,18.662,546.583,727.593
93,18.557,548.985,728.544
94,18.451,551.370,729.499
95,18.344,553.738,730.435
96,18.235,556.089,731.355
97,18.125,558.424,732.263
98,18.015,560.742,733.176
99,17.903,563.043,734.087
100,17.790,565.327,734.979
101,17.676,567.592,735.855
102,17.561,569.840,736.719
103,17.444,572.070,737.599
104,17.327,574.279,738.460
105,17.208,576.469,739.306
106,17.088,578.636,740.134
107,16.968,580.786,740.973
108,16.846,582.912,741.803
109,16.722,585.016,742.617
110,16.598,587.096,743.414
111,16.472,589.150,744.218
112,16.346,591.181,745.012
113,16.218,593.184,745.797
114,16.088,595.161,746.566
115,15.958,597.110,747.336
116,15.827,599.032,748.097
117,15.695,600.921,748.855
118,15.561,602.782,749.596
119,15.426,604.610,750.334
120,15.291,606.408,751.069
121,15.154,608.172,751.799
122,15.016,609.903,752.517
123,14.877,611.598,753.225
124,14.737,613.261,753.937
125,14.597,614.888,754.636
126,14.455,616.479,755.329
127,14.313,618.035,756.021
128,14.170,619.555,756.702
129,14.026,621.040,757.383
130,13.881,622.488,758.057
131,13.736,623.900,758.721
132,13.590,625.278,759.385
133,13.443,626.621,760.045
134,13.296,627.928,760.697
135,13.149,629.203,761.344
136,13.001,630.445,761.992
137,12.852,631.655,762.633
138,12.704,632.836,763.270
139,12.555,633.986,763.903
140,12.406,635.108,764.534
141,12.257,636.205,765.163
142,12.108,637.275,765.786
143,11.959,638.321,766.406
144,11.810,639.347,767.026
145,11.662,640.351,767.645
146,11.513,641.338,768.258
147,11.365,642.307,768.869
148,11.217,643.261,769.480
