# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,467.835
2,68.399,293.000,533.559
3,68.395,293.000,576.529
4,68.384,293.000,607.351
5,68.365,293.000,632.440
6,68.337,293.000,653.840
7,68.298,293.000,672.322
8,68.246,293.000,688.294
9,68.178,293.000,701.970
10,68.094,293.000,713.516
11,67.995,293.000,723.196
12,67.882,293.000,731.377
13,67.756,293.000,738.475
14,67.621,293.000,744.880
15,67.479,293.000,750.943
16,67.332,293.000,756.902
17,67.182,293.000,762.759
18,67.030,293.000,768.448
19,66.877,293.000,773.824
20,66.724,293.000,779.004
21,66.570,293.000,783.873
22,66.416,293.000,788.579
23,66.262,293.000,792.997
24,66.108,293.000,797.279
25,65.955,293.000,801.302
26,65.802,293.000,805.211
27,65.650,293.000,808.888
28,65.499,293.000,812.465
29,65.349,293.000,815.836
30,65.200,293.000,819.114
31,65.051,293.000,822.220
32,64.904,293.000,825.229
33,64.757,293.000,828.103
34,64.612,293.000,830.869
35,64.468,293.001,833.542
36,64.324,293.001,836.089
37,64.182,293.001,838.583
38,64.040,293.002,840.941
39,63.900,293.002,843.265
40,63.761,293.003,845.467
41,63.623,293.004,847.625
42,63.485,293.006,849.694
43,63.349,293.007,851.690
44,63.214,293.009,853.645
45,63.079,293.012,855.505
46,62.946,293.015,857.346
47,62.813,293.018,859.100
48,62.682,293.022,860.812
49,62.551,293.027,862.481
50,62.421,293.033,864.077
51,62.292,293.039,865.662
52,62.164,293.046,867.176
53,62.037,293.055,868.656
54,61.911,293.065,870.103
55,61.785,293.076,871.490
56,61.660,293.088,872.866
57,61.536,293.102,874.193
58,61.413,293.118,875.479
59,61.291,293.134,876.752
60,61.169,293.153,877.974
61,61.048,293.175,879.176
62,60.928,293.198,880.352
63,60.808,293.224,881.484
64,60.689,293.252,882.607
65,60.571,293.282,883.699
66,60.454,293.316,884.755
67,60.337,293.352,885.805
68,60.221,293.390,886.821
69,60.105,293.432,887.809
70,59.991,293.478,888.792
71,59.877,293.526,889.742
72,59.763,293.579,890.669
73,59.650,293.635,891.591
74,59.538,293.694,892.481
75,59.426,293.758,893.352
76,59.315,293.826,894.218
77,59.204,293.897,895.057
78,59.094,293.974,895.878
79,58.985,294.054,896.693
80,58.876,294.139,897.484
81,58.767,294.228,898.257
82,58.660,294.323,899.028
83,58.552,294.423,899.775
84,58.445,294.527,900.504
85,58.339,294.637,901.234
86,58.233,294.752,901.943
87,58.128,294.871,902.633
88,58.023,294.997,903.324
89,57.919,295.129,903.997
90,57.815,295.266,904.652
91,57.712,295.408,905.306
92,57.609,295.557,905.947
93,57.506,295.711,906.571
94,57.404,295.872,907.190
95,57.303,296.039,907.802
96,57.201,296.212,908.397
97,57.100,296.391,908.982
98,57.000,296.577,909.566
99,56.900,296.768,910.136
100,56.801,296.967,910.692
101,56.702,297.172,911.249
102,56.603,297.383,911.794
103,56.505,297.602,912.327
104,56.407,297.827,912.855
105,56.310,298.059,913.379
106,56.213,298.298,913.890
107,56.116,298.543,914.390
108,56.019,298.795,914.893
109,55.924,299.054,915.385
110,55.828,299.321,915.865
111,55.732,299.594,916.343
112,55.638,299.875,916.816
113,55.543,300.162,917.279
114,55.449,300.457,917.732
115,55.355,300.758,918.188
116,55.262,301.067,918.634
117,55.168,301.383,919.071
118,55.075,301.706,919.503
119,54.983,302.037,919.935
120,54.891,302.374,920.357
121,54.799,302.719,920.770
122,54.707,303.071,921.185
123,54.616,303.430,921.592
124,54.525,303.796,921.993
125,54.435,304.170,922.385
126,54.345,304.550,922.781
127,54.255,304.939,923.169
128,54.165,305.334,923.548
129,54.075,305.736,923.922
130,53.986,306.146,924.300
131,53.898,306.562,924.669
132,53.809,306.987,925.029
133,53.721,307.417,925.388
134,53.633,307.855,925.747
135,53.545,308.300,926.099
136,53.457,308.752,926.443
137,53.370,309.211,926.788
138,53.284,309.678,927.130
139,53.197,310.151,927.465
140,53.110,310.631,927.793
141,53.024,311.119,928.124
142,52.939,311.613,928.452
143,52.853,312.113,928.771
144,52.768,312.621,929.086
145,52.682,313.135,929.403
146,52.598,313.657,929.716
147,52.513,314.185,930.023
148,52.429,314.720,930.323
149,52.345,315.261,930.627
150,52.261,315.809,930.928
151,52.177,316.363,931.221
152,52.094,316.925,931.510
153,52.010,317.491,931.801
154,51.928,318.066,932.090
