# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,452.411
2,68.400,293.000,513.853
3,68.397,293.000,556.227
4,68.389,293.000,587.885
5,68.375,293.000,614.202
6,68.354,293.000,637.624
7,68.323,293.000,659.003
8,68.282,293.000,678.711
9,68.226,293.000,696.835
10,68.156,293.000,713.241
11,68.069,293.000,727.794
12,67.967,293.000,740.578
13,67.854,293.000,751.982
14,67.731,293.000,762.500
15,67.605,293.000,772.721
16,67.478,293.000,782.688
17,67.352,293.000,791.801
18,67.226,293.000,800.181
19,67.102,293.000,808.040
20,66.979,293.000,815.129
21,66.857,293.000,821.766
22,66.737,293.000,827.933
23,66.619,293.000,833.538
24,66.503,293.000,838.823
25,66.388,293.000,843.769
26,66.275,293.000,848.284
27,66.164,293.000,852.556
28,66.055,293.000,856.603
29,65.947,293.001,860.309
30,65.840,293.001,863.826
31,65.736,293.001,867.185
32,65.632,293.002,870.298
33,65.530,293.003,873.237
34,65.430,293.004,876.046
35,65.331,293.005,878.732
36,65.233,293.007,881.225
37,65.136,293.010,883.612
38,65.041,293.013,885.926
39,64.946,293.016,888.102
40,64.853,293.021,890.161
41,64.761,293.026,892.137
42,64.670,293.032,894.076
43,64.580,293.040,895.890
44,64.491,293.049,897.619
45,64.402,293.059,899.286
46,64.315,293.072,900.931
47,64.229,293.085,902.478
48,64.144,293.101,903.955
49,64.059,293.119,905.382
50,63.975,293.140,906.791
51,63.892,293.163,908.138
52,63.810,293.188,909.416
53,63.728,293.216,910.654
54,63.647,293.248,911.863
55,63.567,293.283,913.057
56,63.488,293.320,914.183
57,63.409,293.362,915.268
58,63.331,293.408,916.322
59,63.253,293.457,917.371
60,63.177,293.510,918.384
61,63.100,293.568,919.348
62,63.024,293.630,920.284
63,62.949,293.697,921.195
64,62.875,293.768,922.110
65,62.801,293.844,922.987
66,62.727,293.926,923.825
67,62.654,294.012,924.641
68,62.582,294.104,925.439
69,62.510,294.201,926.241
70,62.439,294.304,927.011
71,62.367,294.412,927.751
72,62.297,294.525,928.471
73,62.226,294.645,929.174
74,62.157,294.771,929.884
75,62.088,294.903,930.570
76,62.019,295.041,931.228
77,61.951,295.185,931.870
78,61.883,295.335,932.496
79,61.815,295.491,933.120
80,61.748,295.654,933.742
81,61.682,295.823,934.337
82,61.615,295.998,934.912
83,61.549,296.181,935.474
84,61.483,296.369,936.029
85,61.418,296.564,936.588
86,61.353,296.766,937.132
87,61.289,296.974,937.654
88,61.225,297.188,938.164
89,61.160,297.410,938.663
90,61.097,297.638,939.159
91,61.034,297.872,939.659
92,60.971,298.113,940.141
93,60.908,298.360,940.606
94,60.846,298.614,941.062
95,60.784,298.875,941.509
96,60.722,299.142,941.955
97,60.661,299.416,942.403
98,60.600,299.695,942.837
99,60.539,299.982,943.256
100,60.479,300.275,943.666
101,60.418,300.574,944.069
102,60.358,300.880,944.470
103,60.299,301.191,944.876
104,60.240,301.508,945.267
105,60.180,301.832,945.649
106,60.121,302.163,946.022
107,60.063,302.499,946.387
108,60.004,302.842,946.750
109,59.946,303.189,947.120
110,59.888,303.544,947.479
111,59.831,303.903,947.825
112,59.773,304.269,948.165
113,59.716,304.640,948.499
114,59.659,305.017,948.828
115,59.602,305.400,949.163
116,59.546,305.788,949.492
117,59.490,306.181,949.813
118,59.434,306.580,950.127
119,59.378,306.984,950.433
120,59.322,307.394,950.736
121,59.266,307.809,951.035
122,59.211,308.229,951.340
123,59.156,308.653,951.641
124,59.102,309.082,951.930
125,59.047,309.517,952.214
126,58.993,309.956,952.492
127,58.938,310.401,952.766
128,58.884,310.850,953.042
129,58.830,311.304,953.323
130,58.777,311.762,953.592
131,58.724,312.224,953.857
132,58.670,312.691,954.117
133,58.617,313.163,954.371
134,58.564,313.639,954.623
135,58.511,314.118,954.875
136,58.459,314.602,955.131
137,58.407,315.090,955.381
138,58.354,315.582,955.624
139,58.302,316.079,955.861
140,58.250,316.578,956.095
141,58.199,317.082,956.326
142,58.147,317.589,956.559
143,58.096,318.100,956.793
144,58.045,318.614,957.025
145,57.994,319.132,957.248
146,57.943,319.654,957.469
147,57.892,320.179,957.685
148,57.841,320.707,957.899
149,57.791,321.239,958.112
150,57.741,321.772,958.327
151,57.691,322.310,958.543
152,57.641,322.851,958.751
153,57.591,323.395,958.956
154,57.541,323.941,959.157
155,57.491,324.491,959.355
156,57.442,325.043,959.550
157,57.393,325.599,959.750
158,57.344,326.156,959.951
159,57.295,326.716,960.144
160,57.246,327.279,960.336
161,57.197,327.846,960.524
162,57.148,328.413,960.709
163,57.100,328.983,960.891
164,57.051,329.556,961.072
165,57.003,330.131,961.257
166,56.955,330.708,961.441
167,56.907,331.288,961.622
168,56.859,331.869,961.796
169,56.812,332.453,961.970
170,56.764,333.038,962.142
171,56.716,333.625,962.310
172,56.669,334.215,962.478
173,56.622,334.806,962.650
174,56.575,335.399,962.821
175,56.528,335.994,962.988
176,56.481,336.591,963.150
177,56.434,337.189,963.310
178,56.387,337.789,963.470
179,56.341,338.390,963.626
180,56.294,338.993,963.783
181,56.248,339.597,963.945
182,56.202,340.203,964.102
183,56.156,340.811,964.257
184,56.109,341.420,964.407
185,56.064,342.029,964.558
186,56.018,342.640,964.705
187,55.972,343.253,964.852
188,55.926,343.866,964.998
189,55.880,344.481,965.146
190,55.835,345.097,965.294
191,55.790,345.713,965.439
192,55.745,346.331,965.582
193,55.699,346.950,965.721
194,55.654,347.569,965.860
195,55.609,348.190,965.997
196,55.564,348.812,966.133
197,55.519,349.434,966.271
198,55.475,350.056,966.410
199,55.430,350.681,966.546
200,55.385,351.305,966.679
201,55.341,351.930,966.813
202,55.297,352.556,966.941
203,55.252,353.182,967.070
204,55.208,353.810,967.197
205,55.164,354.436,967.325
206,55.120,355.065,967.457
207,55.076,355.693,967.584
208,55.032,356.322,967.710
209,54.988,356.951,967.835
210,54.944,357.581,967.957
211,54.900,358.211,968.078
212,54.857,358.842,968.197
213,54.813,359.472,968.316
214,54.770,360.102,968.437
215,54.726,360.734,968.560
216,54.683,361.364,968.679
217,54.640,361.996,968.797
218,54.597,362.627,968.912
219,54.553,363.258,969.027
220,54.510,363.890,969.140
221,54.467,364.521,969.252
222,54.424,365.153,969.364
223,54.381,365.785,969.480
224,54.338,366.416,969.592
225,54.296,367.047,969.705
226,54.253,367.679,969.814
227,54.210,368.310,969.922
228,54.168,368.940,970.031
229,54.125,369.572,970.137
230,54.083,370.202,970.241
231,54.040,370.832,970.347
232,53.998,371.462,970.455
233,53.956,372.092,970.564
234,53.913,372.722,970.668
235,53.871,373.350,970.771
236,53.829,373.978,970.873
237,53.787,374.607,970.974
238,53.745,375.235,971.074
239,53.703,375.862,971.172
240,53.661,376.489,971.272
241,53.619,377.115,971.374
242,53.577,377.740,971.475
243,53.535,378.366,971.573
244,53.494,378.990,971.670
245,53.452,379.614,971.767
246,53.410,380.237,971.863
247,53.369,380.860,971.957
248,53.327,381.482,972.050
249,53.285,382.102,972.144
