# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,399.777
2,22.800,293.000,432.710
3,22.800,293.000,456.038
4,22.800,293.000,474.872
5,22.800,293.002,490.037
6,22.800,293.006,503.172
7,22.799,293.021,514.733
8,22.798,293.059,524.998
9,22.797,293.137,534.187
10,22.796,293.280,542.474
11,22.793,293.513,550.004
12,22.791,293.862,556.891
13,22.787,294.350,563.228
14,22.783,295.000,569.085
15,22.779,295.826,574.520
16,22.774,296.843,579.577
17,22.768,298.060,584.294
18,22.762,299.482,588.706
19,22.755,301.110,592.840
20,22.748,302.944,596.722
21,22.739,304.980,600.375
22,22.730,307.212,603.820
23,22.720,309.633,607.077
24,22.710,312.233,610.163
25,22.698,315.001,613.094
26,22.686,317.927,615.885
27,22.673,321.000,618.549
28,22.659,324.208,621.098
29,22.645,327.538,623.542
30,22.629,330.980,625.892
31,22.613,334.522,628.156
32,22.596,338.153,630.341
33,22.578,341.862,632.454
34,22.559,345.639,634.502
35,22.540,349.474,636.488
36,22.520,353.359,638.420
37,22.498,357.284,640.300
38,22.476,361.243,642.133
39,22.453,365.226,643.921
40,22.429,369.228,645.669
41,22.404,373.242,647.378
42,22.379,377.262,649.050
43,22.352,381.284,650.690
44,22.325,385.301,652.297
45,22.296,389.309,653.874
46,22.267,393.305,655.422
47,22.236,397.284,656.942
48,22.205,401.242,658.436
49,22.172,405.177,659.906
50,22.139,409.086,661.350
51,22.105,412.964,662.773
52,22.069,416.810,664.172
53,22.033,420.622,665.549
54,21.996,424.397,666.905
55,21.957,428.131,668.239
56,21.918,431.824,669.555
57,21.878,435.474,670.849
58,21.836,439.076,672.125
59,21.794,442.631,673.381
60,21.750,446.135,674.615
61,21.705,449.587,675.834
62,21.659,452.984,677.031
63,21.613,456.326,678.210
64,21.565,459.609,679.372
65,21.516,462.833,680.511
66,21.466,465.995,681.634
67,21.415,469.095,682.738
68,21.362,472.132,683.822
69,21.309,475.106,684.892
70,21.255,478.014,685.944
71,21.200,480.860,686.976
72,21.144,483.642,687.992
73,21.086,486.361,688.985
74,21.028,489.020,689.958
75,20.969,491.619,690.926
76,20.909,494.161,691.864
77,20.849,496.647,692.786
78,20.787,499.080,693.697
79,20.725,501.463,694.577
80,20.662,503.798,695.462
81,20.599,506.085,696.305
82,20.534,508.329,697.161
83,20.470,510.531,697.988
84,20.404,512.692,698.796
85,20.338,514.813,699.612
86,20.272,516.896,700.416
87,20.205,518.941,701.210
88,20.138,520.950,701.988
89,20.071,522.922,702.758
90,20.003,524.859,703.526
91,19.935,526.759,704.287
92,19.866,528.624,705.046
93,19.797,530.453,705.805
94,19.728,532.248,706.560
95,19.659,534.006,707.316
96,19.589,535.728,708.064
97,19.519,537.415,708.833
98,19.448,539.064,709.583
99,19.378,540.679,710.332
100,19.306,542.258,711.085
101,19.235,543.803,711.811
102,19.164,545.321,712.525
103,19.092,546.807,713.271
104,19.020,548.262,714.018
105,18.948,549.685,714.759
106,18.875,551.077,715.490
107,18.802,552.440,716.218
108,18.728,553.777,716.915
109,18.655,555.093,717.597
110,18.582,556.385,718.299
111,18.507,557.653,719.009
112,18.433,558.895,719.706
113,18.358,560.117,720.398
114,18.284,561.315,721.079
115,18.208,562.500,721.730
116,18.133,563.671,722.381
117,18.058,564.824,723.045
118,17.982,565.960,723.708
119,17.906,567.080,724.364
120,17.830,568.183,725.013
121,17.754,569.274,725.649
122,17.677,570.359,726.262
123,17.601,571.436,726.882
124,17.524,572.501,727.512
125,17.447,573.553,728.133
126,17.370,574.597,728.750
127,17.292,575.629,729.362
128,17.215,576.659,729.955
129,17.137,577.688,730.538
130,17.059,578.709,731.131
131,16.981,579.722,731.722
132,16.903,580.727,732.310
133,16.825,581.726,732.893
134,16.746,582.721,733.467
135,16.668,583.719,734.026
136,16.589,584.715,734.586
137,16.510,585.703,735.149
138,16.431,586.688,735.710
139,16.352,587.667,736.267
140,16.272,588.643,736.818
141,16.192,589.622,737.358
142,16.113,590.602,737.891
143,16.033,591.576,738.428
144,15.953,592.547,738.964
145,15.872,593.513,739.497
146,15.792,594.477,740.025
147,15.711,595.443,740.546
148,15.630,596.411,741.057
149,15.549,597.375,741.570
150,15.468,598.334,742.083
151,15.387,599.292,742.594
152,15.305,600.245,743.101
153,15.223,601.199,743.603
154,15.141,602.156,744.096
155,15.059,603.108,744.588
156,14.976,604.057,745.080
157,14.893,605.002,745.571
158,14.810,605.942,746.058
159,14.727,606.884,746.542
160,14.644,607.827,747.018
161,14.560,608.765,747.493
162,14.476,609.698,747.967
163,14.392,610.628,748.440
164,14.307,611.552,748.910
165,14.223,612.479,749.377
166,14.138,613.403,749.839
167,14.053,614.323,750.297
168,13.968,615.236,750.757
169,13.882,616.144,751.214
170,13.796,617.050,751.669
171,13.711,617.954,752.123
172,13.625,618.854,752.571
173,13.538,619.749,753.018
174,13.452,620.638,753.463
175,13.365,621.520,753.908
176,13.278,622.399,754.352
177,13.191,623.277,754.793
178,13.104,624.148,755.230
179,13.016,625.013,755.666
180,12.929,625.870,756.102
181,12.841,626.723,756.537
182,12.753,627.572,756.971
183,12.666,628.417,757.403
184,12.578,629.253,757.831
185,12.490,630.083,758.259
186,12.401,630.906,758.687
187,12.313,631.725,759.116
188,12.225,632.540,759.541
189,12.137,633.347,759.964
190,12.049,634.147,760.386
191,11.960,634.938,760.809
192,11.872,635.727,761.232
193,11.784,636.511,761.652
194,11.696,637.287,762.071
195,11.608,638.054,762.488
196,11.520,638.814,762.906
197,11.432,639.572,763.324
198,11.344,640.325,763.741
199,11.256,641.069,764.155
200,11.169,641.806,764.569
201,11.081,642.537,764.983
202,10.994,643.265,765.397
203,10.907,643.987,765.810
204,10.820,644.702,766.220
205,10.734,645.409,766.630
206,10.647,646.113,767.042
207,10.561,646.814,767.452
208,10.475,647.508,767.861
209,10.390,648.195,768.269
210,10.304,648.877,768.676
211,10.219,649.558,769.086
212,10.135,650.233,769.492
213,10.050,650.903,769.897
214,9.967,651.566,770.302
215,9.883,652.231,770.708
216,9.800,652.891,771.113
217,9.717,653.545,771.517
218,9.635,654.194,771.920
219,9.553,654.845,772.324
220,9.472,655.491,772.727
221,9.391,656.133,773.129
222,9.310,656.772,773.531
223,9.231,657.413,773.933
224,9.151,658.050,774.335
225,9.073,658.684,774.736
226,8.994,659.317,775.138
227,8.917,659.953,775.539
228,8.840,660.584,775.940
229,8.764,661.214,776.341
230,8.688,661.846,776.742
231,8.613,662.480,777.143
232,8.539,663.109,777.543
233,8.466,663.743,777.945
234,8.393,664.379,778.347
235,8.321,665.014,778.747
236,8.250,665.650,779.149
237,8.180,666.293,779.552
238,8.110,666.935,779.954
239,8.042,667.579,780.357
240,7.974,668.230,780.760
241,7.908,668.884,781.164
242,7.842,669.539,781.568
243,7.777,670.204,781.973
244,7.713,670.871,782.379
245,7.650,671.544,782.785
246,7.589,672.226,783.192
247,7.528,672.910,783.600
248,7.469,673.606,784.008
249,7.410,674.310,784.418
250,7.353,675.019,784.828
251,7.297,675.743,785.240
252,7.242,676.472,785.651
253,7.189,677.214,786.065
254,7.136,677.969,786.480
255,7.085,678.734,786.895
256,7.036,679.516,787.312
257,6.987,680.308,787.729
258,6.940,681.121,788.149
259,6.895,681.945,788.569
260,6.851,682.791,788.991
261,6.808,683.653,789.414
262,6.766,684.537,789.839
263,6.727,685.440,790.264
264,6.688,686.368,790.692
265,6.651,687.319,791.120
266,6.616,688.296,791.550
267,6.582,689.299,791.982
268,6.550,690.328,792.414
269,6.519,691.389,792.848
270,6.490,692.479,793.283
271,6.462,693.600,793.719
272,6.436,694.752,794.157
273,6.411,695.935,794.595
274,6.388,697.151,795.034
275,6.366,698.395,795.474
276,6.346,699.668,795.914
277,6.326,700.964,796.354
278,6.308,702.282,796.794
279,6.290,703.615,797.233
280,6.274,704.957,797.671
281,6.258,706.298,798.108
282,6.243,707.632,798.543
283,6.229,708.949,798.976
284,6.215,710.241,799.406
285,6.200,711.507,799.834
286,6.187,712.745,800.262
287,6.173,713.962,800.691
288,6.159,715.151,801.105
289,6.146,716.325,801.535
290,6.132,717.472,801.940
291,6.119,718.609,802.363
292,6.106,719.722,802.762
293,6.093,720.825,803.179
294,6.080,721.907,803.572
295,6.067,722.982,803.982
296,6.054,724.037,804.369
297,6.041,725.086,804.774
298,6.029,726.117,805.155
299,6.017,727.141,805.552
300,6.004,728.149,805.927
301,5.992,729.153,806.319
302,5.980,730.141,806.687
303,5.968,731.123,807.072
304,5.957,732.091,807.433
305,5.945,733.056,807.813
306,5.933,734.005,808.167
307,5.922,734.951,808.540
308,5.911,735.883,808.888
309,5.900,736.810,809.255
310,5.889,737.726,809.597
311,5.878,738.637,809.957
312,5.867,739.536,810.293
313,5.856,740.432,810.647
314,5.846,741.314,810.977
315,5.835,742.195,811.326
316,5.825,743.063,811.651
317,5.815,743.928,811.993
318,5.805,744.782,812.312
319,5.795,745.632,812.649
320,5.785,746.471,812.963
321,5.776,747.307,813.294
322,5.766,748.133,813.602
323,5.756,748.954,813.928
324,5.747,749.766,814.231
325,5.738,750.575,814.552
326,5.729,751.374,814.850
327,5.720,752.169,815.165
328,5.711,752.954,815.458
329,5.702,753.737,815.769
330,5.693,754.509,816.056
331,5.684,755.279,816.362
332,5.676,756.039,816.646
333,5.667,756.796,816.946
334,5.659,757.544,817.225
335,5.651,758.288,817.522
336,5.643,759.025,817.795
337,5.635,759.757,818.087
338,5.627,760.482,818.357
339,5.619,761.203,818.643
340,5.611,761.916,818.909
341,5.603,762.625,819.192
342,5.596,763.326,819.452
343,5.588,764.024,819.731
344,5.581,764.714,819.988
345,5.573,765.401,820.261
346,5.566,766.080,820.514
347,5.559,766.755,820.783
348,5.552,767.424,821.032
349,5.545,768.088,821.298
350,5.538,768.746,821.543
351,5.531,769.400,821.804
352,5.524,770.047,822.045
353,5.517,770.691,822.302
354,5.510,771.327,822.539
355,5.504,771.961,822.793
356,5.497,772.588,823.025
357,5.491,773.211,823.275
358,5.485,773.828,823.505
359,5.478,774.441,823.750
360,5.472,775.047,823.976
361,5.466,775.652,824.218
362,5.460,776.248,824.441
363,5.454,776.842,824.679
364,5.448,777.430,824.897
365,5.442,778.014,825.133
366,5.436,778.592,825.348
367,5.430,779.168,825.579
368,5.425,779.736,825.791
369,5.419,780.302,826.019
370,5.413,780.862,826.227
371,5.408,781.419,826.451
372,5.402,781.969,826.656
373,5.397,782.518,826.877
374,5.392,783.060,827.080
375,5.386,783.599,827.296
376,5.381,784.133,827.495
377,5.376,784.664,827.709
378,5.371,785.188,827.905
379,5.366,785.710,828.116
380,5.360,786.227,828.308
381,5.356,786.741,828.516
382,5.351,787.249,828.705
383,5.346,787.755,828.910
384,5.341,788.255,829.097
385,5.336,788.753,829.298
386,5.331,789.246,829.482
387,5.327,789.735,829.680
388,5.322,790.219,829.860
389,5.317,790.701,830.056
390,5.313,791.179,830.233
391,5.308,791.653,830.426
392,5.304,792.121,830.601
393,5.299,792.588,830.790
394,5.295,793.050,830.963
395,5.291,793.509,831.149
396,5.286,793.963,831.319
397,5.282,794.415,831.502
