# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,448.295
2,68.400,293.000,508.996
3,68.399,293.000,552.267
4,68.397,293.000,586.789
5,68.391,293.000,615.560
6,68.381,293.000,640.207
7,68.364,293.000,661.612
8,68.339,293.000,680.190
9,68.300,293.000,696.093
10,68.246,293.000,709.380
11,68.174,293.000,720.208
12,68.083,293.000,728.933
13,67.974,293.000,736.027
14,67.850,293.000,741.987
15,67.716,293.000,747.231
16,67.576,293.000,752.060
17,67.432,293.000,756.714
18,67.287,293.000,761.388
19,67.142,293.000,766.150
20,66.996,293.000,770.974
21,66.850,293.000,775.753
22,66.705,293.000,780.468
23,66.559,293.000,784.959
24,66.415,293.000,789.333
25,66.270,293.000,793.515
26,66.125,293.000,797.517
27,65.982,293.000,801.415
28,65.839,293.000,805.112
29,65.698,293.001,808.707
30,65.557,293.001,812.143
31,65.417,293.002,815.434
32,65.278,293.002,818.645
33,65.140,293.003,821.688
34,65.004,293.005,824.658
35,64.868,293.007,827.502
36,64.733,293.009,830.227
37,64.600,293.012,832.893
38,64.467,293.015,835.434
39,64.336,293.020,837.901
40,64.206,293.025,840.293
41,64.076,293.032,842.576
42,63.949,293.039,844.817
43,63.821,293.049,846.970
44,63.695,293.059,849.039
45,63.570,293.072,851.074
46,63.446,293.087,853.025
47,63.322,293.103,854.910
48,63.201,293.122,856.762
49,63.079,293.143,858.542
50,62.958,293.168,860.264
51,62.839,293.195,861.963
52,62.721,293.226,863.590
53,62.603,293.260,865.168
54,62.486,293.297,866.728
55,62.370,293.338,868.224
56,62.254,293.383,869.680
57,62.140,293.433,871.115
58,62.027,293.487,872.497
59,61.913,293.545,873.837
60,61.802,293.609,875.167
61,61.691,293.678,876.449
62,61.580,293.752,877.690
63,61.470,293.831,878.925
64,61.361,293.916,880.117
65,61.252,294.007,881.272
66,61.144,294.103,882.411
67,61.037,294.207,883.528
68,60.931,294.316,884.609
69,60.825,294.431,885.666
70,60.720,294.554,886.711
71,60.615,294.683,887.727
72,60.511,294.819,888.711
73,60.408,294.962,889.689
74,60.305,295.113,890.645
75,60.203,295.270,891.569
76,60.101,295.435,892.477
77,60.001,295.608,893.382
78,59.900,295.788,894.258
79,59.800,295.976,895.107
80,59.701,296.172,895.955
81,59.602,296.375,896.783
82,59.504,296.587,897.588
83,59.405,296.807,898.375
84,59.308,297.034,899.162
85,59.212,297.270,899.932
86,59.115,297.514,900.677
87,59.019,297.766,901.409
88,58.924,298.027,902.142
89,58.829,298.296,902.853
90,58.735,298.572,903.545
91,58.640,298.858,904.230
92,58.547,299.151,904.912
93,58.454,299.453,905.576
94,58.361,299.764,906.223
95,58.269,300.083,906.866
96,58.177,300.411,907.501
97,58.086,300.746,908.120
98,57.995,301.090,908.725
99,57.904,301.443,909.327
100,57.814,301.803,909.922
101,57.724,302.172,910.504
102,57.635,302.549,911.070
103,57.545,302.935,911.637
104,57.457,303.329,912.198
105,57.369,303.731,912.743
106,57.281,304.141,913.276
107,57.193,304.559,913.807
108,57.106,304.986,914.338
109,57.019,305.420,914.852
110,56.933,305.863,915.354
111,56.846,306.313,915.854
112,56.761,306.771,916.352
113,56.675,307.237,916.839
114,56.590,307.710,917.315
115,56.505,308.192,917.783
116,56.421,308.681,918.260
117,56.337,309.178,918.718
118,56.253,309.683,919.170
119,56.169,310.194,919.614
120,56.086,310.713,920.062
121,56.003,311.238,920.499
122,55.920,311.773,920.930
123,55.838,312.313,921.349
124,55.755,312.861,921.768
125,55.674,313.416,922.192
126,55.593,313.978,922.597
127,55.511,314.547,922.997
128,55.430,315.122,923.393
129,55.350,315.704,923.792
130,55.269,316.293,924.185
131,55.189,316.889,924.566
132,55.109,317.490,924.942
133,55.030,318.099,925.315
134,54.950,318.714,925.695
135,54.871,319.335,926.062
136,54.793,319.962,926.422
137,54.714,320.596,926.775
138,54.636,321.235,927.130
139,54.558,321.880,927.486
140,54.480,322.531,927.830
141,54.402,323.189,928.170
142,54.325,323.851,928.504
143,54.248,324.520,928.844
144,54.171,325.194,929.175
145,54.094,325.874,929.503
146,54.018,326.558,929.822
147,53.941,327.249,930.139
148,53.866,327.944,930.463
149,53.790,328.645,930.777
150,53.714,329.351,931.084
151,53.639,330.061,931.388
152,53.564,330.777,931.692
153,53.489,331.497,931.997
154,53.414,332.223,932.296
155,53.340,332.953,932.586
156,53.265,333.688,932.874
157,53.191,334.427,933.162
158,53.117,335.171,933.452
159,53.044,335.920,933.736
160,52.970,336.672,934.015
161,52.897,337.429,934.287
162,52.823,338.190,934.566
163,52.751,338.955,934.843
164,52.678,339.724,935.109
165,52.605,340.497,935.371
166,52.533,341.274,935.633
167,52.460,342.056,935.895
168,52.388,342.841,936.160
169,52.316,343.629,936.416
170,52.245,344.421,936.667
171,52.173,345.217,936.918
172,52.101,346.016,937.166
173,52.030,346.818,937.420
174,51.959,347.625,937.665
175,51.888,348.435,937.905
176,51.817,349.247,938.144
177,51.747,350.063,938.383
178,51.676,350.882,938.626
179,51.606,351.703,938.860
180,51.536,352.529,939.090
181,51.466,353.356,939.317
182,51.395,354.187,939.544
183,51.326,355.021,939.774
184,51.256,355.857,940.001
185,51.187,356.696,940.222
186,51.117,357.538,940.439
187,51.048,358.382,940.659
188,50.979,359.228,940.879
189,50.910,360.078,941.094
190,50.841,360.929,941.307
191,50.772,361.784,941.517
192,50.704,362.640,941.726
193,50.635,363.498,941.938
194,50.567,364.359,942.146
195,50.499,365.221,942.350
196,50.430,366.086,942.552
197,50.362,366.953,942.752
198,50.294,367.822,942.952
199,50.227,368.692,943.153
200,50.159,369.566,943.354
201,50.091,370.439,943.549
202,50.024,371.316,943.740
203,49.956,372.194,943.929
204,49.889,373.074,944.124
205,49.822,373.955,944.318
206,49.755,374.837,944.504
207,49.688,375.721,944.688
208,49.621,376.607,944.872
209,49.554,377.494,945.056
210,49.487,378.383,945.242
211,49.420,379.273,945.428
212,49.354,380.163,945.605
213,49.287,381.056,945.781
214,49.221,381.949,945.957
215,49.154,382.844,946.135
216,49.088,383.740,946.313
217,49.022,384.636,946.488
218,48.956,385.534,946.658
219,48.890,386.433,946.827
220,48.823,387.333,946.996
221,48.758,388.233,947.167
222,48.692,389.134,947.339
223,48.626,390.037,947.503
224,48.560,390.940,947.666
225,48.494,391.844,947.828
226,48.429,392.748,947.991
227,48.363,393.653,948.160
228,48.298,394.558,948.319
229,48.232,395.464,948.479
230,48.167,396.371,948.637
231,48.101,397.278,948.792
232,48.036,398.185,948.951
233,47.971,399.093,949.110
234,47.906,400.002,949.265
235,47.840,400.910,949.415
236,47.775,401.818,949.566
237,47.710,402.728,949.715
238,47.645,403.636,949.873
239,47.580,404.546,950.021
240,47.515,405.455,950.172
241,47.450,406.364,950.317
242,47.385,407.274,950.461
243,47.320,408.183,950.605
244,47.255,409.092,950.758
245,47.190,410.003,950.900
246,47.125,410.911,951.045
247,47.060,411.820,951.184
248,46.995,412.729,951.322
249,46.931,413.637,951.463
250,46.866,414.546,951.608
251,46.801,415.453,951.747
252,46.736,416.361,951.885
253,46.672,417.268,952.019
254,46.607,418.174,952.152
255,46.542,419.081,952.291
256,46.477,419.986,952.425
257,46.413,420.892,952.564
258,46.348,421.796,952.693
259,46.283,422.700,952.824
260,46.218,423.603,952.954
261,46.153,424.506,953.086
262,46.089,425.407,953.219
263,46.024,426.308,953.347
264,45.959,427.208,953.475
265,45.895,428.107,953.602
266,45.830,429.006,953.726
267,45.765,429.903,953.854
268,45.700,430.799,953.981
269,45.635,431.695,954.107
270,45.571,432.590,954.229
271,45.506,433.483,954.350
272,45.441,434.375,954.472
273,45.376,435.265,954.595
274,45.311,436.156,954.719
275,45.246,437.045,954.838
276,45.181,437.932,954.959
277,45.116,438.817,955.075
278,45.051,439.703,955.190
279,44.986,440.585,955.313
280,44.921,441.468,955.429
281,44.856,442.349,955.548
282,44.790,443.227,955.661
283,44.725,444.106,955.777
284,44.660,444.981,955.889
285,44.594,445.855,956.004
286,44.529,446.728,956.118
287,44.464,447.600,956.232
288,44.398,448.469,956.343
289,44.333,449.336,956.453
290,44.267,450.203,956.564
291,44.202,451.067,956.672
292,44.136,451.930,956.786
293,44.070,452.791,956.893
294,44.005,453.651,957.003
295,43.939,454.508,957.108
296,43.873,455.363,957.215
297,43.807,456.217,957.322
298,43.741,457.069,957.430
299,43.675,457.919,957.534
300,43.609,458.767,957.641
301,43.543,459.613,957.743
302,43.477,460.457,957.846
303,43.410,461.300,957.951
304,43.344,462.140,958.054
305,43.278,462.978,958.157
306,43.211,463.814,958.259
307,43.145,464.649,958.359
308,43.078,465.481,958.458
309,43.011,466.311,958.561
310,42.945,467.140,958.659
311,42.878,467.967,958.761
312,42.811,468.791,958.857
313,42.744,469.614,958.958
314,42.677,470.434,959.053
315,42.610,471.253,959.153
316,42.543,472.070,959.248
317,42.475,472.885,959.346
318,42.408,473.699,959.441
319,42.341,474.510,959.538
320,42.273,475.319,959.632
321,42.206,476.127,959.727
322,42.138,476.933,959.822
323,42.070,477.736,959.915
324,42.002,478.539,960.010
325,41.934,479.340,960.101
326,41.866,480.138,960.195
327,41.798,480.935,960.285
328,41.730,481.730,960.379
329,41.662,482.525,960.469
330,41.594,483.316,960.561
331,41.525,484.108,960.651
332,41.457,484.898,960.741
333,41.388,485.685,960.831
334,41.320,486.471,960.920
335,41.251,487.256,961.010
336,41.182,488.039,961.097
337,41.113,488.822,961.187
338,41.044,489.603,961.274
339,40.975,490.382,961.362
340,40.906,491.161,961.449
341,40.836,491.939,961.536
342,40.767,492.714,961.623
343,40.698,493.489,961.708
344,40.628,494.263,961.795
345,40.558,495.036,961.879
346,40.489,495.807,961.965
347,40.419,496.578,962.050
348,40.349,497.348,962.133
349,40.279,498.117,962.218
350,40.209,498.885,962.301
351,40.138,499.652,962.385
352,40.068,500.419,962.468
353,39.998,501.184,962.549
354,39.927,501.949,962.633
355,39.856,502.713,962.713
356,39.786,503.477,962.796
357,39.715,504.239,962.877
358,39.644,505.001,962.957
359,39.573,505.763,963.039
360,39.502,506.524,963.118
361,39.430,507.284,963.198
362,39.359,508.043,963.279
363,39.288,508.802,963.357
364,39.216,509.561,963.436
365,39.144,510.319,963.515
366,39.073,511.077,963.591
367,39.001,511.834,963.671
368,38.929,512.590,963.748
369,38.857,513.346,963.825
370,38.784,514.102,963.902
371,38.712,514.857,963.979
372,38.639,515.611,964.054
373,38.567,516.366,964.131
374,38.494,517.120,964.205
375,38.421,517.873,964.280
376,38.348,518.627,964.356
377,38.275,519.379,964.430
378,38.202,520.131,964.503
379,38.129,520.883,964.579
380,38.055,521.634,964.651
381,37.981,522.385,964.724
382,37.908,523.135,964.797
383,37.834,523.885,964.869
384,37.760,524.635,964.940
385,37.686,525.384,965.013
386,37.611,526.133,965.085
387,37.537,526.881,965.155
388,37.462,527.629,965.226
389,37.388,528.376,965.297
390,37.313,529.123,965.366
391,37.238,529.869,965.435
392,37.163,530.614,965.505
393,37.088,531.359,965.574
394,37.012,532.104,965.642
395,36.937,532.848,965.709
396,36.861,533.591,965.778
397,36.785,534.333,965.847
398,36.709,535.076,965.913
399,36.633,535.817,965.979
400,36.556,536.559,966.046
401,36.480,537.298,966.113
402,36.403,538.038,966.178
403,36.327,538.775,966.243
404,36.250,539.514,966.309
405,36.172,540.250,966.374
406,36.095,540.987,966.439
407,36.018,541.723,966.502
408,35.940,542.456,966.566
409,35.862,543.190,966.630
410,35.784,543.923,966.694
411,35.706,544.655,966.757
412,35.628,545.386,966.819
413,35.549,546.116,966.881
414,35.471,546.844,966.943
415,35.392,547.572,967.005
416,35.313,548.298,967.067
417,35.234,549.024,967.127
418,35.154,549.747,967.187
419,35.075,550.471,967.247
420,34.995,551.193,967.308
421,34.915,551.913,967.367
422,34.835,552.632,967.427
423,34.755,553.350,967.487
424,34.674,554.066,967.545
425,34.593,554.781,967.604
426,34.513,555.495,967.662
427,34.432,556.208,967.720
428,34.350,556.918,967.778
429,34.269,557.626,967.836
430,34.187,558.335,967.893
431,34.105,559.040,967.950
432,34.023,559.745,968.007
433,33.941,560.447,968.064
434,33.859,561.147,968.119
435,33.776,561.847,968.175
436,33.693,562.544,968.231
437,33.611,563.239,968.286
438,33.527,563.932,968.341
439,33.444,564.623,968.397
440,33.360,565.313,968.451
441,33.277,566.000,968.506
442,33.193,566.685,968.561
443,33.109,567.368,968.615
444,33.024,568.049,968.669
445,32.940,568.727,968.723
446,32.855,569.403,968.777
447,32.770,570.077,968.830
448,32.685,570.749,968.883
449,32.599,571.418,968.936
450,32.514,572.085,968.989
451,32.428,572.750,969.042
452,32.342,573.411,969.094
453,32.256,574.070,969.146
454,32.170,574.726,969.199
455,32.083,575.380,969.250
456,31.997,576.031,969.303
457,31.910,576.679,969.354
458,31.823,577.325,969.406
459,31.735,577.967,969.457
460,31.648,578.607,969.508
461,31.560,579.243,969.559
462,31.472,579.877,969.611
463,31.384,580.507,969.661
464,31.296,581.134,969.712
465,31.207,581.759,969.763
466,31.119,582.380,969.814
467,31.030,582.997,969.865
468,30.941,583.613,969.915
469,30.852,584.223,969.966
470,30.762,584.831,970.016
471,30.673,585.435,970.066
472,30.583,586.036,970.116
473,30.493,586.634,970.166
474,30.403,587.227,970.216
475,30.313,587.818,970.266
476,30.222,588.405,970.316
477,30.132,588.988,970.367
478,30.041,589.568,970.417
479,29.950,590.142,970.467
480,29.859,590.714,970.516
481,29.767,591.282,970.565
482,29.676,591.847,970.616
483,29.584,592.407,970.665
484,29.492,592.963,970.715
485,29.400,593.516,970.765
486,29.308,594.065,970.815
487,29.216,594.610,970.864
488,29.124,595.150,970.915
489,29.031,595.688,970.965
490,28.938,596.220,971.014
491,28.845,596.748,971.065
492,28.752,597.274,971.114
493,28.659,597.794,971.164
494,28.566,598.311,971.215
495,28.472,598.823,971.265
496,28.379,599.332,971.315
497,28.285,599.837,971.365
498,28.191,600.337,971.416
499,28.097,600.834,971.466
500,28.003,601.326,971.517
501,27.909,601.814,971.568
502,27.815,602.299,971.618
503,27.720,602.779,971.670
504,27.626,603.256,971.722
505,27.531,603.727,971.772
506,27.436,604.196,971.823
507,27.341,604.660,971.875
508,27.247,605.121,971.927
509,27.151,605.578,971.979
510,27.056,606.030,972.031
511,26.961,606.479,972.083
512,26.866,606.924,972.136
513,26.771,607.366,972.188
514,26.675,607.804,972.241
515,26.580,608.238,972.294
516,26.484,608.669,972.348
517,26.388,609.095,972.401
518,26.293,609.518,972.454
519,26.197,609.938,972.509
520,26.101,610.356,972.563
521,26.005,610.768,972.617
522,25.910,611.178,972.672
