# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,635.921
2,22.800,293.000,583.287
3,22.800,293.000,617.551
4,22.799,293.000,638.251
5,22.797,293.002,655.696
6,22.790,293.008,670.157
7,22.779,293.028,682.489
8,22.760,293.082,693.366
9,22.733,293.194,702.719
10,22.695,293.393,710.187
11,22.644,293.711,715.703
12,22.580,294.179,719.811
13,22.503,294.821,723.172
14,22.415,295.658,726.137
15,22.317,296.702,728.847
16,22.212,297.964,731.359
17,22.101,299.445,733.768
18,21.986,301.144,736.133
19,21.866,303.056,738.505
20,21.744,305.171,740.936
21,21.620,307.480,743.421
22,21.494,309.971,745.980
23,21.367,312.632,748.587
24,21.238,315.448,751.233
25,21.109,318.408,753.886
26,20.979,321.498,756.537
27,20.849,324.706,759.148
28,20.718,328.020,761.729
29,20.587,331.429,764.245
30,20.456,334.923,766.716
31,20.324,338.491,769.117
32,20.193,342.126,771.466
33,20.061,345.818,773.748
34,19.930,349.562,775.980
35,19.798,353.351,778.150
36,19.667,357.179,780.267
37,19.535,361.040,782.331
38,19.404,364.929,784.345
39,19.272,368.844,786.312
40,19.141,372.781,788.231
41,19.010,376.734,790.107
42,18.879,380.704,791.937
43,18.748,384.686,793.729
44,18.617,388.677,795.478
45,18.487,392.677,797.194
46,18.356,396.684,798.867
47,18.225,400.694,800.512
48,18.095,404.709,802.118
49,17.964,408.725,803.696
50,17.834,412.743,805.238
51,17.703,416.760,806.756
52,17.572,420.776,808.240
53,17.442,424.790,809.700
54,17.311,428.802,811.131
55,17.181,432.810,812.539
56,17.050,436.813,813.921
57,16.919,440.812,815.280
58,16.788,444.805,816.617
59,16.657,448.791,817.930
60,16.526,452.771,819.224
61,16.394,456.742,820.496
62,16.263,460.706,821.750
63,16.131,464.661,822.982
64,15.998,468.605,824.200
65,15.866,472.537,825.397
66,15.733,476.458,826.579
67,15.600,480.366,827.743
68,15.466,484.259,828.892
69,15.332,488.139,830.025
70,15.197,492.000,831.144
71,15.062,495.844,832.247
72,14.926,499.668,833.338
73,14.790,503.472,834.413
74,14.653,507.254,835.477
75,14.515,511.012,836.527
76,14.377,514.747,837.566
77,14.237,518.457,838.593
78,14.097,522.141,839.608
79,13.957,525.799,840.612
80,13.815,529.432,841.606
81,13.672,533.041,842.589
82,13.529,536.628,843.563
83,13.384,540.194,844.526
84,13.238,543.744,845.481
85,13.092,547.282,846.429
86,12.944,550.813,847.367
87,12.795,554.341,848.298
88,12.646,557.872,849.221
89,12.495,561.414,850.136
90,12.343,564.971,851.046
91,12.190,568.549,851.948
92,12.035,572.156,852.845
93,11.879,575.794,853.736
94,11.722,579.470,854.620
95,11.564,583.185,855.500
96,11.404,586.943,856.372
97,11.242,590.745,857.241
98,11.078,594.592,858.104
99,10.912,598.482,858.961
100,10.745,602.414,859.813
101,10.574,606.384,860.663
102,10.402,610.392,861.506
103,10.226,614.432,862.347
104,10.048,618.495,863.185
105,9.867,622.579,864.021
106,9.683,626.676,864.855
107,9.496,630.772,865.691
108,9.306,634.867,866.533
109,9.113,638.942,867.381
110,8.917,642.986,868.236
111,8.719,646.984,869.103
112,8.518,650.919,869.981
113,8.316,654.772,870.876
114,8.113,658.529,871.790
115,7.909,662.179,872.726
116,7.706,665.719,873.689
117,7.503,669.156,874.680
118,7.302,672.505,875.700
119,7.103,675.799,876.753
120,6.906,679.086,877.845
121,6.712,682.410,878.973
122,6.521,685.800,880.141
123,6.333,689.305,881.350
124,6.148,692.989,882.603
125,5.968,696.907,883.907
126,5.792,701.148,885.273
127,5.620,705.830,886.716
128,5.454,711.088,888.253
129,5.295,717.039,889.913
130,5.143,723.840,891.722
131,5.001,731.724,893.716
132,4.872,741.085,895.961
133,4.760,752.391,898.518
134,4.671,766.007,901.492
135,4.606,781.591,904.953
136,4.560,797.325,908.934
137,4.521,811.326,913.365
138,4.483,823.663,918.092
139,4.445,834.932,922.929
140,4.408,845.438,927.601
141,4.371,855.371,932.111
142,4.335,864.808,936.448
143,4.301,873.788,940.615
144,4.269,882.342,944.619
145,4.238,890.502,948.481
146,4.210,898.273,952.203
147,4.183,905.665,955.788
148,4.158,912.686,959.240
149,4.135,919.334,962.566
150,4.113,925.625,965.761
151,4.092,931.561,968.814
152,4.073,937.156,971.711
153,4.055,942.421,974.458
154,4.038,947.364,977.066
155,4.022,951.992,979.552
156,4.007,956.332,981.901
157,3.993,960.382,984.090
158,3.980,964.168,986.154
159,3.967,967.694,988.106
160,3.955,970.984,989.928
161,3.943,974.042,991.622
162,3.932,976.888,993.222
163,3.922,979.532,994.709
164,3.912,981.987,996.088
165,3.902,984.266,997.387
166,3.893,986.379,998.587
167,3.885,988.339,999.704
168,3.876,990.156,1000.753
169,3.868,991.836,1001.710
170,3.861,993.395,1002.613
171,3.853,994.837,1003.439
172,3.846,996.171,1004.213
173,3.840,997.408,1004.930
174,3.833,998.552,1005.597
175,3.827,999.611,1006.214
176,3.821,1000.591,1006.781
177,3.815,1001.497,1007.317
178,3.810,1002.341,1007.808
179,3.804,1003.118,1008.263
180,3.799,1003.840,1008.687
181,3.794,1004.509,1009.077
182,3.789,1005.127,1009.443
183,3.784,1005.697,1009.782
184,3.780,1006.232,1010.099
185,3.775,1006.725,1010.387
186,3.771,1007.188,1010.664
187,3.767,1007.619,1010.920
188,3.763,1008.013,1011.151
