# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,486.211
2,22.800,293.000,539.590
3,22.798,293.000,575.381
4,22.793,293.000,602.171
5,22.784,293.001,623.347
6,22.770,293.009,640.595
7,22.751,293.038,654.929
8,22.724,293.115,667.114
9,22.690,293.286,677.730
10,22.647,293.599,687.198
11,22.594,294.112,695.794
12,22.532,294.879,703.684
13,22.460,295.949,710.972
14,22.378,297.364,717.717
15,22.286,299.152,723.964
16,22.187,301.334,729.745
17,22.080,303.918,735.091
18,21.969,306.904,740.033
19,21.856,310.282,744.615
20,21.741,314.035,748.887
21,21.627,318.143,752.964
22,21.515,322.579,756.892
23,21.404,327.314,760.679
24,21.294,332.317,764.331
25,21.185,337.556,767.926
26,21.076,342.999,771.395
27,20.968,348.615,774.672
28,20.861,354.376,777.900
29,20.754,360.253,781.017
30,20.648,366.222,783.965
31,20.543,372.258,786.856
32,20.438,378.342,789.671
33,20.333,384.456,792.369
34,20.230,390.580,794.959
35,20.126,396.702,797.510
36,20.022,402.807,799.982
37,19.920,408.885,802.341
38,19.817,414.922,804.664
39,19.715,420.910,806.932
40,19.613,426.838,809.120
41,19.511,432.697,811.236
42,19.409,438.480,813.322
43,19.307,444.178,815.354
44,19.205,449.781,817.312
45,19.103,455.284,819.228
46,19.001,460.677,821.109
47,18.898,465.951,822.942
48,18.796,471.104,824.713
49,18.693,476.125,826.454
50,18.589,481.010,828.160
51,18.485,485.758,829.821
52,18.381,490.368,831.437
53,18.276,494.836,833.027
54,18.170,499.168,834.584
55,18.064,503.374,836.103
56,17.958,507.457,837.588
57,17.851,511.422,839.049
58,17.743,515.280,840.484
59,17.636,519.043,841.887
60,17.527,522.710,843.262
61,17.418,526.287,844.616
62,17.309,529.779,845.946
63,17.199,533.193,847.248
64,17.089,536.523,848.526
65,16.978,539.769,849.783
66,16.866,542.936,851.022
67,16.754,546.025,852.233
68,16.642,549.028,853.421
69,16.528,551.946,854.592
70,16.415,554.789,855.746
71,16.301,557.553,856.873
72,16.186,560.233,857.982
73,16.070,562.835,859.074
74,15.954,565.372,860.152
75,15.838,567.837,861.207
76,15.720,570.232,862.244
77,15.603,572.564,863.269
78,15.485,574.850,864.282
79,15.366,577.078,865.273
80,15.247,579.254,866.251
81,15.127,581.390,867.218
82,15.007,583.495,868.173
83,14.887,585.561,869.110
84,14.766,587.591,870.034
85,14.645,589.605,870.952
86,14.523,591.598,871.856
87,14.401,593.566,872.745
88,14.278,595.514,873.623
89,14.155,597.461,874.496
90,14.032,599.393,875.354
91,13.908,601.309,876.198
92,13.784,603.221,877.034
93,13.660,605.134,877.864
94,13.535,607.036,878.678
95,13.409,608.927,879.481
96,13.283,610.825,880.279
97,13.157,612.720,881.066
98,13.030,614.604,881.838
99,12.902,616.484,882.603
100,12.774,618.371,883.363
101,12.645,620.249,884.111
102,12.516,622.116,884.846
103,12.386,623.987,885.578
104,12.255,625.852,886.301
105,12.124,627.705,887.012
106,11.992,629.551,887.717
107,11.860,631.396,888.419
108,11.727,633.226,889.110
109,11.593,635.040,889.793
110,11.459,636.855,890.476
111,11.324,638.651,891.150
112,11.188,640.428,891.817
113,11.053,642.198,892.484
114,10.917,643.951,893.147
115,10.780,645.682,893.803
116,10.643,647.400,894.461
117,10.506,649.102,895.117
118,10.369,650.781,895.768
119,10.232,652.444,896.421
120,10.095,654.088,897.074
121,9.957,655.708,897.724
122,9.821,657.315,898.379
123,9.684,658.904,899.033
124,9.548,660.468,899.687
125,9.412,662.021,900.346
126,9.277,663.556,901.006
127,9.143,665.071,901.667
128,9.009,666.580,902.335
129,8.877,668.069,903.003
130,8.745,669.550,903.677
131,8.615,671.024,904.355
132,8.486,672.484,905.036
133,8.358,673.947,905.724
134,8.232,675.399,906.416
135,8.108,676.857,907.115
136,7.985,678.311,907.818
137,7.865,679.774,908.529
138,7.747,681.241,909.246
139,7.631,682.723,909.971
140,7.518,684.217,910.703
141,7.407,685.732,911.444
142,7.299,687.266,912.192
143,7.195,688.834,912.951
144,7.093,690.426,913.718
145,6.996,692.066,914.497
146,6.902,693.746,915.285
147,6.812,695.478,916.084
148,6.726,697.275,916.894
149,6.644,699.141,917.716
150,6.567,701.087,918.549
151,6.495,703.130,919.394
152,6.427,705.282,920.251
153,6.365,707.555,921.118
154,6.308,709.967,921.997
155,6.256,712.533,922.887
156,6.210,715.263,923.784
157,6.168,718.161,924.688
158,6.131,721.217,925.597
159,6.097,724.396,926.503
160,6.067,727.636,927.404
161,6.039,730.852,928.293
162,6.011,733.975,929.168
163,5.985,736.999,930.030
164,5.958,739.945,930.878
165,5.932,742.824,931.703
166,5.907,745.659,932.527
167,5.882,748.437,933.332
168,5.858,751.176,934.133
169,5.833,753.861,934.912
170,5.810,756.509,935.690
171,5.786,759.112,936.450
172,5.764,761.685,937.209
173,5.741,764.217,937.951
174,5.719,766.724,938.693
175,5.698,769.193,939.419
176,5.677,771.640,940.145
177,5.656,774.054,940.854
178,5.636,776.445,941.565
179,5.617,778.804,942.259
180,5.598,781.143,942.955
181,5.579,783.452,943.634
182,5.560,785.740,944.314
183,5.542,788.000,944.979
184,5.525,790.241,945.645
185,5.508,792.453,946.296
186,5.491,794.647,946.950
187,5.474,796.814,947.587
188,5.458,798.961,948.226
189,5.443,801.082,948.850
190,5.427,803.185,949.476
191,5.412,805.261,950.088
192,5.398,807.320,950.701
193,5.384,809.353,951.300
194,5.370,811.367,951.901
195,5.356,813.358,952.488
196,5.343,815.330,953.079
197,5.329,817.278,953.655
198,5.317,819.208,954.232
199,5.304,821.116,954.795
200,5.292,823.006,955.361
201,5.280,824.872,955.913
202,5.268,826.722,956.469
203,5.257,828.549,957.011
204,5.246,830.359,957.556
205,5.235,832.147,958.087
206,5.224,833.918,958.621
207,5.213,835.669,959.141
208,5.203,837.402,959.664
209,5.193,839.114,960.174
210,5.183,840.811,960.687
211,5.173,842.487,961.187
212,5.164,844.148,961.689
213,5.155,845.788,962.179
214,5.146,847.412,962.673
215,5.137,849.018,963.155
216,5.128,850.608,963.638
217,5.119,852.180,964.108
218,5.111,853.736,964.583
219,5.103,855.273,965.045
220,5.095,856.796,965.511
221,5.087,858.302,965.964
222,5.079,859.792,966.419
223,5.071,861.265,966.862
224,5.064,862.724,967.309
225,5.057,864.166,967.745
226,5.049,865.594,968.185
227,5.042,867.005,968.611
228,5.035,868.403,969.040
229,5.029,869.785,969.458
230,5.022,871.153,969.879
231,5.015,872.506,970.290
232,5.009,873.845,970.705
233,5.002,875.170,971.108
