Time,Mass,Temperature Front
82,168.675712,577.9498519
83,168.6927,579.9302082
84,168.689611,581.5514305
85,168.690383,582.9332095
86,168.690383,584.584447
87,168.697333,586.6068205
88,168.709687,587.7288385
89,168.715864,588.4536893
90,168.69656,589.6397862
91,168.708915,590.7163792
92,168.699649,591.4151246
93,168.724358,593.1689933
94,168.712003,595.0201593
95,168.71432,595.4530093
96,168.694244,596.6968148
97,168.695788,597.9315941
98,168.711231,598.8351893
99,168.710459,600.2769522
100,168.701965,601.560043
101,168.706598,602.2753355
102,168.700421,603.5083317
103,168.682662,604.2134408
104,168.706598,605.272887
105,168.697333,606.3575619
106,168.694244,606.6753229
107,168.700421,608.1167708
108,168.701193,609.082775
109,168.697333,610.6548225
110,168.679573,611.4186176
111,168.712003,612.0440926
112,168.690383,612.8491341
113,168.694244,613.9607191
114,168.691927,614.9580214
115,168.691156,616.4266602
116,168.681117,617.9846903
117,168.670308,618.3908144
118,168.684978,618.7534764
119,168.662586,620.3907253
120,168.674168,621.4846239
121,168.661814,622.5763227
122,168.68575,623.5181846
123,168.676484,624.5757121
124,168.675713,625.2464383
125,168.649459,626.0225082
126,168.666447,625.8714114
127,168.637877,627.3320848
128,168.634789,628.4700551
129,168.633244,629.0241923
130,168.626295,629.790176
131,168.613941,630.7955245
132,168.617801,631.830723
133,168.593865,631.8204164
134,168.583827,632.7583473
135,168.58846,633.4661335
136,168.576878,634.3240023
137,168.579966,634.9608537
138,168.552169,635.1773443
139,168.532865,633.9712271
140,168.545992,635.746651
141,168.521283,636.588628
142,168.513562,637.4134732
143,168.477271,638.9727988
144,168.498119,636.3251465
145,168.478043,636.7570297
146,168.460284,637.8087295
147,168.443297,637.7205119
148,168.452562,637.7583194
149,168.390019,637.777796
150,168.382297,640.2515587
151,168.390018,640.6216886
152,168.373031,639.0770659
153,168.357588,640.1999935
154,168.36531,636.9494915
155,168.318209,639.9857132
156,168.327475,640.3352095
157,168.266475,640.7637845
158,168.301222,641.0537107
159,168.27188,639.8103956
160,168.217058,640.2653095
161,168.21783,639.1377932
162,168.183083,637.0972765
163,168.159147,638.3116959
164,168.157602,638.2429522
165,168.115134,637.5108541
166,168.109729,640.4131312
167,168.061856,639.4586215
168,168.051818,641.7115113
169,167.996224,638.681772
170,167.977693,642.2283774
171,167.949123,640.4371953
172,167.92287,638.9475915
173,167.873453,640.857752
174,167.874225,640.5265768
175,167.824808,641.5361711
176,167.811681,640.5643923
177,167.738327,641.5785734
178,167.745277,639.4528923
179,167.700492,639.5044547
180,167.646442,641.0090181
181,167.618644,641.9945818
182,167.578493,640.2618718
183,167.536797,641.117885
184,167.511316,641.8822697
185,167.46962,637.3687928
186,167.429469,640.6228345
187,167.40476,639.7496652
188,167.351482,641.5671133
189,167.32909,641.3161395
190,167.284305,640.6663799
191,167.239521,643.1796465
192,167.21404,641.3058256
193,167.189331,640.6388775
194,167.122927,643.9235175
195,167.087408,640.1404072
196,167.035674,642.0495922
197,167.01251,642.6478443
198,166.99089,644.927637
199,166.9407,641.0720462
200,166.910586,640.6216886
201,166.858081,646.2344809
202,166.816385,647.0668007
203,166.805575,645.7082889
204,166.74998,646.8707538
205,166.702107,643.747002
206,166.656551,645.334579
207,166.626437,641.1981032
208,166.555399,639.9776921
209,166.508299,642.4977058
210,166.464286,642.379659
211,166.434945,642.4679075
212,166.400198,643.4421171
213,166.34692,643.3378159
214,166.322211,649.5227904
215,166.252718,650.9447648
216,166.254262,648.4736079
217,166.170871,645.6624343
218,166.129947,646.4316649
219,166.089795,642.8610211
220,166.038062,645.9983224
221,165.9871,646.50389
222,165.952354,650.0927088
223,165.908341,651.3002821
224,165.870506,647.0094768
225,165.811051,639.138939
226,165.77476,644.3453302
227,165.733064,646.2757517
228,165.672064,646.7790369
229,165.614153,648.7705813
230,165.574002,648.3016187
231,165.521496,648.2121851
232,165.476711,644.7969596
233,165.377877,645.5512378
234,165.359345,648.4162779
235,165.316877,652.0767187
236,165.277498,652.2212304
237,165.214182,650.0479859
238,165.177119,641.6771307
239,165.096816,644.1825639
240,165.069018,649.2728138
241,165.036588,647.6778895
242,164.984082,650.1844484
243,164.90764,651.5927308
244,164.877526,643.3252082
245,164.818071,644.9219055
246,164.762476,649.6856218
247,164.726958,652.741944
248,164.66673,649.5491644
249,164.620401,645.9100507
250,164.568668,650.0181708
251,164.516162,653.1709172
252,164.451301,650.5468261
253,164.391846,651.0307762
254,164.333935,656.0570946
255,164.282202,650.925269
256,164.212709,654.3156778
257,164.17024,654.5198638
258,164.11619,652.3244539
259,164.07295,653.8040793
260,164.012723,651.1053198
261,163.964849,653.85455
262,163.886863,654.2032621
263,163.831268,654.6609604
264,163.798838,653.9990809
265,163.733206,654.238822
266,163.665257,649.9963828
267,163.634371,650.5858167
268,163.574144,651.2291779
269,163.504651,654.404005
270,163.447512,656.4150423
271,163.42898,655.0509914
272,163.347133,653.6675798
273,163.2815,654.7997643
274,163.236716,658.6719397
275,163.174172,657.4189532
276,163.088464,654.2434104
277,163.031325,658.1945977
278,162.977275,655.6647398
279,162.935579,652.6547747
280,162.838288,658.5985014
281,162.829795,658.8784872
282,162.747947,657.7975906
283,162.695441,657.8744668
284,162.624404,656.0800396
285,162.556455,659.9135676
286,162.52943,654.1711435
287,162.470747,654.977573
288,162.396621,662.7185555
289,162.309368,659.2996245
290,162.273078,657.9318374
291,162.246825,660.952171
292,162.154939,660.4804859
293,162.093167,663.8905348
294,162.019814,661.9759341
295,162.002054,661.4043616
296,161.920979,663.6919454
297,161.867701,659.7609399
298,161.780448,658.2083669
299,161.734892,659.4338863
300,161.665398,658.8945521
301,161.585095,656.5297712
302,161.535678,659.8194661
303,161.496299,659.7942194
304,161.41754,660.0053746
305,161.382793,661.1197323
306,161.317933,660.0604591
307,161.211377,663.4325209
308,161.150377,662.9286089
309,161.115631,661.5019175
310,161.086289,659.3868371
311,160.970467,662.6152517
312,160.919506,661.8267261
313,160.874721,656.027266
314,160.833025,663.363648
315,160.711798,662.9779662
316,160.612964,661.1667875
317,160.571268,659.3983125
318,160.47861,663.919233
319,160.495597,665.3966958
320,160.319548,661.9541266
321,160.331902,662.6646079
322,160.21222,657.9662598
323,160.21222,657.7275993
324,160.148132,658.1923028
325,160.042348,657.0942515
326,159.937336,659.5130669
327,159.908766,656.8211869
328,159.781362,660.2452234
329,159.806071,657.498122
330,159.63311,661.835908
331,159.64392,661.1599014
332,159.504162,659.1929045
333,159.50339,660.8374043
334,159.419998,660.8752772
335,159.319619,661.2700801
336,159.225417,664.5574953
337,159.184493,660.590659
338,159.084114,660.0845587
339,159.081026,661.8806703
340,158.912698,663.9846649
341,158.936635,662.0310267
342,158.800737,657.1642396
343,158.762902,654.1183774
344,158.698814,653.8086675
345,158.630093,659.6174943
346,158.495739,663.8101804
347,158.483385,662.280094
348,158.362158,662.4063511
349,158.370652,658.2886878
350,158.180704,657.0735994
351,158.207729,656.6490902
352,158.064882,658.2301683
353,157.9923,660.5883638
354,157.966819,661.243683
355,157.853314,662.0746418
356,157.739036,666.1245812
357,157.734403,660.4781906
358,157.606227,660.1821049
359,157.5931,660.8913445
360,157.421684,660.9177409
361,157.437127,661.4284636
362,157.300457,658.5399805
363,157.227875,662.1217004
364,157.19004,653.7719616
365,157.09661,659.242248
366,156.989282,662.1859758
367,156.946042,660.5332771
368,156.837941,663.3062542
369,156.834853,660.2153855
370,156.664209,653.4886415
371,156.687373,655.5087188
372,156.541438,647.476101
373,156.457274,652.8623763
374,156.430249,657.6472818
375,156.305933,659.7804486
376,156.206326,660.2601423
377,156.196288,661.4250205
378,156.035682,657.4728797
379,156.017923,652.3450987
380,155.850367,654.6976687
381,155.905189,653.2546489
382,155.745355,651.4688694
383,155.656558,650.7842118
384,155.599419,663.0847163
385,155.508306,661.0921878
386,155.411016,655.8563268
387,155.411788,656.1775567
388,155.238827,656.5596008
389,155.225701,660.5814779
390,155.040386,665.5746452
391,155.067411,657.5428697
392,154.967032,658.4860497
393,154.828818,663.2316426
394,154.780945,663.0686463
395,154.691376,662.2881285
396,154.597946,655.7679899
397,154.589453,650.1752744
398,154.41572,651.4528133
399,154.418808,650.9516457
400,154.262062,649.1111341
401,154.288315,649.8679493
402,154.167861,655.5637848
403,154.035824,653.1904163
404,153.975596,652.377213
405,153.888344,658.9576646
406,153.772522,660.5849208
407,153.749358,663.9594105
408,153.592612,651.4734568
409,153.585662,644.9838057
410,153.435866,651.0135739
411,153.408841,652.6536277
412,153.332399,658.8016053
413,153.178742,650.7142571
414,153.147856,648.4277439
415,153.037439,656.5687792
416,152.953275,653.6882267
417,152.871428,645.6280436
418,152.729352,655.1599727
419,152.727036,658.2875404
420,152.562569,650.9550862
421,152.522417,656.1546114
422,152.484582,654.3925339
423,152.311622,653.9382859
424,152.287685,651.6925088
425,152.172635,650.0846816
426,152.086155,655.2838683
427,152.031333,652.5251687
428,151.883853,660.489667
429,151.866865,657.5635226
430,151.689272,649.1054009
431,151.604336,653.7627852
432,151.58426,652.6238068
433,151.402806,659.4419191
434,151.369603,650.1374318
435,151.246832,654.5783671
436,151.14182,657.9065943
437,151.112479,654.3237075
438,150.960366,653.8212852
439,150.951872,657.5841755
440,150.778912,656.5137091
441,150.661546,651.9597342
442,150.654596,650.9665543
443,150.507888,649.692502
444,150.456155,656.3748874
445,150.343421,659.3592962
446,150.256169,653.4335841
447,150.182043,652.9266073
448,150.061588,651.4528133
449,150.02993,649.3290008
450,149.884766,647.2341881
451,149.74578,648.7453555
452,149.738059,657.3707638
453,149.599845,657.0426212
454,149.537301,644.5356087
455,149.421479,643.9682198
456,149.338087,644.8393723
457,149.27786,647.8429914
458,149.122659,658.4608056
459,149.086368,648.973536
460,148.991394,641.6381661
461,148.806851,656.4047167
462,148.773649,663.8113283
463,148.621536,656.5963144
464,148.57984,657.3673217
465,148.464018,654.2468517
466,148.357462,643.7928499
467,148.318082,640.3455226
468,148.146666,638.4915768
469,148.118097,636.2793242
470,148.026983,646.0636668
471,147.846301,645.8882694
472,147.830858,643.2782157
473,147.656353,658.0867391
474,147.593809,651.5766746
475,147.50424,649.5743917
476,147.372976,647.0920233
477,147.340546,647.0977558
478,147.141332,643.5521499
479,147.125117,641.7745427
480,147.040953,652.2636666
481,146.830929,659.1756917
482,146.800815,658.3690092
483,146.647158,651.0170143
484,146.577665,650.578936
485,146.493501,643.8146278
486,146.363781,630.7737678
487,146.30587,644.571143
488,146.118238,651.3335406
489,146.047973,648.2981789
490,146.011682,646.1164011
491,145.820962,641.8203839
492,145.78776,637.3905601
493,145.642596,637.8614313
494,145.55766,647.8945862
495,145.488939,651.6707182
496,145.342231,634.6011893
497,145.301308,644.8084225
498,145.118309,656.9909911
499,145.007892,655.5672265
500,144.993222,644.6926479
501,144.79478,648.6433062
502,144.770843,658.348355
503,144.607921,642.4679075
504,144.512174,627.41451
505,144.418745,627.6560645
506,144.29829,646.8776326
507,144.258911,651.6775994
508,144.072051,635.0696713
509,143.96009,635.6756295
510,143.936926,642.3968502
511,143.750839,644.1756865
512,143.696788,651.2739047
513,143.56784,637.4787756
514,143.473638,640.0796753
515,143.370943,638.081406
516,143.232729,631.4310628
517,143.184855,637.2301698
518,143.061312,637.1579948
519,142.900706,633.8555464
520,142.864415,646.9143195
521,142.702264,647.6836222
522,142.648986,634.1143977
523,142.519265,633.0469546
524,142.388001,630.4050555
525,142.296888,631.6829962
526,142.122382,626.0454018
527,142.097674,629.6401817
528,141.967953,650.8977455
529,141.805803,653.8740501
530,141.75098,644.7362065
531,141.578019,641.7034892
532,141.522425,635.3972748
533,141.404287,639.4311216
534,141.286148,627.843816
535,141.193491,635.5095324
536,141.044467,634.680223
537,141.001227,639.1950834
538,140.900075,635.0845622
539,140.686963,636.2655775
540,140.658394,637.9290273
541,140.492382,644.0828419
542,140.398953,638.6095892
543,140.276954,628.4471573
544,140.157271,625.569223
545,140.091639,635.4889136
546,139.91945,633.6505306
547,139.828337,639.2386241
548,139.722552,638.82041
549,139.526427,629.769566
550,139.479326,619.5257388
551,139.314087,609.7916029
552,139.22143,612.0429491
553,139.121051,616.4689832
554,138.972799,625.6653731
555,138.884002,634.5141382
556,138.730345,626.3750739
557,138.67089,619.8083407
558,138.513372,621.4091008
559,138.406044,625.4925323
560,138.279412,620.1470132
561,138.188299,614.6080423
562,138.074793,636.6653823
563,137.947389,634.1808294
564,137.826162,621.0406459
565,137.718062,626.6028729
566,137.596835,636.8383674
567,137.47638,631.0394302
568,137.349748,628.1483454
569,137.226977,623.267549
570,137.099573,620.3724181
571,136.9907,638.9579036
572,136.869473,638.5946943
573,136.74979,632.3300288
574,136.625475,622.2730642
575,136.51583,615.8261461
576,136.40078,623.9210424
577,136.294224,623.5639633
578,136.155238,609.4806287
579,136.045593,625.1937863
580,135.916645,624.4200535
581,135.805456,624.8286612
582,135.665698,634.4820669
583,135.569951,622.7044945
584,135.443319,622.8143569
585,135.329042,642.8300759
586,135.15917,642.379659
587,135.043348,637.5566807
588,134.933703,626.4014022
589,134.814793,623.871829
590,134.691249,616.5387592
591,134.576972,623.2469491
592,134.456517,629.5073637
593,134.356138,618.1105303
594,134.216379,624.5573992
595,134.104418,639.4929964
596,133.983191,630.4989503
597,133.844205,630.1050549
598,133.74151,635.6595925
599,133.61565,638.1730632
600,133.495967,625.0117948
601,133.366247,621.3541752
602,133.240387,622.2055471
603,133.130742,615.5321898
604,132.992528,614.9523027
605,132.863579,622.3222717
606,132.746985,622.9173538
607,132.643518,627.9491412
608,132.458975,627.0779436
609,132.355507,634.860055
610,132.238913,634.22779
611,132.110737,627.5839411
612,131.968662,623.1439497
613,131.855157,620.6870761
614,131.720031,632.299108
615,131.604981,641.7722506
616,131.474489,632.2029102
617,131.360211,622.6198094
618,131.211187,632.7297159
619,131.086099,638.0642203
620,130.965644,635.6756295
621,130.837468,638.82041
622,130.720102,639.6213302
623,130.592698,635.739778
624,130.454484,622.2353004
625,130.347928,625.7248949
626,130.194271,631.5306904
627,130.113195,621.9228948
628,129.97807,629.2039484
629,129.839083,625.0369759
630,129.71554,627.5118181
631,129.591225,625.1686049
632,129.472314,620.5657889
633,129.364986,626.4174282
634,129.239126,615.4486937
635,129.104,614.4639358
636,128.965786,607.5120528
637,128.858458,604.7517252
638,128.719472,614.5096837
639,128.598245,626.6601095
640,128.455398,638.0195377
641,128.340348,632.1307623
642,128.199817,632.4376798
643,128.077046,625.9240661
644,127.975123,627.8197745
645,127.829187,634.8818183
646,127.72572,622.1426079
647,127.59986,608.4494343
648,127.486354,604.3208674
649,127.335786,607.9098604
650,127.239268,615.4292495
651,127.105687,615.1604644
652,126.993725,611.1327611
653,126.874815,619.9261886
654,126.776752,612.7130513
655,126.665563,609.0724858
656,126.525805,617.9423626
657,126.403806,625.8748454
658,126.310376,634.3915804
659,126.173706,632.2532994
660,126.066378,619.5600626
661,125.901139,627.7339123
662,125.810025,637.8843451
663,125.679533,630.8962925
664,125.562167,632.3575141
665,125.448661,648.8416724
666,125.350599,641.8834158
667,125.197714,636.9414722
668,125.11355,644.4897582
669,125.022436,639.0174846
670,124.916652,658.1509952
671,124.793109,670.2101964
672,124.711262,656.5630427
673,124.618604,650.455084
674,124.542162,667.8755711
675,124.427884,662.4097944
676,124.349897,692.8884239
677,124.272683,688.1070939
678,124.224037,699.4667823
679,124.134469,707.7318818
680,124.070381,721.7382019
681,124.003976,722.8564559
682,123.953014,712.2251335
683,123.878116,722.3895452
684,123.838736,711.9267669
685,123.787003,723.9482806
686,123.736813,724.393336
687,123.68508,725.2719581
688,123.640295,733.6573656
689,123.589333,727.8793211
690,123.553042,729.5989914
691,123.499764,736.0597133
692,123.458841,738.7648587
693,123.430271,741.3654667
694,123.386259,742.1216131
695,123.365411,740.1233952
696,123.324487,745.5010933
697,123.313677,757.9971379
698,123.277386,749.7268478
699,123.239551,746.4006514
700,123.196311,759.5100525
701,123.183185,753.1612547
702,123.169286,751.0113339
703,123.168514,751.6952075
704,123.143805,755.1474125
705,123.128362,756.2532617
706,123.110603,761.2138576
707,123.099793,754.540791
708,123.093616,759.4834682
709,123.071224,755.0676837
710,123.044971,757.1419307
711,123.054236,763.6531629
712,123.027211,757.3568835
713,123.003275,756.0302363
714,123.002502,763.1571766
715,122.994781,764.2289442
716,122.964667,760.677496
717,122.973933,765.2244745
718,122.9693,765.104221
719,122.950769,765.6176176
720,122.917566,762.8288405
721,122.927604,764.0763252
722,122.926832,761.090169
723,122.916794,762.7791283
724,122.902896,767.8309773
725,122.896719,771.0139844
726,122.884364,770.2598091
727,122.889769,771.9625413
728,122.875098,769.8515062
729,122.869693,766.7658867
730,122.852706,768.8070886
731,122.851162,774.1305677
732,122.865833,772.9782583
733,122.849618,770.4957739
734,122.840352,770.8173399
735,122.833402,775.3408197
736,122.81101,772.8764521
737,122.81101,772.1048301
738,122.80715,774.3527099
739,122.824909,773.9639633
740,122.809466,776.3035375
741,122.811782,777.1135643
742,122.790162,777.1181932
743,122.787074,776.2769231
744,122.783213,778.1643501
745,122.810238,779.2256257
746,122.78553,780.2105843
747,122.763137,778.7082879
748,122.765453,779.0728529
749,122.775492,779.2892815
750,122.746922,779.1226197
751,122.775492,779.9131223
752,122.774719,779.6723792
753,122.773175,779.3390489
754,122.757732,780.8680308
755,122.756188,777.6077022
756,122.755416,777.5347956
757,122.752327,779.1747013
758,122.749238,780.1781757
759,122.760821,779.3425211
760,122.762365,780.8749758
761,122.755416,781.3565044
762,122.755416,779.8263155
763,122.759277,780.7569111
764,122.731479,780.5416189
765,122.722213,780.3263298
766,122.721441,780.4293441
767,122.716036,778.7615254
768,122.723758,778.8529555
769,122.718353,779.3240029
770,122.731479,780.9999866
771,122.712948,782.0336799
772,122.715264,781.6238983
773,122.70291,782.7907634
774,122.705226,784.9846674
775,122.701366,783.036187
776,122.689011,783.2341495
777,122.688239,780.655052
778,122.682834,780.9108584
779,122.67048,780.6492646
780,122.662758,781.6053773
