Time,Mass,Temperature Front
[s],[g],[K]
1,168.479587,299.0807881
2,168.518195,304.5465119
3,168.504296,323.3336383
4,168.483448,338.4012151
5,168.48422,350.3124081
6,168.485765,360.3401451
7,168.549853,369.2963613
8,168.535182,377.2906681
9,168.517423,384.5054209
10,168.479587,391.0617692
11,168.494258,397.1932578
12,168.512017,402.7204707
13,168.525144,407.8319519
14,168.539815,412.7229603
15,168.552169,417.6880402
16,168.53827,422.4158903
17,168.554486,426.8049355
18,168.565296,430.7274572
19,168.563751,435.0498275
20,168.566068,439.2426152
21,168.562207,443.3765114
22,168.574561,446.9544178
23,168.572245,450.4012814
24,168.579966,453.9590222
25,168.591548,457.5368891
26,168.57765,460.8273722
27,168.579194,464.1892294
28,168.57765,467.5771166
29,168.58846,470.6006631
30,168.600814,473.6321814
31,168.590004,476.594529
32,168.618574,479.6738836
33,168.613941,482.5558675
34,168.606991,485.4425424
35,168.595409,488.3589112
36,168.606992,491.0620439
37,168.625523,493.5803015
38,168.607764,495.9942801
39,168.623207,498.3323593
40,168.613169,501.0124641
41,168.59927,503.3589034
42,168.602359,505.2875462
43,168.618574,507.6286936
44,168.617801,510.0530017
45,168.623979,512.3798476
46,168.637877,514.7694329
47,168.637877,516.5183256
48,168.637105,518.3662406
49,168.637877,520.5200771
50,168.643282,523.0629238
51,168.637105,525.0274046
52,168.627839,527.045527
53,168.646371,529.1377813
54,168.654093,531.4770666
55,168.677257,533.4788345
56,168.657181,535.2624177
57,168.663358,537.2259345
58,168.659497,538.846061
59,168.673396,540.545994
60,168.676485,542.7343131
61,168.671852,544.3242399
62,168.662586,546.0008289
63,168.688839,547.6035954
64,168.674168,548.9845155
65,168.678801,550.6137674
66,168.671852,552.1668927
67,168.684206,553.7691408
68,168.688067,555.8396666
69,168.673396,557.5425342
70,168.678029,559.5896427
71,168.693472,561.2735586
72,168.684206,562.5873256
73,168.701965,564.137103
74,168.684206,565.3041001
75,168.679573,566.5942855
76,168.683434,568.8159019
77,168.693472,570.4997207
78,168.684978,571.8952598
79,168.678029,573.1255885
80,168.701965,574.541907
81,168.693472,575.8135189
