Time,Mass,Temperature
[s],[g],[K]
1,,299.0807881
2,,304.5465119
3,,323.3336383
4,,338.4012151
5,,350.3124081
6,,360.3401451
7,,369.2963613
8,,377.2906681
9,,384.5054209
10,,391.0617692
11,,397.1932578
12,,402.7204707
13,,407.8319519
14,,412.7229603
15,,417.6880402
16,,422.4158903
17,,426.8049355
18,,430.7274572
19,,435.0498275
20,,439.2426152
21,,443.3765114
22,,446.9544178
23,,450.4012814
24,,453.9590222
25,,457.5368891
26,,460.8273722
27,,464.1892294
28,,467.5771166
29,,470.6006631
30,,473.6321814
31,,476.594529
32,,479.6738836
33,,482.5558675
34,,485.4425424
35,,488.3589112
36,,491.0620439
37,,493.5803015
38,,495.9942801
39,,498.3323593
40,,501.0124641
41,,503.3589034
42,,505.2875462
43,,507.6286936
44,,510.0530017
45,,512.3798476
46,,514.7694329
47,,516.5183256
48,,518.3662406
49,,520.5200771
50,,523.0629238
51,,525.0274046
52,,527.045527
53,,529.1377813
54,,531.4770666
55,,533.4788345
56,,535.2624177
57,,537.2259345
58,,538.846061
59,,540.545994
60,,542.7343131
61,,544.3242399
62,,546.0008289
63,,547.6035954
64,,548.9845155
65,,550.6137674
66,,552.1668927
67,,553.7691408
68,,555.8396666
69,,557.5425342
70,,559.5896427
71,,561.2735586
72,,562.5873256
73,,564.137103
74,,565.3041001
75,,566.5942855
76,,568.8159019
77,,570.4997207
78,,571.8952598
79,,573.1255885
80,,574.541907
81,,575.8135189
82,,577.9498519
83,,579.9302082
84,,581.5514305
85,,582.9332095
86,,584.584447
87,,586.6068205
88,,587.7288385
89,,588.4536893
90,,589.6397862
91,,590.7163792
92,,591.4151246
93,,593.1689933
94,,595.0201593
95,,595.4530093
96,,596.6968148
97,,597.9315941
98,,598.8351893
99,,600.2769522
100,,601.560043
101,,602.2753355
102,,603.5083317
103,,604.2134408
104,,605.272887
105,,606.3575619
106,,606.6753229
107,,608.1167708
108,,609.082775
109,,610.6548225
110,,611.4186176
111,,612.0440926
112,,612.8491341
113,,613.9607191
114,,614.9580214
115,,616.4266602
116,,617.9846903
117,,618.3908144
118,,618.7534764
119,,620.3907253
120,,621.4846239
121,,622.5763227
122,,623.5181846
123,,624.5757121
124,,625.2464383
125,,626.0225082
126,,625.8714114
127,,627.3320848
128,,628.4700551
129,,629.0241923
130,,629.790176
131,,630.7955245
132,,631.830723
133,,631.8204164
134,,632.7583473
135,,633.4661335
136,,634.3240023
137,,634.9608537
138,,635.1773443
139,,633.9712271
140,,635.746651
141,,636.588628
142,,637.4134732
143,,638.9727988
144,,636.3251465
145,,636.7570297
146,,637.8087295
147,,637.7205119
148,,637.7583194
149,,637.777796
150,,640.2515587
151,,640.6216886
152,,639.0770659
153,,640.1999935
154,,636.9494915
155,,639.9857132
156,,640.3352095
157,,640.7637845
158,,641.0537107
159,,639.8103956
160,,640.2653095
161,,639.1377932
162,,637.0972765
163,,638.3116959
164,,638.2429522
165,,637.5108541
166,,640.4131312
167,,639.4586215
168,,641.7115113
169,,638.681772
170,,642.2283774
171,,640.4371953
172,,638.9475915
173,,640.857752
174,,640.5265768
175,,641.5361711
176,,640.5643923
177,,641.5785734
178,,639.4528923
179,,639.5044547
180,,641.0090181
181,,641.9945818
182,,640.2618718
183,,641.117885
184,,641.8822697
185,,637.3687928
186,,640.6228345
187,,639.7496652
188,,641.5671133
189,,641.3161395
190,,640.6663799
191,,643.1796465
192,,641.3058256
193,,640.6388775
194,,643.9235175
195,,640.1404072
196,,642.0495922
197,,642.6478443
198,,644.927637
199,,641.0720462
