Time,Mass,Temperature
[s],[g],[K]
1,166.066022,302.020003
2,166.263622,310.7361333
3,166.022797,356.0764235
4,165.947925,394.2331049
5,165.94175,421.0089411
6,165.912419,444.40645
7,166.064478,465.380954
8,166.390209,484.2676469
9,166.607106,501.5303442
10,166.70745,517.4252156
11,166.764568,531.6851946
12,166.773059,545.3383679
13,166.727519,557.9423653
14,166.72829,570.2580233
15,166.722887,581.6815014
16,166.698187,593.3688296
17,166.693556,604.3665811
18,166.676575,614.2523538
19,166.65419,623.2137603
20,166.64184,631.1264587
21,166.625631,637.9049676
22,166.587037,646.1164011
23,166.546128,655.3653188
24,166.516025,660.6686989
25,166.474344,663.2167203
26,166.390981,662.6600166
27,166.318425,663.5874863
28,166.216538,663.5473099
29,166.113106,661.9759341
30,166.016622,663.9364519
31,165.894666,663.5828947
32,165.751869,664.1006066
33,165.616791,669.5096514
34,165.460101,666.8306906
35,165.353582,671.7790902
36,165.182226,670.915372
37,165.054867,671.1186624
38,164.877335,668.8481867
39,164.738398,672.4050908
40,164.549289,675.3425134
41,164.400317,670.4950186
42,164.217382,674.4199766
43,164.050658,667.3416385
44,163.867723,667.7400765
45,163.698683,666.2497263
46,163.524239,672.6784727
47,163.334358,671.6159902
48,163.163774,668.7700992
49,162.961543,670.2699167
50,162.838043,672.4498883
51,162.650477,668.8585218
52,162.480665,662.6060692
53,162.273031,668.849335
54,162.097043,668.3980418
55,161.902531,672.7657723
56,161.694125,667.6390306
57,161.532031,665.8719982
58,161.34215,674.5061386
59,161.151497,666.2956514
60,160.986316,667.0017699
61,160.808013,671.5941672
62,160.622763,663.5714157
63,160.422847,671.7549697
64,160.23451,670.3721309
65,160.018385,665.5195381
66,159.824645,651.1638082
67,159.627044,643.2472695
68,159.471126,654.7527314
69,159.260404,654.3340314
70,159.053542,667.3565653
71,158.879098,659.044875
72,158.666061,651.7452654
73,158.486986,661.4433839
74,158.281667,669.570517
75,158.047789,677.3957576
76,157.834752,674.4280183
77,157.666483,667.6792192
78,157.484321,664.1660394
79,157.259705,667.5529125
80,157.062106,665.5918663
81,156.844437,662.7254424
82,156.646065,663.0548721
83,156.440746,666.4001316
84,156.247006,662.9515658
85,156.044003,658.8302925
86,155.821703,658.7729181
87,155.623331,659.3822469
88,155.42496,665.5447955
89,155.204975,655.6681814
90,154.98885,668.4566057
91,154.800513,676.5144444
92,154.572038,664.9053381
93,154.383701,648.8852446
94,154.153682,655.4375922
95,153.95917,656.0479165
96,153.739186,666.0993226
97,153.528464,658.1085403
98,153.317742,654.2434104
99,153.101617,657.3742059
100,152.91328,655.0429613
101,152.694839,653.5918749
102,152.467136,664.1855546
103,152.251011,664.1878505
104,152.018677,666.4001316
105,151.783255,655.4444754
106,151.588743,659.8079903
107,151.337884,657.9042995
108,151.1179,655.6498259
109,150.887109,657.5531962
110,150.66095,660.3530993
111,150.434791,668.5186148
