Time,Mass,Temperature
[s],[g],[K]
1,,300.6684273
2,,345.273164
3,,384.4515947
4,,412.5339452
5,,435.8405312
6,,456.7956834
7,,475.5276205
8,,492.8888413
9,,508.7101726
10,,523.3016521
11,,537.0040892
12,,549.9761647
13,,562.4551461
14,,574.2955808
15,,585.9984801
16,,596.5403336
17,,606.2672643
18,,615.6133989
19,,624.4349325
20,,631.9738707
21,,636.4649056
22,,642.6123152
23,,650.5410922
24,,655.7645482
25,,657.6518713
26,,656.4471663
27,,650.531918
28,,649.2280937
29,,650.4998082
30,,649.7624513
31,,647.2318951
32,,648.1135796
33,,651.1878917
34,,648.6903176
35,,645.7793637
36,,647.8223536
37,,645.5512378
38,,635.499223
39,,627.1397613
40,,619.1001309
41,,628.7700191
42,,618.9754258
43,,614.3175436
44,,631.2008913
45,,629.9424619
46,,616.1589992
47,,618.7397477
48,,622.487061
49,,614.4341998
50,,602.5232971
51,,625.5554873
52,,626.6383595
53,,630.706208
54,,631.4276273
55,,625.0816151
56,,637.1625774
57,,628.7860479
58,,614.2649343
59,,621.0463672
60,,623.8432166
61,,626.519308
62,,612.0109314
63,,623.4884285
64,,635.8119453
65,,624.3021661
66,,620.5726541
67,,619.2030994
68,,623.8363497
69,,632.5304435
70,,623.3133269
71,,605.2294561
72,,625.0816151
73,,632.5041031
74,,619.5680715
75,,624.0457934
76,,626.4403225
77,,637.3264038
78,,638.7390602
79,,628.670412
80,,630.1520011
81,,624.0045911
82,,625.148002
83,,631.1413452
84,,630.9821749
85,,626.5868467
86,,632.3689663
87,,637.4180558
88,,644.7854967
89,,642.0026042
90,,634.96429
91,,628.4494471
92,,616.3660357
93,,631.2718891
94,,652.358862
95,,638.2761782
96,,634.3274384
97,,620.7099606
98,,617.8782993
99,,630.9982064
100,,641.9349875
101,,643.3045773
102,,635.5542066
103,,636.7673401
104,,626.3476009
105,,632.2624611
106,,636.1750789
107,,633.5909735
108,,631.0714932
109,,624.1751237
110,,633.2989185
111,,633.1901153
112,,634.2254992
113,,632.2487186
114,,624.3090333
115,,635.233472
116,,636.233502
117,,626.7940439
118,,626.3933892
119,,635.0433259
120,,631.7906419
121,,631.9063048
122,,641.3356213
123,,637.659791
124,,629.3848518
125,,639.7542487
126,,634.5290285
127,,631.4356433
128,,634.7329124
129,,644.241022
130,,634.8108014
131,,636.1991354
132,,643.1383853
133,,643.860476
134,,633.2221835
135,,634.7111493
136,,639.263832
137,,636.0811444
138,,643.2071541
139,,647.4921522
140,,642.1183554
141,,640.8967143
142,,642.0473001
143,,649.2395604
144,,650.5491197
145,,643.054717
146,,643.6243595
147,,648.2202112
148,,643.9074705
149,,642.2730741
150,,644.2146585
151,,644.312089
152,,645.33114
153,,644.2765554
154,,655.7530759
155,,653.2741481
156,,648.4655817
157,,657.4178059
158,,642.4094571
159,,641.7963172
160,,650.1695407
161,,647.0014514
162,,645.961638
163,,637.6300035
164,,637.9782924
165,,639.857376
166,,651.1557804
167,,645.5890674
168,,644.103474
169,,633.4844586
170,,626.3601927
171,,636.9345985
172,,635.7065582
173,,634.055984
174,,633.1912606
175,,628.3521321
176,,643.815774
177,,644.1011815
178,,636.9128319
179,,629.613847
180,,642.046154
181,,645.9134898
182,,649.2051604
183,,641.3665631
184,,634.1693757
185,,633.8349302
186,,622.1220096
187,,628.0075283
188,,624.0744062
189,,624.9454086
190,,635.6091904
191,,632.6289341
192,,640.6331479
193,,642.4839527
194,,640.1644708
195,,635.2838727
196,,618.2398035
197,,619.914747
198,,612.8891588
199,,621.9869774
200,,617.4515996
201,,609.2999925
202,,621.9846888
203,,636.8727356
204,,630.1542912
205,,621.270643
206,,628.0991165
207,,635.905878
208,,628.3933478
209,,628.0212665
210,,635.739778
211,,663.0927513
212,,666.0602869
213,,674.8645786
214,,709.0943314
215,,730.0453787
216,,733.5073766
217,,758.8327467
218,,771.0047305
219,,790.1911038
220,,800.7935745
221,,812.8844353
222,,823.3537418
223,,840.2852081
224,,855.1186424
225,,873.6598907
226,,894.4913738
227,,901.1981004
228,,909.8133503
229,,921.7112901
230,,929.7089655
231,,932.7594808
232,,940.3177937
233,,949.5822201
234,,952.6990098
235,,958.5247284
236,,959.9235298
237,,962.5190574
238,,967.1062082
239,,972.3404137
240,,977.5490418
241,,983.0552379
242,,987.4912323
243,,992.0781148
244,,995.3443608
245,,998.2185594
246,,1000.509526
247,,1003.84388
248,,1003.979843
249,,1005.572791
250,,1008.049772
251,,1007.154134
252,,1009.056823
253,,1011.938725
254,,1011.937552
