Time,Mass,Temperature
[s],[g],[K]
1,,304.8342867
2,,321.5976329
3,,338.2769827
4,,350.9108316
5,,361.2934537
6,,370.2194381
7,,378.5242894
8,,386.0007748
9,,392.7454411
10,,398.9397025
11,,404.5574238
12,,409.7949333
13,,414.7061874
14,,419.790626
15,,424.7072939
16,,429.1431444
17,,433.6080491
18,,437.6274214
19,,441.6617303
20,,445.755407
21,,449.4340205
22,,453.3596563
23,,457.0726435
24,,460.741111
25,,464.318617
26,,467.8120543
27,,470.9059695
28,,473.7184403
29,,476.8328825
30,,480.0280233
31,,482.8964028
32,,485.6752546
33,,488.37594
34,,491.424217
35,,493.9799696
36,,496.6017775
37,,499.6292261
38,,502.2208662
39,,504.4458769
40,,507.1050116
41,,509.4974565
42,,512.141244
43,,514.4080809
44,,516.3705904
45,,518.6401461
46,,521.013389
47,,522.8753535
48,,524.9023449
49,,526.7464903
50,,528.7943626
51,,530.8811287
52,,532.7907015
53,,534.4684279
54,,536.4796355
55,,538.1338236
56,,540.5141329
57,,542.560193
58,,544.4346414
59,,546.096444
60,,547.5239086
61,,549.6437105
62,,551.5588328
63,,553.5220172
64,,554.9125654
65,,556.5754646
66,,558.3273976
67,,559.9268666
68,,561.1573419
69,,563.083009
70,,564.4151682
71,,566.0905072
72,,567.5699774
73,,568.7976625
74,,570.6148704
75,,572.3479265
76,,573.6569768
77,,575.0391338
78,,576.445375
79,,578.3274217
80,,579.9507433
81,,581.8492261
82,,583.4467043
83,,585.1710424
84,,586.9412478
85,,588.0119254
86,,589.2836041
87,,590.3145023
88,,591.9837374
89,,593.1290263
90,,594.3406464
91,,595.4872724
92,,596.6122919
93,,597.9521557
94,,599.1813357
95,,599.9033588
96,,601.0767276
97,,602.2376275
98,,603.398626
99,,604.8054405
100,,606.068383
101,,607.0502447
102,,608.507737
103,,609.1776643
104,,609.7538741
105,,611.2070832
106,,611.8405528
107,,612.9486241
108,,614.7807432
109,,616.2447874
110,,618.2134911
