Time,Mass,Temperature
[s],[g],[K]
1,168.009602,308.4965369
2,168.029671,311.559451
3,168.013462,341.8994088
4,167.976412,373.0280607
5,167.981815,396.0000599
6,167.98799,413.8546711
7,167.997252,429.8523595
8,168.101455,444.3939593
9,168.127699,457.4880811
10,168.180958,469.8016468
11,168.242708,481.5002213
12,168.253515,492.4358231
13,168.27204,502.7024249
14,168.309089,512.2423662
15,168.29288,521.4055465
16,168.311405,530.2874849
17,168.303686,538.612817
18,168.31758,546.2660485
19,168.303686,554.0902934
20,168.274355,561.9435313
21,168.279758,569.1419343
22,168.27204,575.9937206
23,168.247339,582.4494003
24,168.255058,589.0313139
25,168.238849,595.7408221
26,168.232674,602.1919209
27,168.224955,607.534915
28,168.22264,613.3603147
29,168.219552,618.5017857
30,168.214921,622.5877666
31,168.219552,625.4410239
32,168.205658,628.8169606
33,168.177871,635.6240819
34,168.160889,640.2103065
35,168.140049,644.6960867
36,168.116893,648.4185711
37,168.110718,650.6798533
38,168.068265,650.3679296
39,168.048196,650.5743489
40,167.991077,648.5229119
41,167.954799,647.2903665
42,167.923152,640.793579
43,167.824352,644.1241061
44,167.766462,641.8421585
45,167.682327,637.1912182
46,167.596649,634.6263884
47,167.499393,629.9722323
48,167.420662,635.7168678
49,167.318774,640.441779
50,167.22229,639.9513371
51,167.116543,633.6871812
52,167.013884,628.2868743
53,166.88035,626.2537353
54,166.783094,626.2720505
55,166.66654,628.6383547
56,166.5716,629.4363754
57,166.464309,629.9081116
58,166.373228,635.0582167
59,166.241238,636.9128319
60,166.150928,628.6486588
61,166.008903,624.9064927
62,165.907788,625.7306182
63,165.785832,629.7043012
64,165.656157,626.0339549
65,165.55041,626.6040176
66,165.415332,628.8581777
67,165.296463,628.2914537
68,165.158298,627.0767989
69,165.030938,623.7470796
70,164.922876,619.0635201
71,164.770817,628.8845109
72,164.649632,623.8512281
73,164.510695,629.9676523
74,164.362495,632.9209744
75,164.235907,625.7042912
76,164.107004,626.8032019
77,163.974242,624.1213313
78,163.848427,626.1152275
79,163.707945,644.6296028
80,163.543536,631.550158
81,163.418492,623.9759785
82,163.277239,622.3760569
83,163.139846,623.6669659
84,163.007855,621.9984208
85,162.903652,629.3390532
86,162.727665,637.8969478
87,162.609568,634.3411831
88,162.471402,625.5715123
89,162.31394,635.6298094
90,162.169599,637.6025074
91,162.032978,634.6344063
92,161.894812,632.1410692
93,161.745068,641.1511182
94,161.591465,636.5302034
95,161.440178,641.947594
96,161.302784,633.9196861
97,161.159987,624.9602882
98,161.0334,638.1524402
99,160.865131,637.6735391
100,160.74086,630.2916957
101,160.584941,634.4545773
102,160.434425,633.8097325
103,160.297804,634.4786307
104,160.155007,629.6630815
105,159.992141,637.9920408
106,159.819241,640.1335318
107,159.660235,639.5823716
108,159.538279,635.1773443
109,159.346854,638.8467628
110,159.22181,641.9613465
111,159.081329,647.0966093
112,158.902254,642.5114588
113,158.753283,644.0083374
114,158.605083,639.395601
115,158.462286,643.6553065
116,158.304824,630.8012499
117,158.161255,635.7981991
118,158.005336,632.7491852
119,157.844786,630.1714667
120,157.680377,639.9089399
121,157.53758,636.8498235
122,157.355418,623.7035892
123,157.207218,623.9210424
124,157.042809,622.8097793
125,156.908502,640.1988476
126,156.723253,635.4304938
