Time,Mass,Temperature
[s],[g],[K]
1,168.190993,294.5083938
2,168.30523,296.6674103
3,168.285933,332.6873399
4,168.295196,375.4972708
5,168.278986,405.5663008
6,168.270496,429.4306997
7,168.272812,450.7691054
8,168.34228,470.0195602
9,168.410205,487.3349244
10,168.401714,503.708729
11,168.407889,518.7640298
12,168.392452,532.2549998
13,168.388593,544.9866598
14,168.386277,557.9286957
15,168.371611,569.5044544
16,168.395539,579.8765889
17,168.374699,590.7323631
18,168.36698,601.5531874
19,168.350771,612.005214
20,168.363121,619.3392477
21,168.34228,627.2107375
22,168.31758,632.3208671
23,168.308318,637.9427757
24,168.26818,646.4110292
25,168.244252,650.9619671
26,168.183274,653.2408847
27,168.13233,653.7031384
28,168.071352,650.3048576
29,167.946309,648.7969538
30,167.853684,647.0312598
31,167.74099,645.9364175
32,167.607455,651.353037
33,167.465431,649.661541
34,167.311056,654.0438169
35,167.202221,655.823057
36,167.034725,654.6380178
37,166.88035,656.45405
38,166.732922,644.8955407
39,166.590125,638.3094044
40,166.414909,641.3207234
41,166.247413,641.2301906
42,166.117738,635.9184787
43,165.919366,626.7562674
44,165.724853,620.9479617
45,165.57125,627.2965963
46,165.401438,618.1757387
47,165.236257,625.2544506
48,165.075707,631.6039802
49,164.863442,622.5683121
50,164.670473,602.1336452
51,164.485223,617.0775334
52,164.305376,635.3411463
53,164.118583,617.9995623
54,163.938736,632.1376335
55,163.728014,626.205658
56,163.552799,606.0066619
57,163.349796,599.9227809
58,163.159914,620.859855
59,162.994733,625.4215652
60,162.801765,634.8531824
61,162.597218,625.9309342
62,162.388812,631.7746095
63,162.224402,625.3002352
64,162.005962,643.1418237
65,161.842324,641.5888875
66,161.654759,618.3953905
67,161.467965,610.9932653
68,161.266506,619.2294136
69,161.076625,639.1962292
70,160.887516,641.3402053
71,160.690688,623.2492379
72,160.49386,628.7482657
73,160.283138,624.103019
74,160.083994,639.558309
75,159.883307,630.6432288
76,159.69111,616.0251707
77,159.499685,621.7466693
78,159.293595,631.5146583
79,159.128414,626.9623225
80,158.906114,615.8901996
81,158.707742,640.1472825
82,158.52558,635.0708167
83,158.29942,626.4620721
84,158.123433,625.6894107
85,157.915799,643.1819388
86,157.691183,634.2930768
87,157.489724,630.6432288
88,157.25739,628.1025511
89,157.054387,619.4856945
90,156.856015,634.4900847
91,156.663818,636.1074918
92,156.42994,625.3093922
93,156.236972,624.0938629
94,156.010812,625.6939893
95,155.824019,628.8925254
96,155.58551,633.2897561
97,155.36321,640.2355162
98,155.174872,633.0469546
99,154.929416,625.056434
100,154.74571,633.5806655
101,154.541163,629.412331
102,154.293392,628.854743
103,154.07032,638.705833
104,153.870404,636.3045264
105,153.668945,629.9424619
106,153.455908,627.4374059
107,153.232836,636.3251465
108,152.991239,646.2906551
109,152.755817,643.0249174
110,152.548183,650.1374318
111,152.33283,643.0168945
112,152.09818,639.269561
113,151.87974,652.1443867
114,151.672106,652.0629558
115,151.441315,654.9477468
116,151.192,634.3343108
117,150.9697,628.962366
118,150.725016,632.5430411
119,150.508119,642.3315238
120,150.272697,639.8608135
121,150.046538,643.9498804
122,149.824238,646.6254125
123,149.547907,650.6637982
124,149.337185,648.8496989
125,149.098676,653.428996
126,148.864798,650.7417802
127,148.629376,639.9123775
128,148.373114,638.6726059
129,148.145411,648.704077
130,147.889149,652.8921978
131,147.649095,638.3747112
132,147.407499,649.1329207
133,147.17748,645.620019
134,146.931252,644.9287833
135,146.679621,640.1426989
136,146.421815,650.3965987
137,146.190253,646.7056638
138,145.928587,637.2141309
139,145.673097,633.1992777
140,145.433815,642.644406
141,145.186044,644.553949
142,144.912028,640.2790603
143,144.671204,650.1592199
144,144.387154,644.9333685
145,144.174888,637.569283
146,143.883892,641.3402053
147,143.622998,654.0266107
148,143.351298,647.6962341
149,143.101983,645.8126085
150,142.834142,640.5208472
151,142.520761,648.2202112
152,142.280708,652.5802224
153,142.023674,654.4361242
154,141.762008,650.5250373
155,141.484905,649.5032967
156,141.225556,653.2167975
157,140.958487,647.2789015
158,140.649737,646.3640259
159,140.404281,652.7350622
160,140.12795,658.2427901
161,139.86011,646.8122842
162,139.542869,645.8722201
163,139.277344,645.041121
164,138.99561,638.1490031
165,138.690719,634.6928226
166,138.403582,638.3414849
167,138.135742,637.8362261
168,137.830851,618.977714
169,137.53368,619.8701249
170,137.263524,624.7828782
171,136.943968,622.2318673
172,136.620552,610.0282683
173,136.330327,616.1875952
174,136.013859,618.6081816
175,135.690443,621.0406459
176,135.385553,620.3838601
177,135.094556,618.783222
178,134.753388,615.8627481
179,134.409903,613.9264096
180,134.115819,606.677609
181,133.756898,614.6755212
182,133.458182,616.5261766
183,133.08691,627.3687181
184,132.768898,619.6801966
185,132.409205,626.6292017
186,132.039477,618.5509794
187,131.687502,623.1759938
188,131.314686,616.5147379
189,130.944959,621.4766138
190,130.559793,619.3644181
191,130.216309,618.1711627
192,129.828056,621.7398034
193,129.439031,614.1265499
194,129.05155,616.6817439
195,128.657122,618.1963309
196,128.285079,619.8049083
197,127.88602,620.4399259
198,127.461489,614.865379
199,127.087901,610.9029368
200,126.708911,612.7267739
201,126.34613,622.3829231
202,126.018855,626.2388542
203,125.693896,618.8061033
204,125.324168,608.8301211
205,125.029312,623.5742635
206,124.74835,620.712249
207,124.512156,625.9503936
208,124.326134,663.7895179
209,124.170988,708.25243
210,124.042085,738.8029468
211,123.914725,758.2953165
212,123.825188,781.4386899
213,123.7233,796.3250709
214,123.647657,779.7580277
215,123.601344,778.2847091
216,123.539594,794.8003281
217,123.497913,796.4872865
218,123.441566,800.3531563
219,123.409919,810.3166078
220,123.369782,811.9832123
221,123.325785,809.2520218
222,123.327329,837.9860015
223,123.289507,851.0419389
224,123.308804,859.0404656
225,123.28256,856.6630713
226,123.277929,862.4536101
227,123.276385,866.8589037
228,123.249369,873.3118032
229,123.247054,879.0171269
230,123.213091,881.1553576
231,123.210004,885.8531589
232,123.204601,887.9514406
233,123.192251,891.0299911
234,123.191479,892.49954
235,123.175269,893.7092991
236,123.186076,890.6454344
237,123.156744,892.3946515
238,123.169866,892.9377477
239,123.162147,896.3225646
240,123.147482,896.3633634
241,123.136676,896.0905956
242,123.124326,900.0344741
243,123.121238,900.0892725
244,123.105801,900.6827377
245,123.10966,899.4550208
246,123.078013,900.337616
247,123.057172,901.3426845
248,123.082644,901.0406917
249,123.070295,902.5985154
250,123.053313,902.3104945
251,123.052541,906.1775848
252,123.031701,907.0943315
253,123.008545,904.9809848
254,122.993879,905.5711111
255,123.011632,905.6060994
256,122.993107,907.7720071
