Time,Mass,Temperature
[s],[g],[K]
1,167.404452,305.8635452
2,167.479324,306.9457586
3,167.443046,332.0335582
4,167.423749,365.9821423
5,167.344246,390.8582651
6,167.353509,410.1298234
7,167.386699,426.4752517
8,167.510971,441.3562344
9,167.65068,455.115729
10,167.744849,467.8767473
11,167.805827,479.9326778
12,167.812774,490.993924
13,167.801196,501.3622592
14,167.783443,510.980076
15,167.751024,520.1017945
16,167.729412,529.099118
17,167.726324,538.0086731
18,167.724008,546.1818152
19,167.700852,553.8477201
20,167.714746,561.1550632
21,167.696221,568.5297745
22,167.703168,575.1486173
23,167.693133,581.7088849
24,167.710115,588.3543768
25,167.715518,595.1880441
26,167.707027,601.5680413
27,167.68773,607.0628184
28,167.690046,612.6455822
29,167.665346,617.7284381
30,167.680012,622.3131168
31,167.667662,626.2571694
32,167.674609,629.782161
33,167.633699,635.5656615
34,167.621349,641.4914769
35,167.612859,646.0556421
36,167.601281,647.7764918
37,167.554196,650.5605875
38,167.552652,651.9849661
39,167.503253,654.4854502
40,167.440731,650.9608202
41,167.414487,650.3140317
42,167.353509,652.3909762
43,167.318774,650.440176
44,167.229237,648.833646
45,167.150506,645.600531
46,167.0409,648.4541157
47,166.947503,651.4700162
48,166.863368,646.8283346
49,166.75299,645.8940013
50,166.654962,645.1557523
51,166.570828,643.6014358
52,166.444241,647.6813291
53,166.359334,644.3590852
54,166.231203,642.5699096
55,166.130088,646.9120266
56,166.042094,641.9854135
57,165.946381,644.3762789
58,165.836004,652.1157138
59,165.725626,646.2608483
60,165.593635,638.1891032
61,165.470907,644.7981059
62,165.380597,642.6535749
63,165.238573,648.2775404
64,165.112757,645.4560909
65,164.993117,652.022814
66,164.879651,645.2199462
67,164.746889,643.0512786
68,164.586339,647.8647759
69,164.47982,639.4803923
70,164.323901,643.5441267
71,164.208892,641.1728917
72,164.076901,648.63184
73,163.922526,647.0025979
74,163.768924,647.4210683
75,163.64002,656.0570946
76,163.504942,655.4559475
77,163.390705,649.5227904
78,163.24482,647.2318951
79,163.119005,653.9153445
80,162.981611,659.0276624
81,162.831868,656.8039771
82,162.699877,655.5351046
83,162.549361,647.4233613
84,162.399618,642.9240579
85,162.249102,651.5090095
86,162.098587,656.9841071
87,161.967368,657.9524908
88,161.815309,640.9161955
89,161.660934,646.7801834
90,161.534347,642.3177709
91,161.398497,639.2947689
92,161.259559,649.0148153
93,161.116762,658.6914468
94,160.994806,655.0441085
95,160.830397,652.4185028
96,160.688372,649.7395171
97,160.540944,648.2901528
98,160.385025,655.4031763
99,160.238369,658.0924763
100,160.073188,650.7555418
101,159.921901,649.1088408
102,159.725073,650.4378824
103,159.60466,644.11379
104,159.448742,666.5838351
105,159.326013,662.8069382
106,159.185532,661.8508288
107,159.023439,650.5995781
108,158.859029,644.3063578
109,158.695392,638.3059672
110,158.57112,653.4863475
111,158.41443,661.3802597
112,158.277036,652.2200834
113,158.100277,647.4336799
114,157.94513,650.0674805
115,157.810052,650.7819182
116,157.596243,646.3594402
117,157.466568,650.6374221
118,157.338437,655.999732
119,157.118452,655.5580488
120,157.024284,651.6179619
121,156.791178,656.6077874
122,156.680027,658.4103175
123,156.473165,644.2329983
124,156.360471,650.3633425
125,156.190659,660.3944138
126,156.023934,652.5767816
127,155.901978,654.113789
128,155.722131,652.3462457
129,155.522216,647.9656727
130,155.414153,639.402476
131,155.201888,653.6274332
132,155.108491,663.7964054
133,154.880788,649.6638344
134,154.768866,654.0965827
135,154.570495,654.5233051
136,154.400682,648.7338892
137,154.236273,653.1709172
138,154.063373,645.4320177
139,153.867317,645.3873105
140,153.760026,647.9186639
141,153.546217,638.3632538
142,153.452048,642.4117493
143,153.204277,644.128691
144,153.075374,646.1118155
145,152.847671,643.4501403
146,152.671683,650.9080668
147,152.533518,647.2502391
148,152.348268,652.0618089
149,152.141405,656.7041609
150,152.014046,660.9992257
151,151.810271,648.2546087
152,151.655124,646.9796684
153,151.39809,647.7673195
154,151.256837,652.3164254
155,151.016784,647.2364811
