Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303,4.843,
17.882,303.5,4.8412,
29.834,304,4.8423,
35.171,304.5,4.8419,
39.452,305,4.842,
43.17,305.5,4.8423,
46.535,306,4.8422,
49.651,306.5,4.8417,
52.59,307,4.8409,
55.395,307.5,4.8398,
58.099,308,4.841,
60.724,308.5,4.842,
63.289,309,4.8421,
65.808,309.5,4.8424,
68.295,310,4.8437,
70.755,310.5,4.8443,
73.198,311,4.8428,
75.629,311.5,4.842,
78.052,312,4.8419,
80.471,312.5,4.8423,
82.891,313,4.8421,
85.317,313.5,4.8413,
87.75,314,4.8422,
90.194,314.5,4.8426,
92.651,315,4.8426,
95.119,315.5,4.8429,
97.602,316,4.8428,
100.1,316.5,4.8433,
102.62,317,4.8435,
105.15,317.5,4.8431,
107.7,318,4.8417,
110.27,318.5,4.8417,
112.86,319,4.8426,
115.46,319.5,4.8431,
118.08,320,4.844,
120.71,320.5,4.8437,
123.35,321,4.8432,
126.01,321.5,4.844,
128.67,322,4.8433,
131.35,322.5,4.8439,
134.04,323,4.8434,
136.73,323.5,4.843,
139.43,324,4.8438,
142.13,324.5,4.8435,
144.84,325,4.8432,
147.56,325.5,4.8431,
150.27,326,4.8439,
152.99,326.5,4.8434,
155.72,327,4.843,
158.44,327.5,4.8434,
161.16,328,4.8432,
163.88,328.5,4.8424,
166.6,329,4.8428,
169.33,329.5,4.8423,
172.05,330,4.8427,
174.78,330.5,4.843,
177.51,331,4.8434,
180.23,331.5,4.8432,
182.96,332,4.843,
185.69,332.5,4.843,
188.42,333,4.842,
191.16,333.5,4.8406,
193.89,334,4.8412,
196.63,334.5,4.8416,
199.38,335,4.8423,
202.12,335.5,4.8426,
204.88,336,4.8422,
207.63,336.5,4.8415,
210.39,337,4.8412,
213.15,337.5,4.8412,
215.92,338,4.841,
218.69,338.5,4.8402,
221.47,339,4.8391,
224.25,339.5,4.8388,
227.04,340,4.8388,
229.84,340.5,4.8388,
232.64,341,4.8397,
235.45,341.5,4.8401,
238.27,342,4.8391,
241.09,342.5,4.8387,
243.92,343,4.8388,
246.75,343.5,4.8388,
249.58,344,4.8378,
252.43,344.5,4.8374,
255.28,345,4.8374,
258.14,345.5,4.8377,
261,346,4.8378,
263.87,346.5,4.8378,
266.74,347,4.8368,
269.62,347.5,4.8369,
272.5,348,4.8371,
275.38,348.5,4.8371,
278.27,349,4.8363,
281.17,349.5,4.8358,
284.07,350,4.8358,
286.98,350.5,4.8358,
289.9,351,4.8358,
292.82,351.5,4.835,
295.74,352,4.8347,
298.66,352.5,4.8344,
301.59,353,4.8336,
304.52,353.5,4.8334,
307.45,354,4.8334,
310.39,354.5,4.8334,
313.33,355,4.8334,
316.28,355.5,4.8334,
319.22,356,4.8334,
322.17,356.5,4.8343,
325.13,357,4.8338,
328.08,357.5,4.8325,
331.04,358,4.8321,
334,358.5,4.8321,
336.96,359,4.8321,
339.92,359.5,4.833,
342.89,360,4.8325,
345.86,360.5,4.833,
348.83,361,4.833,
351.8,361.5,4.8323,
354.77,362,4.8321,
357.74,362.5,4.832,
360.72,363,4.8304,
363.7,363.5,4.8297,
366.67,364,4.8295,
369.65,364.5,4.8296,
372.63,365,4.8296,
375.61,365.5,4.8297,
378.59,366,4.8308,
381.57,366.5,4.8301,
384.55,367,4.8292,
387.53,367.5,4.8291,
390.52,368,4.8281,
393.5,368.5,4.8277,
396.49,369,4.828,
399.48,369.5,4.8286,
402.46,370,4.8278,
405.45,370.5,4.8276,
408.44,371,4.8277,
411.43,371.5,4.8277,
414.42,372,4.8268,
417.41,372.5,4.8256,
420.41,373,4.826,
423.4,373.5,4.8264,
426.4,374,4.8261,
429.39,374.5,4.826,
432.39,375,4.826,
435.38,375.5,4.826,
438.38,376,4.8253,
441.37,376.5,4.8257,
444.37,377,4.826,
447.37,377.5,4.8258,
450.37,378,4.825,
453.37,378.5,4.8247,
456.37,379,4.8237,
459.36,379.5,4.8233,
462.36,380,4.8245,
465.36,380.5,4.825,
468.36,381,4.825,
471.36,381.5,4.8248,
474.36,382,4.824,
477.36,382.5,4.824,
480.36,383,4.8247,
483.36,383.5,4.825,
486.36,384,4.825,
489.35,384.5,4.825,
492.35,385,4.825,
495.34,385.5,4.8241,
498.34,386,4.8234,
501.34,386.5,4.8236,
504.34,387,4.8237,
507.34,387.5,4.8237,
510.34,388,4.8237,
513.35,388.5,4.8227,
516.35,389,4.8223,
519.35,389.5,4.8224,
522.35,390,4.8216,
525.35,390.5,4.8221,
528.35,391,4.8233,
531.36,391.5,4.8237,
534.36,392,4.8227,
537.37,392.5,4.8224,
540.37,393,4.8214,
543.37,393.5,4.821,
546.38,394,4.821,
549.39,394.5,4.822,
552.39,395,4.8223,
555.4,395.5,4.8223,
558.41,396,4.8223,
561.41,396.5,4.8233,
564.42,397,4.8227,
567.42,397.5,4.8223,
570.43,398,4.8216,
573.43,398.5,4.8211,
576.44,399,4.821,
579.44,399.5,4.821,
582.45,400,4.821,
585.46,400.5,4.821,
588.47,401,4.821,
591.47,401.5,4.8211,
594.48,402,4.8211,
597.48,402.5,4.821,
600.49,403,4.821,
603.5,403.5,4.821,
606.5,404,4.821,
609.51,404.5,4.821,
612.51,405,4.821,
615.51,405.5,4.8202,
618.51,406,4.8204,
621.52,406.5,4.8207,
624.52,407,4.82,
627.52,407.5,4.8197,
630.52,408,4.8197,
633.52,408.5,4.8205,
636.52,409,4.8219,
