Time (s),Temperature (C),HRR (W/g)
0.000,74.472,-1.949
0.500,74.475,-2.771
1.000,74.466,-3.873
1.500,74.493,-5.313
2.000,74.495,-6.994
2.500,74.513,-8.528
3.000,74.549,-9.581
3.500,74.576,-10.194
4.000,74.620,-10.410
4.500,74.651,-10.177
5.000,74.721,-9.848
5.500,74.758,-9.410
6.000,74.818,-8.961
6.500,74.922,-8.482
7.000,74.996,-7.799
7.500,75.068,-6.876
8.000,75.212,-5.707
8.500,75.281,-4.061
9.000,75.345,-2.237
9.500,75.459,-0.379
10.000,75.587,1.321
10.500,75.737,2.815
11.000,75.843,4.063
11.500,75.938,5.051
12.000,76.121,5.954
12.500,76.241,6.440
13.000,76.421,6.863
13.500,76.620,7.078
14.000,76.787,7.354
14.500,77.003,7.210
15.000,77.260,7.219
15.500,77.510,7.155
16.000,77.754,6.941
16.500,78.016,6.760
17.000,78.331,6.581
17.500,78.584,6.363
18.000,78.959,6.398
18.500,79.253,6.172
19.000,79.606,5.898
19.500,79.934,5.856
20.000,80.274,5.703
20.500,80.667,5.464
21.000,81.045,5.201
21.500,81.432,5.010
22.000,81.864,4.796
22.500,82.246,4.572
23.000,82.666,4.318
23.500,83.081,4.279
24.000,83.551,4.112
24.500,83.999,4.020
25.000,84.402,3.871
25.500,84.851,3.747
26.000,85.333,3.576
26.500,85.789,3.409
27.000,86.278,3.343
27.500,86.750,3.163
28.000,87.240,3.059
28.500,87.680,2.846
29.000,88.200,2.895
29.500,88.703,2.761
30.000,89.208,2.557
30.500,89.689,2.481
31.000,90.218,2.480
31.500,90.702,2.264
32.000,91.255,2.189
32.500,91.777,2.089
33.000,92.290,1.929
33.500,92.791,1.956
34.000,93.345,1.875
34.500,93.858,1.886
35.000,94.380,1.800
35.500,94.959,1.733
36.000,95.469,1.546
36.500,95.966,1.500
37.000,96.538,1.265
37.500,97.095,1.147
38.000,97.606,1.074
38.500,98.131,1.014
39.000,98.703,1.019
39.500,99.277,1.016
40.000,99.776,1.092
40.500,100.323,1.059
41.000,100.892,1.065
41.500,101.401,0.947
42.000,101.974,0.826
42.500,102.493,0.900
43.000,103.049,0.833
43.500,103.626,0.932
44.000,104.163,0.869
44.500,104.730,0.801
45.000,105.250,0.723
45.500,105.804,0.674
46.000,106.338,0.754
46.500,106.904,0.693
47.000,107.444,0.658
47.500,107.972,0.658
48.000,108.519,0.738
48.500,109.050,0.810
49.000,109.620,0.816
49.500,110.178,0.752
50.000,110.699,0.714
50.500,111.238,0.651
51.000,111.816,0.650
51.500,112.371,0.511
52.000,112.926,0.511
52.500,113.446,0.493
53.000,114.033,0.592
53.500,114.560,0.515
54.000,115.108,0.545
54.500,115.628,0.460
55.000,116.197,0.520
55.500,116.718,0.506
56.000,117.266,0.449
56.500,117.801,0.595
57.000,118.368,0.572
57.500,118.895,0.520
58.000,119.454,0.515
58.500,119.992,0.499
59.000,120.533,0.422
59.500,121.093,0.430
60.000,121.601,0.329
60.500,122.170,0.438
61.000,122.701,0.428
61.500,123.235,0.579
62.000,123.793,0.677
62.500,124.281,0.445
63.000,124.850,0.576
63.500,125.395,0.464
64.000,125.898,0.542
64.500,126.445,0.569
65.000,127.026,0.637
65.500,127.532,0.635
66.000,128.073,0.712
66.500,128.581,0.656
