Time (s),Temperature (C),HRR (W/g)
0.000,74.952,-0.699
0.500,74.953,-0.959
1.000,74.998,-1.393
1.500,75.027,-1.980
2.000,75.024,-2.668
2.500,75.099,-3.307
3.000,75.112,-3.725
3.500,75.139,-3.946
4.000,75.189,-3.969
4.500,75.264,-3.913
5.000,75.334,-3.833
5.500,75.397,-3.621
6.000,75.447,-3.470
6.500,75.551,-3.208
7.000,75.644,-2.976
7.500,75.689,-2.562
8.000,75.840,-2.032
8.500,75.968,-1.420
9.000,76.038,-0.688
9.500,76.176,-0.012
10.000,76.294,0.683
10.500,76.416,1.217
11.000,76.552,1.697
11.500,76.686,2.060
12.000,76.865,2.320
12.500,76.999,2.515
13.000,77.132,2.560
13.500,77.335,2.629
14.000,77.571,2.633
14.500,77.763,2.588
15.000,78.019,2.603
15.500,78.252,2.629
16.000,78.533,2.611
16.500,78.830,2.549
17.000,79.108,2.469
17.500,79.403,2.467
18.000,79.733,2.363
18.500,80.037,2.262
19.000,80.372,2.199
19.500,80.749,2.115
20.000,81.114,2.010
20.500,81.470,1.934
21.000,81.843,1.868
21.500,82.240,1.829
22.000,82.687,1.778
22.500,83.043,1.757
23.000,83.483,1.661
23.500,83.864,1.604
24.000,84.317,1.567
24.500,84.752,1.501
25.000,85.204,1.426
25.500,85.674,1.307
26.000,86.142,1.289
26.500,86.567,1.260
27.000,87.068,1.216
27.500,87.536,1.189
28.000,88.007,1.183
28.500,88.509,1.131
29.000,88.978,1.047
29.500,89.464,0.963
30.000,89.966,0.942
30.500,90.448,0.899
31.000,90.982,0.851
31.500,91.487,0.872
32.000,91.982,0.788
32.500,92.535,0.754
33.000,93.046,0.750
33.500,93.544,0.678
34.000,94.064,0.615
34.500,94.608,0.587
35.000,95.092,0.566
35.500,95.661,0.518
36.000,96.164,0.539
36.500,96.721,0.530
37.000,97.264,0.552
37.500,97.799,0.498
38.000,98.320,0.416
38.500,98.880,0.405
39.000,99.404,0.392
39.500,99.933,0.315
40.000,100.497,0.328
40.500,101.025,0.389
41.000,101.578,0.403
41.500,102.132,0.452
42.000,102.665,0.474
42.500,103.173,0.446
43.000,103.722,0.467
43.500,104.281,0.468
44.000,104.838,0.406
44.500,105.340,0.406
45.000,105.923,0.386
45.500,106.437,0.372
46.000,106.988,0.379
46.500,107.574,0.377
47.000,108.102,0.367
47.500,108.650,0.341
48.000,109.174,0.337
48.500,109.708,0.280
49.000,110.249,0.223
49.500,110.811,0.208
50.000,111.357,0.211
50.500,111.894,0.215
51.000,112.482,0.173
51.500,113.009,0.155
52.000,113.552,0.154
52.500,114.113,0.151
53.000,114.656,0.178
53.500,115.216,0.153
54.000,115.756,0.135
54.500,116.283,0.158
55.000,116.833,0.117
55.500,117.394,0.088
56.000,117.919,0.090
56.500,118.481,0.127
57.000,119.033,0.137
57.500,119.546,0.138
58.000,120.121,0.144
58.500,120.672,0.133
59.000,121.195,0.127
59.500,121.734,0.144
60.000,122.307,0.133
60.500,122.850,0.140
61.000,123.372,0.193
61.500,123.879,0.219
62.000,124.430,0.267
62.500,124.988,0.252
63.000,125.486,0.267
63.500,126.054,0.253
64.000,126.565,0.238
64.500,127.112,0.244
65.000,127.645,0.266
65.500,128.178,0.262
66.000,128.694,0.265
66.500,129.245,0.255
67.000,129.799,0.222
67.500,130.307,0.229
68.000,130.865,0.295
68.500,131.366,0.324
69.000,131.898,0.314
69.500,132.442,0.292
70.000,132.974,0.344
70.500,133.477,0.327
