Time (s),Temperature (K),HRR (W/g)
58.199,393,0.0444
58.649,393.5,0.0054
59.129,394,-0.0431
59.589,394.5,-0.0939
60.057,395,-0.1732
60.519,395.5,-0.1780
60.967,396,-0.1536
61.446,396.5,-0.0201
61.910,397,-0.0808
62.371,397.5,0.0479
62.831,398,0.1122
63.295,398.5,0.1276
63.760,399,0.1280
64.231,399.5,0.0927
64.705,400,0.0655
65.163,400.5,0.1229
65.618,401,0.2108
66.098,401.5,0.1558
66.543,402,0.0353
67.038,402.5,0.1082
67.507,403,0.0529
67.989,403.5,0.0989
68.467,404,0.1659
68.920,404.5,0.0800
69.413,405,-0.0026
69.893,405.5,-0.0270
70.357,406,0.0025
70.795,406.5,0.0250
71.262,407,0.0320
71.747,407.5,0.0395
72.223,408,0.0377
72.693,408.5,0.0250
73.157,409,-0.0192
73.635,409.5,-0.1286
74.107,410,-0.1520
74.575,410.5,-0.0651
75.057,411,-0.0836
75.504,411.5,0.0118
75.991,412,-0.0480
76.459,412.5,-0.0440
76.944,413,-0.0714
77.431,413.5,-0.0201
77.899,414,-0.0804
78.395,414.5,-0.1375
78.870,415,-0.1321
79.334,415.5,-0.1229
79.787,416,-0.0865
80.285,416.5,-0.0334
80.766,417,-0.0350
81.236,417.5,-0.0541
81.713,418,-0.0663
82.177,418.5,-0.0722
82.669,419,-0.0528
83.158,419.5,-0.0621
83.644,420,-0.0944
84.116,420.5,-0.1175
84.610,421,-0.0333
85.078,421.5,0.0483
85.547,422,0.1125
86.037,422.5,0.1177
86.536,423,0.2383
87.024,423.5,0.3270
87.503,424,0.3246
87.953,424.5,0.3105
88.447,425,0.4895
88.951,425.5,0.3403
89.434,426,0.2753
89.920,426.5,0.3058
90.396,427,0.3102
90.889,427.5,0.4393
91.367,428,0.4092
91.860,428.5,0.3811
92.354,429,0.3632
92.832,429.5,0.3726
93.331,430,0.3551
93.818,430.5,0.4288
94.315,431,0.4613
94.793,431.5,0.4984
95.278,432,0.5133
95.769,432.5,0.5478
96.239,433,0.6177
96.726,433.5,0.6856
97.232,434,0.7840
97.727,434.5,0.8130
98.204,435,0.7521
98.679,435.5,0.7522
99.185,436,0.7902
99.677,436.5,0.8069
100.169,437,0.9527
100.650,437.5,1.0485
101.117,438,1.0497
101.613,438.5,1.0152
102.118,439,1.0525
102.623,439.5,1.1206
103.105,440,1.1668
103.579,440.5,1.1732
104.048,441,1.3267
104.575,441.5,1.4016
105.042,442,1.4413
105.524,442.5,1.5105
106.037,443,1.5740
106.509,443.5,1.6810
107.018,444,1.8204
107.509,444.5,1.6878
108.014,445,1.6212
108.512,445.5,1.6338
108.972,446,1.6748
109.499,446.5,1.8170
109.984,447,1.8413
110.481,447.5,1.8361
110.968,448,1.7879
111.460,448.5,1.7945
111.920,449,1.8402
112.422,449.5,1.8986
112.889,450,1.9315
113.431,450.5,1.9843
113.910,451,2.0224
114.384,451.5,2.0911
114.880,452,2.2661
115.385,452.5,2.3318
115.859,453,2.4447
116.373,453.5,2.5747
116.844,454,2.6315
117.352,454.5,2.6510
117.828,455,2.6641
118.299,455.5,2.6267
118.798,456,2.6821
119.289,456.5,2.6770
119.771,457,2.6713
120.268,457.5,2.7373
120.770,458,2.7952
121.252,458.5,2.8535
121.727,459,2.9528
122.216,459.5,3.0924
122.714,460,3.2117
123.218,460.5,3.3214
123.715,461,3.3829
124.196,461.5,3.3627
124.688,462,3.4257
125.176,462.5,3.5825
125.669,463,3.7098
126.150,463.5,3.8905
126.636,464,4.0230
127.144,464.5,4.1145
127.640,465,4.2538
128.134,465.5,4.3763
128.635,466,4.4368
129.119,466.5,4.4102
129.634,467,4.4240
130.116,467.5,4.5268
130.610,468,4.6152
131.084,468.5,4.6654
131.581,469,4.8935
132.064,469.5,4.9613
132.532,470,5.1279
133.052,470.5,5.1676
133.566,471,5.3369
134.033,471.5,5.3352
134.521,472,5.4877
135.009,472.5,5.5235
135.509,473,5.7597
135.984,473.5,5.7908
136.474,474,6.0214
136.968,474.5,6.0421
137.496,475,6.2818
137.941,475.5,6.4043
138.456,476,6.5947
138.943,476.5,6.7336
139.466,477,6.8456
139.967,477.5,6.9992
140.432,478,7.0698
140.919,478.5,7.1840
141.451,479,7.2225
141.927,479.5,7.4214
