Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303,4.806,
16.565,303.5,4.8069,
29.538,304,4.8069,
34.965,304.5,4.8056,
39.29,305,4.8036,
43.036,305.5,4.8008,
46.42,306,4.8011,
49.556,306.5,4.8013,
52.515,307,4.8017,
55.34,307.5,4.8023,
58.063,308,4.8031,
60.706,308.5,4.8039,
63.289,309,4.8033,
65.826,309.5,4.8029,
68.325,310,4.803,
70.797,310.5,4.8027,
73.249,311,4.8023,
75.688,311.5,4.8026,
78.119,312,4.8024,
80.547,312.5,4.8028,
82.976,313,4.8036,
85.409,313.5,4.8046,
87.848,314,4.8039,
90.297,314.5,4.8033,
92.758,315,4.8026,
95.231,315.5,4.8023,
97.719,316,4.8032,
100.22,316.5,4.804,
102.74,317,4.8045,
105.27,317.5,4.8051,
107.82,318,4.8049,
110.39,318.5,4.805,
112.98,319,4.8052,
115.58,319.5,4.8046,
118.2,320,4.8042,
120.82,320.5,4.8039,
123.46,321,4.8031,
126.12,321.5,4.8036,
128.78,322,4.8042,
131.45,322.5,4.8042,
134.13,323,4.8033,
136.82,323.5,4.8029,
139.51,324,4.8022,
142.21,324.5,4.8025,
144.91,325,4.8035,
147.62,325.5,4.8039,
150.33,326,4.8032,
153.04,326.5,4.803,
155.75,327,4.8029,
158.47,327.5,4.8019,
161.19,328,4.8024,
163.9,328.5,4.8024,
166.62,329,4.8026,
169.34,329.5,4.8028,
172.06,330,4.8028,
174.78,330.5,4.802,
177.5,331,4.8018,
180.23,331.5,4.8016,
182.95,332,4.8017,
185.68,332.5,4.8025,
188.42,333,4.8029,
191.15,333.5,4.8037,
193.89,334,4.8037,
196.64,334.5,4.8031,
199.38,335,4.8024,
202.13,335.5,4.8023,
204.88,336,4.8027,
207.64,336.5,4.8028,
210.39,337,4.8019,
213.16,337.5,4.8014,
215.92,338,4.8014,
218.69,338.5,4.8014,
221.47,339,4.8015,
224.25,339.5,4.8009,
227.04,340,4.8002,
229.84,340.5,4.8001,
232.64,341,4.8001,
235.45,341.5,4.7992,
238.26,342,4.7987,
241.07,342.5,4.7987,
243.9,343,4.7981,
246.73,343.5,4.7977,
249.57,344,4.7976,
252.41,344.5,4.7981,
255.26,345,4.7987,
258.11,345.5,4.7989,
260.97,346,4.7988,
263.84,346.5,4.7997,
266.71,347,4.8002,
269.58,347.5,4.7984,
272.47,348,4.7982,
275.35,348.5,4.7985,
278.25,349,4.7987,
281.14,349.5,4.798,
284.05,350,4.7975,
286.95,350.5,4.7971,
289.86,351,4.7971,
292.78,351.5,4.7972,
295.7,352,4.7972,
298.62,352.5,4.7963,
301.55,353,4.7967,
304.49,353.5,4.7972,
307.42,354,4.7972,
310.36,354.5,4.7963,
313.31,355,4.7958,
316.26,355.5,4.7958,
319.21,356,4.7949,
322.16,356.5,4.7945,
325.12,357,4.7936,
328.07,357.5,4.7934,
331.03,358,4.7926,
334,358.5,4.793,
336.96,359,4.7936,
339.93,359.5,4.794,
342.9,360,4.7942,
345.87,360.5,4.7942,
348.84,361,4.7933,
351.82,361.5,4.7924,
354.8,362,4.7922,
357.77,362.5,4.7917,
360.75,363,4.7919,
363.73,363.5,4.7922,
