Time (s),Temperature (K),HRR (W/g)
57.191,392.5,-0.3018
57.656,393,-0.2988
58.121,393.5,-0.2997
58.594,394,-0.2509
59.043,394.5,-0.2643
59.477,395,-0.1620
59.966,395.5,-0.2098
60.423,396,-0.2366
60.885,396.5,-0.1993
61.364,397,-0.1705
61.833,397.5,-0.1477
62.308,398,-0.1834
62.776,398.5,-0.1523
63.234,399,-0.1043
63.694,399.5,-0.1299
64.164,400,-0.1586
64.643,400.5,-0.1818
65.119,401,-0.3059
65.594,401.5,-0.3122
66.058,402,-0.3075
66.525,402.5,-0.3345
67.005,403,-0.3361
67.455,403.5,-0.4517
67.927,404,-0.4783
68.409,404.5,-0.5076
68.893,405,-0.4308
69.349,405.5,-0.5276
69.825,406,-0.5811
70.291,406.5,-0.5819
70.752,407,-0.6024
71.229,407.5,-0.6159
71.702,408,-0.5777
72.171,408.5,-0.5843
72.661,409,-0.6798
73.136,409.5,-0.6602
73.594,410,-0.6136
74.091,410.5,-0.5735
74.549,411,-0.5828
75.007,411.5,-0.6451
75.501,412,-0.6523
75.983,412.5,-0.6456
76.453,413,-0.6604
76.939,413.5,-0.7414
77.400,414,-0.8159
77.878,414.5,-0.8630
78.366,415,-0.8261
78.834,415.5,-0.9084
79.312,416,-0.9588
79.799,416.5,-0.9569
80.271,417,-0.9770
80.767,417.5,-1.0002
81.261,418,-1.0247
81.720,418.5,-1.0390
82.177,419,-1.0304
82.654,419.5,-1.0147
83.154,420,-0.9857
83.640,420.5,-0.9598
84.099,421,-0.9279
84.553,421.5,-0.8817
85.088,422,-0.7980
85.569,422.5,-0.7789
86.042,423,-0.7467
86.539,423.5,-0.8477
87.025,424,-0.8808
87.490,424.5,-0.9462
87.977,425,-0.8712
88.502,425.5,-0.8888
88.984,426,-0.8415
89.463,426.5,-0.8316
89.947,427,-0.7894
90.445,427.5,-0.7092
90.917,428,-0.7010
91.400,428.5,-0.7253
91.887,429,-0.6105
92.376,429.5,-0.7685
92.862,430,-0.7368
93.354,430.5,-0.7923
93.827,431,-0.7658
94.311,431.5,-0.6970
94.792,432,-0.6554
95.272,432.5,-0.5713
95.763,433,-0.5143
96.261,433.5,-0.5554
96.747,434,-0.5891
97.241,434.5,-0.5181
97.728,435,-0.5066
98.197,435.5,-0.5246
98.687,436,-0.4324
99.183,436.5,-0.4146
99.680,437,-0.3699
100.157,437.5,-0.3240
100.648,438,-0.3235
101.138,438.5,-0.2558
101.618,439,-0.1987
102.120,439.5,-0.2020
102.635,440,-0.1735
103.123,440.5,-0.1173
103.607,441,-0.1847
104.090,441.5,-0.2231
104.573,442,-0.0025
105.084,442.5,0.0372
105.559,443,0.0742
106.052,443.5,0.2276
106.528,444,0.2377
107.036,444.5,0.2652
107.534,445,0.2950
107.986,445.5,0.4070
108.511,446,0.4357
109.004,446.5,0.4702
109.500,447,0.6153
109.984,447.5,0.5513
110.490,448,0.6481
110.939,448.5,0.6818
111.464,449,0.7516
111.949,449.5,0.8628
112.434,450,0.9403
112.918,450.5,1.0275
113.420,451,1.1944
113.926,451.5,1.2665
114.379,452,1.3335
114.870,452.5,1.3653
115.374,453,1.4906
115.860,453.5,1.5717
116.346,454,1.6660
116.841,454.5,1.7989
117.334,455,1.7243
117.832,455.5,1.7674
118.337,456,1.8728
118.814,456.5,1.9050
119.295,457,2.0338
119.789,457.5,2.1089
120.287,458,2.1567
120.772,458.5,2.2210
121.251,459,2.3095
121.751,459.5,2.3915
122.247,460,2.4907
122.745,460.5,2.6157
123.243,461,2.7284
123.727,461.5,2.8087
124.218,462,2.8313
124.709,462.5,2.8841
125.194,463,2.9394
125.677,463.5,2.9904
126.183,464,3.0620
126.674,464.5,3.1704
127.143,465,3.2821
127.655,465.5,3.3486
128.145,466,3.3841
128.641,466.5,3.4523
