Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303,4.837,0.0003
17.107,303.5,4.8381,0.0158
29.594,304,4.8391,0.0385
34.969,304.5,4.8385,0.0601
39.264,305,4.8369,0.0801
42.995,305.5,4.836,0.0984
46.371,306,4.8382,0.1151
49.498,306.5,4.84,0.1305
52.448,307,4.8403,0.1445
55.266,307.5,4.8389,0.1576
57.981,308,4.8365,0.1697
60.621,308.5,4.8363,0.1806
63.202,309,4.8378,0.1907
65.737,309.5,4.8374,0.1999
68.235,310,4.837,0.2082
70.706,310.5,4.8373,0.2155
73.157,311,4.8365,0.2225
75.595,311.5,4.8361,0.2284
78.026,312,4.8362,0.2341
80.455,312.5,4.8371,0.2388
82.886,313,4.8373,0.2428
85.321,313.5,4.837,0.2459
87.762,314,4.8376,0.249
90.213,314.5,4.8393,0.2511
92.674,315,4.8405,0.2529
95.151,315.5,4.8395,0.2543
97.643,316,4.8376,0.2554
100.15,316.5,4.8364,0.256
102.68,317,4.836,0.2566
105.22,317.5,4.8352,0.2569
107.78,318,4.8345,0.2568
110.35,318.5,4.8344,0.2565
112.94,319,4.8354,0.2563
115.54,319.5,4.8358,0.2559
118.16,320,4.8359,0.2555
120.79,320.5,4.8366,0.2551
123.44,321,4.8372,0.2549
126.09,321.5,4.8381,0.2545
128.75,322,4.8377,0.2539
131.43,322.5,4.8365,0.2536
134.11,323,4.837,0.2534
136.8,323.5,4.8363,0.2534
139.5,324,4.8357,0.2532
142.2,324.5,4.8359,0.2533
144.9,325,4.8351,0.2534
147.61,325.5,4.8356,0.2537
150.32,326,4.836,0.2539
153.04,326.5,4.8369,0.2542
155.75,327,4.8364,0.2545
158.47,327.5,4.8356,0.2551
161.19,328,4.8347,0.2558
163.91,328.5,4.8353,0.2562
166.63,329,4.8358,0.2568
169.34,329.5,4.8365,0.2575
172.06,330,4.837,0.2583
174.78,330.5,4.8371,0.259
177.51,331,4.8363,0.2595
180.23,331.5,4.8358,0.2601
182.96,332,4.8358,0.2608
185.68,332.5,4.8367,0.2617
188.41,333,4.8368,0.2625
191.15,333.5,4.8361,0.2632
193.88,334,4.8367,0.264
196.62,334.5,4.8368,0.2648
199.37,335,4.836,0.2655
202.11,335.5,4.8367,0.2663
204.86,336,4.8371,0.2669
207.62,336.5,4.8372,0.2677
210.37,337,4.8362,0.2686
213.13,337.5,4.8348,0.2695
215.9,338,4.8344,0.2701
218.67,338.5,4.8344,0.2708
221.45,339,4.8343,0.2714
