Time (s),Temperature (C),HRR (W/g)
0.000,74.685,-1.823
0.500,74.680,-2.543
1.000,74.671,-3.796
1.500,74.657,-5.251
2.000,74.668,-6.851
2.500,74.738,-8.274
3.000,74.749,-9.447
3.500,74.780,-9.927
4.000,74.842,-10.064
4.500,74.851,-9.826
5.000,74.868,-9.430
5.500,74.970,-9.133
6.000,75.014,-8.787
6.500,75.097,-8.268
7.000,75.153,-7.678
7.500,75.242,-6.776
8.000,75.327,-5.567
8.500,75.433,-3.923
9.000,75.532,-2.066
9.500,75.657,-0.227
10.000,75.780,1.714
10.500,75.845,3.240
11.000,75.996,4.501
11.500,76.108,5.363
12.000,76.255,6.125
12.500,76.386,6.712
13.000,76.607,7.018
13.500,76.747,7.268
14.000,76.956,7.351
14.500,77.152,7.196
15.000,77.415,7.205
15.500,77.659,7.269
16.000,77.908,7.205
16.500,78.168,6.993
17.000,78.455,6.791
17.500,78.752,6.632
18.000,79.071,6.338
18.500,79.401,6.225
19.000,79.717,5.945
19.500,80.083,5.708
20.000,80.469,5.541
20.500,80.824,5.369
21.000,81.205,5.311
21.500,81.600,5.131
22.000,82.014,4.958
22.500,82.399,4.805
23.000,82.849,4.572
23.500,83.236,4.296
24.000,83.703,4.072
24.500,84.127,4.035
25.000,84.566,3.927
25.500,85.044,3.726
26.000,85.478,3.791
26.500,85.958,3.601
27.000,86.421,3.463
27.500,86.894,3.321
28.000,87.386,3.142
28.500,87.892,3.044
29.000,88.334,2.913
29.500,88.857,2.908
30.000,89.355,2.809
30.500,89.845,2.673
31.000,90.372,2.699
31.500,90.897,2.600
32.000,91.410,2.461
32.500,91.947,2.380
33.000,92.437,2.323
33.500,92.957,2.227
34.000,93.506,2.078
34.500,94.026,1.945
35.000,94.548,1.970
35.500,95.092,1.853
36.000,95.627,1.741
36.500,96.133,1.680
37.000,96.698,1.612
37.500,97.243,1.566
38.000,97.753,1.440
38.500,98.322,1.341
39.000,98.853,1.323
39.500,99.435,1.381
40.000,99.922,1.288
40.500,100.533,1.256
41.000,101.047,1.220
41.500,101.607,1.163
42.000,102.153,1.092
42.500,102.693,1.147
43.000,103.243,1.174
43.500,103.786,1.143
44.000,104.337,1.235
44.500,104.883,1.287
45.000,105.447,1.326
45.500,105.996,1.239
46.000,106.537,1.145
46.500,107.067,1.160
47.000,107.621,1.192
47.500,108.151,1.097
48.000,108.707,0.997
48.500,109.278,0.999
49.000,109.823,0.865
49.500,110.385,0.853
50.000,110.905,0.874
50.500,111.466,0.834
51.000,111.996,0.798
51.500,112.571,0.653
52.000,113.101,0.655
52.500,113.644,0.789
53.000,114.222,0.834
53.500,114.736,0.694
54.000,115.288,0.768
54.500,115.845,0.826
55.000,116.406,0.885
55.500,116.940,0.966
56.000,117.462,0.968
56.500,118.033,0.861
57.000,118.560,0.879
57.500,119.115,0.849
58.000,119.620,0.719
58.500,120.197,0.685
59.000,120.709,0.637
59.500,121.255,0.596
60.000,121.788,0.505
60.500,122.329,0.503
61.000,122.887,0.535
61.500,123.406,0.687
62.000,123.948,0.598
62.500,124.490,0.799
63.000,125.033,0.824
63.500,125.570,0.843
64.000,126.109,0.837
64.500,126.630,0.776
65.000,127.167,0.800
65.500,127.730,0.946
66.000,128.239,0.919
66.500,128.807,0.765
67.000,129.309,0.854
67.500,129.843,0.798
68.000,130.361,0.850
68.500,130.884,0.925
69.000,131.439,0.822
69.500,131.937,0.747
70.000,132.462,0.738
70.500,133.005,0.788
71.000,133.589,0.809
71.500,134.088,0.814
72.000,134.618,0.833
72.500,135.138,0.817
73.000,135.686,0.818
73.500,136.207,0.689
74.000,136.735,0.627
74.500,137.273,0.749
75.000,137.786,0.717
75.500,138.346,0.830
76.000,138.859,0.773
76.500,139.394,0.783
77.000,139.908,0.756
77.500,140.421,0.824
78.000,140.958,0.742
