Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303,4.756,
13.809,303.5,4.7563,
25.296,304,4.7559,
30.725,304.5,4.7568,
35.052,305,4.7565,
38.803,305.5,4.7548,
42.19,306,4.7538,
45.328,306.5,4.7535,
48.287,307,4.7549,
51.108,307.5,4.7578,
53.827,308,4.7593,
56.46,308.5,4.7584,
59.026,309,4.7569,
61.545,309.5,4.7564,
64.03,310,4.7561,
66.49,310.5,4.7555,
68.936,311,4.7547,
71.377,311.5,4.7552,
73.812,312,4.7554,
76.242,312.5,4.7555,
78.673,313,4.7553,
81.106,313.5,4.7555,
83.547,314,4.7553,
85.999,314.5,4.7542,
88.462,315,4.754,
90.936,315.5,4.7544,
93.424,316,4.7543,
95.928,316.5,4.7552,
98.446,317,4.756,
100.98,317.5,4.7559,
103.53,318,4.7551,
106.09,318.5,4.7554,
108.67,319,4.7559,
111.27,319.5,4.7551,
113.88,320,4.7543,
116.5,320.5,4.7534,
119.13,321,4.753,
121.78,321.5,4.754,
124.44,322,4.7541,
127.1,322.5,4.7538,
129.78,323,4.7541,
132.46,323.5,4.7525,
135.15,324,4.7509,
137.85,324.5,4.7512,
140.54,325,4.7524,
143.25,325.5,4.7529,
145.95,326,4.7529,
148.66,326.5,4.7531,
151.37,327,4.7533,
154.08,327.5,4.7531,
156.79,328,4.7529,
159.51,328.5,4.7529,
162.22,329,4.7528,
164.94,329.5,4.752,
167.66,330,4.7525,
170.38,330.5,4.7529,
173.1,331,4.7528,
175.82,331.5,4.7529,
178.54,332,4.7534,
181.27,332.5,4.754,
183.99,333,4.7533,
186.72,333.5,4.7529,
189.46,334,4.7529,
192.19,334.5,4.7521,
194.93,335,4.7525,
197.68,335.5,4.7529,
200.42,336,4.7527,
203.17,336.5,4.7528,
205.93,337,4.7522,
208.69,337.5,4.7516,
211.46,338,4.7507,
214.23,338.5,4.7494,
217,339,4.7489,
219.79,339.5,4.7489,
222.57,340,4.7489,
225.37,340.5,4.7489,
228.16,341,4.7497,
230.97,341.5,4.7511,
233.78,342,4.7515,
236.6,342.5,4.7507,
239.42,343,4.7502,
242.25,343.5,4.7502,
245.09,344,4.7502,
247.92,344.5,4.7493,
250.77,345,4.7497,
253.62,345.5,4.75,
256.48,346,4.7492,
259.35,346.5,4.7489,
262.22,347,4.7489,
265.1,347.5,4.748,
267.98,348,4.7475,
270.87,348.5,4.7475,
273.76,349,4.7475,
