File Name:	PS-FAA_N2_60K_20251209.txt	Version: 8.4.0.5						
564.000	628.892	80.018	19.993	100.264	19.840	-1.444	0.991	898.405
564.500	629.403	80.018	19.994	100.262	19.840	-1.506	1.007	898.382
565.000	629.879	80.016	19.995	100.262	19.840	-1.464	0.988	898.401
565.500	630.396	80.016	19.994	100.262	19.841	-1.546	0.994	898.363
566.000	630.910	80.022	19.994	100.264	19.841	-1.517	1.031	898.391
566.500	631.419	80.018	19.993	100.264	19.842	-1.592	1.023	898.394
567.000	631.910	80.021	19.994	100.264	19.842	-1.581	1.000	898.419
567.500	632.387	80.019	19.992	100.267	19.841	-1.506	0.968	898.394
568.000	632.908	80.017	19.994	100.272	19.841	-1.532	0.998	898.393
568.500	633.406	80.019	19.994	100.272	19.842	-1.584	1.018	898.375
569.000	633.906	80.019	19.994	100.274	19.840	-1.432	0.998	898.427
569.500	634.413	80.021	19.993	100.275	19.843	-1.631	1.007	898.424
570.000	634.921	80.020	19.993	100.278	19.842	-1.565	1.015	898.403
570.500	635.413	80.019	19.993	100.276	19.841	-1.493	1.001	898.387
571.000	635.905	80.020	19.995	100.276	19.842	-1.529	0.983	898.443
571.500	636.428	80.019	19.993	100.276	19.841	-1.477	1.014	898.417
572.000	636.931	80.020	19.993	100.275	19.840	-1.343	1.026	898.411
572.500	637.431	80.015	19.992	100.269	19.840	-1.337	1.003	898.409
573.000	637.898	80.018	19.993	100.268	19.840	-1.339	0.967	898.408
573.500	638.412	80.018	19.993	100.266	19.841	-1.472	0.980	898.423
574.000	638.931	80.022	19.993	100.264	19.840	-1.365	1.033	898.398
574.500	639.409	80.020	19.993	100.265	19.839	-1.295	0.997	898.383
575.000	639.910	80.022	19.993	100.266	19.839	-1.296	0.979	898.402
575.500	640.409	80.018	19.994	100.268	19.839	-1.311	1.001	898.394
576.000	640.921	80.018	19.995	100.270	19.841	-1.439	1.011	898.415
576.500	641.427	80.018	19.993	100.271	19.841	-1.441	1.018	898.437
577.000	641.921	80.017	19.994	100.272	19.840	-1.366	1.001	898.387
577.500	642.420	80.016	19.992	100.273	19.840	-1.343	0.993	898.411
578.000	642.926	80.017	19.994	100.270	19.841	-1.405	1.004	898.415
578.500	643.453	80.019	19.994	100.269	19.840	-1.324	1.032	898.434
579.000	643.928	80.019	19.994	100.269	19.841	-1.447	1.002	898.407
579.500	644.452	80.020	19.992	100.267	19.840	-1.357	1.001	898.425
580.000	644.904	80.018	19.992	100.267	19.840	-1.317	0.977	898.426
580.500	645.411	80.020	19.993	100.266	19.840	-1.363	0.958	898.450
581.000	645.931	80.020	19.993	100.267	19.840	-1.378	1.026	898.416
581.500	646.425	80.020	19.992	100.266	19.840	-1.284	1.015	898.434
582.000	646.938	80.018	19.994	100.267	19.840	-1.312	1.008	898.401
582.500	647.447	80.018	19.993	100.266	19.841	-1.382	1.022	898.449
583.000	647.924	80.019	19.994	100.266	19.840	-1.290	0.986	898.427
583.500	648.455	80.019	19.993	100.265	19.841	-1.392	1.008	898.462
584.000	648.947	80.018	19.993	100.265	19.842	-1.481	1.022	898.437
584.500	649.413	80.019	19.993	100.265	19.841	-1.428	0.957	898.424
585.000	649.963	80.020	19.994	100.265	19.841	-1.402	1.017	898.422
585.500	650.464	80.018	19.994	100.265	19.841	-1.454	1.051	898.430
586.000	650.978	80.021	19.994	100.266	19.839	-1.222	1.014	898.439
586.500	651.450	80.019	19.993	100.265	19.838	-1.103	0.986	898.444
587.000	651.967	80.020	19.993	100.266	19.840	-1.272	0.990	898.439
587.500	652.445	80.017	19.993	100.266	19.839	-1.192	0.995	898.468
588.000	652.966	80.021	19.993	100.265	19.840	-1.336	0.999	898.466
588.500	653.442	80.015	19.994	100.265	19.839	-1.180	0.997	898.423
589.000	653.935	80.014	19.995	100.266	19.840	-1.348	0.969	898.463
589.500	654.440	80.018	19.993	100.264	19.839	-1.263	0.999	898.433
590.000	654.941	80.022	19.994	100.263	19.841	-1.440	1.006	898.443
590.500	655.481	80.016	19.993	100.264	19.839	-1.273	1.039	898.413
591.000	655.965	80.020	19.995	100.264	19.841	-1.383	1.024	898.465
591.500	656.455	80.015	19.994	100.262	19.841	-1.462	0.976	898.456
592.000	656.970	80.017	19.994	100.263	19.841	-1.435	1.006	898.443
592.500	657.496	80.019	19.994	100.263	19.841	-1.392	1.040	898.480
593.000	657.960	80.019	19.994	100.263	19.841	-1.391	0.988	898.493
593.500	658.470	80.018	19.995	100.262	19.840	-1.350	0.974	898.487
594.000	658.954	80.018	19.993	100.262	19.840	-1.352	0.995	898.463
594.500	659.457	80.016	19.995	100.262	19.840	-1.350	0.987	898.486
595.000	659.962	80.019	19.993	100.262	19.839	-1.281	1.008	898.485
595.500	660.469	80.017	19.994	100.262	19.842	-1.484	1.013	898.457
596.000	660.985	80.019	19.994	100.263	19.841	-1.410	1.025	898.469
596.500	661.506	80.021	19.993	100.264	19.840	-1.358	1.037	898.492
597.000	661.964	80.017	19.993	100.264	19.841	-1.427	0.978	898.505
597.500	662.505	80.018	19.994	100.264	19.840	-1.386	0.998	898.500
598.000	663.011	80.014	19.995	100.264	19.840	-1.341	1.046	898.466
598.500	663.497	80.016	19.996	100.262	19.840	-1.345	0.991	898.487
599.000	663.980	80.017	19.992	100.261	19.842	-1.472	0.970	898.465
599.500	664.475	80.019	19.995	100.261	19.841	-1.363	0.980	898.482
600.000	665.016	80.019	19.994	100.260	19.840	-1.365	1.035	898.500
600.500	665.495	80.020	19.994	100.260	19.842	-1.463	1.018	898.476
601.000	666.024	80.019	19.995	100.261	19.841	-1.444	1.008	898.476
601.500	666.507	80.017	19.994	100.262	19.840	-1.340	1.013	898.479
602.000	666.998	80.018	19.993	100.261	19.839	-1.257	0.974	898.484
602.500	667.484	80.018	19.993	100.262	19.840	-1.379	0.976	898.455
603.000	667.989	80.019	19.992	100.261	19.839	-1.245	0.992	898.492
603.500	668.496	80.019	19.994	100.263	19.841	-1.420	1.013	898.520
604.000	669.014	80.018	19.994	100.263	19.840	-1.362	1.024	898.528
604.500	669.537	80.022	19.995	100.263	19.840	-1.329	1.040	898.522
605.000	669.992	80.016	19.994	100.263	19.839	-1.269	0.977	898.509
605.500	670.511	80.017	19.992	100.263	19.840	-1.356	0.973	898.518
606.000	670.987	80.023	19.994	100.262	19.841	-1.387	0.995	898.520
606.500	671.524	80.018	19.995	100.262	19.841	-1.408	1.013	898.536
607.000	672.044	80.017	19.994	100.262	19.840	-1.365	1.056	898.523
607.500	672.531	80.020	19.991	100.263	19.842	-1.481	1.008	898.536
608.000	673.024	80.019	19.993	100.264	19.840	-1.341	0.981	898.549
608.500	673.517	80.018	19.994	100.264	19.840	-1.318	0.986	898.549
609.000	674.003	80.021	19.994	100.264	19.841	-1.395	0.979	898.535
609.500	674.524	80.022	19.993	100.264	19.842	-1.471	1.007	898.574
610.000	675.062	80.021	19.993	100.264	19.841	-1.441	1.059	898.567
610.500	675.524	80.021	19.994	100.264	19.841	-1.393	0.999	898.537
611.000	676.022	80.020	19.993	100.262	19.840	-1.370	0.959	898.555
611.500	676.527	80.021	19.995	100.262	19.841	-1.453	1.004	898.533
612.000	677.077	80.022	19.993	100.261	19.841	-1.442	1.056	898.542
612.500	677.524	80.023	19.993	100.262	19.842	-1.550	0.997	898.526
613.000	678.021	80.020	19.993	100.262	19.841	-1.454	0.944	898.572
613.500	678.515	80.021	19.992	100.264	19.842	-1.521	0.990	898.575
614.000	679.028	80.017	19.995	100.265	19.841	-1.445	1.006	898.543
614.500	679.526	80.020	19.994	100.266	19.842	-1.499	1.012	898.570
615.000	680.032	80.023	19.993	100.264	19.841	-1.421	1.003	898.586
615.500	680.535	80.018	19.994	100.263	19.842	-1.455	1.009	898.569
616.000	681.037	80.019	19.994	100.263	19.841	-1.419	1.006	898.571
616.500	681.547	80.018	19.993	100.261	19.842	-1.522	1.012	898.593
617.000	682.030	80.021	19.994	100.262	19.843	-1.630	0.992	898.599
617.500	682.537	80.017	19.993	100.263	19.842	-1.522	0.989	898.580
618.000	683.046	80.017	19.994	100.264	19.843	-1.617	1.016	898.577
618.500	683.546	80.020	19.993	100.263	19.842	-1.556	1.009	898.568
619.000	684.033	80.019	19.994	100.262	19.842	-1.523	0.986	898.595
619.500	684.556	80.018	19.994	100.263	19.842	-1.518	1.010	898.592
620.000	685.069	80.017	19.995	100.262	19.843	-1.566	1.037	898.613
620.500	685.555	80.017	19.995	100.262	19.841	-1.460	1.000	898.564
621.000	686.077	80.015	19.993	100.262	19.843	-1.599	1.008	898.637
621.500	686.561	80.020	19.993	100.263	19.841	-1.518	1.005	898.600
622.000	687.074	80.020	19.994	100.263	19.842	-1.577	0.996	898.573
622.500	687.578	80.018	19.995	100.262	19.843	-1.715	1.017	898.610
623.000	688.079	80.017	19.993	100.263	19.845	-1.817	1.005	898.624
623.500	688.598	80.022	19.994	100.262	19.844	-1.701	1.020	898.614
624.000	689.099	80.020	19.994	100.262	19.843	-1.642	1.019	898.598
624.500	689.590	80.020	19.995	100.261	19.843	-1.620	0.992	898.606
625.000	690.071	80.021	19.993	100.263	19.843	-1.640	0.973	898.617
625.500	690.609	80.018	19.994	100.262	19.844	-1.686	1.020	898.603
626.000	691.089	80.017	19.993	100.262	19.843	-1.603	1.018	898.606
626.500	691.620	80.019	19.994	100.262	19.845	-1.756	1.011	898.616
627.000	692.156	80.019	19.993	100.263	19.844	-1.710	1.066	898.644
627.500	692.602	80.020	19.995	100.260	19.843	-1.645	0.982	898.678
628.000	693.108	80.018	19.993	100.262	19.844	-1.692	0.953	898.647
628.500	693.608	80.017	19.992	100.262	19.843	-1.613	1.006	898.668
629.000	694.142	80.018	19.994	100.263	19.844	-1.648	1.034	898.607
629.500	694.636	80.017	19.995	100.264	19.845	-1.742	1.029	898.655
630.000	695.131	80.017	19.994	100.265	19.844	-1.611	0.988	898.636
630.500	695.648	80.019	19.994	100.266	19.843	-1.570	1.011	898.652
631.000	696.103	80.016	19.994	100.263	19.845	-1.720	0.972	898.654
631.500	696.641	80.018	19.996	100.262	19.843	-1.608	0.994	898.648
632.000	697.140	80.019	19.994	100.261	19.842	-1.480	1.039	898.648
632.500	697.636	80.018	19.993	100.262	19.843	-1.545	0.995	898.658
633.000	698.124	80.019	19.994	100.262	19.843	-1.540	0.984	898.624
633.500	698.589	80.015	19.993	100.266	19.845	-1.657	0.954	898.684
634.000	699.120	80.020	19.992	100.268	19.844	-1.587	0.996	898.672
634.500	699.635	80.017	19.994	100.269	19.844	-1.649	1.045	898.664
635.000	700.132	80.017	19.995	100.268	19.845	-1.752	1.012	898.666
635.500	700.648	80.018	19.994	100.267	19.844	-1.686	1.013	898.668
636.000	701.121	80.020	19.994	100.265	19.844	-1.706	0.989	898.670
636.500	701.644	80.017	19.993	100.263	19.846	-1.792	0.996	898.643
637.000	702.164	80.015	19.993	100.263	19.843	-1.602	1.042	898.676
637.500	702.652	80.017	19.993	100.263	19.843	-1.620	1.008	898.706
638.000	703.167	80.019	19.993	100.263	19.845	-1.727	1.003	898.677
638.500	703.660	80.019	19.994	100.264	19.844	-1.640	1.008	898.698
639.000	704.155	80.019	19.993	100.264	19.844	-1.562	0.988	898.715
639.500	704.625	80.022	19.995	100.265	19.842	-1.370	0.966	898.689
640.000	705.182	80.019	19.994	100.263	19.843	-1.372	1.028	898.714
640.500	705.660	80.019	19.992	100.262	19.843	-1.376	1.035	898.711
641.000	706.166	80.020	19.993	100.261	19.843	-1.368	0.983	898.708
641.500	706.661	80.017	19.992	100.261	19.841	-1.237	1.000	898.713
642.000	707.190	80.017	19.993	100.260	19.842	-1.404	1.024	898.734
642.500	707.664	80.019	19.994	100.261	19.841	-1.364	1.004	898.723
643.000	708.175	80.018	19.993	100.262	19.841	-1.391	0.986	898.704
643.500	708.649	80.018	19.994	100.260	19.841	-1.388	0.985	898.716
644.000	709.180	80.018	19.993	100.260	19.841	-1.471	1.004	898.726
644.500	709.665	80.018	19.995	100.258	19.841	-1.454	1.015	898.717
645.000	710.196	80.016	19.994	100.257	19.841	-1.480	1.017	898.740
645.500	710.683	80.017	19.993	100.256	19.841	-1.469	1.020	898.768
646.000	711.212	80.013	19.994	100.259	19.842	-1.536	1.016	898.750
646.500	711.717	80.022	19.994	100.258	19.842	-1.532	1.034	898.776
647.000	712.186	80.021	19.993	100.260	19.841	-1.431	0.973	898.740
647.500	712.691	80.021	19.994	100.261	19.840	-1.373	0.973	898.788
648.000	713.232	80.016	19.992	100.261	19.842	-1.497	1.046	898.760
648.500	713.690	80.017	19.993	100.261	19.841	-1.434	0.999	898.790
649.000	714.221	80.025	19.994	100.261	19.842	-1.467	0.989	898.767
649.500	714.704	80.022	19.992	100.262	19.843	-1.615	1.015	898.803
650.000	715.237	80.020	19.994	100.262	19.842	-1.527	1.016	898.811
650.500	715.720	80.019	19.993	100.263	19.843	-1.627	1.016	898.796
651.000	716.208	80.017	19.994	100.261	19.843	-1.617	0.970	898.770
651.500	716.721	80.020	19.995	100.254	19.844	-1.627	1.001	898.788
652.000	717.213	80.019	19.993	100.248	19.842	-1.482	1.005	898.787
652.500	717.713	80.019	19.995	100.248	19.844	-1.655	0.992	898.803
653.000	718.228	80.017	19.994	100.247	19.843	-1.559	1.015	898.791
653.500	718.747	80.017	19.995	100.246	19.844	-1.640	1.032	898.807
654.000	719.231	80.016	19.994	100.254	19.843	-1.525	1.004	898.787
654.500	719.708	80.016	19.995	100.258	19.843	-1.586	0.962	898.806
655.000	720.216	80.017	19.994	100.259	19.843	-1.559	0.985	898.783
655.500	720.723	80.019	19.993	100.260	19.844	-1.647	1.015	898.804
656.000	721.247	80.021	19.995	100.263	19.844	-1.643	1.031	898.772
656.500	721.724	80.020	19.994	100.265	19.843	-1.582	1.000	898.787
657.000	722.235	80.018	19.994	100.265	19.845	-1.699	0.988	898.780
657.500	722.737	80.020	19.993	100.265	19.842	-1.482	1.013	898.816
658.000	723.252	80.018	19.993	100.265	19.843	-1.582	1.016	898.842
658.500	723.768	80.019	19.995	100.264	19.844	-1.596	1.031	898.827
659.000	724.283	80.018	19.995	100.264	19.845	-1.754	1.031	898.861
659.500	724.761	80.016	19.996	100.262	19.845	-1.753	0.993	898.855
660.000	725.277	80.020	19.993	100.264	19.846	-1.813	0.995	898.846
660.500	725.791	80.019	19.994	100.263	19.844	-1.661	1.030	898.826
661.000	726.285	80.020	19.993	100.262	19.845	-1.697	1.006	898.817
661.500	726.765	80.019	19.992	100.262	19.844	-1.663	0.973	898.883
662.000	727.248	80.018	19.994	100.264	19.847	-1.856	0.962	898.868
662.500	727.780	80.018	19.993	100.263	19.843	-1.558	1.015	898.869
663.000	728.311	80.018	19.994	100.263	19.843	-1.508	1.064	898.839
663.500	728.819	80.022	19.994	100.261	19.843	-1.498	1.039	898.837
664.000	729.287	80.016	19.994	100.260	19.844	-1.594	0.976	898.896
664.500	729.817	80.018	19.995	100.259	19.845	-1.675	0.999	898.882
665.000	730.295	80.021	19.994	100.260	19.844	-1.612	1.009	898.864
665.500	730.813	80.020	19.994	100.258	19.843	-1.522	0.995	898.898
666.000	731.301	80.018	19.994	100.261	19.845	-1.713	1.005	898.885
666.500	731.825	80.021	19.994	100.262	19.843	-1.598	1.011	898.886
667.000	732.313	80.019	19.995	100.262	19.842	-1.554	1.012	898.877
667.500	732.831	80.018	19.994	100.261	19.845	-1.714	1.007	898.898
668.000	733.328	80.018	19.994	100.263	19.843	-1.515	1.015	898.878
668.500	733.824	80.019	19.993	100.261	19.843	-1.513	0.993	898.922
669.000	734.335	80.017	19.994	100.262	19.842	-1.299	1.008	898.917
669.500	734.834	80.017	19.993	100.260	19.843	-1.360	1.010	898.917
670.000	735.339	80.013	19.994	100.259	19.842	-1.256	1.002	898.879
670.500	735.848	80.015	19.993	100.259	19.843	-1.333	1.014	898.895
671.000	736.340	80.018	19.994	100.260	19.844	-1.412	1.002	898.924
671.500	736.858	80.021	19.993	100.260	19.844	-1.599	1.010	898.923
672.000	737.345	80.019	19.994	100.260	19.844	-1.600	1.004	898.943
672.500	737.885	80.020	19.993	100.261	19.842	-1.490	1.027	898.955
673.000	738.361	80.014	19.995	100.260	19.843	-1.579	1.016	898.967
673.500	738.866	80.015	19.994	100.259	19.843	-1.566	0.980	898.975
674.000	739.354	80.015	19.994	100.259	0.000	0.000	0.993	898.943
674.500	739.867	80.015	19.993	100.260	0.000	0.000	1.001	898.949
675.000	740.383	80.022	19.994	100.257	0.000	0.000	1.030	898.977
675.500	740.908	80.015	19.993	100.255	0.000	0.000	1.041	898.953
676.000	741.391	80.018	19.993	100.257	0.000	0.000	1.007	898.985
676.500	741.879	80.017	19.993	100.259	0.000	0.000	0.971	898.975
677.000	742.399	80.014	19.994	100.259	0.000	0.000	1.009	899.008
677.500	742.925	80.018	19.994	100.260	0.000	0.000	1.047	898.941
678.000	743.409	80.013	19.990	100.260	0.000	0.000	1.010	898.962
678.500	743.918	80.019	19.995	100.261	0.000	0.000	0.993	899.005
679.000	744.407	80.015	19.994	100.260	0.000	0.000	0.997	899.037
679.500	744.903	80.020	19.994	100.264	0.000	0.000	0.984	899.027
680.000	745.432	80.019	19.994	100.261	0.000	0.000	1.025	899.029
680.500	745.945	80.016	19.993	100.260	0.000	0.000	1.042	899.025
681.000	746.464	80.017	19.994	100.253	0.000	0.000	1.032	899.021
681.500	746.932	80.016	19.996	100.246	0.000	0.000	0.986	899.037
682.000	747.451	80.017	19.993	100.243	0.000	0.000	0.987	899.025
682.500	747.969	80.030	19.991	100.246	0.000	0.000	1.037	898.979
683.000	748.451	80.021	19.994	100.246	0.000	0.000	0.999	899.025
683.500	748.941	80.020	19.993	100.251	0.000	0.000	0.973	899.068
684.000	749.475	80.016	19.992	100.259	0.000	0.000	1.025	899.064
684.500	749.945	80.022	19.993	100.260	0.000	0.000	1.003	899.051
685.000	750.462	80.016	19.993	100.261	0.000	0.000	0.988	899.023
685.500	750.966	80.018	19.994	100.264	0.000	0.000	1.022	899.021
686.000	751.432	80.019	19.993	100.263	0.000	0.000	0.970	899.054
686.500	751.946	80.018	19.995	100.262	0.000	0.000	0.980	899.033
687.000	752.454	80.017	19.994	100.261	0.000	0.000	1.022	899.056
687.500	752.967	80.017	19.994	100.260	0.000	0.000	1.021	899.075
688.000	753.460	80.019	19.993	100.261	0.000	0.000	1.006	899.082
688.500	753.939	80.020	19.993	100.258	0.000	0.000	0.972	899.057
