Time (s),Temperature (C),HRR (W/g)
0.000,75.188,-2.370
0.500,75.198,-2.507
1.000,75.173,-2.908
1.500,75.224,-3.412
2.000,75.232,-3.989
2.500,75.244,-4.534
3.000,75.318,-4.968
3.500,75.330,-5.106
4.000,75.359,-5.023
4.500,75.433,-4.938
5.000,75.454,-4.779
5.500,75.558,-4.621
6.000,75.608,-4.389
6.500,75.657,-4.180
7.000,75.750,-3.901
7.500,75.828,-3.539
8.000,75.916,-3.027
8.500,76.034,-2.398
9.000,76.077,-1.671
9.500,76.191,-0.881
10.000,76.347,-0.104
10.500,76.436,0.558
11.000,76.585,1.120
11.500,76.684,1.527
12.000,76.814,1.864
12.500,76.973,2.098
13.000,77.146,2.261
13.500,77.289,2.367
14.000,77.521,2.408
14.500,77.721,2.459
15.000,77.938,2.408
15.500,78.167,2.395
16.000,78.429,2.355
16.500,78.724,2.303
17.000,78.996,2.267
17.500,79.286,2.144
18.000,79.584,2.069
18.500,79.911,2.004
19.000,80.218,1.938
19.500,80.620,1.830
20.000,80.959,1.730
20.500,81.314,1.653
21.000,81.699,1.584
21.500,82.051,1.550
22.000,82.463,1.535
22.500,82.893,1.436
23.000,83.305,1.393
23.500,83.692,1.267
24.000,84.136,1.185
24.500,84.593,1.100
25.000,85.025,0.995
25.500,85.499,0.968
26.000,85.900,0.969
26.500,86.405,0.880
27.000,86.849,0.868
27.500,87.340,0.802
28.000,87.808,0.727
28.500,88.275,0.654
29.000,88.796,0.614
29.500,89.263,0.527
30.000,89.764,0.456
30.500,90.272,0.482
31.000,90.778,0.450
31.500,91.301,0.358
32.000,91.828,0.340
32.500,92.312,0.322
33.000,92.843,0.290
33.500,93.367,0.272
34.000,93.875,0.254
34.500,94.412,0.185
35.000,94.929,0.180
35.500,95.416,0.154
36.000,96.014,0.132
36.500,96.515,0.121
37.000,97.057,0.037
37.500,97.604,-0.028
38.000,98.114,-0.047
38.500,98.686,-0.096
39.000,99.213,-0.107
39.500,99.737,-0.089
40.000,100.304,-0.084
40.500,100.850,-0.037
41.000,101.370,-0.114
41.500,101.944,-0.094
42.000,102.454,-0.090
42.500,103.008,-0.148
43.000,103.572,-0.151
43.500,104.142,-0.196
44.000,104.651,-0.203
44.500,105.217,-0.192
45.000,105.796,-0.209
45.500,106.294,-0.205
46.000,106.865,-0.216
46.500,107.363,-0.229
47.000,107.926,-0.190
47.500,108.492,-0.153
48.000,109.026,-0.154
48.500,109.566,-0.164
49.000,110.148,-0.130
49.500,110.676,-0.155
50.000,111.215,-0.171
50.500,111.775,-0.222
51.000,112.313,-0.256
51.500,112.883,-0.236
52.000,113.415,-0.246
52.500,113.991,-0.273
53.000,114.521,-0.279
53.500,115.069,-0.331
54.000,115.593,-0.332
54.500,116.191,-0.341
55.000,116.711,-0.284
55.500,117.261,-0.367
56.000,117.795,-0.345
56.500,118.340,-0.355
57.000,118.877,-0.328
57.500,119.432,-0.397
58.000,119.982,-0.342
58.500,120.559,-0.348
59.000,121.086,-0.399
59.500,121.636,-0.406
60.000,122.173,-0.396
60.500,122.709,-0.412
61.000,123.258,-0.451
61.500,123.794,-0.378
62.000,124.356,-0.381
62.500,124.872,-0.373
63.000,125.439,-0.295
63.500,125.946,-0.280
64.000,126.499,-0.322
64.500,127.029,-0.285
65.000,127.579,-0.293
65.500,128.065,-0.350
66.000,128.648,-0.298
66.500,129.198,-0.310
67.000,129.727,-0.287
67.500,130.212,-0.270
68.000,130.759,-0.258
68.500,131.321,-0.280
69.000,131.849,-0.212
69.500,132.395,-0.257
70.000,132.881,-0.230
70.500,133.415,-0.240
71.000,133.998,-0.250
71.500,134.490,-0.260
72.000,135.040,-0.269
72.500,135.569,-0.252
73.000,136.105,-0.237
73.500,136.651,-0.227
74.000,137.162,-0.263
74.500,137.685,-0.249
75.000,138.216,-0.243
75.500,138.734,-0.217
76.000,139.266,-0.214
76.500,139.815,-0.189
77.000,140.342,-0.190
77.500,140.829,-0.194
78.000,141.382,-0.190
78.500,141.920,-0.212
79.000,142.442,-0.211
79.500,142.990,-0.134
80.000,143.498,-0.153
80.500,144.039,-0.135
81.000,144.553,-0.105
81.500,145.059,-0.086
82.000,145.622,-0.062
82.500,146.110,-0.054
83.000,146.636,-0.035
83.500,147.138,0.032
84.000,147.660,0.055
84.500,148.179,0.085
85.000,148.724,0.166
85.500,149.206,0.137
86.000,149.742,0.178
86.500,150.266,0.186
87.000,150.749,0.195
87.500,151.268,0.246
88.000,151.820,0.214
88.500,152.325,0.214
89.000,152.843,0.222
89.500,153.378,0.185
90.000,153.864,0.263
90.500,154.382,0.246
91.000,154.898,0.292
91.500,155.411,0.316
92.000,155.939,0.365
92.500,156.467,0.385
93.000,156.983,0.439
93.500,157.482,0.471
94.000,158.024,0.477
94.500,158.499,0.446
95.000,159.064,0.513
95.500,159.575,0.539
96.000,160.109,0.594
96.500,160.608,0.618
97.000,161.098,0.622
97.500,161.644,0.661
98.000,162.142,0.710
98.500,162.648,0.724
99.000,163.130,0.763
99.500,163.669,0.771
100.000,164.162,0.779
100.500,164.702,0.819
101.000,165.219,0.894
101.500,165.731,0.943
102.000,166.222,0.963
102.500,166.742,1.002
103.000,167.232,1.038
103.500,167.768,1.029
104.000,168.289,1.036
104.500,168.738,1.092
105.000,169.296,1.094
105.500,169.810,1.194
106.000,170.301,1.189
106.500,170.821,1.258
107.000,171.332,1.243
107.500,171.841,1.343
108.000,172.362,1.371
108.500,172.879,1.375
109.000,173.339,1.388
109.500,173.868,1.393
110.000,174.373,1.424
110.500,174.915,1.471
111.000,175.397,1.523
111.500,175.916,1.491
112.000,176.463,1.552
112.500,176.951,1.573
113.000,177.445,1.607
113.500,177.987,1.670
114.000,178.491,1.689
114.500,179.000,1.708
115.000,179.502,1.776
115.500,180.024,1.773
116.000,180.514,1.810
116.500,181.050,1.853
117.000,181.558,1.888
117.500,182.044,1.922
118.000,182.553,1.931
118.500,183.085,2.018
119.000,183.596,2.042
119.500,184.093,2.090
120.000,184.601,2.157
120.500,185.109,2.207
121.000,185.627,2.282
121.500,186.124,2.330
122.000,186.633,2.384
122.500,187.163,2.409
123.000,187.671,2.452
123.500,188.188,2.529
124.000,188.674,2.642
124.500,189.192,2.647
125.000,189.696,2.689
125.500,190.177,2.746
126.000,190.714,2.810
126.500,191.206,2.883
127.000,191.718,2.972
127.500,192.237,3.040
128.000,192.739,3.130
128.500,193.278,3.186
129.000,193.718,3.254
129.500,194.246,3.292
130.000,194.776,3.356
130.500,195.284,3.402
131.000,195.814,3.464
131.500,196.285,3.551
132.000,196.784,3.618
132.500,197.298,3.667
133.000,197.796,3.685
133.500,198.314,3.819
134.000,198.857,3.849
134.500,199.342,3.923
135.000,199.839,4.001
135.500,200.379,4.145
136.000,200.875,4.235
136.500,201.357,4.343
137.000,201.870,4.421
137.500,202.393,4.515
138.000,202.910,4.584
138.500,203.438,4.627
139.000,203.905,4.719
139.500,204.402,4.753
140.000,204.934,4.867
140.500,205.430,4.935
141.000,205.929,5.005
141.500,206.461,5.172
142.000,206.946,5.302
142.500,207.446,5.416
143.000,207.979,5.513
143.500,208.429,5.568
144.000,208.950,5.677
144.500,209.468,5.755
145.000,209.966,5.908
145.500,210.513,5.997
146.000,211.020,6.099
146.500,211.477,6.190
147.000,211.986,6.309
147.500,212.505,6.441
148.000,212.984,6.584
148.500,213.479,6.668
149.000,213.995,6.827
149.500,214.487,6.981
150.000,215.030,7.099
150.500,215.507,7.217
151.000,216.014,7.284
151.500,216.528,7.456
152.000,217.034,7.625
152.500,217.520,7.705
153.000,218.061,7.807
153.500,218.526,7.900
154.000,219.041,8.049
154.500,219.539,8.189
155.000,220.028,8.320
155.500,220.555,8.414
156.000,221.070,8.612
156.500,221.547,8.765
157.000,222.046,8.913
157.500,222.604,9.047
158.000,223.053,9.227
158.500,223.544,9.323
159.000,224.107,9.449
159.500,224.605,9.593
160.000,225.106,9.650
160.500,225.605,9.766
161.000,226.155,9.944
161.500,226.615,10.083
162.000,227.148,10.229
162.500,227.635,10.371
163.000,228.113,10.532
163.500,228.633,10.690
164.000,229.127,10.830
164.500,229.622,11.032
165.000,230.140,11.211
165.500,230.649,11.312
166.000,231.131,11.475
166.500,231.629,11.541
167.000,232.196,11.685
167.500,232.670,11.873
168.000,233.184,11.979
168.500,233.695,12.108
169.000,234.180,12.224
169.500,234.675,12.389
170.000,235.194,12.558
170.500,235.639,12.667
171.000,236.155,12.770
171.500,236.668,12.895
172.000,237.130,13.042
172.500,237.672,13.146
173.000,238.182,13.261
173.500,238.664,13.390
174.000,239.170,13.473
174.500,239.696,13.635
175.000,240.195,13.738
175.500,240.717,13.913
176.000,241.197,13.959
176.500,241.712,14.132
177.000,242.193,14.261
177.500,242.706,14.321
178.000,243.203,14.429
178.500,243.702,14.555
179.000,244.222,14.613
179.500,244.688,14.661
180.000,245.212,14.764
180.500,245.696,14.804
181.000,246.215,14.864
181.500,246.690,14.903
182.000,247.206,14.976
182.500,247.722,15.041
183.000,248.194,15.131
183.500,248.716,15.164
184.000,249.232,15.202
184.500,249.710,15.308
185.000,250.216,15.316
185.500,250.734,15.365
186.000,251.216,15.416
186.500,251.742,15.465
187.000,252.236,15.482
187.500,252.765,15.482
188.000,253.241,15.524
188.500,253.739,15.600
189.000,254.263,15.631
189.500,254.755,15.676
190.000,255.249,15.711
190.500,255.733,15.819
191.000,256.256,15.838
191.500,256.759,15.913
192.000,257.248,15.950
192.500,257.751,16.007
193.000,258.247,16.066
193.500,258.738,16.108
194.000,259.260,16.178
194.500,259.758,16.183
195.000,260.276,16.298
195.500,260.758,16.267
196.000,261.274,16.357
196.500,261.784,16.449
197.000,262.269,16.478
197.500,262.777,16.586
198.000,263.262,16.681
198.500,263.771,16.758
199.000,264.309,16.784
199.500,264.775,16.887
200.000,265.298,17.000
200.500,265.823,17.049
201.000,266.294,17.213
201.500,266.799,17.270
202.000,267.329,17.337
202.500,267.809,17.522
203.000,268.317,17.577
203.500,268.816,17.664
204.000,269.285,17.782
204.500,269.803,17.892
205.000,270.325,17.986
205.500,270.828,18.089
206.000,271.305,18.182
206.500,271.838,18.284
207.000,272.335,18.380
207.500,272.811,18.467
208.000,273.361,18.640
208.500,273.869,18.724
209.000,274.377,18.840
209.500,274.842,18.957
210.000,275.353,19.160
210.500,275.853,19.309
211.000,276.350,19.449
211.500,276.834,19.626
212.000,277.342,19.772
212.500,277.831,19.967
213.000,278.331,20.056
213.500,278.832,20.244
214.000,279.335,20.366
214.500,279.846,20.602
215.000,280.321,20.759
215.500,280.805,20.982
216.000,281.357,21.167
216.500,281.818,21.346
217.000,282.344,21.555
217.500,282.802,21.835
