Time (s),Temperature (C),HRR (W/g)
0.000,74.815,-0.840
0.500,74.783,-1.042
1.000,74.849,-1.522
1.500,74.850,-2.084
2.000,74.889,-2.739
2.500,74.914,-3.366
3.000,74.971,-3.778
3.500,74.971,-3.986
4.000,75.055,-4.020
4.500,75.121,-3.944
5.000,75.157,-3.828
5.500,75.229,-3.655
6.000,75.317,-3.448
6.500,75.406,-3.258
7.000,75.474,-3.018
7.500,75.551,-2.675
8.000,75.646,-2.154
8.500,75.779,-1.541
9.000,75.882,-0.824
9.500,76.012,-0.051
10.000,76.148,0.688
10.500,76.247,1.324
11.000,76.423,1.808
11.500,76.559,2.215
12.000,76.698,2.519
12.500,76.848,2.785
13.000,77.018,2.931
13.500,77.197,2.971
14.000,77.441,3.014
14.500,77.604,2.994
15.000,77.893,2.978
15.500,78.082,2.881
16.000,78.432,2.800
16.500,78.684,2.763
17.000,78.939,2.723
17.500,79.273,2.628
18.000,79.584,2.562
18.500,79.947,2.469
19.000,80.317,2.434
19.500,80.644,2.325
20.000,80.990,2.261
20.500,81.376,2.183
21.000,81.743,2.127
21.500,82.153,2.083
22.000,82.556,1.978
22.500,82.968,1.921
23.000,83.389,1.890
23.500,83.794,1.818
24.000,84.231,1.771
24.500,84.651,1.681
25.000,85.127,1.719
25.500,85.552,1.615
26.000,86.025,1.488
26.500,86.489,1.431
27.000,86.930,1.378
27.500,87.443,1.329
28.000,87.921,1.261
28.500,88.379,1.204
29.000,88.879,1.141
29.500,89.398,1.147
30.000,89.874,1.059
30.500,90.379,1.015
31.000,90.905,1.006
31.500,91.393,1.006
32.000,91.904,0.968
32.500,92.426,0.956
33.000,92.960,0.943
33.500,93.455,0.885
34.000,93.991,0.837
34.500,94.498,0.768
35.000,95.043,0.773
35.500,95.587,0.774
36.000,96.082,0.686
36.500,96.618,0.723
37.000,97.154,0.669
37.500,97.692,0.658
38.000,98.245,0.632
38.500,98.790,0.622
39.000,99.311,0.588
39.500,99.863,0.614
40.000,100.410,0.640
40.500,100.935,0.592
41.000,101.484,0.573
41.500,102.043,0.535
42.000,102.560,0.531
42.500,103.097,0.555
43.000,103.661,0.496
43.500,104.186,0.528
44.000,104.765,0.444
44.500,105.308,0.488
45.000,105.841,0.490
45.500,106.370,0.470
46.000,106.950,0.451
46.500,107.466,0.505
47.000,108.009,0.468
47.500,108.564,0.460
48.000,109.103,0.455
48.500,109.623,0.420
49.000,110.176,0.359
49.500,110.713,0.347
50.000,111.284,0.384
50.500,111.829,0.324
51.000,112.365,0.316
51.500,112.913,0.246
52.000,113.468,0.234
52.500,114.005,0.269
53.000,114.569,0.225
53.500,115.103,0.258
54.000,115.625,0.251
54.500,116.195,0.275
55.000,116.758,0.259
55.500,117.299,0.319
56.000,117.841,0.272
56.500,118.385,0.323
57.000,118.887,0.306
57.500,119.464,0.325
58.000,120.008,0.290
58.500,120.528,0.257
59.000,121.075,0.274
59.500,121.631,0.287
60.000,122.163,0.298
60.500,122.701,0.333
61.000,123.226,0.304
61.500,123.784,0.317
62.000,124.317,0.346
62.500,124.873,0.376
63.000,125.391,0.307
63.500,125.916,0.330
64.000,126.476,0.362
64.500,126.997,0.344
65.000,127.531,0.351
65.500,128.085,0.319
66.000,128.598,0.324
66.500,129.134,0.367
67.000,129.665,0.376
67.500,130.192,0.364
68.000,130.741,0.366
68.500,131.256,0.365
69.000,131.765,0.383
69.500,132.330,0.336
70.000,132.847,0.386
70.500,133.399,0.382
71.000,133.903,0.359
71.500,134.475,0.361
72.000,134.978,0.370
72.500,135.534,0.414
73.000,136.028,0.393
73.500,136.595,0.323
74.000,137.117,0.288
74.500,137.622,0.290
75.000,138.149,0.291
75.500,138.672,0.321
76.000,139.247,0.377
76.500,139.751,0.365
77.000,140.246,0.391
77.500,140.806,0.457
78.000,141.360,0.471
78.500,141.854,0.479
79.000,142.362,0.495
79.500,142.892,0.554
80.000,143.439,0.529
80.500,143.974,0.507
81.000,144.488,0.549
81.500,144.989,0.537
82.000,145.538,0.525
82.500,146.042,0.564
83.000,146.570,0.545
83.500,147.095,0.613
84.000,147.608,0.665
84.500,148.114,0.692
85.000,148.626,0.700
85.500,149.133,0.783
86.000,149.688,0.775
86.500,150.184,0.765
87.000,150.671,0.721
87.500,151.245,0.699
88.000,151.753,0.715
88.500,152.249,0.736
89.000,152.757,0.764
89.500,153.293,0.844
90.000,153.839,0.867
90.500,154.309,0.938
91.000,154.841,0.970
91.500,155.354,0.972
92.000,155.865,1.022
92.500,156.403,0.984
93.000,156.908,1.056
93.500,157.414,1.121
94.000,157.945,1.138
94.500,158.446,1.193
95.000,158.956,1.202
95.500,159.476,1.259
96.000,159.987,1.254
96.500,160.483,1.272
97.000,161.013,1.309
97.500,161.504,1.335
98.000,162.026,1.352
98.500,162.503,1.360
99.000,163.054,1.399
99.500,163.555,1.446
100.000,164.099,1.462
100.500,164.561,1.444
101.000,165.066,1.480
101.500,165.609,1.554
102.000,166.125,1.564
102.500,166.642,1.568
103.000,167.121,1.606
103.500,167.645,1.672
104.000,168.135,1.700
104.500,168.680,1.685
105.000,169.167,1.735
105.500,169.672,1.785
106.000,170.199,1.790
106.500,170.698,1.834
107.000,171.201,1.843
107.500,171.692,1.838
108.000,172.224,1.870
108.500,172.736,1.913
109.000,173.267,1.925
109.500,173.744,1.932
110.000,174.270,2.035
110.500,174.770,2.066
111.000,175.298,2.129
111.500,175.838,2.174
112.000,176.317,2.245
112.500,176.827,2.284
113.000,177.300,2.278
113.500,177.814,2.276
114.000,178.370,2.322
114.500,178.878,2.323
115.000,179.389,2.378
115.500,179.898,2.428
116.000,180.405,2.461
116.500,180.925,2.480
117.000,181.423,2.481
117.500,181.947,2.518
118.000,182.432,2.520
118.500,182.961,2.615
119.000,183.455,2.658
119.500,183.936,2.670
120.000,184.472,2.711
