Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303,4.619,
17.717,303.5,4.6182,
29.889,304,4.6188,
35.235,304.5,4.6178,
39.517,305,4.6168,
43.237,305.5,4.6175,
46.599,306,4.6185,
49.715,306.5,4.6183,
52.654,307,4.6191,
55.46,307.5,4.6188,
58.163,308,4.6176,
60.789,308.5,4.6173,
63.355,309,4.6175,
65.873,309.5,4.6179,
68.356,310,4.618,
70.812,310.5,4.6175,
73.25,311,4.6177,
75.676,311.5,4.6174,
78.092,312,4.6171,
80.507,312.5,4.6191,
82.923,313,4.6196,
85.342,313.5,4.6179,
87.77,314,4.6179,
90.208,314.5,4.6183,
92.659,315,4.6193,
95.125,315.5,4.6192,
97.606,316,4.6192,
100.1,316.5,4.6196,
102.62,317,4.6196,
105.15,317.5,4.6186,
107.71,318,4.6181,
110.28,318.5,4.6181,
112.87,319,4.6191,
115.47,319.5,4.6195,
118.08,320,4.619,
120.72,320.5,4.6182,
123.36,321,4.617,
126.02,321.5,4.617,
128.69,322,4.6177,
131.36,322.5,4.618,
134.05,323,4.6184,
136.74,323.5,4.6182,
139.44,324,4.618,
142.14,324.5,4.618,
144.85,325,4.618,
147.56,325.5,4.6178,
150.27,326,4.617,
152.98,326.5,4.6166,
155.7,327,4.6164,
158.41,327.5,4.6166,
161.13,328,4.6176,
163.85,328.5,4.618,
166.57,329,4.618,
169.29,329.5,4.6181,
172.01,330,4.6181,
174.73,330.5,4.618,
177.45,331,4.6189,
180.18,331.5,4.6184,
182.9,332,4.6179,
185.63,332.5,4.618,
188.36,333,4.6172,
191.09,333.5,4.6167,
193.83,334,4.6167,
196.57,334.5,4.6157,
199.31,335,4.6163,
202.06,335.5,4.6177,
204.81,336,4.6184,
207.56,336.5,4.6184,
210.32,337,4.6174,
213.08,337.5,4.6165,
215.85,338,4.6163,
218.63,338.5,4.6163,
221.41,339,4.6168,
224.2,339.5,4.6158,
226.99,340,4.6144,
229.79,340.5,4.6142,
232.6,341,4.6159,
235.41,341.5,4.6167,
238.22,342,4.6169,
241.04,342.5,4.6163,
243.87,343,4.616,
246.71,343.5,4.6164,
249.55,344,4.6156,
252.39,344.5,4.6143,
255.24,345,4.613,
258.1,345.5,4.6116,
260.96,346,4.613,
263.83,346.5,4.6139,
266.7,347,4.6139,
269.58,347.5,4.6129,
272.47,348,4.6125,
275.36,348.5,4.6125,
278.25,349,4.6125,
281.15,349.5,4.6125,
284.05,350,4.6119,
286.96,350.5,4.6113,
289.87,351,4.6119,
292.78,351.5,4.6122,
295.7,352,4.6114,
298.63,352.5,4.6111,
301.55,353,4.6105,
304.48,353.5,4.6102,
307.42,354,4.6102,
310.35,354.5,4.6111,
313.29,355,4.6111,
316.23,355.5,4.6111,
319.18,356,4.6121,
322.13,356.5,4.6125,
325.09,357,4.6116,
328.04,357.5,4.6103,
331,358,4.6098,
333.96,358.5,4.6098,
336.93,359,4.6098,
339.89,359.5,4.6089,
342.85,360,4.6085,
345.82,360.5,4.6078,
348.79,361,4.6079,
351.76,361.5,4.6084,
354.73,362,4.6086,
357.71,362.5,4.6078,
360.68,363,4.6085,
363.66,363.5,4.6089,
366.64,364,4.6088,
369.62,364.5,4.6089,
372.6,365,4.6079,
375.59,365.5,4.6071,
378.57,366,4.6075,
381.56,366.5,4.6078,
384.55,367,4.6078,
387.53,367.5,4.6076,
390.52,368,4.6066,
393.51,368.5,4.6062,
396.5,369,4.6069,
399.49,369.5,4.6072,
402.48,370,4.6074,
405.47,370.5,4.6075,
408.46,371,4.6065,
411.46,371.5,4.6061,
414.45,372,4.6052,
417.44,372.5,4.6058,
420.44,373,4.6062,
423.43,373.5,4.6062,
426.42,374,4.6071,
429.42,374.5,4.6065,
432.41,375,4.6058,
435.4,375.5,4.6051,
438.39,376,4.6048,
441.39,376.5,4.6048,
444.38,377,4.6041,
447.38,377.5,4.6048,
450.37,378,4.6052,
453.37,378.5,4.6052,
456.36,379,4.6051,
459.36,379.5,4.6049,
462.35,380,4.6048,
465.35,380.5,4.6048,
468.34,381,4.6048,
471.34,381.5,4.6048,
474.34,382,4.6039,
477.34,382.5,4.6035,
480.34,383,4.6044,
483.33,383.5,4.6039,
486.33,384,4.6035,
489.33,384.5,4.603,
492.33,385,4.6033,
495.34,385.5,4.6035,
498.34,386,4.6035,
501.34,386.5,4.6035,
504.35,387,4.6025,
507.35,387.5,4.6012,
510.36,388,4.6017,
513.36,388.5,4.6012,
516.37,389,4.6018,
519.37,389.5,4.6012,
522.38,390,4.6017,
525.38,390.5,4.6031,
528.38,391,4.6035,
531.38,391.5,4.6026,
534.39,392,4.6031,
537.39,392.5,4.6027,
540.39,393,4.6022,
543.39,393.5,4.6016,
546.39,394,4.6019,
549.4,394.5,4.6013,
552.4,395,4.6018,
555.4,395.5,4.6021,
558.4,396,4.6021,
561.41,396.5,4.6021,
564.41,397,4.6021,
567.41,397.5,4.6012,
570.42,398,4.6,
573.42,398.5,4.5995,
576.42,399,4.5994,
579.43,399.5,4.5994,
582.43,400,4.5987,
585.43,400.5,4.5984,
588.43,401,4.5985,
591.43,401.5,4.5985,
594.43,402,4.5985,
597.43,402.5,4.5985,
600.43,403,4.5984,
603.43,403.5,4.5994,
606.43,404,4.5998,
609.43,404.5,4.5994,
612.43,405,4.5987,
615.43,405.5,4.5985,
618.43,406,4.5984,
621.44,406.5,4.5975,
624.44,407,4.5962,
627.44,407.5,4.5967,
630.44,408,4.5981,
633.45,408.5,4.5994,
636.45,409,4.5994,
639.45,409.5,4.5987,
642.45,410,4.5985,
645.45,410.5,4.5975,
648.46,411,4.5963,
651.46,411.5,4.5958,
654.46,412,4.5967,
657.47,412.5,4.5971,
660.47,413,4.5981,
663.47,413.5,4.5983,
666.47,414,4.5977,
669.47,414.5,4.5975,
672.47,415,4.5975,
675.46,415.5,4.5984,
678.46,416,4.5979,
681.46,416.5,4.5975,
684.46,417,4.5965,
687.46,417.5,4.596,
690.46,418,4.5952,
693.46,418.5,4.5942,
696.45,419,4.5936,
699.45,419.5,4.5942,
702.45,420,4.5936,
705.44,420.5,4.5932,
708.44,421,4.5942,
711.43,421.5,4.5957,
714.43,422,4.5968,
717.43,422.5,4.5971,
720.43,423,4.5962,
723.43,423.5,4.5947,
726.43,424,4.5942,
729.42,424.5,4.5942,
732.42,425,4.5939,
735.42,425.5,4.5928,
738.42,426,4.5915,
741.41,426.5,4.5911,
744.41,427,4.5911,
747.41,427.5,4.5911,
750.41,428,4.591,
753.4,428.5,4.5901,
756.4,429,4.59,
759.39,429.5,4.592,
762.39,430,4.5928,
765.38,430.5,4.5928,
768.37,431,4.5928,
771.37,431.5,4.5918,
774.37,432,4.5914,
777.36,432.5,4.5914,
780.36,433,4.5924,
783.35,433.5,4.5922,
786.35,434,4.5916,
789.34,434.5,4.5914,
792.34,435,4.5914,
795.34,435.5,4.5914,
798.34,436,4.5924,
801.34,436.5,4.5923,
804.33,437,4.5916,
807.33,437.5,4.5905,
810.33,438,4.5893,
813.33,438.5,4.5888,
816.32,439,4.5878,
819.32,439.5,4.5879,
822.32,440,4.5881,
825.31,440.5,4.5881,
828.31,441,4.5871,
831.31,441.5,4.5858,
834.31,442,4.5854,
837.31,442.5,4.5863,
840.31,443,4.5872,
843.31,443.5,4.5883,
846.31,444,4.5877,
849.31,444.5,4.5864,
852.31,445,4.585,
855.31,445.5,4.5846,
858.31,446,4.5856,
861.31,446.5,4.586,
864.31,447,4.5857,
867.31,447.5,4.5849,
870.3,448,4.5837,
873.3,448.5,4.5833,
876.3,449,4.5833,
879.3,449.5,4.5833,
882.31,450,4.5823,
885.31,450.5,4.5819,
888.31,451,4.5819,
891.31,451.5,4.5829,
894.31,452,4.5833,
897.32,452.5,4.5823,
900.32,453,4.5819,
903.32,453.5,4.5819,
906.32,454,4.581,
909.32,454.5,4.5806,
912.32,455,4.5811,
915.33,455.5,4.5815,
918.33,456,4.5811,
921.33,456.5,4.5805,
924.34,457,4.5803,
927.34,457.5,4.5793,
930.35,458,4.578,
933.35,458.5,4.5776,
936.36,459,4.5774,
939.36,459.5,4.5782,
942.37,460,4.5776,
945.38,460.5,4.5772,
948.38,461,4.5772,
951.39,461.5,4.5773,
954.39,462,4.5766,
957.39,462.5,4.5763,
960.39,463,4.5744,
963.39,463.5,4.5726,
966.39,464,4.5722,
969.39,464.5,4.5721,
972.39,465,4.5715,
975.39,465.5,4.571,
978.38,466,4.5709,
981.38,466.5,4.5692,
984.37,467,4.5683,
987.36,467.5,4.5691,
990.36,468,4.5693,
993.36,468.5,4.568,
996.35,469,4.5675,
999.35,469.5,4.5666,
1002.3,470,4.5662,
1005.3,470.5,4.5662,
1008.3,471,4.5655,
1011.3,471.5,4.565,
1014.3,472,4.5649,
1017.3,472.5,4.5639,
1020.3,473,4.5618,
1023.3,473.5,4.5595,
1026.3,474,4.5588,
1029.3,474.5,4.5588,
1032.3,475,4.5576,
1035.3,475.5,4.5564,
1038.3,476,4.5552,
1041.3,476.5,4.5539,
1044.3,477,4.5535,
1047.3,477.5,4.553,
1050.3,478,4.5528,
1053.3,478.5,4.5519,
1056.3,479,4.5505,
1059.3,479.5,4.5501,
1062.3,480,4.5501,
1065.3,480.5,4.5494,
1068.3,481,4.5489,
1071.3,481.5,4.5478,
1074.3,482,4.5474,
1077.3,482.5,4.5465,
1080.3,483,4.5452,
1083.3,483.5,4.5437,
1086.3,484,4.5413,
1089.3,484.5,4.5405,
1092.3,485,4.5398,
1095.3,485.5,4.5383,
1098.3,486,4.5369,
1101.3,486.5,4.5356,
1104.3,487,4.5352,
1107.3,487.5,4.5342,
1110.3,488,4.5329,
1113.3,488.5,4.5325,
1116.3,489,4.5315,
1119.3,489.5,4.5299,
1122.3,490,4.5285,
1125.3,490.5,4.5265,
1128.3,491,4.5249,
1131.3,491.5,4.5235,
1134.3,492,4.5224,
1137.3,492.5,4.5219,
1140.3,493,4.5208,
1143.3,493.5,4.5184,
1146.3,494,4.5166,
1149.3,494.5,4.5171,
1152.3,495,4.5166,
1155.3,495.5,4.5152,
1158.3,496,4.5138,
1161.3,496.5,4.5117,
1164.3,497,4.5089,
1167.3,497.5,4.5073,
1170.3,498,4.5068,
1173.3,498.5,4.5065,
1176.3,499,4.5051,
1179.3,499.5,4.503,
1182.3,500,4.5015,
1185.3,500.5,4.5002,
1188.3,501,4.4987,
1191.3,501.5,4.4974,
1194.3,502,4.496,
1197.3,502.5,4.4938,
1200.3,503,4.492,
1203.3,503.5,4.49,
1206.3,504,4.488,
1209.3,504.5,4.4869,
1212.3,505,4.486,
1215.3,505.5,4.4849,
1218.3,506,4.4825,
1221.3,506.5,4.48,
1224.3,507,4.4782,
1227.3,507.5,4.4758,
1230.3,508,4.474,
1233.3,508.5,4.4726,
1236.3,509,4.4713,
1239.3,509.5,4.469,
1242.3,510,4.4669,
1245.3,510.5,4.465,
1248.3,511,4.4639,
1251.3,511.5,4.462,
1254.3,512,4.4605,
1257.3,512.5,4.4587,
1260.3,513,4.4563,
1263.3,513.5,4.4543,
1266.3,514,4.4528,
1269.3,514.5,4.4496,
1272.3,515,4.4472,
1275.3,515.5,4.4448,
1278.3,516,4.4416,
1281.3,516.5,4.4397,
1284.3,517,4.4381,
1287.3,517.5,4.4354,
1290.3,518,4.4326,
1293.3,518.5,4.4293,
1296.3,519,4.427,
1299.3,519.5,4.4251,
1302.3,520,4.4214,
1305.3,520.5,4.4181,
1308.3,521,4.4172,
1311.3,521.5,4.4168,
1314.3,522,4.415,
1317.3,522.5,4.4122,
1320.3,523,4.4082,
1323.3,523.5,4.4039,
1326.4,524,4.4003,
1329.4,524.5,4.397,
1332.4,525,4.3957,
1335.4,525.5,4.3948,
1338.4,526,4.3933,
1341.4,526.5,4.389,
1344.4,527,4.3832,
1347.4,527.5,4.3803,
1350.4,528,4.3776,
1353.4,528.5,4.3745,
1356.4,529,4.3725,
1359.4,529.5,4.3702,
1362.4,530,4.3667,
1365.4,530.5,4.3631,
1368.4,531,4.3598,
