Time (s),Temperature (C),HRR (W/g)
0.000,74.762,-0.700
0.500,74.718,-0.993
1.000,74.707,-1.565
1.500,74.694,-2.223
2.000,74.686,-2.988
2.500,74.713,-3.557
3.000,74.728,-3.907
3.500,74.738,-4.048
4.000,74.745,-3.955
4.500,74.781,-3.833
5.000,74.824,-3.667
5.500,74.840,-3.469
6.000,74.911,-3.284
6.500,74.983,-3.070
7.000,75.025,-2.767
7.500,75.136,-2.355
8.000,75.180,-1.717
8.500,75.289,-0.950
9.000,75.329,-0.116
9.500,75.434,0.761
10.000,75.522,1.486
10.500,75.654,2.157
11.000,75.761,2.699
11.500,75.866,3.080
12.000,76.015,3.381
12.500,76.129,3.669
13.000,76.289,3.792
13.500,76.471,3.823
14.000,76.657,3.873
14.500,76.851,3.847
15.000,77.100,3.781
15.500,77.297,3.747
16.000,77.552,3.613
16.500,77.825,3.543
17.000,78.093,3.527
17.500,78.363,3.423
18.000,78.715,3.339
18.500,79.045,3.292
19.000,79.348,3.222
19.500,79.690,3.143
20.000,80.035,3.067
20.500,80.425,2.942
21.000,80.778,2.875
21.500,81.155,2.828
22.000,81.579,2.703
22.500,81.977,2.690
23.000,82.372,2.611
23.500,82.801,2.580
24.000,83.189,2.486
24.500,83.689,2.399
25.000,84.098,2.322
25.500,84.527,2.230
26.000,84.978,2.208
26.500,85.455,2.138
27.000,85.907,2.075
27.500,86.391,2.089
28.000,86.864,2.021
28.500,87.337,1.930
29.000,87.824,1.899
29.500,88.315,1.836
30.000,88.792,1.772
30.500,89.311,1.700
31.000,89.814,1.657
31.500,90.333,1.585
32.000,90.836,1.581
32.500,91.345,1.554
33.000,91.859,1.468
33.500,92.393,1.439
34.000,92.894,1.429
34.500,93.435,1.415
35.000,93.937,1.367
35.500,94.494,1.354
36.000,95.028,1.293
36.500,95.546,1.266
37.000,96.065,1.239
37.500,96.616,1.220
38.000,97.188,1.173
38.500,97.711,1.167
39.000,98.255,1.171
39.500,98.783,1.158
40.000,99.340,1.113
40.500,99.875,1.114
41.000,100.395,1.134
41.500,100.936,1.113
42.000,101.490,1.102
42.500,102.030,1.079
