wavenumber (cm-1),reflectivity (-)
3997.99839,0.32815
3996.06978,0.32827
3994.14118,0.32832
3992.21257,0.32827
3990.28397,0.32823
3988.35536,0.32823
3986.42676,0.32835
3984.49815,0.32862
3982.56955,0.32883
3980.64094,0.32887
3978.71234,0.32884
3976.78373,0.32881
3974.85513,0.32879
3972.92652,0.32882
3970.99792,0.32901
3969.06931,0.32935
3967.14071,0.3296
3965.2121,0.32965
3963.28349,0.32973
3961.35489,0.32995
3959.42628,0.33014
3957.49768,0.33018
3955.56907,0.33017
3953.64047,0.33021
3951.71186,0.33022
3949.78326,0.33022
3947.85465,0.33039
3945.92605,0.33062
3943.99744,0.33065
3942.06884,0.33061
3940.14023,0.33071
3938.21163,0.3309
3936.28302,0.33109
3934.35442,0.33119
3932.42581,0.33116
3930.49721,0.33118
3928.5686,0.33143
3926.64,0.33174
3924.71139,0.33197
3922.78279,0.33213
3920.85418,0.33231
3918.92558,0.33246
3916.99697,0.33249
3915.06837,0.33264
3913.13976,0.33306
3911.21116,0.33343
3909.28255,0.33346
3907.35395,0.33324
3905.42534,0.33303
3903.49674,0.33289
3901.56813,0.33273
3899.63953,0.33291
3897.71092,0.33362
3895.78232,0.33425
3893.85371,0.33447
3891.92511,0.33455
3889.9965,0.33471
3888.0679,0.33477
3886.13929,0.33471
3884.21069,0.33486
3882.28208,0.33517
3880.35348,0.33531
3878.42487,0.33546
3876.49627,0.33563
3874.56766,0.33568
3872.63905,0.33568
3870.71045,0.33573
3868.78184,0.33595
3866.85324,0.33621
3864.92463,0.33642
3862.99603,0.33664
3861.06742,0.33682
3859.13882,0.33696
3857.21021,0.33705
3855.28161,0.33701
3853.353,0.33692
3851.4244,0.33729
3849.49579,0.33782
3847.56719,0.33818
3845.63858,0.33832
3843.70998,0.33824
3841.78137,0.33804
3839.85277,0.33792
3837.92416,0.338
3835.99556,0.33834
3834.06695,0.33878
3832.13835,0.33924
3830.20974,0.33959
3828.28114,0.33978
3826.35253,0.33986
3824.42393,0.3398
3822.49532,0.33933
3820.56672,0.33869
