Time (s),Temperature (C),HRR (W/g)
0.000,74.684,-1.032
0.500,74.683,-1.274
1.000,74.675,-1.728
1.500,74.719,-2.366
2.000,74.703,-3.015
2.500,74.736,-3.769
3.000,74.724,-4.244
3.500,74.811,-4.495
4.000,74.833,-4.522
4.500,74.869,-4.480
5.000,74.955,-4.345
5.500,75.010,-4.147
6.000,75.066,-3.903
6.500,75.142,-3.684
7.000,75.197,-3.403
7.500,75.287,-3.053
8.000,75.361,-2.567
8.500,75.483,-1.929
9.000,75.570,-1.219
9.500,75.676,-0.451
10.000,75.809,0.291
10.500,75.923,1.015
11.000,76.028,1.558
11.500,76.184,1.982
12.000,76.306,2.378
12.500,76.462,2.622
13.000,76.604,2.771
13.500,76.776,2.922
14.000,76.969,2.992
14.500,77.195,3.027
15.000,77.389,3.030
15.500,77.666,2.987
16.000,77.915,2.883
16.500,78.183,2.809
17.000,78.506,2.695
17.500,78.787,2.657
18.000,79.100,2.582
18.500,79.413,2.517
19.000,79.745,2.436
19.500,80.110,2.381
20.000,80.436,2.267
20.500,80.816,2.202
21.000,81.169,2.150
21.500,81.578,2.046
22.000,81.956,2.012
22.500,82.351,1.916
23.000,82.784,1.858
23.500,83.195,1.701
24.000,83.644,1.673
24.500,84.065,1.635
25.000,84.511,1.590
25.500,84.954,1.620
26.000,85.391,1.570
26.500,85.868,1.470
27.000,86.317,1.456
27.500,86.793,1.418
28.000,87.277,1.328
28.500,87.721,1.247
29.000,88.256,1.151
29.500,88.698,1.082
30.000,89.226,0.982
30.500,89.727,0.954
31.000,90.240,0.915
31.500,90.747,0.918
32.000,91.272,0.950
32.500,91.770,0.929
33.000,92.262,0.885
33.500,92.791,0.816
34.000,93.344,0.747
34.500,93.834,0.666
35.000,94.378,0.632
35.500,94.930,0.558
36.000,95.447,0.575
36.500,95.980,0.572
37.000,96.523,0.566
37.500,97.062,0.606
38.000,97.591,0.539
38.500,98.136,0.538
39.000,98.641,0.499
39.500,99.158,0.483
40.000,99.697,0.461
40.500,100.277,0.418
41.000,100.821,0.394
41.500,101.386,0.390
42.000,101.920,0.363
42.500,102.488,0.345
43.000,103.023,0.337
43.500,103.544,0.339
44.000,104.092,0.346
44.500,104.633,0.331
45.000,105.167,0.365
45.500,105.717,0.374
46.000,106.256,0.367
46.500,106.829,0.382
47.000,107.336,0.321
47.500,107.898,0.277
48.000,108.419,0.271
48.500,109.003,0.255
49.000,109.537,0.251
49.500,110.112,0.258
50.000,110.655,0.247
50.500,111.200,0.246
51.000,111.703,0.268
51.500,112.264,0.234
52.000,112.818,0.238
52.500,113.369,0.219
53.000,113.893,0.181
53.500,114.421,0.154
54.000,115.011,0.153
54.500,115.559,0.194
55.000,116.117,0.213
55.500,116.651,0.248
56.000,117.174,0.304
56.500,117.731,0.243
57.000,118.285,0.286
57.500,118.808,0.239
58.000,119.354,0.217
58.500,119.889,0.179
59.000,120.452,0.116
59.500,120.976,0.096
60.000,121.511,0.053
60.500,122.084,0.134
61.000,122.613,0.187
61.500,123.148,0.150
62.000,123.709,0.247
62.500,124.220,0.257
