Time (s),Temperature (C),HRR (W/g)
0.000,75.332,-1.803
0.500,75.327,-1.909
1.000,75.311,-2.319
1.500,75.270,-2.810
2.000,75.291,-3.457
2.500,75.267,-4.054
3.000,75.304,-4.515
3.500,75.313,-4.649
4.000,75.328,-4.638
4.500,75.380,-4.541
5.000,75.400,-4.409
5.500,75.438,-4.262
6.000,75.487,-3.995
6.500,75.533,-3.787
7.000,75.610,-3.555
7.500,75.684,-3.126
8.000,75.733,-2.611
8.500,75.820,-1.867
9.000,75.920,-1.094
9.500,75.988,-0.252
10.000,76.116,0.607
10.500,76.226,1.314
11.000,76.296,1.846
11.500,76.416,2.306
12.000,76.529,2.619
12.500,76.687,2.871
13.000,76.830,3.072
13.500,76.955,3.195
14.000,77.161,3.303
14.500,77.355,3.312
15.000,77.576,3.265
15.500,77.820,3.182
16.000,78.056,3.077
16.500,78.328,3.027
17.000,78.591,2.899
17.500,78.893,2.839
18.000,79.185,2.689
18.500,79.526,2.590
19.000,79.831,2.550
19.500,80.203,2.468
20.000,80.499,2.401
20.500,80.888,2.300
21.000,81.251,2.237
21.500,81.640,2.163
22.000,81.995,2.063
22.500,82.418,2.004
23.000,82.831,1.981
23.500,83.259,1.940
24.000,83.691,1.891
24.500,84.116,1.865
25.000,84.548,1.826
25.500,84.985,1.740
26.000,85.448,1.661
26.500,85.877,1.626
27.000,86.341,1.527
27.500,86.787,1.524
28.000,87.274,1.396
28.500,87.790,1.354
29.000,88.257,1.326
29.500,88.751,1.239
30.000,89.223,1.147
30.500,89.720,1.109
31.000,90.241,1.067
31.500,90.764,1.078
32.000,91.282,1.072
32.500,91.766,1.013
33.000,92.303,0.931
33.500,92.792,0.829
34.000,93.338,0.841
34.500,93.856,0.804
35.000,94.392,0.771
35.500,94.914,0.776
36.000,95.455,0.744
36.500,95.965,0.743
37.000,96.515,0.646
37.500,97.037,0.602
38.000,97.592,0.630
38.500,98.119,0.614
39.000,98.669,0.597
39.500,99.186,0.626
40.000,99.753,0.572
40.500,100.306,0.553
41.000,100.814,0.511
41.500,101.383,0.515
42.000,101.924,0.531
42.500,102.469,0.488
43.000,103.009,0.520
43.500,103.583,0.503
44.000,104.129,0.475
44.500,104.655,0.470
45.000,105.184,0.442
45.500,105.753,0.477
46.000,106.293,0.465
46.500,106.831,0.441
47.000,107.368,0.480
47.500,107.923,0.433
48.000,108.493,0.394
48.500,109.070,0.360
49.000,109.596,0.269
49.500,110.134,0.274
50.000,110.717,0.273
50.500,111.224,0.303
51.000,111.797,0.299
51.500,112.340,0.259
52.000,112.880,0.271
52.500,113.456,0.290
53.000,114.001,0.323
53.500,114.549,0.333
54.000,115.094,0.302
54.500,115.625,0.329
55.000,116.179,0.243
55.500,116.759,0.217
56.000,117.279,0.198
56.500,117.823,0.182
57.000,118.368,0.217
57.500,118.953,0.228
58.000,119.466,0.267
58.500,120.008,0.280
59.000,120.550,0.278
59.500,121.073,0.309
60.000,121.647,0.308
60.500,122.166,0.309
61.000,122.730,0.289
61.500,123.267,0.288
62.000,123.793,0.293
62.500,124.335,0.279
63.000,124.890,0.260
63.500,125.433,0.233
64.000,125.966,0.276
64.500,126.502,0.214
65.000,127.008,0.206
65.500,127.579,0.258
66.000,128.073,0.309
66.500,128.654,0.297
67.000,129.199,0.313
67.500,129.700,0.351
68.000,130.264,0.337
68.500,130.789,0.356
69.000,131.336,0.313
69.500,131.864,0.304
70.000,132.396,0.290
70.500,132.965,0.322
71.000,133.459,0.334
71.500,133.999,0.278
72.000,134.579,0.314
72.500,135.060,0.344
73.000,135.610,0.386
73.500,136.110,0.391
74.000,136.662,0.342
74.500,137.180,0.311
75.000,137.736,0.257
75.500,138.274,0.265
76.000,138.815,0.270
76.500,139.314,0.292
77.000,139.864,0.269
77.500,140.370,0.366
78.000,140.919,0.331
78.500,141.442,0.351
79.000,141.954,0.373
79.500,142.477,0.316
80.000,143.030,0.312
80.500,143.522,0.356
81.000,144.074,0.371
81.500,144.586,0.417
82.000,145.113,0.413
82.500,145.651,0.456
83.000,146.166,0.504
83.500,146.682,0.501
84.000,147.226,0.507
84.500,147.741,0.436
85.000,148.222,0.502
85.500,148.768,0.499
86.000,149.289,0.544
86.500,149.818,0.569
87.000,150.363,0.567
87.500,150.858,0.616
88.000,151.359,0.598
88.500,151.895,0.613
89.000,152.408,0.615
89.500,152.904,0.644
90.000,153.418,0.636
90.500,153.972,0.694
91.000,154.480,0.688
91.500,154.989,0.772
92.000,155.519,0.788
92.500,156.011,0.811
93.000,156.537,0.837
93.500,157.064,0.875
94.000,157.555,0.924
94.500,158.078,0.933
95.000,158.614,0.959
95.500,159.125,0.952
96.000,159.612,0.976
96.500,160.129,0.940
97.000,160.659,0.947
97.500,161.180,1.032
98.000,161.674,1.031
98.500,162.197,1.119
99.000,162.729,1.128
99.500,163.232,1.187
100.000,163.742,1.243
100.500,164.273,1.272
101.000,164.778,1.378
101.500,165.300,1.364
102.000,165.799,1.415
102.500,166.278,1.447
103.000,166.841,1.459
103.500,167.345,1.499
104.000,167.843,1.529
104.500,168.393,1.492
105.000,168.852,1.514
105.500,169.382,1.530
106.000,169.872,1.521
106.500,170.383,1.609
107.000,170.887,1.665
107.500,171.385,1.633
108.000,171.908,1.707
108.500,172.431,1.712
109.000,172.912,1.713
109.500,173.458,1.731
110.000,173.979,1.736
110.500,174.503,1.757
111.000,175.021,1.815
111.500,175.535,1.861
112.000,176.076,1.880
112.500,176.572,1.987
113.000,177.053,1.953
113.500,177.603,1.997
114.000,178.092,2.034
114.500,178.580,2.065
115.000,179.083,2.065
115.500,179.583,2.152
116.000,180.142,2.124
116.500,180.587,2.193
117.000,181.126,2.231
117.500,181.644,2.211
118.000,182.128,2.258
118.500,182.691,2.339
119.000,183.193,2.338
119.500,183.677,2.406
120.000,184.204,2.443
120.500,184.716,2.465
121.000,185.221,2.552
121.500,185.743,2.584
122.000,186.237,2.593
122.500,186.755,2.619
123.000,187.256,2.678
123.500,187.735,2.742
124.000,188.276,2.784
124.500,188.775,2.800
125.000,189.287,2.901
125.500,189.813,2.944
126.000,190.296,2.967
126.500,190.828,3.036
127.000,191.331,3.084
127.500,191.815,3.138
128.000,192.337,3.202
128.500,192.844,3.271
129.000,193.377,3.362
129.500,193.893,3.382
130.000,194.379,3.495
130.500,194.872,3.570
131.000,195.369,3.608
131.500,195.873,3.676
132.000,196.396,3.682
132.500,196.935,3.798
133.000,197.409,3.850
133.500,197.952,3.929
134.000,198.450,4.001
134.500,198.953,4.057
135.000,199.474,4.141
135.500,199.949,4.263
136.000,200.472,4.364
136.500,200.975,4.384
137.000,201.494,4.461
137.500,201.983,4.514
138.000,202.498,4.586
138.500,203.025,4.716
139.000,203.523,4.732
139.500,204.023,4.800
140.000,204.565,4.886
140.500,205.084,4.979
141.000,205.548,5.089
141.500,206.072,5.167
142.000,206.569,5.233
142.500,207.087,5.283
143.000,207.621,5.387
143.500,208.073,5.539
144.000,208.606,5.664
144.500,209.098,5.780
145.000,209.606,5.870
145.500,210.141,5.980
146.000,210.613,6.050
146.500,211.141,6.109
147.000,211.609,6.276
147.500,212.127,6.325
148.000,212.655,6.484
148.500,213.162,6.570
149.000,213.642,6.711
149.500,214.185,6.819
150.000,214.656,6.963
150.500,215.158,7.077
151.000,215.687,7.228
151.500,216.161,7.298
152.000,216.654,7.487
152.500,217.191,7.555
153.000,217.691,7.660
153.500,218.194,7.664
154.000,218.672,7.805
154.500,219.198,7.901
155.000,219.722,8.035
155.500,220.201,8.194
156.000,220.735,8.311
156.500,221.217,8.462
157.000,221.730,8.610
157.500,222.231,8.742
158.000,222.723,8.827
158.500,223.235,9.001
159.000,223.772,9.150
159.500,224.247,9.259
160.000,224.764,9.365
160.500,225.288,9.502
161.000,225.762,9.611
161.500,226.288,9.724
162.000,226.780,9.846
162.500,227.300,9.997
163.000,227.814,10.181
163.500,228.293,10.304
164.000,228.800,10.430
164.500,229.322,10.623
165.000,229.813,10.765
165.500,230.312,10.884
166.000,230.817,10.975
166.500,231.319,11.100
167.000,231.825,11.211
167.500,232.344,11.306
168.000,232.839,11.421
168.500,233.339,11.547
169.000,233.822,11.716
169.500,234.354,11.813
170.000,234.874,12.015
170.500,235.335,12.117
171.000,235.862,12.267
171.500,236.367,12.423
172.000,236.830,12.559
172.500,237.351,12.691
173.000,237.870,12.797
173.500,238.381,12.912
174.000,238.868,13.011
174.500,239.374,13.125
175.000,239.898,13.248
175.500,240.397,13.388
176.000,240.879,13.460
176.500,241.413,13.636
177.000,241.889,13.721
177.500,242.382,13.883
178.000,242.885,13.958
178.500,243.389,14.047
179.000,243.875,14.183
179.500,244.398,14.242
180.000,244.906,14.314
180.500,245.382,14.456
181.000,245.915,14.504
181.500,246.450,14.598
182.000,246.948,14.598
182.500,247.415,14.698
183.000,247.910,14.794
183.500,248.445,14.902
184.000,248.901,14.964
184.500,249.412,15.004
185.000,249.916,15.059
185.500,250.443,15.128
186.000,250.906,15.210
186.500,251.413,15.294
187.000,251.927,15.303
187.500,252.407,15.379
188.000,252.933,15.441
188.500,253.420,15.528
189.000,253.957,15.548
189.500,254.462,15.645
190.000,254.939,15.669
190.500,255.459,15.677
191.000,255.938,15.759
191.500,256.429,15.798
192.000,256.941,15.871
192.500,257.456,15.907
193.000,257.915,15.967
193.500,258.480,16.032
194.000,258.940,16.071
194.500,259.463,16.141
195.000,259.956,16.212
195.500,260.430,16.297
196.000,260.957,16.378
196.500,261.457,16.400
197.000,261.969,16.484
197.500,262.482,16.550
198.000,262.957,16.604
198.500,263.465,16.697
199.000,263.982,16.751
199.500,264.474,16.864
200.000,264.972,16.930
200.500,265.489,17.021
201.000,265.969,17.110
201.500,266.483,17.223
202.000,266.993,17.252
202.500,267.509,17.387
203.000,268.003,17.402
203.500,268.504,17.448
204.000,269.017,17.545
204.500,269.509,17.631
205.000,270.008,17.761
205.500,270.511,17.839
206.000,271.012,17.959
206.500,271.531,18.050
207.000,271.977,18.168
207.500,272.491,18.284
208.000,273.040,18.397
208.500,273.505,18.444
209.000,274.032,18.539
209.500,274.527,18.663
210.000,275.065,18.739
210.500,275.533,18.871
211.000,276.012,19.040
211.500,276.515,19.124
212.000,277.045,19.311
212.500,277.501,19.472
213.000,277.994,19.647
213.500,278.514,19.757
214.000,279.014,19.948
214.500,279.524,20.069
215.000,280.024,20.206
215.500,280.498,20.429
216.000,281.026,20.569
216.500,281.511,20.810
217.000,282.021,20.944
217.500,282.531,21.098
218.000,282.995,21.323
218.500,283.527,21.465
219.000,284.004,21.696
219.500,284.489,21.913
220.000,285.006,22.107
220.500,285.519,22.301
221.000,286.023,22.524
221.500,286.535,22.740
222.000,287.040,22.952
222.500,287.540,23.174
223.000,288.033,23.391
223.500,288.519,23.624
224.000,289.004,23.869
224.500,289.527,24.104
225.000,290.053,24.350
225.500,290.543,24.592
226.000,291.064,24.888
226.500,291.552,25.144
227.000,292.042,25.388
227.500,292.527,25.651
228.000,293.027,25.906
228.500,293.557,26.185
229.000,294.023,26.484
229.500,294.540,26.771
230.000,295.055,27.071
230.500,295.574,27.371
231.000,296.046,27.665
231.500,296.532,27.957
232.000,297.056,28.274
232.500,297.558,28.566
233.000,298.067,28.862
233.500,298.542,29.132
234.000,299.033,29.427
234.500,299.557,29.693
235.000,300.069,30.040
235.500,300.567,30.386
236.000,301.037,30.737
236.500,301.595,30.971
237.000,302.042,31.371
237.500,302.559,31.693
238.000,303.074,32.051
238.500,303.557,32.440
239.000,304.065,32.755
239.500,304.581,33.129
240.000,305.055,33.490
240.500,305.584,33.921
241.000,306.064,34.280
241.500,306.574,34.705
242.000,307.069,35.146
242.500,307.575,35.538
243.000,308.090,35.975
243.500,308.569,36.424
244.000,309.061,36.799
244.500,309.540,37.153
245.000,310.069,37.586
245.500,310.558,37.947
246.000,311.048,38.357
246.500,311.575,38.758
247.000,312.067,39.208
247.500,312.551,39.640
248.000,313.069,40.129
248.500,313.538,40.596
249.000,314.054,41.078
249.500,314.564,41.562
250.000,315.055,42.066
250.500,315.576,42.548
251.000,316.072,42.967
251.500,316.548,43.527
252.000,317.045,44.035
252.500,317.552,44.534
253.000,318.041,45.045
253.500,318.532,45.543
254.000,319.043,46.023
254.500,319.563,46.557
255.000,320.045,47.101
255.500,320.543,47.665
256.000,321.027,48.200
