Time (s),Temperature (K),HRR (W/g)
72.762,409,0.0641
73.224,409.5,0.0611
73.695,410,0.0379
74.180,410.5,0.0063
74.655,411,0.0026
75.129,411.5,-0.0011
75.609,412,0.0043
76.077,412.5,-0.0039
76.533,413,0.0028
77.008,413.5,-0.0126
77.519,414,-0.0307
77.971,414.5,-0.0414
78.435,415,-0.0745
78.912,415.5,-0.0908
79.372,416,-0.0474
79.854,416.5,-0.0553
80.325,417,-0.0632
80.803,417.5,-0.0528
81.293,418,-0.0438
81.758,418.5,-0.0375
82.234,419,-0.0361
82.728,419.5,-0.0370
83.213,420,-0.0119
83.703,420.5,0.0221
84.183,421,0.0330
84.657,421.5,0.0637
85.131,422,0.0980
85.634,422.5,0.0740
86.103,423,0.0921
86.587,423.5,0.0864
87.097,424,0.0903
87.574,424.5,0.1132
88.030,425,0.0725
88.524,425.5,0.0595
89.007,426,0.0533
89.474,426.5,0.0055
89.986,427,0.0660
90.469,427.5,0.0391
90.953,428,0.0666
91.441,428.5,0.0789
91.916,429,0.1094
92.389,429.5,0.1202
92.871,430,0.1517
93.368,430.5,0.1762
93.839,431,0.1758
94.343,431.5,0.1435
94.811,432,0.1626
95.280,432.5,0.1897
95.757,433,0.2167
96.241,433.5,0.2423
96.747,434,0.2440
97.231,434.5,0.2513
97.707,435,0.2800
98.206,435.5,0.3019
98.710,436,0.3140
99.204,436.5,0.3274
99.684,437,0.3226
100.174,437.5,0.3292
100.643,438,0.3644
101.128,438.5,0.4181
101.621,439,0.4471
102.123,439.5,0.4596
102.610,440,0.4847
103.110,440.5,0.4986
103.579,441,0.4806
104.068,441.5,0.4820
104.600,442,0.5187
105.053,442.5,0.5188
105.541,443,0.5959
106.047,443.5,0.5859
106.528,444,0.6357
107.018,444.5,0.6132
107.509,445,0.6983
107.988,445.5,0.7134
108.472,446,0.7061
109.010,446.5,0.7077
109.483,447,0.7007
109.977,447.5,0.7189
110.440,448,0.7501
110.951,448.5,0.7911
111.436,449,0.7567
111.897,449.5,0.7895
112.397,450,0.8074
112.904,450.5,0.8278
113.374,451,0.8700
113.860,451.5,0.8883
114.353,452,0.8957
114.849,452.5,0.9375
115.333,453,0.9449
115.833,453.5,0.9573
116.313,454,0.9855
116.795,454.5,1.0112
117.300,455,1.0349
117.801,455.5,1.0428
118.279,456,1.0840
118.759,456.5,1.1239
119.256,457,1.1491
119.753,457.5,1.1956
120.245,458,1.2424
120.733,458.5,1.2920
121.224,459,1.3429
121.722,459.5,1.3826
122.205,460,1.4122
122.684,460.5,1.4321
123.173,461,1.4753
123.667,461.5,1.5528
124.170,462,1.6193
124.657,462.5,1.6252
125.160,463,1.6619
125.661,463.5,1.7108
126.138,464,1.7640
126.641,464.5,1.8315
127.127,465,1.9024
127.613,465.5,1.9631
128.103,466,2.0342
128.582,466.5,2.0796
129.125,467,2.1358
129.598,467.5,2.1667
130.073,468,2.2148
130.562,468.5,2.2517
131.038,469,2.3026
131.565,469.5,2.3817
132.064,470,2.4363
132.552,470.5,2.4710
133.052,471,2.4912
133.533,471.5,2.6034
133.994,472,2.6212
134.508,472.5,2.6871
135.010,473,2.7571
135.473,473.5,2.8807
135.975,474,2.9643
136.493,474.5,3.0656
136.981,475,3.1325
137.459,475.5,3.2123
137.942,476,3.2715
138.417,476.5,3.3059
138.941,477,3.3848
139.448,477.5,3.4166
139.921,478,3.5068
140.419,478.5,3.5725
140.921,479,3.6331
141.396,479.5,3.7671
141.901,480,3.8970
142.404,480.5,4.0056
142.879,481,4.0919
143.412,481.5,4.1516
143.904,482,4.2402
144.386,482.5,4.3123
144.884,483,4.4384
145.351,483.5,4.5276
145.832,484,4.6129
146.361,484.5,4.7039
146.866,485,4.8075
147.351,485.5,4.9231
147.860,486,5.0567
148.370,486.5,5.1500
148.859,487,5.2775
149.361,487.5,5.4246
149.834,488,5.5377
150.335,488.5,5.6473
150.838,489,5.7229
151.327,489.5,5.8484
151.818,490,6.0070
152.325,490.5,6.1120
152.805,491,6.1937
153.311,491.5,6.2829
153.815,492,6.4034
154.310,492.5,6.5372
154.818,493,6.6653
155.306,493.5,6.7621
155.786,494,6.9038
156.294,494.5,7.0700
156.804,495,7.2149
157.272,495.5,7.3378
157.774,496,7.4893
158.302,496.5,7.6207
158.772,497,7.7191
159.244,497.5,7.8388
159.745,498,7.9324
160.244,498.5,8.0103
160.723,499,8.1410
161.212,499.5,8.2907
161.720,500,8.4273
162.207,500.5,8.5600
162.725,501,8.7077
163.228,501.5,8.8606
163.720,502,9.0003
