Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303,4.8713,0.0023
13.532,303.5,4.8711,0.021
24.75,304,4.8712,0.0483
30.137,304.5,4.8715,0.0733
34.437,305,4.8723,0.096
38.168,305.5,4.8723,0.1167
41.545,306,4.8689,0.136
44.68,306.5,4.8673,0.1535
47.634,307,4.8685,0.1695
50.452,307.5,4.8704,0.1839
53.168,308,4.8693,0.1972
55.806,308.5,4.8697,0.2095
58.382,309,4.8715,0.2206
60.912,309.5,4.872,0.2308
63.408,310,4.8717,0.24
65.878,310.5,4.8709,0.2481
68.329,311,4.871,0.2554
70.767,311.5,4.8704,0.2617
73.198,312,4.8704,0.2675
75.626,312.5,4.8707,0.2725
78.054,313,4.871,0.2769
80.485,313.5,4.8712,0.2805
82.924,314,4.8712,0.2837
85.374,314.5,4.8707,0.2862
87.835,315,4.8715,0.2882
90.311,315.5,4.8716,0.2896
92.802,316,4.8712,0.2909
95.307,316.5,4.8715,0.2919
97.829,317,4.8716,0.2923
100.37,317.5,4.8707,0.2926
102.92,318,4.87,0.2926
105.49,318.5,4.8698,0.2926
108.08,319,4.8702,0.2921
110.69,319.5,4.8694,0.2919
113.3,320,4.8689,0.2916
115.93,320.5,4.8698,0.2912
118.58,321,4.8712,0.2906
121.23,321.5,4.8716,0.2903
123.9,322,4.8716,0.2901
126.57,322.5,4.8717,0.2898
129.26,323,4.8712,0.2896
131.95,323.5,4.8709,0.2895
134.64,324,4.8714,0.2895
137.35,324.5,4.8708,0.2895
140.05,325,4.8712,0.2898
142.76,325.5,4.8717,0.29
145.47,326,4.8721,0.2904
148.19,326.5,4.8728,0.2908
150.9,327,4.8721,0.2913
153.61,327.5,4.8716,0.292
156.33,328,4.8714,0.2925
159.04,328.5,4.8715,0.2934
161.76,329,4.8707,0.2942
164.48,329.5,4.8712,0.2948
167.2,330,4.8708,0.2954
169.92,330.5,4.8707,0.2964
172.65,331,4.8705,0.2971
175.37,331.5,4.8704,0.298
178.1,332,4.8703,0.2992
180.83,332.5,4.8703,0.2999
183.56,333,4.8703,0.3008
186.3,333.5,4.8694,0.3017
189.03,334,4.869,0.3024
191.77,334.5,4.8693,0.303
194.52,335,4.8697,0.304
