Time (s),Temperature (K),HRR (W/g)
101.880,438,-0.3763
102.381,438.5,-0.2353
102.861,439,-0.4831
103.368,439.5,-0.3733
103.856,440,-0.3644
104.358,440.5,-0.4546
104.835,441,-0.6631
105.319,441.5,-0.9063
105.826,442,-0.9727
106.306,442.5,-1.0436
106.801,443,-0.9342
107.289,443.5,-0.7313
107.785,444,-0.6666
108.279,444.5,-0.6276
108.763,445,-0.5057
109.252,445.5,-0.3922
109.757,446,-0.2278
110.258,446.5,0.0054
110.750,447,0.1063
111.240,447.5,0.0458
111.724,448,0.0681
112.215,448.5,0.2511
112.710,449,0.3722
113.207,449.5,0.3631
113.709,450,0.3003
114.187,450.5,0.2748
114.664,451,0.2784
115.168,451.5,0.3072
115.644,452,0.3469
116.160,452.5,0.3485
116.667,453,0.1101
117.156,453.5,0.1212
117.625,454,0.2090
118.109,454.5,0.2760
118.635,455,-0.1576
119.110,455.5,-0.1357
119.576,456,0.0131
120.092,456.5,-0.1726
120.560,457,-0.0868
121.051,457.5,-0.1939
121.564,458,-0.0539
122.039,458.5,0.0647
122.532,459,-0.2170
123.026,459.5,-0.2377
123.524,460,-0.1844
123.996,460.5,-0.3669
124.489,461,-0.1084
124.957,461.5,0.0589
125.460,462,0.0355
125.959,462.5,-0.1923
126.454,463,0.0683
126.930,463.5,-0.1264
127.423,464,-0.0777
127.949,464.5,0.0631
128.439,465,0.2629
128.925,465.5,0.5647
129.420,466,0.5482
129.909,466.5,0.5129
130.394,467,0.7636
130.892,467.5,0.6023
131.389,468,0.4527
131.883,468.5,0.1989
132.390,469,0.0086
132.860,469.5,0.1696
133.369,470,0.1743
133.866,470.5,-0.1289
134.354,471,-0.0674
134.863,471.5,0.2989
135.335,472,0.4928
135.824,472.5,0.4536
136.314,473,0.2841
136.808,473.5,0.2075
137.300,474,0.3689
137.789,474.5,0.4093
138.277,475,0.1738
138.763,475.5,0.2378
139.249,476,0.3707
139.740,476.5,0.3882
140.231,477,0.4026
140.720,477.5,0.3446
141.220,478,0.2153
141.723,478.5,0.0212
142.204,479,0.0664
142.697,479.5,0.1237
143.200,480,0.1388
143.684,480.5,0.1785
144.184,481,0.1276
144.661,481.5,-0.0398
145.150,482,-0.0912
145.667,482.5,-0.2857
146.168,483,-0.1828
146.665,483.5,0.1547
147.155,484,0.2295
147.629,484.5,-0.0193
148.138,485,0.1826
148.626,485.5,-0.0011
149.105,486,0.0207
149.624,486.5,0.2677
150.151,487,0.3547
150.627,487.5,0.3134
151.117,488,0.1180
151.589,488.5,0.2629
152.102,489,0.1374
152.606,489.5,0.1827
153.111,490,0.1365
153.594,490.5,0.0374
154.088,491,0.1347
154.590,491.5,0.3343
155.094,492,0.4388
155.571,492.5,0.3533
156.052,493,0.2794
156.555,493.5,0.3669
157.051,494,0.3140
157.531,494.5,0.2201
158.058,495,0.1312
158.547,495.5,0.1872
159.019,496,0.2650
159.517,496.5,0.3787
160.015,497,0.7806
160.521,497.5,0.5643
161.000,498,0.8034
161.510,498.5,0.3524
162.015,499,0.4357
162.513,499.5,0.5209
163.029,500,0.4825
163.527,500.5,0.5815
163.987,501,0.5266
164.492,501.5,0.6313
164.975,502,0.6985
165.481,502.5,0.6167
165.960,503,0.7088
166.481,503.5,0.7388
166.976,504,0.9054
167.435,504.5,0.6762
167.992,505,0.9643
168.453,505.5,1.1550
168.938,506,1.0262
169.430,506.5,1.1789
169.946,507,1.2464
170.428,507.5,1.3155
170.951,508,1.4109
171.427,508.5,1.2012
171.927,509,1.2785
172.418,509.5,1.4127
172.951,510,1.2256
173.464,510.5,1.3853
173.944,511,1.3275
174.436,511.5,1.2931
174.926,512,1.5634
175.442,512.5,1.6594
175.947,513,1.7808
176.443,513.5,1.6531
176.909,514,1.6458
177.447,514.5,1.6037
177.926,515,1.3871
178.428,515.5,1.1428
178.918,516,1.3268
179.395,516.5,1.3991
179.905,517,1.5671
180.402,517.5,1.5920
180.902,518,1.5181
181.389,518.5,1.6334
181.895,519,1.4401
182.378,519.5,1.4161
182.901,520,1.5490
183.406,520.5,1.5395
183.906,521,1.6152
184.387,521.5,1.6888
184.883,522,1.8971
185.376,522.5,1.8726
185.891,523,1.9093
186.381,523.5,1.7630
186.872,524,2.0476
187.368,524.5,1.8653
187.888,525,1.8059
188.389,525.5,2.0825
188.898,526,2.2036
189.370,526.5,2.3111
189.865,527,2.0897
190.392,527.5,2.2581
190.884,528,2.4470
191.375,528.5,2.2865
191.877,529,2.0673
192.387,529.5,2.1788
192.874,530,2.2147
193.380,530.5,1.9755
193.897,531,1.9835
194.388,531.5,2.0263
194.885,532,1.9949
195.363,532.5,2.0042
195.876,533,2.1431
196.368,533.5,2.3306
196.871,534,2.3540
197.368,534.5,2.4167
197.878,535,2.6767
198.369,535.5,2.7067
198.842,536,2.8144
199.352,536.5,2.9429
199.857,537,3.0952
200.340,537.5,3.1199
200.854,538,3.1883
201.352,538.5,3.5203
201.861,539,3.5745
202.347,539.5,3.6787
202.855,540,3.8283
203.347,540.5,3.8131
203.835,541,3.8722
204.337,541.5,3.7709
204.839,542,3.7204
205.346,542.5,3.5871
205.839,543,3.5626
206.344,543.5,3.7010
206.844,544,4.0291
207.330,544.5,4.0419
207.834,545,4.1348
208.342,545.5,4.2888
208.824,546,4.1758
209.302,546.5,4.0505
209.813,547,4.0255
210.346,547.5,4.1119
210.829,548,4.3898
211.311,548.5,4.5061
211.805,549,4.5749
212.322,549.5,4.9025
212.837,550,5.0252
213.334,550.5,5.0851
213.830,551,5.1216
214.330,551.5,5.1075
214.838,552,5.4122
215.341,552.5,5.3912
215.836,553,5.5223
216.322,553.5,5.6050
216.838,554,5.3743
217.341,554.5,5.5488
217.834,555,5.7943
218.314,555.5,5.8189
218.846,556,6.0511
219.332,556.5,6.0298
219.839,557,6.0497
220.320,557.5,6.2424
220.806,558,6.2412
221.310,558.5,6.2666
221.803,559,6.5352
222.295,559.5,6.5726
222.781,560,6.5029
223.295,560.5,6.5444
223.822,561,6.4929
224.306,561.5,6.5622
224.796,562,6.5682
225.290,562.5,6.4841
225.797,563,6.5584
226.285,563.5,6.8533
226.790,564,6.9870
227.296,564.5,6.8639
227.794,565,6.9132
228.286,565.5,7.0640
228.783,566,7.2497
229.288,566.5,7.3716
229.787,567,7.3064
230.291,567.5,7.2461
230.784,568,7.3050
231.271,568.5,7.2686
231.764,569,7.4287
232.263,569.5,7.8547
232.767,570,8.0330
233.268,570.5,8.1747
233.758,571,8.2899
234.263,571.5,8.2376
234.778,572,8.3153
235.273,572.5,8.3392
235.765,573,8.3073
236.276,573.5,8.5956
236.784,574,8.7484
237.292,574.5,8.9869
237.790,575,9.2912
238.285,575.5,9.5280
238.776,576,9.6478
239.272,576.5,9.5428
239.768,577,9.4326
240.265,577.5,9.3854
240.779,578,9.3803
241.275,578.5,9.2819
241.767,579,9.1972
242.259,579.5,9.4093
242.748,580,9.7218
243.248,580.5,10.0808
243.741,581,10.4368
244.238,581.5,10.5077
244.740,582,10.5546
245.239,582.5,10.8040
245.742,583,10.9544
246.242,583.5,10.8865
246.750,584,10.7653
247.248,584.5,10.8509
247.737,585,11.0979
248.235,585.5,11.3813
248.739,586,11.7100
249.238,586.5,11.8969
249.730,587,12.0196
250.223,587.5,12.2106
250.725,588,12.3516
251.230,588.5,12.5820
251.739,589,12.6460
252.237,589.5,12.5104
252.733,590,12.6863
253.235,590.5,12.9232
253.726,591,13.1771
254.229,591.5,13.4085
254.728,592,13.4806
255.238,592.5,13.8949
255.754,593,14.2490
256.258,593.5,14.3495
256.751,594,14.4189
257.233,594.5,14.4878
257.728,595,14.7004
258.231,595.5,14.8330
258.722,596,14.6863
259.212,596.5,14.6538
259.731,597,14.9711
260.228,597.5,15.0722
260.709,598,15.1446
261.222,598.5,15.3881
261.728,599,15.6801
262.219,599.5,15.8260
262.715,600,15.8125
263.226,600.5,15.9962
263.722,601,16.3869
264.215,601.5,16.7164
264.704,602,16.7927
265.206,602.5,16.7963
265.709,603,17.0608
266.209,603.5,17.4775
266.705,604,17.8495
267.199,604.5,17.9834
267.716,605,18.0768
268.201,605.5,18.2618
268.696,606,18.5152
269.190,606.5,18.8178
269.677,607,18.9568
270.161,607.5,19.0846
270.676,608,19.3786
271.195,608.5,19.5108
271.672,609,19.7252
272.183,609.5,19.7130
272.683,610,19.9000
273.188,610.5,20.2432
273.657,611,20.5261
274.168,611.5,20.7283
274.687,612,20.9732
275.190,612.5,21.3290
275.689,613,21.8021
276.173,613.5,22.0482
276.673,614,22.1840
277.167,614.5,22.8370
277.657,615,23.3923
278.145,615.5,23.9389
278.664,616,24.4837
279.146,616.5,24.9815
279.637,617,25.0747
280.137,617.5,24.6161
280.651,618,24.1502
281.154,618.5,23.9763
281.636,619,24.1311
282.151,619.5,24.4244
282.624,620,24.8641
283.119,620.5,25.0901
283.607,621,25.7461
284.097,621.5,26.2315
284.604,622,26.7281
285.113,622.5,26.8256
285.624,623,27.2137
286.126,623.5,27.6988
286.606,624,28.1619
287.091,624.5,28.6168
287.594,625,29.0547
288.089,625.5,29.1802
288.604,626,29.6601
289.093,626.5,30.2720
289.568,627,30.6638
290.064,627.5,30.8106
290.559,628,31.2428
291.052,628.5,31.6995
291.585,629,31.7714
292.072,629.5,31.9939
292.538,630,32.4128
293.049,630.5,33.0830
293.569,631,33.7376
294.080,631.5,34.3645
294.555,632,34.8098
295.064,632.5,35.2626
295.560,633,36.0509
296.057,633.5,36.3750
296.555,634,36.6923
297.058,634.5,37.5235
297.531,635,37.9791
298.033,635.5,38.6318
298.498,636,39.2862
298.998,636.5,39.7881
299.513,637,40.3390
299.999,637.5,40.8277
300.511,638,41.5221
300.993,638.5,42.2088
301.490,639,42.7698
301.988,639.5,43.7927
302.481,640,44.2435
302.979,640.5,44.6574
303.472,641,45.6911
303.946,641.5,46.4606
304.439,642,47.5173
304.948,642.5,48.0991
305.447,643,49.1411
305.927,643.5,49.7050
306.420,644,50.7483
306.926,644.5,52.5887
307.423,645,53.8117
307.902,645.5,54.6578
308.409,646,55.6324
308.912,646.5,56.2101
309.378,647,56.7537
309.872,647.5,56.0057
310.368,648,53.5333
310.878,648.5,50.0939
311.358,649,47.4138
311.844,649.5,45.8740
312.325,650,45.4131
312.832,650.5,46.8965
313.329,651,51.0050
313.809,651.5,56.4837
314.298,652,62.0106
314.796,652.5,67.2644
315.297,653,72.0519
315.777,653.5,76.8891
316.253,654,82.1828
316.736,654.5,88.3617
317.234,655,95.8965
317.738,655.5,105.6441
318.210,656,118.1336
318.664,656.5,134.5681
319.132,657,158.1444
319.629,657.5,190.7813
320.107,658,228.0046
320.565,658.5,266.7105
321.061,659,307.9539
321.524,659.5,343.2439
321.962,660,372.3925
322.357,660.5,393.9800
322.743,661,412.1026
323.126,661.5,427.2216
323.506,662,439.3966
323.890,662.5,448.3526
324.260,663,455.1247
324.628,663.5,460.2891
325.001,664,464.0409
325.350,664.5,466.4811
325.696,665,468.1897
326.041,665.5,469.2427
326.390,666,469.5206
326.739,666.5,469.5709
327.090,667,469.3795
327.442,667.5,468.7914
327.784,668,468.0287
328.129,668.5,467.0609
328.483,669,465.7952
328.824,669.5,464.6879
329.179,670,463.4169
329.549,670.5,461.9755
329.920,671,460.6290
330.301,671.5,459.2936
330.683,672,457.9958
331.064,672.5,456.6868
331.444,673,455.1404
331.861,673.5,453.3414
332.262,674,451.6608
332.664,674.5,449.9771
333.084,675,448.0565
333.498,675.5,445.7133
333.909,676,443.1086
334.353,676.5,440.2203
334.810,677,437.1390
335.260,677.5,434.1330
335.703,678,431.1451
336.152,678.5,428.2379
336.621,679,425.5394
337.105,679.5,422.5223
337.576,680,419.7155
338.071,680.5,416.4050
338.542,681,413.0611
339.079,681.5,408.6814
339.541,682,404.9123
340.075,682.5,400.6998
340.567,683,396.3313
341.133,683.5,391.7593
341.624,684,387.9769
342.137,684.5,384.8134
342.703,685,382.3351
343.235,685.5,381.5898
343.794,686,382.7012
344.350,686.5,385.0605
344.900,687,387.1596
345.489,687.5,388.5350
346.076,688,388.9133
346.671,688.5,388.7841
347.307,689,387.9942
347.928,689.5,387.9085
348.500,690,388.5276
349.109,690.5,389.9254
349.711,691,391.1979
350.283,691.5,392.6595
350.833,692,393.7533
351.404,692.5,394.6197
351.958,693,395.3451
352.507,693.5,396.3094
353.039,694,397.8200
353.575,694.5,399.5322
354.093,695,401.6195
354.617,695.5,403.4043
355.134,696,405.1757
355.609,696.5,406.1228
356.097,697,404.7728
356.622,697.5,400.9756
357.121,698,396.2769
357.600,698.5,390.8858
358.114,699,384.2106
358.600,699.5,377.6876
359.121,700,371.1779
359.597,700.5,365.6395
360.111,701,360.0951
360.607,701.5,354.3340
361.113,702,348.3280
361.655,702.5,341.3339
362.159,703,334.3819
362.679,703.5,327.3400
363.223,704,319.8777
363.788,704.5,312.8692
364.339,705,307.0008
364.873,705.5,303.0974
365.440,706,301.4480
366.014,706.5,302.9211
366.581,707,307.2896
367.122,707.5,313.4682
367.699,708,320.5838
368.269,708.5,326.5790
368.832,709,330.5180
369.398,709.5,332.0191
369.931,710,331.6224
370.472,710.5,330.7627
371.036,711,329.4353
371.573,711.5,328.5739
372.137,712,327.0182
372.694,712.5,325.3571
373.207,713,324.3970
373.740,713.5,325.0680
374.254,714,327.6451
374.746,714.5,331.2544
375.254,715,335.9308
375.785,715.5,341.1359
376.370,716,346.3040
376.994,716.5,351.2915
377.522,717,354.5039
378.086,717.5,356.7509
378.677,718,357.1787
379.196,718.5,356.2354
379.690,719,354.2064
380.178,719.5,351.1588
380.657,720,347.9453
381.162,720.5,344.6085
381.634,721,341.2078
382.112,721.5,337.5326
382.580,722,333.9377
383.042,722.5,330.1617
383.519,723,326.7237
383.984,723.5,322.5623
384.447,724,318.0118
384.947,724.5,312.6321
385.419,725,307.5813
385.876,725.5,303.2460
386.353,726,299.5319
386.847,726.5,296.7040
387.394,727,294.9974
387.916,727.5,295.5401
388.488,728,298.6506
388.992,728.5,303.2082
389.522,729,308.9770
390.052,729.5,315.5378
390.567,730,320.5517
391.077,730.5,323.4491
391.623,731,322.9628
392.144,731.5,319.8779
392.642,732,316.1334
393.120,732.5,312.0865
393.615,733,307.7398
394.133,733.5,303.4947
394.627,734,299.8207
395.089,734.5,296.6551
395.637,735,291.5547
396.200,735.5,284.2130
396.786,736,274.9470
397.396,736.5,264.5893
397.984,737,253.9701
398.556,737.5,244.2891
399.093,738,236.3784
399.634,738.5,230.1492
400.152,739,227.1140
400.740,739.5,229.2775
401.339,740,235.4939
401.947,740.5,243.3777
402.515,741,248.8366
403.000,741.5,250.0897
403.312,742,248.4395
403.632,742.5,245.6769
403.965,743,241.2319
404.423,743.5,232.4970
405.001,744,218.4321
405.678,744.5,197.1559
406.314,745,174.4032
406.908,745.5,150.7561
407.492,746,126.2076
408.243,746.5,95.0567
408.975,747,68.0270
409.554,747.5,50.4162
410.338,748,32.9909
411.059,748.5,21.7330
411.733,749,15.0229
412.493,749.5,10.2818
413.218,750,7.4004
413.917,750.5,5.8546
414.636,751,5.0881
415.270,751.5,4.3078
415.962,752,3.3833
416.601,752.5,3.0413
417.219,753,2.8826
417.842,753.5,2.8556
418.424,754,2.6987
419.028,754.5,2.8489
419.621,755,2.6678
420.194,755.5,2.7104
420.747,756,2.4868
421.303,756.5,2.4587
421.845,757,2.2885
422.359,757.5,2.3843
422.892,758,2.4910
423.422,758.5,2.4416
423.978,759,2.4666
424.469,759.5,2.2109
425.020,760,1.8623
425.503,760.5,2.0702
426.028,761,1.7999
426.528,761.5,1.9276
426.999,762,1.8171
427.521,762.5,1.9630
428.021,763,2.0271
428.518,763.5,2.3433
429.021,764,2.2198
429.496,764.5,2.4532
430.014,765,2.3460
430.506,765.5,2.4130
431.015,766,2.3669
431.491,766.5,2.0045
431.969,767,2.2143
432.451,767.5,2.2368
432.938,768,2.1365
433.438,768.5,2.0617
433.932,769,1.9004
434.432,769.5,1.8997
434.912,770,1.9087
435.395,770.5,2.0742
435.883,771,2.0193
436.374,771.5,2.0327
436.840,772,1.9246
437.306,772.5,1.8342
437.795,773,2.0321
438.285,773.5,2.1702
438.782,774,2.0147
439.266,774.5,1.8605
439.736,775,1.7591
440.232,775.5,1.7193
440.746,776,1.7752
441.234,776.5,1.6345
441.716,777,1.4954
442.212,777.5,1.5050
442.711,778,1.3159
443.209,778.5,1.2379
443.695,779,1.3132
444.176,779.5,1.2827
444.651,780,1.2677
445.119,780.5,1.0704
445.616,781,1.2997
446.094,781.5,1.1998
446.568,782,0.8982
447.091,782.5,1.1711
447.546,783,0.8595
448.059,783.5,0.8560
448.525,784,0.9742
449.024,784.5,0.7846
449.513,785,0.7394
449.991,785.5,1.1761
450.488,786,0.9297
450.956,786.5,0.8376
451.466,787,0.7253
451.982,787.5,0.6475
452.449,788,0.4266
452.943,788.5,0.7345
453.412,789,0.5019
453.925,789.5,0.4574
454.406,790,0.6002
454.886,790.5,0.4019
455.390,791,0.4074
455.882,791.5,0.3368
456.379,792,0.4413
456.885,792.5,0.3621
457.379,793,0.4778
457.857,793.5,0.3993
458.344,794,0.3252
458.845,794.5,0.3540
459.332,795,0.4489
459.824,795.5,0.4847
460.335,796,0.1507
460.824,796.5,0.0079
461.295,797,0.0781
461.780,797.5,0.1819
462.273,798,0.2709
462.786,798.5,0.1887
463.279,799,0.0865
463.768,799.5,0.0822
464.246,800,0.0334
464.742,800.5,-0.0928
465.248,801,-0.1333
465.727,801.5,-0.2363
466.218,802,-0.3101
466.718,802.5,-0.2152
467.214,803,-0.4911
467.709,803.5,-0.6952
468.212,804,-0.5101
468.689,804.5,-0.4294
469.178,805,-0.3302
469.675,805.5,-0.4626
470.172,806,-0.6701
470.668,806.5,-0.5886
