time,Temp,TGA
[s],[K],[mg]
24.9,322.5,3.9301
33.6,323,3.9299
38.9,323.5,3.9298
43.1,324,3.9296
46.6,324.5,3.9303
49.6,325,3.9295
52.3,325.5,3.93
54.9,326,3.9305
57.3,326.5,3.93
59.5,327,3.9297
61.6,327.5,3.9295
63.6,328,3.9298
65.5,328.5,3.9315
67.3,329,3.9313
69.1,329.5,3.9303
70.8,330,3.9303
72.5,330.5,3.9307
74.1,331,3.931
75.7,331.5,3.9311
77.2,332,3.9298
78.7,332.5,3.9289
80.2,333,3.9294
81.7,333.5,3.9303
83.1,334,3.9303
84.5,334.5,3.9305
85.9,335,3.9303
87.3,335.5,3.9289
88.6,336,3.9281
89.9,336.5,3.9289
91.2,337,3.9302
92.5,337.5,3.9308
93.8,338,3.9307
95.1,338.5,3.9298
96.3,339,3.9294
97.6,339.5,3.9297
98.8,340,3.9293
100.1,340.5,3.929
101.3,341,3.9295
102.5,341.5,3.9292
103.7,342,3.9295
104.8,342.5,3.9296
106,343,3.9299
107.2,343.5,3.9295
108.4,344,3.9303
109.5,344.5,3.9303
110.7,345,3.9301
111.8,345.5,3.9299
113,346,3.9299
114.1,346.5,3.9304
115.3,347,3.9312
116.4,347.5,3.9316
117.5,348,3.9309
118.6,348.5,3.9306
119.8,349,3.9315
120.9,349.5,3.9315
122,350,3.9304
123.1,350.5,3.93
124.2,351,3.9302
125.2,351.5,3.9303
126.3,352,3.9307
127.4,352.5,3.9313
128.5,353,3.9312
129.6,353.5,3.9306
130.7,354,3.931
131.8,354.5,3.9305
132.9,355,3.9305
133.9,355.5,3.9303
135,356,3.9288
136.1,356.5,3.9293
137.1,357,3.9299
138.2,357.5,3.9298
139.3,358,3.9306
140.3,358.5,3.9297
141.4,359,3.9307
142.4,359.5,3.9306
143.5,360,3.9306
144.5,360.5,3.93
145.6,361,3.9305
146.6,361.5,3.9298
147.6,362,3.9295
148.7,362.5,3.9303
149.7,363,3.9291
150.7,363.5,3.9293
151.8,364,3.9302
152.8,364.5,3.9291
153.9,365,3.9294
