time,Temp,Heat Flow Rate
[s],[K],[mW/mg]
31.2,322.5,0.04848
39.5,323,0.08541
45.5,323.5,0.12672
50.2,324,0.15232
54.4,324.5,0.18048
58.1,325,0.20016
61.4,325.5,0.22436
64.5,326,0.2397
67.3,326.5,0.25597
70,327,0.2726
72.6,327.5,0.28457
75.1,328,0.29784
77.5,328.5,0.30952
79.8,329,0.31603
82.1,329.5,0.324
84.3,330,0.33552
86.4,330.5,0.34128
88.5,331,0.35136
90.5,331.5,0.36803
92.5,332,0.36852
94.5,332.5,0.3723
96.5,333,0.36894
98.4,333.5,0.38776
100.3,334,0.3886
102.1,334.5,0.39837
104,335,0.40404
105.8,335.5,0.40866
107.6,336,0.41144
109.4,336.5,0.4172
111.2,337,0.4215
112.9,337.5,0.41748
114.7,338,0.42624
116.4,338.5,0.4321
118.1,339,0.43508
119.9,339.5,0.43508
121.6,340,0.43956
123.2,340.5,0.44545
124.9,341,0.444
126.6,341.5,0.453
128.3,342,0.45276
129.9,342.5,0.44998
131.6,343,0.45602
133.2,343.5,0.45602
134.9,344,0.459
136.5,344.5,0.4636
138.2,345,0.46818
139.8,345.5,0.46971
141.4,346,0.46818
143,346.5,0.47895
144.7,347,0.48513
146.3,347.5,0.48516
147.9,348,0.47736
149.5,348.5,0.47894
151.1,349,0.4774
152.7,349.5,0.47895
154.3,350,0.4929
155.9,350.5,0.4898
157.5,351,0.49612
159.1,351.5,0.49612
160.7,352,0.49926
162.3,352.5,0.49926
163.9,353,0.50085
165.5,353.5,0.50244
167.1,354,0.5056
168.6,354.5,0.50876
170.2,355,0.51037
171.8,355.5,0.50562
173.4,356,0.5104
174.9,356.5,0.51198
176.5,357,0.5104
178.1,357.5,0.51198
179.7,358,0.512
181.2,358.5,0.50402
182.8,359,0.50876
184.3,359.5,0.51034
185.9,360,0.51039
187.4,360.5,0.50711
189,361,0.50397
190.6,361.5,0.50397
192.1,362,0.50375
193.7,362.5,0.50065
195.2,363,0.507
196.7,363.5,0.50375
198.3,364,0.5005
199.8,364.5,0.50204
201.4,365,0.50544
202.9,365.5,0.50375
204.4,366,0.51025
206,366.5,0.50868
207.5,367,0.50375
209.1,367.5,0.50204
210.6,368,0.50856
212.1,368.5,0.50666
213.6,369,0.5084
215.2,369.5,0.50512
216.7,370,0.50512
218.2,370.5,0.50358
219.7,371,0.50685
221.3,371.5,0.5148
222.8,372,0.51653
224.3,372.5,0.5148
225.8,373,0.51305
227.3,373.5,0.51168
228.8,374,0.51636
230.4,374.5,0.5181
231.9,375,0.51982
233.4,375.5,0.51792
234.9,376,0.52298
236.4,376.5,0.52614
237.9,377,0.52614
239.4,377.5,0.52629
240.9,378,0.52629
242.4,378.5,0.5296
243.9,379,0.5296
245.5,379.5,0.53291
247,380,0.5328
248.5,380.5,0.53106
250,381,0.5344
251.5,381.5,0.53613
252.9,382,0.53784
254.4,382.5,0.54108
255.9,383,0.54096
257.4,383.5,0.54448
258.9,384,0.54448
260.4,384.5,0.54442
261.9,385,0.54605
263.4,385.5,0.54918
264.9,386,0.5508
266.4,386.5,0.55268
267.9,387,0.55275
269.3,387.5,0.55608
270.9,388,0.55601
272.4,388.5,0.56108
273.9,389,0.56616
275.4,389.5,0.57104
276.8,390,0.5729
278.3,390.5,0.56784
279.8,391,0.57798
281.3,391.5,0.57456
282.8,392,0.58625
284.3,392.5,0.58647
285.8,393,0.588
287.2,393.5,0.5915
288.7,394,0.60323
290.2,394.5,0.59664
291.7,395,0.60323
293.1,395.5,0.60342
294.6,396,0.61039
296.1,396.5,0.612
297.6,397,0.61359
299,397.5,0.6256
300.5,398,0.62192
302,398.5,0.63085
303.4,399,0.6327
304.9,399.5,0.63612
306.4,400,0.63426
307.8,400.5,0.64108
309.3,401,0.64328
310.8,401.5,0.65472
312.2,402,0.65513
313.7,402.5,0.65472
315.2,403,0.65664
316.6,403.5,0.65664
318.1,404,0.65704
319.5,404.5,0.66542
321,405,0.66348
322.5,405.5,0.6708
323.9,406,0.67665
325.4,406.5,0.67424
326.8,407,0.67374
328.3,407.5,0.67424
329.7,408,0.6762
331.2,408.5,0.67374
332.6,409,0.68112
334.1,409.5,0.6831
