time,Temp,Heat Flow Rate
[s],[K],[mW/mg]
20.2,322,0.01312
35,322.5,0.08892
42.1,323,0.1302
47.4,323.5,0.159
51.8,324,0.1845
55.7,324.5,0.2077
59.3,325,0.2265
62.4,325.5,0.24613
65.4,326,0.26505
68.3,326.5,0.27482
70.9,327,0.28841
73.5,327.5,0.30351
76,328,0.312
78.3,328.5,0.3268
80.6,329,0.33376
82.8,329.5,0.33972
85,330,0.3495
87.1,330.5,0.35955
89.2,331,0.36784
91.3,331.5,0.38532
93.3,332,0.38403
95.2,332.5,0.38505
97.2,333,0.3822
99.1,333.5,0.39976
101,334,0.4005
102.8,334.5,0.40888
104.7,335,0.4095
106.5,335.5,0.41525
108.3,336,0.4185
110.1,336.5,0.42431
111.8,337,0.42864
113.6,337.5,0.426
115.3,338,0.4335
117.1,338.5,0.43488
118.8,339,0.4437
120.5,339.5,0.44092
122.2,340,0.44545
123.9,340.5,0.44992
125.6,341,0.44982
127.3,341.5,0.45594
129,342,0.46046
130.6,342.5,0.45451
132.3,343,0.46359
133.9,343.5,0.46056
135.6,344,0.46512
137.2,344.5,0.47124
138.9,345,0.4758
140.5,345.5,0.4743
142.1,346,0.47424
143.8,346.5,0.48495
145.4,347,0.49131
147,347.5,0.4867
148.6,348,0.4805
150.2,348.5,0.4836
151.9,349,0.4805
153.5,349.5,0.4836
155.1,350,0.4991
156.7,350.5,0.49767
158.3,351,0.49767
159.9,351.5,0.4992
161.5,352,0.5024
163.1,352.5,0.5024
164.7,353,0.50393
166.3,353.5,0.5056
167.9,354,0.50393
169.5,354.5,0.50715
171,355,0.5103
172.6,355.5,0.50393
174.2,356,0.50562
175.8,356.5,0.5104
177.4,357,0.512
178.9,357.5,0.51359
180.5,358,0.50562
182.1,358.5,0.50403
183.6,359,0.5104
185.2,359.5,0.50721
186.8,360,0.5104
188.3,360.5,0.51034
189.9,361,0.50718
191.5,361.5,0.50544
193,362,0.4991
194.6,362.5,0.49755
196.1,363,0.50711
197.7,363.5,0.50232
199.2,364,0.5005
200.7,364.5,0.5005
202.3,365,0.50388
203.8,365.5,0.5005
205.4,366,0.51012
206.9,366.5,0.50358
208.4,367,0.5053
210,367.5,0.50358
211.5,368,0.50685
213,368.5,0.50856
214.5,369,0.50685
216.1,369.5,0.50856
217.6,370,0.507
219.1,370.5,0.50358
220.7,371,0.50685
222.2,371.5,0.51339
223.7,372,0.5148
225.2,372.5,0.51636
226.7,373,0.51436
228.2,373.5,0.5146
229.7,374,0.51824
231.3,374.5,0.5214
232.8,375,0.5216
234.3,375.5,0.51744
235.8,376,0.52438
237.3,376.5,0.52629
238.8,377,0.52629
240.3,377.5,0.52629
241.8,378,0.52788
243.4,378.5,0.5328
244.9,379,0.53613
246.4,379.5,0.5344
247.9,380,0.53784
249.4,380.5,0.53452
250.9,381,0.53774
252.4,381.5,0.53774
253.9,382,0.53946
255.4,382.5,0.54432
256.9,383,0.54448
258.4,383.5,0.54776
259.8,384,0.54776
261.3,384.5,0.5511
262.8,385,0.54931
264.3,385.5,0.55104
265.8,386,0.55776
267.3,386.5,0.5561
268.8,387,0.5561
270.3,387.5,0.55942
271.8,388,0.561
273.2,388.5,0.561
274.7,389,0.56953
276.2,389.5,0.5746
277.7,390,0.5746
279.2,390.5,0.57768
280.7,391,0.58128
282.1,391.5,0.58301
283.6,392,0.5915
285.1,392.5,0.595
286.6,393,0.5916
288.1,393.5,0.59312
289.5,394,0.60698
291,394.5,0.60368
292.5,395,0.6086
293.9,395.5,0.6102
295.4,396,0.61698
296.9,396.5,0.6179
298.4,397,0.62113
299.8,397.5,0.63154
301.3,398,0.63169
302.7,398.5,0.64108
304.2,399,0.63984
305.7,399.5,0.6403
307.1,400,0.6417
308.6,400.5,0.64702
310.1,401,0.6555
311.5,401.5,0.66199
313,402,0.66199
314.4,402.5,0.66495
315.9,403,0.66495
317.4,403.5,0.66736
318.8,404,0.66392
320.3,404.5,0.67177
321.8,405,0.6693
323.2,405.5,0.67816
324.7,406,0.68456
326.1,406.5,0.68112
327.6,407,0.68456
329,407.5,0.6831
330.5,408,0.68456
331.9,408.5,0.6831
333.4,409,0.68655
334.8,409.5,0.68854
336.3,410,0.68904
337.7,410.5,0.68706
339.2,411,0.69546
340.6,411.5,0.69
342,412,0.698
343.5,412.5,0.694
344.9,413,0.69747
346.4,413.5,0.69488
347.8,414,0.70035
349.3,414.5,0.696
350.7,415,0.70296
352.1,415.5,0.698
353.6,416,0.707
355,416.5,0.70551
356.4,417,0.7
357.9,417.5,0.7035
359.3,418,0.7134
360.7,418.5,0.70992
362.1,419,0.70992
363.6,419.5,0.72306
365,420,0.71196
366.4,420.5,0.71545
367.9,421,0.71604
369.3,421.5,0.71253
370.7,422,0.71808
372.1,422.5,0.7216
373.5,423,0.71604
375,423.5,0.72176
376.4,424,0.72365
377.8,424.5,0.72176
379.3,425,0.72657
380.7,425.5,0.728
382.1,426,0.72657
383.5,426.5,0.72657
385,427,0.73359
386.4,427.5,0.73216
387.8,428,0.73568
389.2,428.5,0.7385
390.7,429,0.74048
392.1,429.5,0.73568
393.5,430,0.7392
394.9,430.5,0.7392
396.3,431,0.7413
397.8,431.5,0.7392
399.2,432,0.73777
400.6,432.5,0.74624
402,433,0.74694
403.4,433.5,0.7455
404.8,434,0.7452
406.3,434.5,0.74836
407.7,435,0.756
409.1,435.5,0.75114
410.5,436,0.75384
412,436.5,0.75402
413.4,437,0.75465
414.8,437.5,0.75895
416.2,438,0.75465
417.6,438.5,0.75816
419.1,439,0.75816
420.5,439.5,0.76818
421.9,440,0.77088
423.3,440.5,0.77307
424.7,441,0.76954
426.2,441.5,0.76818
427.6,442,0.78013
429,442.5,0.78234
430.4,443,0.7881
431.8,443.5,0.7881
433.2,444,0.79165
434.6,444.5,0.79778
436.1,445,0.79552
437.5,445.5,0.7952
438.9,446,0.80004
440.3,446.5,0.80358
441.7,447,0.81039
443.1,447.5,0.81066
444.5,448,0.81
445.9,448.5,0.81783
447.3,449,0.82134
448.7,449.5,0.8272
450.2,450,0.83424
451.6,450.5,0.83308
453,451,0.83308
454.4,451.5,0.84135
455.8,452,0.84016
457.2,452.5,0.84135
458.6,453,0.852
460,453.5,0.85796
461.4,454,0.8591
462.8,454.5,0.86132
464.3,455,0.86975
465.7,455.5,0.87108
467.1,456,0.87576
468.5,456.5,0.86975
469.9,457,0.8771
471.3,457.5,0.87596
472.7,458,0.8804
474.1,458.5,0.88179
475.5,459,0.89142
476.9,459.5,0.89
478.3,460,0.89105
479.7,460.5,0.8925
481.1,461,0.89964
482.5,461.5,0.8946
483.9,462,0.8975
485.3,462.5,0.89607
486.7,463,0.90574
488.1,463.5,0.90216
489.5,464,0.91035
490.9,464.5,0.9159
492.3,465,0.90574
493.7,465.5,0.90678
495.1,466,0.89815
496.5,466.5,0.89815
497.9,467,0.90068
499.3,467.5,0.90525
500.7,468,0.9078
502.1,468.5,0.90468
503.5,469,0.90678
504.9,469.5,0.9072
506.3,470,0.90678
507.7,470.5,0.90216
509.1,471,0.90424
510.5,471.5,0.90678
511.9,472,0.90574
513.3,472.5,0.89964
514.7,473,0.89858
516.1,473.5,0.89964
517.5,474,0.89712
518.9,474.5,0.8925
520.3,475,0.89142
521.7,475.5,0.89356
523.1,476,0.88536
524.5,476.5,0.89208
525.9,477,0.88673
527.3,477.5,0.88784
528.7,478,0.88314
530.1,478.5,0.88893
531.5,479,0.8856
532.9,479.5,0.87822
534.3,480,0.88179
535.7,480.5,0.88179
537.1,481,0.8771
538.5,481.5,0.8712
539.9,482,0.8771
541.3,482.5,0.88426
542.7,483,0.88068
544.1,483.5,0.88426
545.5,484,0.8856
546.9,484.5,0.88179
548.3,485,0.88068
549.7,485.5,0.89356
551.1,486,0.88784
552.5,486.5,0.88288
553.9,487,0.87955
555.3,487.5,0.88572
556.7,488,0.87822
558.1,488.5,0.88536
559.5,489,0.88784
560.8,489.5,0.8925
562.3,490,0.88956
563.7,490.5,0.88893
565.1,491,0.89391
566.4,491.5,0.8925
567.8,492,0.89607
569.2,492.5,0.89607
570.6,493,0.89858
572,493.5,0.90216
573.4,494,0.895
574.8,494.5,0.9072
576.2,495,0.89858
577.6,495.5,0.8925
579,496,0.89391
580.4,496.5,0.895
581.8,497,0.89356
583.2,497.5,0.90109
584.6,498,0.89607
586,498.5,0.89607
587.4,499,0.8925
588.8,499.5,0.89607
590.2,500,0.88644
591.6,500.5,0.89391
593,501,0.88426
594.4,501.5,0.8771
595.8,502,0.88426
597.2,502.5,0.88314
598.6,503,0.87576
600,503.5,0.87352
601.4,504,0.87108
602.8,504.5,0.86636
604.2,505,0.86394
605.6,505.5,0.8592
607,506,0.8592
608.4,506.5,0.85442
609.8,507,0.85562
611.2,507.5,0.84966
612.6,508,0.8616
614,508.5,0.8413
615.4,509,0.8413
616.8,509.5,0.84488
618.1,510,0.83752
619.5,510.5,0.8316
620.9,511,0.83622
622.3,511.5,0.8424
623.7,512,0.83288
