Temp,time,TGA,DSC
330.6,227.3,3.9812,7.82E-02
330.7,229.5,3.9812,8.05E-02
330.8,231.7,3.9814,7.95E-02
330.9,233.8,3.9819,7.81E-02
331.0,236.0,3.9819,8.06E-02
331.1,238.2,3.9808,7.92E-02
331.2,240.3,3.9809,7.93E-02
331.3,242.5,3.9810,8.25E-02
331.4,244.6,3.9812,8.02E-02
331.5,246.8,3.9811,7.97E-02
331.6,248.9,3.9825,8.08E-02
331.7,251.1,3.9825,8.04E-02
331.8,253.2,3.9823,8.37E-02
331.9,255.4,3.9812,8.33E-02
332.0,257.5,3.9812,8.03E-02
332.1,259.7,3.9812,8.19E-02
332.2,261.8,3.9812,8.21E-02
332.3,264.0,3.9812,8.36E-02
332.4,266.1,3.9812,8.34E-02
332.5,268.2,3.9812,8.18E-02
332.6,270.3,3.9812,8.40E-02
332.7,272.4,3.9813,8.32E-02
332.8,274.5,3.9799,8.30E-02
332.9,276.6,3.9810,8.29E-02
333.0,278.7,3.9812,8.25E-02
333.1,280.8,3.9812,8.49E-02
333.2,282.9,3.9812,8.32E-02
333.3,285.0,3.9812,8.36E-02
333.4,287.1,3.9812,8.49E-02
333.5,289.2,3.9812,8.54E-02
333.6,291.3,3.9813,8.31E-02
333.7,293.4,3.9805,8.37E-02
333.8,295.5,3.9812,8.54E-02
333.9,297.5,3.9818,8.51E-02
334.0,299.6,3.9819,8.55E-02
334.1,301.7,3.9819,8.80E-02
334.2,303.7,3.9819,8.70E-02
334.3,305.8,3.9819,8.63E-02
334.4,307.8,3.9813,8.71E-02
334.5,309.9,3.9812,8.91E-02
334.6,312.0,3.9812,8.73E-02
334.7,314.1,3.9812,8.78E-02
334.8,316.2,3.9812,8.72E-02
334.9,318.2,3.9815,8.72E-02
335.0,320.3,3.9825,8.52E-02
335.1,322.4,3.9825,8.77E-02
335.2,324.4,3.9825,8.58E-02
335.3,326.5,3.9825,8.70E-02
335.4,328.6,3.9818,8.42E-02
335.5,330.6,3.9812,8.56E-02
335.6,332.7,3.9812,8.54E-02
335.7,334.8,3.9812,8.64E-02
335.8,336.8,3.9812,8.78E-02
335.9,338.9,3.9812,8.65E-02
336.0,341.0,3.9812,8.68E-02
336.1,343.1,3.9812,8.70E-02
336.2,345.2,3.9812,8.63E-02
336.3,347.3,3.9811,8.44E-02
336.4,349.3,3.9822,8.64E-02
336.5,351.4,3.9815,8.68E-02
336.6,353.5,3.9815,8.59E-02
336.7,355.5,3.9815,8.75E-02
336.8,357.6,3.9815,8.68E-02
336.9,359.6,3.9815,8.71E-02
337.0,361.7,3.9815,8.77E-02
337.1,363.7,3.9815,8.81E-02
337.2,365.8,3.9815,8.79E-02
337.3,367.9,3.9815,8.80E-02
337.4,369.9,3.9815,8.80E-02
337.5,371.9,3.9815,8.67E-02
337.6,374.0,3.9815,8.67E-02
337.7,376.0,3.9815,8.78E-02
337.8,378.1,3.9815,8.90E-02
337.9,380.1,3.9815,8.86E-02
338.0,382.2,3.9830,8.92E-02
338.1,384.2,3.9829,8.94E-02
338.2,386.3,3.9825,8.92E-02
338.3,388.3,3.9811,8.98E-02
338.4,390.4,3.9806,8.90E-02
338.5,392.4,3.9806,8.93E-02
338.6,394.5,3.9806,8.98E-02
338.7,396.6,3.9819,9.03E-02
338.8,398.6,3.9819,8.87E-02
338.9,400.6,3.9819,9.18E-02
339.0,402.7,3.9819,8.90E-02
339.1,404.7,3.9820,9.08E-02
339.2,406.8,3.9808,8.80E-02
339.3,408.8,3.9809,8.81E-02
339.4,410.9,3.9809,9.01E-02
339.5,413.0,3.9809,8.92E-02
339.6,415.0,3.9809,8.88E-02
339.7,417.1,3.9813,8.84E-02
339.8,419.1,3.9822,8.75E-02
339.9,421.2,3.9822,9.10E-02
340.0,423.2,3.9822,8.90E-02
340.1,425.3,3.9822,8.78E-02
340.2,427.3,3.9822,8.92E-02
340.3,429.4,3.9822,9.07E-02
340.4,431.4,3.9822,8.87E-02
340.5,433.4,3.9826,8.92E-02
340.6,435.5,3.9832,8.84E-02
340.7,437.5,3.9830,9.05E-02
340.8,439.6,3.9829,9.11E-02
340.9,441.7,3.9828,9.00E-02
341.0,443.7,3.9824,8.68E-02
341.1,445.8,3.9815,8.89E-02
341.2,447.8,3.9815,8.91E-02
341.3,449.8,3.9815,8.79E-02
341.4,451.9,3.9816,8.71E-02
341.5,453.9,3.9806,9.01E-02
341.6,455.9,3.9806,8.91E-02
341.7,458.0,3.9805,8.89E-02
341.8,460.0,3.9819,9.14E-02
341.9,462.0,3.9805,8.92E-02
342.0,464.0,3.9806,9.13E-02
342.1,466.1,3.9806,8.90E-02
342.2,468.1,3.9806,9.20E-02
342.3,470.1,3.9805,8.97E-02
342.4,472.1,3.9813,8.99E-02
342.5,474.2,3.9815,8.83E-02
342.6,476.2,3.9815,8.84E-02
342.7,478.2,3.9805,9.19E-02
342.8,480.2,3.9806,9.00E-02
342.9,482.2,3.9806,9.04E-02
343.0,484.2,3.9816,9.15E-02
343.1,486.2,3.9815,9.24E-02
343.2,488.3,3.9815,9.16E-02
343.3,490.3,3.9815,9.39E-02
343.4,492.3,3.9815,9.37E-02
343.5,494.3,3.9816,9.05E-02
343.6,496.4,3.9801,9.51E-02
343.7,498.4,3.9802,9.21E-02
343.8,500.4,3.9802,9.40E-02
343.9,502.4,3.9802,9.22E-02
344.0,504.4,3.9803,9.37E-02
344.1,506.4,3.9809,9.50E-02
344.2,508.4,3.9809,9.53E-02
344.3,510.4,3.9810,9.40E-02
344.4,512.4,3.9816,9.48E-02
344.5,514.5,3.9815,9.43E-02
344.6,516.5,3.9815,9.76E-02
344.7,518.5,3.9815,9.46E-02
344.8,520.5,3.9815,9.41E-02
344.9,522.5,3.9815,9.49E-02
345.0,524.5,3.9816,9.61E-02
345.1,526.5,3.9808,9.43E-02
345.2,528.6,3.9805,9.33E-02
345.3,530.6,3.9802,9.44E-02
345.4,532.6,3.9812,9.60E-02
345.5,534.6,3.9815,9.49E-02
345.6,536.6,3.9815,9.37E-02
345.7,538.6,3.9813,9.40E-02
345.8,540.6,3.9812,9.41E-02
345.9,542.6,3.9812,9.39E-02
346.0,544.6,3.9808,9.73E-02
346.1,546.6,3.9806,9.38E-02
346.2,548.6,3.9806,9.39E-02
346.3,550.7,3.9806,9.27E-02
346.4,552.7,3.9798,9.13E-02
346.5,554.7,3.9799,9.34E-02
346.6,556.7,3.9799,9.35E-02
346.7,558.7,3.9799,9.40E-02
346.8,560.7,3.9799,9.16E-02
346.9,562.7,3.9799,9.56E-02
347.0,564.8,3.9799,9.42E-02
347.1,566.8,3.9799,9.44E-02
347.2,568.8,3.9798,9.33E-02
347.3,570.8,3.9811,9.39E-02
347.4,572.8,3.9812,9.49E-02
347.5,574.8,3.9812,9.18E-02
347.6,576.9,3.9812,9.42E-02
347.7,578.9,3.9812,9.46E-02
347.8,580.9,3.9812,9.47E-02
347.9,582.9,3.9812,9.57E-02
348.0,585.0,3.9806,9.46E-02
348.1,587.0,3.9799,9.41E-02
348.2,589.0,3.9799,9.41E-02
348.3,591.0,3.9799,9.37E-02
348.4,593.0,3.9799,9.39E-02
348.5,595.1,3.9799,9.27E-02
348.6,597.1,3.9798,9.57E-02
348.7,599.1,3.9799,9.34E-02
348.8,601.1,3.9799,9.34E-02
348.9,603.1,3.9799,9.32E-02
349.0,605.1,3.9799,9.40E-02
349.1,607.1,3.9799,9.48E-02
349.2,609.2,3.9799,9.20E-02
349.3,611.2,3.9799,9.30E-02
349.4,613.2,3.9799,9.28E-02
349.5,615.2,3.9799,9.22E-02
349.6,617.2,3.9799,9.14E-02
349.7,619.2,3.9799,9.04E-02
349.8,621.2,3.9798,9.25E-02
349.9,623.3,3.9796,9.20E-02
350.0,625.3,3.9810,9.05E-02
350.1,627.3,3.9806,8.98E-02
350.2,629.3,3.9799,9.20E-02
350.3,631.3,3.9799,9.24E-02
350.4,633.3,3.9799,9.13E-02
350.5,635.3,3.9799,9.26E-02
350.6,637.4,3.9799,9.23E-02
350.7,639.4,3.9800,9.39E-02
350.8,641.4,3.9784,9.10E-02
350.9,643.4,3.9786,9.22E-02
351.0,645.4,3.9786,9.28E-02
351.1,647.4,3.9786,9.10E-02
351.2,649.4,3.9786,9.15E-02
351.3,651.4,3.9786,9.24E-02
351.4,653.4,3.9786,9.12E-02
351.5,655.4,3.9786,9.11E-02
351.6,657.4,3.9786,9.28E-02
351.7,659.4,3.9785,9.18E-02
351.8,661.4,3.9793,9.08E-02
351.9,663.5,3.9792,9.05E-02
352.0,665.5,3.9792,9.19E-02
352.1,667.5,3.9792,9.17E-02
352.2,669.5,3.9796,9.02E-02
352.3,671.5,3.9796,9.14E-02
352.4,673.5,3.9797,9.17E-02
352.5,675.5,3.9802,9.07E-02
352.6,677.5,3.9802,9.23E-02
352.7,679.6,3.9802,9.03E-02
352.8,681.6,3.9802,9.29E-02
352.9,683.6,3.9801,9.18E-02
353.0,685.6,3.9788,9.13E-02
353.1,687.6,3.9789,9.35E-02
353.2,689.6,3.9789,9.36E-02
353.3,691.7,3.9789,9.29E-02
353.4,693.7,3.9788,9.41E-02
353.5,695.7,3.9800,9.38E-02
353.6,697.7,3.9799,9.33E-02
353.7,699.7,3.9799,9.48E-02
353.8,701.7,3.9799,9.44E-02
353.9,703.7,3.9799,9.32E-02
354.0,705.7,3.9794,9.57E-02
354.1,707.8,3.9792,9.38E-02
354.2,709.8,3.9792,9.36E-02
354.3,711.8,3.9792,9.43E-02
354.4,713.8,3.9787,9.42E-02
354.5,715.8,3.9786,9.30E-02
354.6,717.8,3.9786,9.31E-02
354.7,719.8,3.9789,9.28E-02
354.8,721.9,3.9789,9.44E-02
354.9,723.9,3.9789,9.23E-02
355.0,725.9,3.9789,9.21E-02
355.1,727.9,3.9782,9.36E-02
355.2,730.0,3.9782,9.11E-02
355.3,732.0,3.9782,9.34E-02
355.4,734.0,3.9782,9.23E-02
355.5,736.0,3.9782,9.40E-02
355.6,738.1,3.9782,9.19E-02
355.7,740.1,3.9782,9.35E-02
355.8,742.1,3.9782,9.26E-02
355.9,744.1,3.9782,9.29E-02
356.0,746.2,3.9782,9.16E-02
356.1,748.2,3.9782,9.20E-02
356.2,750.3,3.9782,9.16E-02
356.3,752.3,3.9783,8.98E-02
356.4,754.3,3.9784,9.04E-02
356.5,756.4,3.9789,9.21E-02
356.6,758.4,3.9784,9.27E-02
356.7,760.5,3.9790,9.19E-02
356.8,762.5,3.9790,9.20E-02
356.9,764.5,3.9776,9.17E-02
357.0,766.6,3.9776,9.26E-02
357.1,768.6,3.9776,9.11E-02
357.2,770.6,3.9776,9.28E-02
357.3,772.7,3.9776,9.17E-02
357.4,774.7,3.9776,9.01E-02
357.5,776.7,3.9776,9.22E-02
357.6,778.7,3.9776,9.17E-02
357.7,780.8,3.9776,9.17E-02
357.8,782.8,3.9787,8.98E-02
357.9,784.8,3.9790,9.16E-02
358.0,786.8,3.9775,9.20E-02
358.1,788.8,3.9776,9.17E-02
358.2,790.8,3.9776,9.26E-02
358.3,792.8,3.9763,9.39E-02
358.4,794.8,3.9763,9.17E-02
358.5,796.8,3.9762,9.26E-02
358.6,798.8,3.9777,9.35E-02
358.7,800.8,3.9777,9.32E-02
358.8,802.8,3.9763,9.40E-02
358.9,804.8,3.9763,9.21E-02
359.0,806.8,3.9763,9.50E-02
359.1,808.8,3.9779,9.48E-02
359.2,810.8,3.9789,9.47E-02
359.3,812.8,3.9789,9.51E-02
359.4,814.7,3.9789,9.36E-02
359.5,816.7,3.9790,9.42E-02
359.6,818.7,3.9775,9.50E-02
359.7,820.7,3.9776,9.66E-02
359.8,822.7,3.9776,9.46E-02
359.9,824.7,3.9776,9.55E-02
360.0,826.7,3.9776,9.62E-02
360.1,828.7,3.9776,9.77E-02
360.2,830.6,3.9776,9.79E-02
360.3,832.6,3.9776,9.79E-02
360.4,834.6,3.9775,9.49E-02
360.5,836.6,3.9767,9.65E-02
360.6,838.6,3.9763,9.58E-02
360.7,840.6,3.9762,9.58E-02
360.8,842.6,3.9775,9.65E-02
360.9,844.5,3.9776,9.72E-02
361.0,846.5,3.9776,9.74E-02
361.1,848.5,3.9776,9.73E-02
361.2,850.5,3.9785,9.72E-02
361.3,852.5,3.9778,9.74E-02
361.4,854.5,3.9779,9.59E-02
361.5,856.5,3.9776,9.71E-02
361.6,858.5,3.9769,9.46E-02
361.7,860.5,3.9768,9.71E-02
361.8,862.5,3.9766,9.60E-02
361.9,864.5,3.9766,9.45E-02
362.0,866.6,3.9766,9.57E-02
362.1,868.6,3.9772,9.67E-02
362.2,870.6,3.9776,9.49E-02
362.3,872.6,3.9776,9.43E-02
362.4,874.6,3.9774,9.63E-02
362.5,876.7,3.9773,9.40E-02
362.6,878.7,3.9763,9.44E-02
362.7,880.7,3.9763,9.51E-02
362.8,882.7,3.9763,9.58E-02
362.9,884.7,3.9763,9.53E-02
363.0,886.8,3.9758,9.49E-02
363.1,888.8,3.9756,9.34E-02
363.2,890.8,3.9756,9.57E-02
363.3,892.8,3.9756,9.48E-02
363.4,894.9,3.9756,9.52E-02
363.5,896.8,3.9756,9.43E-02
363.6,898.9,3.9756,9.40E-02
363.7,900.9,3.9756,9.53E-02
363.8,902.8,3.9762,9.48E-02
363.9,904.8,3.9763,9.51E-02
364.0,906.8,3.9774,9.52E-02
364.1,908.8,3.9776,9.39E-02
364.2,910.8,3.9776,9.60E-02
364.3,912.9,3.9776,9.58E-02
364.4,914.8,3.9768,9.31E-02
364.5,916.8,3.9763,9.61E-02
364.6,918.8,3.9763,9.45E-02
364.7,920.8,3.9763,9.49E-02
364.8,922.8,3.9763,9.45E-02
364.9,924.9,3.9763,9.42E-02
365.0,926.8,3.9763,9.33E-02
365.1,928.8,3.9763,9.56E-02
365.2,930.8,3.9763,9.58E-02
365.3,932.8,3.9763,9.58E-02
365.4,934.9,3.9763,9.42E-02
365.5,936.9,3.9763,9.61E-02
365.6,938.9,3.9768,9.43E-02
365.7,940.9,3.9776,9.35E-02
365.8,942.9,3.9776,9.48E-02
365.9,944.9,3.9776,9.48E-02
366.0,946.9,3.9776,9.50E-02
366.1,948.9,3.9776,9.52E-02
366.2,950.9,3.9776,9.51E-02
366.3,952.9,3.9773,9.42E-02
366.4,954.9,3.9767,9.55E-02
366.5,956.9,3.9759,9.56E-02
366.6,958.9,3.9759,9.21E-02
366.7,960.9,3.9759,9.60E-02
366.8,963.0,3.9759,9.61E-02
366.9,965.0,3.9759,9.56E-02
367.0,966.9,3.9759,9.56E-02
367.1,968.9,3.9763,9.50E-02
367.2,970.9,3.9763,9.66E-02
367.3,972.9,3.9769,9.50E-02
367.4,974.9,3.9773,9.65E-02
367.5,976.9,3.9766,9.60E-02
367.6,978.9,3.9766,9.67E-02
367.7,980.9,3.9766,9.57E-02
367.8,982.9,3.9760,9.79E-02
367.9,984.9,3.9759,9.72E-02
368.0,986.8,3.9759,9.70E-02
368.1,988.8,3.9759,0.1002
368.2,990.8,3.9759,9.80E-02
368.3,992.8,3.9759,0.1003
368.4,994.8,3.9766,9.85E-02
368.5,996.8,3.9766,9.79E-02
368.6,998.7,3.9766,9.79E-02
368.7,1000.7,3.9766,9.72E-02
368.8,1002.7,3.9766,9.78E-02
368.9,1004.7,3.9766,9.87E-02
369.0,1006.7,3.9766,0.10033
369.1,1008.7,3.9766,9.93E-02
369.2,1010.7,3.9767,9.86E-02
369.3,1012.7,3.9755,9.81E-02
369.4,1014.7,3.9756,9.78E-02
369.5,1016.7,3.9756,9.99E-02
369.6,1018.6,3.9756,9.50E-02
369.7,1020.6,3.9756,9.71E-02
369.8,1022.6,3.9757,9.77E-02
369.9,1024.6,3.9770,9.88E-02
370.0,1026.6,3.9769,9.73E-02
370.1,1028.6,3.9761,9.75E-02
370.2,1030.6,3.9747,9.67E-02
370.3,1032.6,3.9743,9.75E-02
370.4,1034.6,3.9744,9.71E-02
370.5,1036.6,3.9757,9.65E-02
370.6,1038.6,3.9764,9.76E-02
370.7,1040.6,3.9769,9.65E-02
370.8,1042.6,3.9777,9.78E-02
370.9,1044.6,3.9773,9.75E-02
371.0,1046.6,3.9769,9.77E-02
371.1,1048.6,3.9769,9.73E-02
371.2,1050.6,3.9769,9.66E-02
371.3,1052.5,3.9769,9.67E-02
371.4,1054.5,3.9769,9.74E-02
371.5,1056.5,3.9769,9.77E-02
371.6,1058.5,3.9762,9.88E-02
371.7,1060.5,3.9746,9.71E-02
371.8,1062.5,3.9752,0.10014
371.9,1064.5,3.9759,9.95E-02
372.0,1066.4,3.9759,9.75E-02
372.1,1068.4,3.9759,9.71E-02
372.2,1070.4,3.9760,9.82E-02
372.3,1072.4,3.9745,9.87E-02
372.4,1074.3,3.9745,9.82E-02
372.5,1076.3,3.9761,9.70E-02
372.6,1078.3,3.9759,0.1001
372.7,1080.3,3.9759,9.84E-02
372.8,1082.2,3.9759,9.99E-02
372.9,1084.2,3.9759,9.96E-02
373.0,1086.2,3.9759,9.86E-02
373.1,1088.1,3.9759,0.10042
373.2,1090.1,3.9759,9.81E-02
373.3,1092.1,3.9759,9.96E-02
373.4,1094.1,3.9759,0.10059
373.5,1096.0,3.9759,9.96E-02
373.6,1098.0,3.9759,9.97E-02
373.7,1100.0,3.9759,0.10065
373.8,1102.0,3.9759,0.10198
373.9,1103.9,3.9772,0.10012
374.0,1105.9,3.9772,9.86E-02
374.1,1107.9,3.9761,9.95E-02
374.2,1109.9,3.9760,9.97E-02
374.3,1111.9,3.9760,0.10128
374.4,1113.8,3.9759,0.10088
374.5,1115.8,3.9759,9.86E-02
374.6,1117.8,3.9759,9.83E-02
374.7,1119.8,3.9759,9.82E-02
374.8,1121.8,3.9759,9.97E-02
374.9,1123.8,3.9759,9.84E-02
375.0,1125.7,3.9759,0.10093
375.1,1127.7,3.9760,0.10019
375.2,1129.7,3.9760,9.86E-02
375.3,1131.7,3.9760,9.91E-02
375.4,1133.7,3.9769,9.98E-02
375.5,1135.7,3.9772,9.86E-02
375.6,1137.7,3.9773,9.91E-02
375.7,1139.6,3.9771,9.87E-02
375.8,1141.6,3.9754,9.82E-02
375.9,1143.6,3.9753,9.78E-02
376.0,1145.6,3.9753,0.10078
376.1,1147.6,3.9753,9.95E-02
376.2,1149.6,3.9759,0.10033
376.3,1151.6,3.9762,0.10226
376.4,1153.6,3.9763,0.10002
376.5,1155.5,3.9763,0.10343
376.6,1157.5,3.9763,0.10015
376.7,1159.5,3.9763,9.94E-02
376.8,1161.5,3.9755,1.00E-01
376.9,1163.5,3.9756,0.10105
377.0,1165.5,3.9750,0.10098
377.1,1167.5,3.9743,9.95E-02
377.2,1169.4,3.9743,0.10117
377.3,1171.4,3.9743,9.87E-02
377.4,1173.4,3.9743,9.88E-02
377.5,1175.4,3.9744,9.88E-02
377.6,1177.4,3.9745,9.86E-02
377.7,1179.4,3.9757,9.74E-02
377.8,1181.4,3.9756,9.90E-02
377.9,1183.4,3.9756,9.91E-02
378.0,1185.4,3.9756,9.82E-02
378.1,1187.4,3.9756,9.83E-02
378.2,1189.4,3.9756,9.78E-02
378.3,1191.4,3.9753,9.79E-02
378.4,1193.4,3.9753,9.91E-02
378.5,1195.4,3.9753,9.84E-02
378.6,1197.4,3.9753,9.81E-02
378.7,1199.4,3.9753,9.85E-02
378.8,1201.4,3.9753,9.79E-02
378.9,1203.4,3.9748,9.94E-02
379.0,1205.4,3.9740,9.95E-02
379.1,1207.4,3.9740,9.99E-02
379.2,1209.4,3.9740,0.10112
379.3,1211.4,3.9740,9.91E-02
379.4,1213.4,3.9745,0.10176
379.5,1215.4,3.9753,9.87E-02
379.6,1217.4,3.9753,0.10079
379.7,1219.4,3.9753,0.1022
379.8,1221.4,3.9753,0.10163
379.9,1223.4,3.9753,0.10181
380.0,1225.3,3.9753,0.10224
380.1,1227.3,3.9753,0.10365
380.2,1229.3,3.9753,0.10473
380.3,1231.2,3.9746,0.10373
380.4,1233.2,3.9746,0.10119
380.5,1235.2,3.9746,0.10412
380.6,1237.1,3.9746,0.10147
380.7,1239.1,3.9746,0.10306
380.8,1241.1,3.9746,0.10333
380.9,1243.1,3.9746,0.1012
381.0,1245.0,3.9740,0.10062
381.1,1247.0,3.9740,0.10436
381.2,1249.0,3.9727,0.10212
381.3,1251.0,3.9727,0.10331
381.4,1252.9,3.9727,0.10536
381.5,1254.9,3.9727,0.10337
381.6,1256.8,3.9727,0.10272
381.7,1258.8,3.9727,0.10474
381.8,1260.8,3.9726,0.1046
381.9,1262.7,3.9739,0.1045
382.0,1264.7,3.9740,0.10555
382.1,1266.7,3.9728,0.10702
382.2,1268.7,3.9727,0.10564
382.3,1270.6,3.9727,0.10673
382.4,1272.6,3.9731,0.10561
382.5,1274.6,3.9733,0.10564
382.6,1276.6,3.9733,0.10654
382.7,1278.5,3.9737,0.10685
382.8,1280.5,3.9739,0.10516
382.9,1282.5,3.9748,0.10572
383.0,1284.4,3.9749,0.1059
383.1,1286.4,3.9749,0.10611
383.2,1288.3,3.9749,0.1073
383.3,1290.3,3.9750,0.10694
383.4,1292.3,3.9750,0.10755
383.5,1294.2,3.9749,0.10737
383.6,1296.2,3.9749,0.10754
383.7,1298.2,3.9737,0.10551
383.8,1300.2,3.9746,0.10647
383.9,1302.1,3.9746,0.1073
384.0,1304.1,3.9746,0.10577
384.1,1306.1,3.9746,0.10736
384.2,1308.1,3.9746,0.10675
384.3,1310.1,3.9746,0.10581
384.4,1312.0,3.9746,0.10603
384.5,1314.0,3.9743,0.10787
384.6,1316.0,3.9743,0.10713
384.7,1317.9,3.9743,0.10671
384.8,1319.9,3.9730,0.10603
384.9,1321.9,3.9730,0.10496
385.0,1323.9,3.9730,0.10807
385.1,1325.9,3.9730,0.10524
385.2,1327.8,3.9730,0.10665
385.3,1329.8,3.9741,0.10822
385.4,1331.8,3.9743,0.10528
385.5,1333.8,3.9744,0.10606
385.6,1335.8,3.9731,0.10599
385.7,1337.7,3.9723,0.10881
385.8,1339.7,3.9724,0.10717
385.9,1341.7,3.9733,0.10582
386.0,1343.7,3.9736,0.10721
386.1,1345.7,3.9736,0.1071
386.2,1347.7,3.9736,0.10629
386.3,1349.7,3.9736,0.10691
386.4,1351.6,3.9736,0.10823
386.5,1353.6,3.9728,0.10743
386.6,1355.6,3.9724,0.10843
386.7,1357.6,3.9723,0.10795
386.8,1359.6,3.9723,0.10634
386.9,1361.6,3.9722,0.10945
387.0,1363.6,3.9738,0.10759
387.1,1365.5,3.9736,0.1079
387.2,1367.5,3.9736,0.10711
387.3,1369.5,3.9736,0.10794
387.4,1371.5,3.9735,0.10845
387.5,1373.5,3.9724,0.10797
387.6,1375.5,3.9723,0.10839
387.7,1377.4,3.9724,0.10977
387.8,1379.4,3.9720,0.10787
387.9,1381.4,3.9720,0.10654
388.0,1383.4,3.9724,0.10953
388.1,1385.4,3.9730,0.10783
388.2,1387.4,3.9730,0.1089
388.3,1389.4,3.9726,0.10711
388.4,1391.3,3.9730,0.11037
388.5,1393.3,3.9730,0.11052
388.6,1395.3,3.9731,0.10656
388.7,1397.3,3.9737,0.10936
388.8,1399.3,3.9729,0.10997
388.9,1401.3,3.9731,0.1071
389.0,1403.3,3.9715,0.10885
389.1,1405.2,3.9716,0.11027
389.2,1407.2,3.9721,0.10929
389.3,1409.2,3.9723,0.10743
389.4,1411.2,3.9723,0.11047
389.5,1413.2,3.9724,0.10841
389.6,1415.2,3.9730,0.10939
389.7,1417.1,3.9730,0.10746
389.8,1419.1,3.9730,0.10763
389.9,1421.1,3.9730,0.10981
390.0,1423.1,3.9730,0.10924
390.1,1425.1,3.9719,0.10946
390.2,1427.0,3.9717,0.10865
390.3,1429.0,3.9717,0.11037
390.4,1431.0,3.9717,0.11021
390.5,1433.0,3.9717,0.10965
390.6,1435.0,3.9720,0.11022
390.7,1436.9,3.9730,0.11197
390.8,1438.9,3.9730,0.11205
390.9,1440.9,3.9730,0.11296
391.0,1442.9,3.9730,0.11186
391.1,1444.8,3.9730,0.11379
391.2,1446.8,3.9718,0.11426
391.3,1448.8,3.9717,0.11312
391.4,1450.8,3.9717,0.11311
391.5,1452.8,3.9717,0.11361
391.6,1454.7,3.9717,0.11569
391.7,1456.7,3.9717,0.11635
391.8,1458.7,3.9717,0.11473
391.9,1460.7,3.9717,0.11398
392.0,1462.7,3.9717,0.11357
392.1,1464.7,3.9717,0.11594
392.2,1466.7,3.9717,0.11413
392.3,1468.6,3.9717,0.11566
392.4,1470.6,3.9717,0.1137
392.5,1472.6,3.9717,0.1148
392.6,1474.6,3.9717,0.11341
392.7,1476.6,3.9730,0.11558
392.8,1478.6,3.9727,0.11535
392.9,1480.6,3.9716,0.11691
393.0,1482.6,3.9717,0.11445
393.1,1484.6,3.9717,0.11561
393.2,1486.5,3.9717,0.1161
393.3,1488.5,3.9717,0.11481
393.4,1490.5,3.9709,0.1154
