time,Temp,Heat Flow Rate
[s],[K],[mW/mg]
24.9,322.5,1.60E-02
33.6,323,4.60E-02
38.9,323.5,7.63E-02
43.1,324,0.10047
46.6,324.5,0.12514
49.6,325,0.14671
52.3,325.5,0.16919
54.9,326,0.18866
57.3,326.5,0.20854
59.5,327,0.22554
61.6,327.5,0.2449
63.6,328,0.26146
65.5,328.5,0.27981
67.3,329,0.29306
69.1,329.5,0.30914
70.8,330,0.32494
72.5,330.5,0.33772
74.1,331,0.35298
75.7,331.5,0.36563
77.2,332,0.37735
78.7,332.5,0.38921
80.2,333,0.40274
81.7,333.5,0.41404
83.1,334,0.4258
84.5,334.5,0.43731
85.9,335,0.44663
87.3,335.5,0.45738
88.6,336,0.46784
89.9,336.5,0.47582
91.2,337,0.48484
92.5,337.5,0.49735
93.8,338,0.50456
95.1,338.5,0.51412
96.3,339,0.52268
97.6,339.5,0.53193
98.8,340,0.5397
100.1,340.5,0.54906
101.3,341,0.5564
102.5,341.5,0.5648
103.7,342,0.57394
104.8,342.5,0.57885
106,343,0.58568
107.2,343.5,0.59387
108.4,344,0.60142
109.5,344.5,0.60994
110.7,345,0.61604
111.8,345.5,0.62173
113,346,0.63053
114.1,346.5,0.63604
115.3,347,0.64073
116.4,347.5,0.64946
117.5,348,0.65571
118.6,348.5,0.66135
119.8,349,0.66853
120.9,349.5,0.67445
122,350,0.68102
123.1,350.5,0.68559
124.2,351,0.69268
125.2,351.5,0.69987
126.3,352,0.70233
127.4,352.5,0.71097
128.5,353,0.71691
129.6,353.5,0.72266
130.7,354,0.72655
131.8,354.5,0.73236
132.9,355,0.73832
133.9,355.5,0.74287
135,356,0.74753
136.1,356.5,0.75406
137.1,357,0.75924
138.2,357.5,0.76324
139.3,358,0.76474
140.3,358.5,0.76963
141.4,359,0.77216
142.4,359.5,0.77566
143.5,360,0.77618
144.5,360.5,0.77782
145.6,361,0.7788
146.6,361.5,0.77986
147.6,362,0.77921
148.7,362.5,0.78205
149.7,363,0.78177
150.7,363.5,0.78304
151.8,364,0.78256
152.8,364.5,0.7823
153.9,365,0.78239
154.9,365.5,0.78174
155.9,366,0.784
156.9,366.5,0.78403
158,367,0.78414
159,367.5,0.78453
160,368,0.78462
161,368.5,0.78526
162.1,369,0.78848
163.1,369.5,0.78893
164.1,370,0.79089
165.1,370.5,0.79412
166.2,371,0.79239
167.2,371.5,0.79455
168.2,372,0.79667
169.2,372.5,0.79882
170.2,373,0.80184
171.2,373.5,0.80412
172.2,374,0.80503
173.3,374.5,0.80652
174.3,375,0.80939
175.3,375.5,0.81118
176.3,376,0.81409
177.3,376.5,0.8169
178.3,377,0.81742
179.4,377.5,0.8203
180.4,378,0.82359
181.4,378.5,0.82239
182.4,379,0.82718
183.4,379.5,0.82808
184.4,380,0.83234
185.4,380.5,0.83498
186.4,381,0.8381
187.4,381.5,0.84084
188.4,382,0.84232
189.5,382.5,0.84464
190.5,383,0.84858
191.5,383.5,0.85072
192.5,384,0.85532
193.5,384.5,0.85742
194.5,385,0.85911
195.5,385.5,0.86175
196.5,386,0.86753
197.5,386.5,0.87085
198.5,387,0.87288
199.5,387.5,0.87603
200.5,388,0.87757
201.5,388.5,0.88632
202.5,389,0.88715
203.6,389.5,0.88807
204.6,390,0.89312
205.6,390.5,0.89836
206.6,391,0.90301
207.6,391.5,0.9074
208.6,392,0.90972
209.6,392.5,0.91507
210.6,393,0.91747
211.6,393.5,0.92245
212.6,394,0.92659
213.6,394.5,0.93353
214.6,395,0.93991
215.5,395.5,0.94569
216.5,396,0.94996
217.5,396.5,0.95423
218.5,397,0.96213
219.5,397.5,0.96963
220.5,398,0.97309
221.5,398.5,0.97913
222.5,399,0.98633
223.5,399.5,0.99323
224.5,400,0.99849
225.5,400.5,1.00417
226.5,401,1.012
227.4,401.5,1.01666
228.4,402,1.02308
229.4,402.5,1.02742
230.4,403,1.03496
231.4,403.5,1.03958
232.4,404,1.04397
233.4,404.5,1.04755
234.3,405,1.05391
235.3,405.5,1.05863
236.3,406,1.06307
237.3,406.5,1.06859
238.3,407,1.07316
239.2,407.5,1.07866
240.2,408,1.08256
241.2,408.5,1.08591
242.2,409,1.09122
243.1,409.5,1.09496
244.1,410,1.09921
245.1,410.5,1.10351
246.1,411,1.10827
247,411.5,1.11039
248,412,1.11484
249,412.5,1.11897
250,413,1.12387
250.9,413.5,1.12626
251.9,414,1.13144
252.9,414.5,1.13001
253.8,415,1.13536
254.8,415.5,1.13664
255.8,416,1.14062
256.7,416.5,1.1442
257.7,417,1.14458
258.6,417.5,1.15091
259.6,418,1.15069
260.6,418.5,1.15581
261.5,419,1.15655
262.5,419.5,1.16192
263.5,420,1.1626
264.4,420.5,1.16798
265.4,421,1.16763
266.3,421.5,1.17259
267.3,422,1.17453
268.2,422.5,1.17743
269.2,423,1.18
270.2,423.5,1.18226
271.1,424,1.1817
272.1,424.5,1.1856
273,425,1.1893
274,425.5,1.19095
274.9,426,1.1922
275.9,426.5,1.19575
276.8,427,1.19819
277.8,427.5,1.20213
278.7,428,1.20308
279.7,428.5,1.20489
280.7,429,1.20874
281.6,429.5,1.21113
282.6,430,1.21341
283.5,430.5,1.21599
284.5,431,1.2173
285.4,431.5,1.21961
286.4,432,1.22301
287.3,432.5,1.22509
288.3,433,1.22912
289.2,433.5,1.23114
290.2,434,1.23434
291.1,434.5,1.23673
292.1,435,1.24126
293,435.5,1.24299
294,436,1.24652
294.9,436.5,1.25045
295.8,437,1.25275
296.8,437.5,1.25593
297.7,438,1.25757
298.7,438.5,1.26258
299.6,439,1.26466
300.6,439.5,1.26658
301.5,440,1.27441
302.5,440.5,1.27526
303.4,441,1.28044
304.3,441.5,1.28403
305.3,442,1.28642
306.2,442.5,1.28923
307.2,443,1.29646
308.1,443.5,1.299
309.1,444,1.30621
310,444.5,1.30848
310.9,445,1.31385
311.9,445.5,1.31834
312.8,446,1.32342
313.8,446.5,1.32759
314.7,447,1.33317
315.6,447.5,1.33972
316.6,448,1.34356
317.5,448.5,1.34802
318.4,449,1.35468
319.4,449.5,1.35892
320.3,450,1.3666
321.3,450.5,1.37206
322.2,451,1.3751
323.1,451.5,1.38334
324.1,452,1.3881
325,452.5,1.39328
325.9,453,1.39877
326.9,453.5,1.40708
327.8,454,1.41139
328.7,454.5,1.41675
329.7,455,1.42268
330.6,455.5,1.42722
331.5,456,1.43514
332.5,456.5,1.4412
333.4,457,1.44403
334.3,457.5,1.44974
335.2,458,1.45571
336.2,458.5,1.4636
337.1,459,1.46881
338,459.5,1.47512
339,460,1.48155
339.9,460.5,1.48489
340.8,461,1.49136
341.7,461.5,1.49501
342.7,462,1.50443
343.6,462.5,1.50671
344.5,463,1.51152
345.4,463.5,1.51654
346.4,464,1.51969
347.3,464.5,1.52535
348.2,465,1.52945
349.1,465.5,1.53346
350.1,466,1.53838
351,466.5,1.54194
351.9,467,1.54548
352.8,467.5,1.54863
353.8,468,1.55082
354.7,468.5,1.55536
355.6,469,1.55822
356.5,469.5,1.5613
357.4,470,1.56177
358.3,470.5,1.56707
359.3,471,1.56751
360.2,471.5,1.5709
361.1,472,1.56933
362,472.5,1.57603
362.9,473,1.57465
363.9,473.5,1.57754
364.8,474,1.57465
365.7,474.5,1.57844
366.6,475,1.57422
367.5,475.5,1.57604
368.5,476,1.57661
369.4,476.5,1.57676
370.3,477,1.57644
371.2,477.5,1.57476
372.1,478,1.57528
373.1,478.5,1.57476
374,479,1.5743
374.9,479.5,1.57074
375.8,480,1.57213
376.7,480.5,1.56802
377.7,481,1.5706
378.6,481.5,1.56832
379.5,482,1.56513
380.4,482.5,1.56326
381.3,483,1.56383
382.2,483.5,1.56207
383.2,484,1.56278
384.1,484.5,1.55812
385,485,1.55877
385.9,485.5,1.55756
386.8,486,1.55599
387.7,486.5,1.5556
388.7,487,1.5568
389.6,487.5,1.55552
390.5,488,1.55551
391.4,488.5,1.55387
392.3,489,1.55257
393.2,489.5,1.55408
394.2,490,1.55566
395.1,490.5,1.55549
396,491,1.55642
396.9,491.5,1.55749
397.8,492,1.55653
398.7,492.5,1.55679
399.7,493,1.55931
400.6,493.5,1.562
401.5,494,1.56216
402.4,494.5,1.56354
403.3,495,1.56668
404.2,495.5,1.56735
405.1,496,1.56935
406.1,496.5,1.57044
407,497,1.57303
407.9,497.5,1.57408
408.8,498,1.57577
409.7,498.5,1.57856
410.6,499,1.57888
411.6,499.5,1.58118
