Temp,time,TGA,DSC,Sensitivity,Heating Rate,Heat Capacity
[K],[s],[mg],[uV/mg],[mW/uV],[K/s],[J/g/K]
569.4,783.8,3.7632,1.12194,0.929,0.357,2.92
569.5,784.1,3.7634,1.12171,0.931,0.357,2.93
569.6,784.4,3.7633,1.12253,0.933,0.357,2.93
569.7,784.6,3.7629,1.1245,0.933,0.357,2.94
569.8,784.9,3.7624,1.1265,0.929,0.357,2.93
569.9,785.2,3.7619,1.12825,0.925,0.357,2.93
570.0,785.5,3.7616,1.13045,0.926,0.357,2.94
570.1,785.8,3.7615,1.133,0.929,0.357,2.95
570.2,786.0,3.7612,1.13435,0.929,0.357,2.95
570.3,786.3,3.7605,1.13381,0.929,0.357,2.95
570.4,786.6,3.7600,1.13313,0.930,0.357,2.95
570.5,786.9,3.7600,1.13381,0.930,0.358,2.95
570.6,787.2,3.7600,1.13525,0.932,0.357,2.96
570.7,787.4,3.7596,1.13654,0.931,0.356,2.97
570.8,787.7,3.7589,1.13787,0.928,0.357,2.96
570.9,788.0,3.7585,1.13974,0.928,0.358,2.96
571.0,788.3,3.7583,1.1417,0.929,0.357,2.97
571.1,788.6,3.7582,1.14287,0.930,0.357,2.98
571.2,788.8,3.7581,1.14313,0.932,0.356,2.99
571.3,789.1,3.7576,1.14299,0.932,0.357,2.99
571.4,789.4,3.7569,1.14307,0.933,0.356,3.00
571.5,789.7,3.7564,1.14414,0.934,0.355,3.01
571.6,790.0,3.7564,1.14608,0.933,0.355,3.01
571.7,790.3,3.7565,1.14741,0.932,0.356,3.00
571.8,790.5,3.7562,1.14738,0.932,0.357,3.00
571.9,790.8,3.7558,1.1473,0.933,0.357,3.00
572.0,791.1,3.7553,1.14829,0.936,0.357,3.01
572.1,791.4,3.7550,1.14982,0.936,0.357,3.01
572.2,791.7,3.7550,1.15111,0.935,0.357,3.01
572.3,791.9,3.7550,1.15206,0.937,0.358,3.02
572.4,792.2,3.7545,1.15278,0.938,0.358,3.02
572.5,792.5,3.7538,1.15357,0.940,0.357,3.04
572.6,792.8,3.7534,1.15476,0.938,0.356,3.05
572.7,793.1,3.7532,1.15589,0.934,0.356,3.03
572.8,793.3,3.7528,1.15589,0.932,0.357,3.02
572.9,793.6,3.7522,1.15519,0.933,0.357,3.02
573.0,793.9,3.7517,1.15575,0.932,0.356,3.03
573.1,794.2,3.7515,1.158,0.933,0.357,3.03
573.2,794.5,3.7512,1.15999,0.932,0.358,3.02
573.3,794.7,3.7507,1.16048,0.933,0.358,3.02
573.4,795.0,3.7501,1.16027,0.936,0.358,3.04
573.5,795.3,3.7498,1.16022,0.938,0.356,3.06
573.6,795.6,3.7496,1.16044,0.939,0.356,3.06
573.7,795.9,3.7493,1.1609,0.936,0.357,3.05
573.8,796.1,3.7490,1.16148,0.933,0.357,3.04
573.9,796.4,3.7485,1.16212,0.933,0.357,3.03
574.0,796.7,3.7481,1.16315,0.934,0.357,3.04
574.1,797.0,3.7480,1.165,0.936,0.357,3.05
574.2,797.3,3.7481,1.16714,0.934,0.357,3.05
574.3,797.5,3.7478,1.16835,0.930,0.357,3.05
574.4,797.8,3.7471,1.16858,0.929,0.357,3.04
574.5,798.1,3.7465,1.16886,0.935,0.358,3.06
574.6,798.4,3.7463,1.1695,0.941,0.358,3.08
574.7,798.7,3.7461,1.16957,0.938,0.357,3.07
574.8,798.9,3.7458,1.16886,0.931,0.356,3.06
574.9,799.2,3.7454,1.16896,0.930,0.356,3.05
575.0,799.5,3.7448,1.17085,0.933,0.357,3.06
575.1,799.8,3.7444,1.17282,0.933,0.357,3.07
575.2,800.1,3.7444,1.17312,0.932,0.356,3.07
575.3,800.3,3.7442,1.17285,0.932,0.357,3.07
575.4,800.6,3.7432,1.17366,0.936,0.357,3.07
575.5,800.9,3.7420,1.17504,0.939,0.357,3.09
575.6,801.2,3.7414,1.17562,0.941,0.356,3.11
575.7,801.5,3.7414,1.17544,0.940,0.357,3.10
575.8,801.7,3.7412,1.1755,0.936,0.358,3.08
575.9,802.0,3.7406,1.17602,0.933,0.358,3.06
576.0,802.3,3.7401,1.17646,0.934,0.357,3.08
576.1,802.6,3.7399,1.17671,0.938,0.356,3.10
576.2,802.9,3.7398,1.1773,0.942,0.355,3.12
576.3,803.1,3.7397,1.1784,0.942,0.355,3.12
576.4,803.4,3.7394,1.17926,0.942,0.355,3.12
576.5,803.7,3.7388,1.17938,0.943,0.356,3.13
576.6,804.0,3.7383,1.17939,0.942,0.356,3.12
576.7,804.3,3.7383,1.17993,0.942,0.355,3.13
576.8,804.6,3.7383,1.18079,0.941,0.355,3.13
576.9,804.8,3.7378,1.18154,0.938,0.355,3.12
577.0,805.1,3.7371,1.18212,0.939,0.355,3.13
577.1,805.4,3.7367,1.1826,0.942,0.356,3.13
577.2,805.7,3.7366,1.18304,0.942,0.358,3.11
577.3,806.0,3.7361,1.18346,0.940,0.359,3.10
577.4,806.2,3.7354,1.18396,0.938,0.360,3.09
577.5,806.5,3.7349,1.18472,0.940,0.360,3.09
577.6,806.8,3.7348,1.18573,0.943,0.360,3.10
577.7,807.1,3.7344,1.18668,0.942,0.360,3.11
577.8,807.3,3.7338,1.18738,0.938,0.360,3.09
577.9,807.6,3.7332,1.18785,0.935,0.360,3.08
578.0,807.9,3.7329,1.18816,0.937,0.360,3.09
578.1,808.2,3.7327,1.18854,0.937,0.358,3.11
578.2,808.5,3.7322,1.18916,0.936,0.357,3.12
578.3,808.7,3.7316,1.18994,0.938,0.356,3.14
578.4,809.0,3.7312,1.19072,0.939,0.355,3.15
578.5,809.3,3.7310,1.19153,0.939,0.355,3.15
578.6,809.6,3.7308,1.19243,0.939,0.356,3.15
578.7,809.9,3.7304,1.19343,0.939,0.356,3.15
578.8,810.1,3.7299,1.19446,0.939,0.356,3.15
578.9,810.4,3.7293,1.19532,0.937,0.356,3.15
579.0,810.7,3.7290,1.19575,0.938,0.355,3.15
579.1,811.0,3.7289,1.19599,0.938,0.356,3.15
579.2,811.3,3.7286,1.19698,0.939,0.358,3.14
579.3,811.5,3.7279,1.1989,0.940,0.360,3.13
579.4,811.8,3.7273,1.20031,0.939,0.360,3.13
579.5,812.1,3.7272,1.2002,0.938,0.360,3.13
579.6,812.4,3.7270,1.19951,0.941,0.358,3.15
579.7,812.7,3.7263,1.19935,0.944,0.357,3.18
579.8,812.9,3.7254,1.19987,0.943,0.356,3.18
579.9,813.2,3.7252,1.20093,0.939,0.355,3.18
580.0,813.5,3.7251,1.20206,0.937,0.353,3.19
580.1,813.8,3.7245,1.20272,0.939,0.352,3.21
580.2,814.1,3.7235,1.20299,0.942,0.351,3.23
580.3,814.4,3.7229,1.20335,0.941,0.352,3.22
580.4,814.6,3.7229,1.20384,0.941,0.352,3.22
580.5,814.9,3.7226,1.20419,0.945,0.353,3.22
580.6,815.2,3.7218,1.20445,0.948,0.355,3.22
580.7,815.5,3.7213,1.20513,0.946,0.357,3.19
580.8,815.8,3.7214,1.20615,0.942,0.358,3.18
580.9,816.0,3.7213,1.20653,0.939,0.357,3.17
581.0,816.3,3.7209,1.20588,0.939,0.357,3.17
581.1,816.6,3.7203,1.20561,0.939,0.357,3.17
581.2,816.9,3.7199,1.20677,0.940,0.357,3.18
581.3,817.2,3.7198,1.20834,0.942,0.357,3.19
581.4,817.5,3.7198,1.20909,0.946,0.356,3.22
581.5,817.7,3.7196,1.20922,0.946,0.353,3.24
581.6,818.0,3.7189,1.20932,0.942,0.352,3.24
581.7,818.3,3.7182,1.20942,0.939,0.352,3.23
581.8,818.6,3.7179,1.20934,0.938,0.352,3.22
581.9,818.9,3.7178,1.20921,0.940,0.352,3.23
582.0,819.2,3.7172,1.20938,0.941,0.351,3.25
582.1,819.4,3.7162,1.20987,0.941,0.351,3.24
582.2,819.7,3.7154,1.21042,0.941,0.353,3.22
582.3,820.0,3.7152,1.21098,0.941,0.355,3.21
582.4,820.3,3.7148,1.21184,0.945,0.356,3.22
582.5,820.6,3.7140,1.21299,0.950,0.357,3.22
582.6,820.8,3.7133,1.21394,0.949,0.359,3.21
582.7,821.1,3.7130,1.21445,0.945,0.359,3.20
582.8,821.4,3.7127,1.21498,0.940,0.359,3.18
582.9,821.7,3.7121,1.21594,0.936,0.357,3.19
583.0,822.0,3.7115,1.21711,0.935,0.356,3.20
583.1,822.2,3.7111,1.21812,0.937,0.356,3.21
583.2,822.5,3.7108,1.21872,0.940,0.357,3.21
583.3,822.8,3.7105,1.21879,0.940,0.357,3.21
583.4,823.1,3.7101,1.2188,0.940,0.357,3.21
583.5,823.4,3.7095,1.21952,0.943,0.355,3.24
583.6,823.6,3.7090,1.22082,0.943,0.354,3.25
583.7,823.9,3.7087,1.22189,0.941,0.356,3.23
583.8,824.2,3.7086,1.22242,0.940,0.357,3.22
583.9,824.5,3.7083,1.2227,0.939,0.357,3.22
584.0,824.8,3.7075,1.22305,0.939,0.356,3.22
584.1,825.1,3.7069,1.22374,0.943,0.357,3.24
584.2,825.3,3.7068,1.22477,0.946,0.357,3.25
584.3,825.6,3.7067,1.2255,0.944,0.357,3.24
584.4,825.9,3.7060,1.22555,0.941,0.357,3.23
584.5,826.2,3.7053,1.22563,0.942,0.356,3.24
584.6,826.5,3.7051,1.2265,0.945,0.355,3.26
584.7,826.7,3.7050,1.22786,0.945,0.355,3.27
584.8,827.0,3.7044,1.22908,0.939,0.355,3.25
584.9,827.3,3.7035,1.2298,0.932,0.353,3.24
585.0,827.6,3.7031,1.2298,0.934,0.351,3.27
585.1,827.9,3.7031,1.22968,0.941,0.352,3.29
585.2,828.2,3.7025,1.23047,0.945,0.355,3.27
585.3,828.4,3.7015,1.23194,0.946,0.356,3.27
585.4,828.7,3.7009,1.2327,0.944,0.355,3.28
585.5,829.0,3.7009,1.23242,0.943,0.354,3.29
585.6,829.3,3.7006,1.23218,0.944,0.355,3.28
585.7,829.6,3.6998,1.23272,0.945,0.357,3.27
585.8,829.8,3.6992,1.23391,0.943,0.357,3.26
585.9,830.1,3.6991,1.23546,0.941,0.357,3.26
586.0,830.4,3.6989,1.23677,0.941,0.356,3.27
586.1,830.7,3.6981,1.23741,0.944,0.356,3.28
586.2,831.0,3.6974,1.23784,0.945,0.356,3.29
586.3,831.2,3.6973,1.23862,0.946,0.357,3.29
586.4,831.5,3.6974,1.23982,0.944,0.357,3.28
586.5,831.8,3.6969,1.24127,0.941,0.357,3.27
586.6,832.1,3.6961,1.24245,0.940,0.358,3.27
586.7,832.4,3.6956,1.24271,0.941,0.358,3.27
586.8,832.6,3.6954,1.24244,0.944,0.357,3.28
586.9,832.9,3.6949,1.24281,0.945,0.357,3.29
587.0,833.2,3.6941,1.24395,0.942,0.356,3.29
587.1,833.5,3.6935,1.24474,0.941,0.357,3.29
587.2,833.8,3.6930,1.24481,0.943,0.357,3.29
587.3,834.0,3.6925,1.24509,0.946,0.357,3.30
587.4,834.3,3.6917,1.24614,0.949,0.357,3.32
587.5,834.6,3.6910,1.2471,0.949,0.355,3.33
587.6,834.9,3.6906,1.24731,0.947,0.355,3.33
587.7,835.2,3.6903,1.24758,0.947,0.357,3.31
587.8,835.4,3.6897,1.2488,0.945,0.358,3.30
587.9,835.7,3.6891,1.25027,0.944,0.357,3.31
588.0,836.0,3.6886,1.25089,0.943,0.355,3.32
588.1,836.3,3.6881,1.25089,0.942,0.355,3.32
588.2,836.6,3.6875,1.25113,0.946,0.355,3.33
588.3,836.9,3.6869,1.25181,0.950,0.356,3.34
588.4,837.1,3.6866,1.25267,0.948,0.355,3.34
588.5,837.4,3.6865,1.2535,0.946,0.355,3.34
588.6,837.7,3.6862,1.25419,0.945,0.355,3.34
588.7,838.0,3.6856,1.25477,0.946,0.355,3.34
588.8,838.3,3.6851,1.2555,0.946,0.356,3.34
588.9,838.5,3.6852,1.25645,0.946,0.355,3.35
589.0,838.8,3.6852,1.25728,0.947,0.353,3.37
589.1,839.1,3.6846,1.25782,0.947,0.353,3.37
589.2,839.4,3.6840,1.25871,0.946,0.355,3.35
589.3,839.7,3.6837,1.26043,0.943,0.357,3.33
589.4,840.0,3.6835,1.26217,0.943,0.356,3.35
589.5,840.2,3.6829,1.26297,0.947,0.354,3.38
589.6,840.5,3.6823,1.26345,0.948,0.355,3.38
589.7,840.8,3.6819,1.26475,0.945,0.356,3.36
589.8,841.1,3.6816,1.26654,0.941,0.355,3.35
589.9,841.4,3.6811,1.26767,0.941,0.353,3.38
590.0,841.6,3.6801,1.26801,0.945,0.353,3.39
590.1,841.9,3.6794,1.26827,0.948,0.355,3.39
590.2,842.2,3.6789,1.26886,0.951,0.356,3.39
590.3,842.5,3.6782,1.26978,0.952,0.355,3.40
590.4,842.8,3.6773,1.2709,0.951,0.355,3.40
590.5,843.1,3.6764,1.27192,0.948,0.356,3.39
590.6,843.3,3.6758,1.27272,0.946,0.356,3.38
590.7,843.6,3.6753,1.27372,0.946,0.357,3.38
590.8,843.9,3.6746,1.27522,0.948,0.356,3.39
590.9,844.2,3.6737,1.27679,0.950,0.354,3.42
591.0,844.5,3.6729,1.27796,0.948,0.353,3.43
591.1,844.7,3.6722,1.27871,0.949,0.354,3.43
591.2,845.0,3.6718,1.2792,0.951,0.356,3.42
591.3,845.3,3.6713,1.27972,0.952,0.357,3.42
591.4,845.6,3.6704,1.28063,0.950,0.357,3.41
591.5,845.9,3.6695,1.28194,0.949,0.356,3.42
591.6,846.1,3.6690,1.28342,0.955,0.356,3.45
591.7,846.4,3.6689,1.28475,0.959,0.356,3.46
591.8,846.7,3.6685,1.28556,0.954,0.356,3.45
591.9,847.0,3.6675,1.28601,0.948,0.356,3.42
592.0,847.3,3.6665,1.28702,0.950,0.356,3.43
592.1,847.5,3.6658,1.28908,0.955,0.357,3.45
592.2,847.8,3.6651,1.29174,0.957,0.358,3.46
592.3,848.1,3.6642,1.29432,0.954,0.358,3.45
592.4,848.4,3.6632,1.29583,0.950,0.357,3.45
592.5,848.7,3.6624,1.2957,0.947,0.355,3.46
592.6,849.0,3.6619,1.29567,0.947,0.355,3.46
592.7,849.2,3.6615,1.29767,0.951,0.356,3.46
592.8,849.5,3.6610,1.30053,0.953,0.356,3.48
592.9,849.8,3.6602,1.30202,0.955,0.355,3.50
593.0,850.1,3.6594,1.30226,0.954,0.355,3.50
593.1,850.4,3.6590,1.30268,0.951,0.355,3.49
593.2,850.6,3.6589,1.30367,0.949,0.355,3.48
593.3,850.9,3.6584,1.30467,0.950,0.357,3.47
593.4,851.2,3.6574,1.30573,0.953,0.358,3.48
593.5,851.5,3.6566,1.3076,0.952,0.356,3.50
593.6,851.8,3.6563,1.31024,0.950,0.354,3.51
593.7,852.0,3.6559,1.31208,0.949,0.354,3.52
593.8,852.3,3.6549,1.31238,0.949,0.354,3.51
593.9,852.6,3.6537,1.31271,0.950,0.354,3.52
594.0,852.9,3.6526,1.31441,0.951,0.354,3.53
594.1,853.2,3.6519,1.31652,0.950,0.355,3.52
594.2,853.5,3.6514,1.31788,0.950,0.356,3.52
594.3,853.7,3.6508,1.3189,0.950,0.355,3.53
594.4,854.0,3.6498,1.32041,0.950,0.353,3.55
594.5,854.3,3.6488,1.32244,0.949,0.353,3.56
594.6,854.6,3.6486,1.32463,0.949,0.353,3.56
594.7,854.9,3.6488,1.32671,0.949,0.355,3.55
594.8,855.1,3.6487,1.32849,0.950,0.356,3.55
594.9,855.4,3.6481,1.32998,0.951,0.356,3.55
595.0,855.7,3.6477,1.33141,0.950,0.355,3.56
595.1,856.0,3.6476,1.33291,0.949,0.355,3.57
595.2,856.3,3.6471,1.33454,0.950,0.355,3.58
595.3,856.6,3.6461,1.33617,0.955,0.355,3.59
595.4,856.8,3.6453,1.33725,0.955,0.356,3.59
595.5,857.1,3.6451,1.33767,0.952,0.356,3.57
595.6,857.4,3.6449,1.33849,0.951,0.356,3.58
595.7,857.7,3.6441,1.34055,0.952,0.355,3.59
595.8,858.0,3.6431,1.34299,0.952,0.355,3.60
595.9,858.2,3.6425,1.34479,0.952,0.356,3.60
596.0,858.5,3.6423,1.34662,0.952,0.356,3.60
596.1,858.8,3.6418,1.34959,0.954,0.356,3.61
596.2,859.1,3.6411,1.35283,0.954,0.356,3.62
596.3,859.4,3.6403,1.35458,0.954,0.356,3.63
596.4,859.6,3.6395,1.3551,0.954,0.355,3.64
596.5,859.9,3.6390,1.35617,0.954,0.354,3.66
596.6,860.2,3.6386,1.35826,0.954,0.354,3.66
596.7,860.5,3.6378,1.36038,0.952,0.355,3.65
596.8,860.8,3.6368,1.36212,0.950,0.355,3.64
596.9,861.1,3.6362,1.36397,0.951,0.356,3.64
597.0,861.3,3.6362,1.36616,0.955,0.357,3.66
597.1,861.6,3.6361,1.36805,0.955,0.355,3.68
597.2,861.9,3.6354,1.36924,0.952,0.354,3.68
597.3,862.2,3.6343,1.37035,0.952,0.354,3.69
597.4,862.5,3.6334,1.37203,0.955,0.354,3.70
597.5,862.7,3.6326,1.37407,0.954,0.355,3.69
597.6,863.0,3.6321,1.37611,0.949,0.355,3.67
597.7,863.3,3.6316,1.37838,0.946,0.355,3.67
597.8,863.6,3.6307,1.38133,0.949,0.356,3.69
597.9,863.9,3.6296,1.38449,0.954,0.356,3.71
598.0,864.2,3.6289,1.38696,0.955,0.355,3.73
598.1,864.4,3.6286,1.38894,0.952,0.355,3.73
598.2,864.7,3.6282,1.39157,0.952,0.354,3.74
598.3,865.0,3.6275,1.39503,0.953,0.354,3.76
598.4,865.3,3.6267,1.39828,0.954,0.355,3.76
598.5,865.6,3.6259,1.4007,0.955,0.355,3.77
598.6,865.8,3.6253,1.40242,0.953,0.355,3.77
598.7,866.1,3.6249,1.40388,0.950,0.355,3.76
598.8,866.4,3.6243,1.40612,0.949,0.355,3.75
598.9,866.7,3.6232,1.40964,0.950,0.356,3.76
599.0,867.0,3.6222,1.41286,0.953,0.357,3.78
599.1,867.3,3.6216,1.41423,0.956,0.357,3.79
599.2,867.5,3.6211,1.41515,0.958,0.355,3.82
599.3,867.8,3.6201,1.4177,0.957,0.353,3.84
599.4,868.1,3.6187,1.42159,0.955,0.353,3.84
599.5,868.4,3.6171,1.4255,0.956,0.354,3.85
599.6,868.7,3.6157,1.4287,0.958,0.355,3.86
599.7,868.9,3.6148,1.43092,0.956,0.355,3.85
599.8,869.2,3.6142,1.4325,0.952,0.355,3.84
599.9,869.5,3.6132,1.43433,0.953,0.355,3.86
600.0,869.8,3.6118,1.43691,0.958,0.354,3.88
600.1,870.1,3.6107,1.44021,0.960,0.353,3.91
600.2,870.4,3.6102,1.44396,0.959,0.353,3.92
600.3,870.6,3.6097,1.44761,0.957,0.353,3.92
600.4,870.9,3.6089,1.4507,0.955,0.353,3.92
600.5,871.2,3.6078,1.45329,0.957,0.354,3.93
600.6,871.5,3.6068,1.45557,0.959,0.354,3.94
600.7,871.8,3.6059,1.45827,0.961,0.353,3.96
600.8,872.1,3.6053,1.4619,0.960,0.353,3.98
600.9,872.3,3.6045,1.46557,0.958,0.353,3.98
601.0,872.6,3.6034,1.46813,0.958,0.353,3.98
601.1,872.9,3.6021,1.47019,0.960,0.355,3.98
601.2,873.2,3.6014,1.473,0.959,0.355,3.98
601.3,873.5,3.6009,1.47631,0.957,0.355,3.98
601.4,873.8,3.6004,1.47898,0.953,0.354,3.98
601.5,874.0,3.5995,1.48113,0.952,0.353,3.99
601.6,874.3,3.5986,1.48403,0.954,0.354,4.00
601.7,874.6,3.5976,1.48803,0.957,0.355,4.02
601.8,874.9,3.5969,1.49224,0.958,0.355,4.03
601.9,875.2,3.5963,1.49601,0.956,0.355,4.03
602.0,875.4,3.5955,1.49919,0.956,0.354,4.04
602.1,875.7,3.5942,1.50191,0.956,0.354,4.06
602.2,876.0,3.5930,1.50476,0.955,0.354,4.06
602.3,876.3,3.5923,1.50821,0.954,0.354,4.07
602.4,876.6,3.5918,1.51197,0.953,0.353,4.08
602.5,876.9,3.5909,1.51572,0.951,0.353,4.08
602.6,877.1,3.5898,1.51977,0.952,0.354,4.08
602.7,877.4,3.5886,1.52452,0.953,0.355,4.10
602.8,877.7,3.5875,1.52937,0.954,0.355,4.11
602.9,878.0,3.5868,1.53337,0.954,0.355,4.12
603.0,878.3,3.5860,1.53663,0.954,0.355,4.13
603.1,878.5,3.5847,1.53989,0.954,0.355,4.14
603.2,878.8,3.5830,1.54322,0.954,0.355,4.14
603.3,879.1,3.5818,1.54603,0.955,0.355,4.16
603.4,879.4,3.5812,1.5486,0.956,0.354,4.18
603.5,879.7,3.5805,1.55232,0.957,0.354,4.20
603.6,880.0,3.5795,1.55741,0.960,0.354,4.22
603.7,880.2,3.5781,1.56176,0.962,0.355,4.24
603.8,880.5,3.5769,1.56417,0.961,0.355,4.24
603.9,880.8,3.5758,1.56647,0.960,0.354,4.25
604.0,881.1,3.5750,1.57029,0.961,0.353,4.27
604.1,881.4,3.5742,1.57462,0.960,0.353,4.28
604.2,881.7,3.5728,1.57818,0.959,0.354,4.28
604.3,881.9,3.5714,1.58147,0.958,0.354,4.28
604.4,882.2,3.5707,1.58545,0.958,0.354,4.29
604.5,882.5,3.5703,1.58992,0.956,0.354,4.29
604.6,882.8,3.5697,1.59423,0.957,0.355,4.30
604.7,883.1,3.5688,1.59847,0.960,0.355,4.33
604.8,883.3,3.5677,1.6032,0.961,0.355,4.34
604.9,883.6,3.5667,1.60822,0.958,0.354,4.35
605.0,883.9,3.5659,1.61256,0.957,0.353,4.37
605.1,884.2,3.5652,1.61607,0.959,0.353,4.38
605.2,884.5,3.5642,1.61968,0.959,0.354,4.39
605.3,884.8,3.5625,1.62396,0.956,0.353,4.39
605.4,885.0,3.5610,1.62875,0.956,0.353,4.42
605.5,885.3,3.5601,1.6337,0.960,0.353,4.44
605.6,885.6,3.5592,1.63808,0.961,0.354,4.45
605.7,885.9,3.5581,1.64152,0.960,0.355,4.45
605.8,886.2,3.5569,1.64502,0.960,0.354,4.46
605.9,886.5,3.5555,1.64964,0.960,0.353,4.49
606.0,886.7,3.5540,1.65499,0.961,0.352,4.52
606.1,887.0,3.5523,1.66023,0.963,0.353,4.53
606.2,887.3,3.5506,1.6649,0.964,0.354,4.54
606.3,887.6,3.5493,1.66874,0.963,0.355,4.53
606.4,887.9,3.5483,1.67237,0.959,0.354,4.53
606.5,888.2,3.5473,1.67694,0.957,0.353,4.54
606.6,888.4,3.5463,1.68242,0.957,0.352,4.57
606.7,888.7,3.5449,1.68782,0.959,0.352,4.60
606.8,889.0,3.5432,1.69271,0.962,0.353,4.62
606.9,889.3,3.5415,1.69735,0.962,0.353,4.62
607.0,889.6,3.5399,1.70207,0.960,0.353,4.63
607.1,889.9,3.5385,1.70731,0.961,0.352,4.66
607.2,890.1,3.5375,1.71311,0.964,0.352,4.70
607.3,890.4,3.5365,1.71873,0.965,0.352,4.71
607.4,890.7,3.5353,1.72355,0.963,0.354,4.69
607.5,891.0,3.5341,1.72769,0.963,0.354,4.70
607.6,891.3,3.5327,1.73154,0.965,0.353,4.73
607.7,891.6,3.5313,1.736,0.965,0.353,4.74
607.8,891.8,3.5297,1.74185,0.963,0.353,4.75
607.9,892.1,3.5282,1.74819,0.961,0.353,4.76
608.0,892.4,3.5269,1.75362,0.960,0.353,4.77
608.1,892.7,3.5257,1.7582,0.961,0.352,4.80
608.2,893.0,3.5245,1.76276,0.962,0.353,4.81
608.3,893.3,3.5232,1.76773,0.962,0.353,4.81
608.4,893.5,3.5218,1.77323,0.959,0.353,4.81
608.5,893.8,3.5204,1.779,0.956,0.353,4.82
608.6,894.1,3.5188,1.7845,0.956,0.352,4.84
608.7,894.4,3.5172,1.7896,0.959,0.352,4.88
608.8,894.7,3.5157,1.79483,0.961,0.352,4.90
608.9,895.0,3.5144,1.80026,0.960,0.353,4.89
609.0,895.2,3.5132,1.80513,0.958,0.353,4.89
609.1,895.5,3.5119,1.80929,0.961,0.353,4.92
609.2,895.8,3.5105,1.81441,0.965,0.353,4.96
609.3,896.1,3.5090,1.82162,0.969,0.353,5.01
609.4,896.4,3.5073,1.8288,0.970,0.354,5.01
609.5,896.7,3.5055,1.83381,0.966,0.355,4.99
609.6,896.9,3.5039,1.83803,0.962,0.355,4.99
609.7,897.2,3.5025,1.84368,0.961,0.354,5.01
609.8,897.5,3.5014,1.85052,0.962,0.353,5.04
609.9,897.8,3.5002,1.8572,0.963,0.353,5.07
610.0,898.1,3.4990,1.86309,0.961,0.353,5.07
610.1,898.4,3.4977,1.86809,0.962,0.353,5.09
610.2,898.6,3.4963,1.87286,0.965,0.353,5.12
610.3,898.9,3.4947,1.87867,0.965,0.352,5.15
610.4,899.2,3.4931,1.88556,0.963,0.353,5.15
610.5,899.5,3.4916,1.89202,0.964,0.353,5.16
610.6,899.8,3.4904,1.89741,0.964,0.354,5.17
610.7,900.1,3.4891,1.90263,0.963,0.354,5.17
610.8,900.3,3.4878,1.90833,0.963,0.354,5.19
610.9,900.6,3.4862,1.91422,0.964,0.354,5.21
611.0,900.9,3.4846,1.92012,0.965,0.354,5.23
611.1,901.2,3.4827,1.92644,0.966,0.355,5.25
611.2,901.5,3.4806,1.93352,0.967,0.355,5.28
611.3,901.7,3.4786,1.94068,0.967,0.354,5.30
611.4,902.0,3.4771,1.9471,0.967,0.353,5.33
611.5,902.3,3.4758,1.95296,0.965,0.353,5.34
611.6,902.6,3.4744,1.9589,0.961,0.353,5.33
611.7,902.9,3.4728,1.96536,0.959,0.353,5.34
611.8,903.2,3.4710,1.97258,0.959,0.353,5.36
611.9,903.4,3.4691,1.97999,0.961,0.352,5.40
612.0,903.7,3.4670,1.98632,0.964,0.352,5.44
612.1,904.0,3.4648,1.99134,0.969,0.352,5.48
612.2,904.3,3.4629,1.99596,0.971,0.353,5.50
612.3,904.6,3.4615,2.00117,0.969,0.353,5.49
612.4,904.9,3.4602,2.0079,0.967,0.354,5.48
612.5,905.1,3.4587,2.0163,0.966,0.355,5.49
612.6,905.4,3.4571,2.02477,0.966,0.355,5.51
612.7,905.7,3.4554,2.03196,0.966,0.355,5.53
612.8,906.0,3.4536,2.03778,0.966,0.354,5.57
612.9,906.3,3.4515,2.04265,0.965,0.353,5.58
613.0,906.6,3.4495,2.04807,0.965,0.353,5.60
613.1,906.8,3.4480,2.05545,0.967,0.353,5.64
613.2,907.1,3.4467,2.06375,0.968,0.353,5.66
613.3,907.4,3.4452,2.07115,0.966,0.353,5.67
613.4,907.7,3.4434,2.0778,0.964,0.352,5.69
613.5,908.0,3.4417,2.08484,0.964,0.352,5.71
613.6,908.3,3.4398,2.09245,0.966,0.352,5.74
613.7,908.5,3.4377,2.10013,0.968,0.353,5.76
613.8,908.8,3.4355,2.10757,0.968,0.354,5.76
613.9,909.1,3.4335,2.11459,0.968,0.354,5.78
614.0,909.4,3.4320,2.12135,0.971,0.354,5.82
614.1,909.7,3.4305,2.12834,0.973,0.353,5.87
614.2,910.0,3.4288,2.13579,0.973,0.352,5.90
614.3,910.2,3.4269,2.14324,0.969,0.353,5.88
614.4,910.5,3.4250,2.15043,0.964,0.355,5.85
614.5,910.8,3.4229,2.15781,0.961,0.354,5.85
614.6,911.1,3.4204,2.16566,0.963,0.353,5.90
614.7,911.4,3.4181,2.17337,0.966,0.352,5.96
614.8,911.7,3.4162,2.18032,0.968,0.351,6.02
614.9,911.9,3.4146,2.18703,0.968,0.349,6.06
615.0,912.2,3.4128,2.1943,0.967,0.349,6.09
615.1,912.5,3.4107,2.20214,0.966,0.349,6.09
615.2,912.8,3.4085,2.21021,0.967,0.351,6.09
615.3,913.1,3.4062,2.2183,0.968,0.352,6.10
615.4,913.4,3.4037,2.22624,0.968,0.352,6.11
615.5,913.7,3.4013,2.23385,0.969,0.353,6.13
615.6,913.9,3.3991,2.24092,0.969,0.353,6.14
615.7,914.2,3.3974,2.24791,0.968,0.353,6.15
