Temp,time,TGA,DSC,Sensitivity,Heating Rate,Heat Capacity
[K],[s],[mg],[uV/mg],[mW/uV],[K/s],[J/g/K]
450.9,452.3,3.9284,0.93842,0.886,0.353,2.35
451.0,452.6,3.9282,0.93922,0.881,0.353,2.35
451.1,452.9,3.9279,0.93936,0.881,0.352,2.35
451.2,453.1,3.9275,0.93961,0.883,0.352,2.36
451.3,453.4,3.9272,0.94026,0.883,0.351,2.36
451.4,453.7,3.9270,0.94108,0.883,0.350,2.37
451.5,454.0,3.9270,0.94212,0.884,0.350,2.38
451.6,454.3,3.9270,0.94382,0.886,0.351,2.39
451.7,454.6,3.9271,0.94589,0.887,0.352,2.39
451.8,454.8,3.9270,0.94666,0.886,0.352,2.38
451.9,455.1,3.9270,0.94557,0.884,0.352,2.37
452.0,455.4,3.9270,0.94522,0.881,0.352,2.36
452.1,455.7,3.9270,0.94743,0.878,0.353,2.36
452.2,456.0,3.9270,0.94986,0.877,0.355,2.35
452.3,456.3,3.9270,0.95003,0.877,0.356,2.34
452.4,456.5,3.9270,0.94911,0.879,0.356,2.35
452.5,456.8,3.9271,0.94908,0.881,0.354,2.36
452.6,457.1,3.9271,0.95009,0.880,0.353,2.37
452.7,457.4,3.9269,0.95146,0.882,0.353,2.38
452.8,457.7,3.9266,0.95275,0.883,0.352,2.39
452.9,458.0,3.9261,0.95363,0.885,0.352,2.40
453.0,458.2,3.9258,0.9542,0.885,0.352,2.40
453.1,458.5,3.9257,0.95487,0.882,0.353,2.39
453.2,458.8,3.9258,0.95579,0.884,0.352,2.40
453.3,459.1,3.9256,0.95677,0.887,0.351,2.42
453.4,459.4,3.9251,0.9577,0.890,0.350,2.43
453.5,459.7,3.9246,0.95855,0.888,0.352,2.42
453.6,460.0,3.9244,0.95937,0.886,0.353,2.41
453.7,460.2,3.9244,0.96041,0.885,0.353,2.40
453.8,460.5,3.9244,0.96164,0.886,0.353,2.41
453.9,460.8,3.9244,0.96218,0.887,0.354,2.41
454.0,461.1,3.9243,0.96149,0.888,0.355,2.41
454.1,461.4,3.9241,0.96099,0.887,0.356,2.40
454.2,461.6,3.9236,0.96215,0.885,0.356,2.39
454.3,461.9,3.9232,0.96383,0.886,0.354,2.41
454.4,462.2,3.9230,0.96415,0.888,0.353,2.43
454.5,462.5,3.9230,0.9635,0.887,0.352,2.43
454.6,462.8,3.9231,0.96341,0.884,0.353,2.42
454.7,463.1,3.9231,0.96449,0.882,0.354,2.41
454.8,463.3,3.9231,0.9666,0.885,0.355,2.41
454.9,463.6,3.9229,0.96893,0.890,0.355,2.43
455.0,463.9,3.9226,0.96999,0.892,0.355,2.44
455.1,464.2,3.9221,0.96958,0.892,0.354,2.44
455.2,464.5,3.9217,0.96929,0.890,0.353,2.44
455.3,464.8,3.9217,0.96997,0.886,0.353,2.44
455.4,465.0,3.9218,0.97064,0.887,0.353,2.44
455.5,465.3,3.9218,0.97073,0.888,0.353,2.44
455.6,465.6,3.9218,0.97137,0.885,0.355,2.43
455.7,465.9,3.9218,0.97343,0.883,0.355,2.42
455.8,466.2,3.9218,0.97558,0.886,0.355,2.43
455.9,466.4,3.9214,0.97628,0.890,0.354,2.45
456.0,466.7,3.9209,0.9759,0.891,0.354,2.46
456.1,467.0,3.9205,0.97544,0.889,0.355,2.44
456.2,467.3,3.9204,0.97542,0.886,0.356,2.43
456.3,467.6,3.9204,0.97602,0.884,0.356,2.43
456.4,467.9,3.9204,0.97693,0.884,0.355,2.43
456.5,468.1,3.9203,0.97748,0.885,0.354,2.45
456.6,468.4,3.9199,0.97753,0.884,0.355,2.44
456.7,468.7,3.9195,0.97748,0.882,0.357,2.42
456.8,469.0,3.9191,0.9779,0.883,0.357,2.42
456.9,469.3,3.9189,0.97949,0.885,0.355,2.44
457.0,469.5,3.9189,0.98208,0.887,0.353,2.47
457.1,469.8,3.9189,0.98364,0.887,0.353,2.47
457.2,470.1,3.9189,0.98292,0.884,0.354,2.45
457.3,470.4,3.9189,0.9817,0.884,0.355,2.45
457.4,470.7,3.9189,0.9818,0.884,0.355,2.45
457.5,471.0,3.9186,0.98255,0.885,0.356,2.44
457.6,471.2,3.9182,0.98292,0.886,0.357,2.44
457.7,471.5,3.9177,0.98344,0.885,0.357,2.44
457.8,471.8,3.9174,0.98507,0.883,0.355,2.45
457.9,472.1,3.9173,0.9868,0.885,0.355,2.46
458.0,472.4,3.9173,0.98665,0.888,0.356,2.46
458.1,472.6,3.9173,0.98544,0.889,0.356,2.46
458.2,472.9,3.9173,0.98631,0.884,0.355,2.46
458.3,473.2,3.9173,0.98952,0.879,0.355,2.45
458.4,473.5,3.9172,0.99188,0.881,0.355,2.46
458.5,473.8,3.9170,0.99193,0.886,0.354,2.48
458.6,474.1,3.9165,0.99139,0.886,0.354,2.48
458.7,474.3,3.9156,0.99149,0.885,0.353,2.48
458.8,474.6,3.9148,0.99162,0.887,0.354,2.49
458.9,474.9,3.9147,0.99119,0.890,0.354,2.49
459.0,475.2,3.9148,0.99069,0.892,0.352,2.51
459.1,475.5,3.9150,0.99072,0.890,0.351,2.52
459.2,475.8,3.9149,0.9913,0.890,0.351,2.51
459.3,476.0,3.9145,0.99225,0.890,0.352,2.51
459.4,476.3,3.9140,0.99328,0.888,0.354,2.49
459.5,476.6,3.9137,0.9941,0.887,0.355,2.49
459.6,476.9,3.9136,0.99468,0.886,0.355,2.48
459.7,477.2,3.9135,0.99516,0.886,0.355,2.48
459.8,477.4,3.9135,0.99568,0.886,0.354,2.49
459.9,477.7,3.9135,0.99637,0.886,0.353,2.50
460.0,478.0,3.9134,0.99709,0.889,0.353,2.51
460.1,478.3,3.9130,0.99741,0.892,0.353,2.52
460.2,478.6,3.9124,0.99737,0.895,0.354,2.52
460.3,478.9,3.9119,0.9977,0.893,0.353,2.52
460.4,479.1,3.9119,0.99869,0.886,0.353,2.50
460.5,479.4,3.9120,0.99952,0.886,0.354,2.50
460.6,479.7,3.9121,0.99968,0.890,0.355,2.51
460.7,480.0,3.9120,1.00002,0.890,0.355,2.51
460.8,480.3,3.9116,1.00124,0.887,0.355,2.51
460.9,480.6,3.9110,1.00243,0.888,0.354,2.52
461.0,480.8,3.9106,1.00253,0.893,0.353,2.53
461.1,481.1,3.9105,1.00228,0.893,0.353,2.53
461.2,481.4,3.9105,1.00295,0.890,0.353,2.53
461.3,481.7,3.9105,1.00413,0.890,0.354,2.52
461.4,482.0,3.9104,1.00454,0.890,0.356,2.51
461.5,482.2,3.9101,1.00397,0.890,0.358,2.50
461.6,482.5,3.9096,1.00307,0.889,0.358,2.49
461.7,482.8,3.9091,1.0024,0.889,0.357,2.50
461.8,483.1,3.9089,1.00246,0.890,0.355,2.51
461.9,483.4,3.9089,1.00334,0.890,0.353,2.53
462.0,483.7,3.9089,1.00445,0.891,0.354,2.53
462.1,483.9,3.9087,1.00545,0.889,0.354,2.52
462.2,484.2,3.9082,1.00664,0.888,0.354,2.52
462.3,484.5,3.9078,1.00811,0.890,0.355,2.53
462.4,484.8,3.9074,1.00902,0.888,0.355,2.53
462.5,485.1,3.9073,1.00866,0.884,0.355,2.51
462.6,485.3,3.9074,1.00808,0.884,0.355,2.51
462.7,485.6,3.9074,1.00858,0.888,0.355,2.53
462.8,485.9,3.9072,1.00981,0.892,0.355,2.53
462.9,486.2,3.9067,1.01074,0.892,0.357,2.53
463.0,486.5,3.9062,1.01093,0.892,0.357,2.53
463.1,486.8,3.9059,1.01034,0.892,0.357,2.53
463.2,487.0,3.9059,1.00939,0.892,0.355,2.53
463.3,487.3,3.9060,1.00897,0.890,0.355,2.53
463.4,487.6,3.9060,1.00933,0.888,0.357,2.51
463.5,487.9,3.9059,1.00996,0.888,0.359,2.50
463.6,488.2,3.9057,1.01059,0.888,0.362,2.48
463.7,488.4,3.9053,1.01143,0.887,0.362,2.48
463.8,488.7,3.9049,1.01252,0.887,0.360,2.50
463.9,489.0,3.9044,1.01305,0.890,0.358,2.52
464.0,489.3,3.9038,1.01243,0.894,0.356,2.54
464.1,489.5,3.9034,1.01159,0.896,0.355,2.55
464.2,489.8,3.9033,1.01172,0.896,0.355,2.56
464.3,490.1,3.9034,1.01279,0.897,0.355,2.56
464.4,490.4,3.9031,1.01422,0.901,0.357,2.56
464.5,490.7,3.9026,1.01533,0.901,0.357,2.56
464.6,491.0,3.9021,1.01543,0.898,0.357,2.55
464.7,491.2,3.9019,1.01461,0.893,0.358,2.53
464.8,491.5,3.9019,1.01365,0.889,0.358,2.52
464.9,491.8,3.9020,1.01319,0.889,0.358,2.52
465.0,492.1,3.9018,1.01365,0.891,0.357,2.53
465.1,492.4,3.9013,1.01491,0.890,0.356,2.54
465.2,492.6,3.9008,1.01576,0.886,0.355,2.53
465.3,492.9,3.9005,1.01544,0.884,0.356,2.52
465.4,493.2,3.9004,1.01496,0.886,0.357,2.52
465.5,493.5,3.9003,1.01529,0.890,0.358,2.53
465.6,493.8,3.9004,1.01601,0.890,0.358,2.52
465.7,494.0,3.9005,1.01641,0.886,0.358,2.51
465.8,494.3,3.9004,1.0166,0.883,0.356,2.52
465.9,494.6,3.9001,1.01692,0.884,0.352,2.55
466.0,494.9,3.8996,1.01723,0.884,0.350,2.57
466.1,495.2,3.8992,1.01713,0.885,0.350,2.57
466.2,495.5,3.8991,1.01684,0.887,0.351,2.57
466.3,495.7,3.8991,1.01709,0.886,0.353,2.55
466.4,496.0,3.8991,1.01778,0.884,0.355,2.53
466.5,496.3,3.8991,1.01798,0.882,0.357,2.51
466.6,496.6,3.8991,1.01735,0.878,0.357,2.50
466.7,496.9,3.8990,1.01652,0.875,0.356,2.50
466.8,497.1,3.8988,1.01604,0.876,0.355,2.51
466.9,497.4,3.8984,1.01614,0.880,0.355,2.52
467.0,497.7,3.8980,1.01677,0.885,0.355,2.54
467.1,498.0,3.8978,1.01725,0.887,0.354,2.55
467.2,498.3,3.8977,1.01694,0.885,0.354,2.54
467.3,498.6,3.8977,1.01623,0.884,0.355,2.53
467.4,498.8,3.8977,1.01575,0.886,0.357,2.53
467.5,499.1,3.8976,1.01611,0.890,0.357,2.54
467.6,499.4,3.8970,1.01774,0.892,0.356,2.55
467.7,499.7,3.8964,1.01949,0.894,0.355,2.56
467.8,500.0,3.8961,1.01933,0.891,0.355,2.56
467.9,500.2,3.8962,1.01755,0.890,0.355,2.55
468.0,500.5,3.8962,1.01642,0.892,0.357,2.54
468.1,500.8,3.8959,1.01674,0.893,0.358,2.53
468.2,501.1,3.8954,1.0174,0.894,0.358,2.54
468.3,501.4,3.8949,1.01759,0.894,0.358,2.54
468.4,501.6,3.8947,1.01716,0.891,0.357,2.54
468.5,501.9,3.8947,1.01626,0.887,0.357,2.53
468.6,502.2,3.8947,1.01554,0.885,0.357,2.52
468.7,502.5,3.8943,1.01558,0.884,0.357,2.52
468.8,502.8,3.8938,1.01632,0.885,0.357,2.52
468.9,503.0,3.8935,1.0175,0.887,0.356,2.53
469.0,503.3,3.8934,1.01846,0.889,0.356,2.54
469.1,503.6,3.8933,1.01853,0.890,0.357,2.54
469.2,503.9,3.8933,1.01792,0.890,0.357,2.53
469.3,504.2,3.8934,1.01735,0.889,0.357,2.53
469.4,504.4,3.8935,1.01709,0.890,0.357,2.54
469.5,504.7,3.8932,1.01708,0.891,0.356,2.55
469.6,505.0,3.8927,1.01736,0.891,0.355,2.55
469.7,505.3,3.8923,1.0181,0.890,0.356,2.54
469.8,505.6,3.8921,1.01904,0.889,0.357,2.54
469.9,505.8,3.8920,1.01906,0.889,0.357,2.54
470.0,506.1,3.8920,1.01768,0.889,0.355,2.54
470.1,506.4,3.8921,1.01608,0.887,0.355,2.54
470.2,506.7,3.8921,1.01535,0.886,0.355,2.53
470.3,507.0,3.8921,1.01501,0.885,0.355,2.53
470.4,507.2,3.8918,1.0144,0.887,0.356,2.53
470.5,507.5,3.8915,1.01386,0.888,0.356,2.53
470.6,507.8,3.8911,1.01397,0.888,0.357,2.52
470.7,508.1,3.8908,1.01455,0.889,0.358,2.52
470.8,508.4,3.8907,1.01502,0.891,0.358,2.52
470.9,508.6,3.8907,1.01539,0.891,0.358,2.53
471.0,508.9,3.8907,1.01612,0.891,0.356,2.54
471.1,509.2,3.8906,1.01689,0.891,0.357,2.54
471.2,509.5,3.8902,1.01659,0.894,0.359,2.53
471.3,509.8,3.8896,1.01501,0.896,0.360,2.53
471.4,510.0,3.8892,1.01342,0.894,0.358,2.53
471.5,510.3,3.8892,1.01276,0.892,0.356,2.54
471.6,510.6,3.8892,1.01286,0.891,0.356,2.54
471.7,510.9,3.8889,1.01337,0.891,0.357,2.53
471.8,511.2,3.8883,1.01379,0.890,0.359,2.51
471.9,511.4,3.8876,1.01376,0.891,0.360,2.51
472.0,511.7,3.8870,1.01372,0.892,0.358,2.53
472.1,512.0,3.8867,1.0143,0.894,0.357,2.54
472.2,512.3,3.8866,1.01495,0.893,0.357,2.54
472.3,512.6,3.8865,1.01457,0.890,0.358,2.52
472.4,512.8,3.8865,1.01354,0.888,0.359,2.51
472.5,513.1,3.8866,1.01331,0.889,0.358,2.52
472.6,513.4,3.8867,1.01377,0.892,0.357,2.53
472.7,513.7,3.8865,1.01293,0.893,0.357,2.54
472.8,514.0,3.8860,1.01032,0.894,0.357,2.53
472.9,514.2,3.8855,1.00829,0.894,0.358,2.52
473.0,514.5,3.8852,1.00838,0.891,0.357,2.51
473.1,514.8,3.8851,1.00942,0.892,0.356,2.53
473.2,515.1,3.8852,1.01008,0.894,0.356,2.54
473.3,515.4,3.8852,1.01004,0.893,0.358,2.52
473.4,515.6,3.8847,1.0094,0.893,0.359,2.51
473.5,515.9,3.8842,1.00896,0.892,0.358,2.52
473.6,516.2,3.8838,1.00965,0.893,0.356,2.53
473.7,516.5,3.8836,1.01056,0.893,0.355,2.54
473.8,516.8,3.8836,1.00993,0.892,0.357,2.52
473.9,517.0,3.8836,1.00803,0.891,0.358,2.51
474.0,517.3,3.8835,1.00672,0.890,0.358,2.51
474.1,517.6,3.8832,1.00677,0.888,0.357,2.50
474.2,517.9,3.8828,1.0076,0.889,0.357,2.51
474.3,518.2,3.8825,1.00843,0.892,0.357,2.52
474.4,518.4,3.8823,1.00835,0.891,0.358,2.51
474.5,518.7,3.8822,1.00704,0.889,0.359,2.49
474.6,519.0,3.8823,1.00578,0.890,0.358,2.50
474.7,519.3,3.8823,1.00566,0.893,0.357,2.52
474.8,519.6,3.8820,1.00611,0.892,0.358,2.51
474.9,519.8,3.8814,1.00628,0.891,0.359,2.50
475.0,520.1,3.8807,1.00607,0.890,0.358,2.50
475.1,520.4,3.8805,1.00567,0.889,0.357,2.51
475.2,520.7,3.8806,1.00503,0.890,0.355,2.52
475.3,521.0,3.8806,1.004,0.892,0.355,2.52
475.4,521.2,3.8802,1.00305,0.892,0.356,2.51
475.5,521.5,3.8798,1.00311,0.891,0.358,2.50
475.6,521.8,3.8794,1.0041,0.891,0.358,2.50
475.7,522.1,3.8792,1.00468,0.890,0.358,2.49
475.8,522.4,3.8792,1.00419,0.888,0.358,2.49
475.9,522.6,3.8792,1.00314,0.888,0.357,2.49
476.0,522.9,3.8790,1.0021,0.887,0.358,2.48
476.1,523.2,3.8786,1.00138,0.886,0.358,2.48
476.2,523.5,3.8781,1.00116,0.886,0.357,2.48
476.3,523.8,3.8778,1.00119,0.890,0.357,2.49
476.4,524.0,3.8778,1.00115,0.894,0.357,2.51
476.5,524.3,3.8778,1.00092,0.895,0.357,2.51
476.6,524.6,3.8777,1.00045,0.892,0.357,2.50
476.7,524.9,3.8773,0.99997,0.889,0.356,2.50
476.8,525.2,3.8768,0.99983,0.890,0.356,2.50
476.9,525.4,3.8764,0.99991,0.891,0.356,2.50
477.0,525.7,3.8762,0.99969,0.890,0.356,2.50
477.1,526.0,3.8763,0.99904,0.890,0.356,2.50
477.2,526.3,3.8762,0.99831,0.893,0.356,2.50
477.3,526.6,3.8759,0.99781,0.894,0.357,2.50
477.4,526.8,3.8755,0.99778,0.893,0.357,2.50
477.5,527.1,3.8752,0.99824,0.890,0.356,2.49
477.6,527.4,3.8749,0.99871,0.890,0.356,2.50
477.7,527.7,3.8749,0.99872,0.891,0.356,2.50
477.8,528.0,3.8749,0.99806,0.890,0.357,2.49
477.9,528.2,3.8749,0.99679,0.889,0.357,2.48
478.0,528.5,3.8747,0.99586,0.890,0.357,2.48
478.1,528.8,3.8743,0.99634,0.892,0.357,2.49
478.2,529.1,3.8738,0.9971,0.894,0.357,2.50
478.3,529.4,3.8735,0.99608,0.892,0.357,2.49
478.4,529.6,3.8736,0.99389,0.891,0.357,2.48
478.5,529.9,3.8736,0.99313,0.893,0.357,2.48
478.6,530.2,3.8736,0.99431,0.895,0.357,2.49
478.7,530.5,3.8736,0.99555,0.893,0.357,2.49
478.8,530.8,3.8735,0.99567,0.890,0.357,2.48
478.9,531.0,3.8732,0.99488,0.890,0.358,2.48
479.0,531.3,3.8726,0.99374,0.893,0.358,2.48
479.1,531.6,3.8721,0.99336,0.896,0.356,2.50
479.2,531.9,3.8720,0.99435,0.898,0.355,2.51
479.3,532.2,3.8721,0.99509,0.896,0.356,2.51
479.4,532.5,3.8722,0.99398,0.892,0.356,2.49
479.5,532.7,3.8721,0.99214,0.888,0.356,2.48
479.6,533.0,3.8719,0.9914,0.890,0.356,2.48
479.7,533.3,3.8716,0.99167,0.893,0.357,2.48
479.8,533.6,3.8712,0.99197,0.894,0.358,2.48
479.9,533.9,3.8709,0.99202,0.893,0.358,2.47
480.0,534.1,3.8707,0.99202,0.891,0.358,2.47
480.1,534.4,3.8707,0.99198,0.891,0.358,2.46
480.2,534.7,3.8708,0.99169,0.892,0.358,2.47
480.3,535.0,3.8707,0.99126,0.894,0.357,2.48
480.4,535.3,3.8708,0.99133,0.894,0.356,2.49
480.5,535.5,3.8709,0.99208,0.895,0.355,2.50
480.6,535.8,3.8711,0.99259,0.894,0.355,2.50
480.7,536.1,3.8712,0.99215,0.892,0.355,2.49
480.8,536.4,3.8711,0.99147,0.890,0.356,2.48
480.9,536.7,3.8709,0.99136,0.890,0.356,2.48
481.0,536.9,3.8707,0.99172,0.890,0.356,2.48
481.1,537.2,3.8706,0.99217,0.888,0.357,2.47
481.2,537.5,3.8707,0.99231,0.888,0.357,2.47
481.3,537.8,3.8705,0.99177,0.891,0.356,2.48
481.4,538.1,3.8702,0.99093,0.889,0.356,2.47
481.5,538.3,3.8697,0.99062,0.884,0.357,2.46
481.6,538.6,3.8693,0.99083,0.882,0.357,2.45
481.7,538.9,3.8691,0.99076,0.886,0.358,2.45
481.8,539.2,3.8692,0.99021,0.891,0.358,2.46
481.9,539.5,3.8691,0.9899,0.891,0.357,2.47
482.0,539.7,3.8686,0.99041,0.889,0.357,2.47
482.1,540.0,3.8680,0.99177,0.891,0.356,2.48
482.2,540.3,3.8674,0.99366,0.894,0.356,2.49
482.3,540.6,3.8669,0.99469,0.895,0.357,2.50
482.4,540.9,3.8666,0.9938,0.895,0.357,2.49
482.5,541.1,3.8663,0.99237,0.894,0.357,2.49
482.6,541.4,3.8661,0.99216,0.893,0.355,2.49
482.7,541.7,3.8657,0.99259,0.891,0.356,2.48
482.8,542.0,3.8653,0.99214,0.891,0.358,2.47
482.9,542.3,3.8649,0.99088,0.891,0.358,2.46
483.0,542.5,3.8647,0.98982,0.893,0.359,2.46
483.1,542.8,3.8647,0.98926,0.895,0.359,2.46
483.2,543.1,3.8648,0.98875,0.894,0.359,2.46
483.3,543.4,3.8648,0.98824,0.893,0.358,2.46
483.4,543.7,3.8647,0.98826,0.894,0.357,2.47
483.5,543.9,3.8646,0.98899,0.895,0.357,2.48
483.6,544.2,3.8644,0.98976,0.893,0.357,2.47
483.7,544.5,3.8639,0.99002,0.892,0.358,2.46
483.8,544.8,3.8634,0.98992,0.893,0.359,2.46
483.9,545.1,3.8633,0.98973,0.896,0.359,2.47
484.0,545.3,3.8634,0.98956,0.898,0.359,2.48
484.1,545.6,3.8634,0.98948,0.896,0.358,2.47
484.2,545.9,3.8634,0.9895,0.894,0.358,2.47
484.3,546.2,3.8634,0.98959,0.893,0.359,2.46
484.4,546.5,3.8635,0.98969,0.893,0.360,2.46
484.5,546.7,3.8633,0.98971,0.895,0.360,2.46
484.6,547.0,3.8630,0.98962,0.895,0.359,2.47
484.7,547.3,3.8626,0.98948,0.891,0.358,2.46
484.8,547.6,3.8623,0.98937,0.889,0.358,2.45
484.9,547.8,3.8621,0.98934,0.890,0.358,2.46
485.0,548.1,3.8621,0.9895,0.893,0.359,2.46
485.1,548.4,3.8621,0.99011,0.895,0.360,2.46
485.2,548.7,3.8621,0.99124,0.893,0.360,2.46
485.3,549.0,3.8621,0.99229,0.894,0.359,2.47
485.4,549.2,3.8621,0.99267,0.901,0.359,2.49
485.5,549.5,3.8619,0.99283,0.906,0.358,2.51
485.6,549.8,3.8614,0.99355,0.906,0.358,2.51
485.7,550.1,3.8609,0.99448,0.904,0.359,2.51
485.8,550.4,3.8607,0.99464,0.905,0.359,2.51
485.9,550.6,3.8607,0.99419,0.904,0.359,2.50
486.0,550.9,3.8608,0.99428,0.900,0.359,2.49
486.1,551.2,3.8608,0.99499,0.896,0.358,2.49
486.2,551.5,3.8608,0.9949,0.895,0.358,2.48
486.3,551.7,3.8608,0.99355,0.897,0.359,2.48
486.4,552.0,3.8608,0.99256,0.895,0.360,2.47
486.5,552.3,3.8608,0.99309,0.892,0.359,2.47
486.6,552.6,3.8608,0.99407,0.892,0.358,2.48
486.7,552.9,3.8609,0.99429,0.895,0.357,2.49
486.8,553.1,3.8608,0.99399,0.896,0.357,2.49
486.9,553.4,3.8605,0.99379,0.893,0.358,2.48
487.0,553.7,3.8600,0.99395,0.890,0.358,2.47
487.1,554.0,3.8596,0.99453,0.891,0.357,2.48
487.2,554.3,3.8595,0.99507,0.893,0.357,2.49
487.3,554.5,3.8595,0.99482,0.893,0.358,2.48
487.4,554.8,3.8594,0.99412,0.893,0.358,2.48
487.5,555.1,3.8595,0.99441,0.893,0.357,2.49
487.6,555.4,3.8596,0.99598,0.893,0.357,2.49
487.7,555.7,3.8594,0.99738,0.890,0.358,2.48
487.8,555.9,3.8589,0.99776,0.886,0.359,2.46
487.9,556.2,3.8585,0.99775,0.885,0.359,2.46
488.0,556.5,3.8582,0.99794,0.885,0.360,2.46
488.1,556.8,3.8581,0.99797,0.884,0.361,2.45
488.2,557.0,3.8580,0.9975,0.884,0.362,2.44
488.3,557.3,3.8580,0.99725,0.885,0.362,2.44
488.4,557.6,3.8580,0.99814,0.890,0.362,2.46
488.5,557.9,3.8579,0.9994,0.892,0.361,2.47
488.6,558.2,3.8574,0.99952,0.890,0.360,2.47
488.7,558.4,3.8569,0.99864,0.888,0.359,2.47
488.8,558.7,3.8565,0.99838,0.889,0.359,2.47
488.9,559.0,3.8565,0.99919,0.891,0.360,2.47
489.0,559.3,3.8566,0.99999,0.893,0.361,2.47
489.1,559.5,3.8567,1.00022,0.893,0.361,2.47
489.2,559.8,3.8566,1.00046,0.894,0.361,2.48
489.3,560.1,3.8565,1.00113,0.894,0.361,2.48
489.4,560.4,3.8560,1.00174,0.895,0.361,2.49
489.5,560.7,3.8550,1.00177,0.896,0.362,2.48
489.6,560.9,3.8539,1.00133,0.895,0.362,2.47
489.7,561.2,3.8535,1.00079,0.892,0.362,2.46
489.8,561.5,3.8537,1.00063,0.891,0.362,2.46
489.9,561.8,3.8539,1.00135,0.892,0.361,2.47
490.0,562.0,3.8539,1.00258,0.891,0.360,2.48
490.1,562.3,3.8536,1.00325,0.890,0.360,2.48
490.2,562.6,3.8531,1.00319,0.889,0.360,2.48
490.3,562.9,3.8526,1.00345,0.887,0.360,2.48
490.4,563.1,3.8523,1.00441,0.888,0.359,2.49
490.5,563.4,3.8522,1.00503,0.890,0.357,2.51
490.6,563.7,3.8522,1.00458,0.891,0.355,2.52
490.7,564.0,3.8522,1.00388,0.892,0.355,2.52
490.8,564.3,3.8522,1.00381,0.891,0.357,2.51
490.9,564.6,3.8520,1.00417,0.892,0.358,2.50
491.0,564.8,3.8515,1.00456,0.894,0.358,2.51
491.1,565.1,3.8509,1.00479,0.896,0.358,2.51
491.2,565.4,3.8507,1.00484,0.896,0.358,2.52
491.3,565.7,3.8507,1.00497,0.896,0.358,2.52
491.4,565.9,3.8509,1.00566,0.897,0.358,2.52
491.5,566.2,3.8509,1.00687,0.895,0.359,2.51
491.6,566.5,3.8507,1.00815,0.894,0.359,2.51
491.7,566.8,3.8504,1.00885,0.893,0.358,2.52
491.8,567.1,3.8500,1.00813,0.893,0.357,2.52
491.9,567.3,3.8496,1.00614,0.893,0.357,2.52
492.0,567.6,3.8492,1.00524,0.893,0.357,2.52
492.1,567.9,3.8489,1.00687,0.894,0.357,2.52
492.2,568.2,3.8486,1.00896,0.896,0.357,2.53
492.3,568.5,3.8483,1.00934,0.896,0.358,2.53
492.4,568.7,3.8480,1.00888,0.895,0.358,2.52
492.5,569.0,3.8480,1.00909,0.894,0.357,2.53
492.6,569.3,3.8480,1.0098,0.893,0.357,2.53
492.7,569.6,3.8477,1.01014,0.895,0.356,2.54
492.8,569.9,3.8472,1.01022,0.894,0.358,2.52
492.9,570.1,3.8468,1.0107,0.894,0.360,2.51
493.0,570.4,3.8467,1.01128,0.895,0.360,2.51
493.1,570.7,3.8466,1.01076,0.896,0.359,2.52
493.2,571.0,3.8466,1.00921,0.898,0.359,2.53
493.3,571.3,3.8466,1.00875,0.897,0.359,2.52
493.4,571.5,3.8466,1.01025,0.895,0.359,2.52
493.5,571.8,3.8463,1.01153,0.897,0.357,2.54
493.6,572.1,3.8457,1.01087,0.899,0.356,2.55
493.7,572.4,3.8451,1.00951,0.897,0.355,2.55
493.8,572.7,3.8450,1.009,0.893,0.355,2.53
493.9,572.9,3.8451,1.00917,0.891,0.355,2.53
494.0,573.2,3.8452,1.00931,0.891,0.355,2.53
494.1,573.5,3.8451,1.00927,0.894,0.356,2.54
494.2,573.8,3.8450,1.00915,0.898,0.357,2.54
494.3,574.1,3.8446,1.00937,0.899,0.357,2.55
494.4,574.3,3.8442,1.0105,0.901,0.355,2.56
494.5,574.6,3.8439,1.01202,0.900,0.355,2.57
494.6,574.9,3.8437,1.01239,0.899,0.355,2.56
494.7,575.2,3.8437,1.01139,0.899,0.356,2.55
494.8,575.5,3.8438,1.01071,0.898,0.356,2.55
494.9,575.7,3.8438,1.01111,0.897,0.357,2.54
495.0,576.0,3.8438,1.01129,0.895,0.358,2.53
495.1,576.3,3.8439,1.01042,0.892,0.358,2.51
495.2,576.6,3.8438,1.00979,0.892,0.357,2.52
495.3,576.9,3.8434,1.01062,0.894,0.355,2.55
495.4,577.2,3.8429,1.01193,0.894,0.354,2.55
495.5,577.4,3.8426,1.01232,0.890,0.354,2.54
495.6,577.7,3.8425,1.01189,0.888,0.354,2.54
495.7,578.0,3.8424,1.01138,0.891,0.355,2.54
495.8,578.3,3.8424,1.0114,0.893,0.356,2.54
495.9,578.6,3.8425,1.01242,0.892,0.358,2.52
496.0,578.8,3.8425,1.01375,0.890,0.359,2.51
496.1,579.1,3.8424,1.01376,0.893,0.358,2.53
496.2,579.4,3.8421,1.01225,0.897,0.358,2.54
496.3,579.7,3.8417,1.01087,0.898,0.358,2.54
496.4,580.0,3.8413,1.01053,0.895,0.358,2.53
496.5,580.2,3.8411,1.01056,0.892,0.358,2.52
496.6,580.5,3.8411,1.01035,0.888,0.358,2.50
496.7,580.8,3.8411,1.01,0.886,0.359,2.49
496.8,581.1,3.8411,1.00969,0.886,0.358,2.49
496.9,581.3,3.8409,1.00959,0.887,0.358,2.50
497.0,581.6,3.8405,1.00982,0.889,0.358,2.51
497.1,581.9,3.8403,1.01024,0.889,0.358,2.51
497.2,582.2,3.8404,1.01057,0.887,0.359,2.49
