Temp,time ,TGA,DSC,Sensitivity,Heating Rate,Heat Capacity,Heat Capacity,Heat Capacity
546.3,719.1,3.8280,0.96271,0.918,0.358,2.47,2.47,2.476
546.4,719.4,3.8280,0.96308,0.916,0.358,2.47,2.47,2.469
546.5,719.6,3.8280,0.96221,0.916,0.359,2.46,2.47,2.461
546.6,719.9,3.8280,0.96086,0.917,0.359,2.45,2.47,2.459
546.7,720.2,3.8281,0.96032,0.919,0.359,2.46,2.48,2.467
546.8,720.5,3.8281,0.96091,0.918,0.359,2.45,2.49,2.477
546.9,720.7,3.8277,0.96226,0.914,0.359,2.45,2.48,2.481
547.0,721.0,3.8269,0.96375,0.912,0.358,2.45,2.46,2.478
547.1,721.3,3.8261,0.96448,0.913,0.358,2.46,2.46,2.475
547.2,721.6,3.8256,0.96427,0.915,0.358,2.47,2.47,2.478
547.3,721.9,3.8253,0.96394,0.917,0.358,2.47,2.47,2.480
547.4,722.1,3.8253,0.96411,0.918,0.359,2.47,2.48,2.483
547.5,722.4,3.8254,0.9648,0.920,0.358,2.48,2.48,2.490
547.6,722.7,3.8254,0.96588,0.920,0.358,2.48,2.50,2.491
547.7,723.0,3.8254,0.96695,0.922,0.358,2.49,2.50,2.495
547.8,723.3,3.8254,0.96766,0.924,0.359,2.49,2.50,2.500
547.9,723.5,3.8254,0.96809,0.923,0.360,2.48,2.50,2.501
548.0,723.8,3.8254,0.96841,0.920,0.360,2.48,2.51,2.502
548.1,724.1,3.8254,0.96858,0.916,0.359,2.47,2.51,2.500
548.2,724.4,3.8252,0.96842,0.914,0.358,2.47,2.51,2.495
548.3,724.6,3.8249,0.96831,0.914,0.359,2.47,2.49,2.487
548.4,724.9,3.8245,0.96901,0.914,0.360,2.46,2.48,2.479
548.5,725.2,3.8242,0.97057,0.916,0.360,2.47,2.49,2.485
548.6,725.5,3.8240,0.97226,0.918,0.360,2.48,2.49,2.502
548.7,725.8,3.8240,0.97335,0.919,0.360,2.49,2.50,2.520
548.8,726.0,3.8241,0.9732,0.921,0.359,2.50,2.51,2.531
548.9,726.3,3.8241,0.97181,0.921,0.358,2.50,2.50,2.529
549.0,726.6,3.8241,0.97084,0.919,0.358,2.49,2.50,2.515
549.1,726.9,3.8240,0.97164,0.916,0.358,2.48,2.50,2.502
549.2,727.2,3.8241,0.97313,0.916,0.358,2.49,2.49,2.502
549.3,727.4,3.8241,0.97387,0.918,0.358,2.50,2.50,2.510
549.4,727.7,3.8241,0.97436,0.923,0.358,2.51,2.50,2.517
549.5,728.0,3.8239,0.97569,0.924,0.358,2.52,2.50,2.517
549.6,728.3,3.8236,0.97721,0.922,0.358,2.52,2.52,2.516
549.7,728.6,3.8232,0.97734,0.920,0.357,2.52,2.53,2.516
549.8,728.8,3.8229,0.97619,0.919,0.357,2.52,2.53,2.515
549.9,729.1,3.8227,0.97546,0.920,0.358,2.51,2.52,2.520
550.0,729.4,3.8227,0.97577,0.920,0.358,2.51,2.51,2.534
550.1,729.7,3.8227,0.97629,0.918,0.357,2.51,2.52,2.539
550.2,730.0,3.8228,0.97658,0.915,0.356,2.51,2.52,2.529
550.3,730.2,3.8227,0.97702,0.916,0.356,2.51,2.52,2.518
550.4,730.5,3.8227,0.9779,0.918,0.357,2.51,2.52,2.515
550.5,730.8,3.8227,0.97883,0.922,0.358,2.52,2.52,2.524
550.6,731.1,3.8228,0.97947,0.925,0.359,2.52,2.53,2.537
550.7,731.4,3.8228,0.97992,0.924,0.358,2.53,2.53,2.541
550.8,731.6,3.8226,0.98044,0.922,0.355,2.55,2.54,2.534
550.9,731.9,3.8222,0.98132,0.921,0.355,2.54,2.53,2.530
551.0,732.2,3.8218,0.98278,0.921,0.357,2.54,2.53,2.530
551.1,732.5,3.8215,0.98413,0.919,0.358,2.53,2.52,2.519
551.2,732.8,3.8214,0.98424,0.917,0.357,2.53,2.53,2.514
551.3,733.0,3.8214,0.98332,0.917,0.357,2.52,2.54,2.524
551.4,733.3,3.8214,0.98276,0.919,0.358,2.52,2.53,2.544
551.5,733.6,3.8214,0.98316,0.919,0.358,2.52,2.53,2.554
551.6,733.9,3.8214,0.98406,0.919,0.359,2.52,2.53,2.547
551.7,734.1,3.8215,0.9849,0.920,0.360,2.52,2.54,2.546
551.8,734.4,3.8214,0.98512,0.919,0.359,2.52,2.54,2.547
551.9,734.7,3.8210,0.98455,0.920,0.358,2.53,2.55,2.549
552.0,735.0,3.8205,0.98418,0.921,0.359,2.52,2.54,2.551
552.1,735.3,3.8202,0.98494,0.921,0.360,2.52,2.54,2.554
552.2,735.5,3.8201,0.98624,0.924,0.360,2.53,2.54,2.566
552.3,735.8,3.8201,0.98717,0.925,0.359,2.54,2.55,2.568
552.4,736.1,3.8201,0.98758,0.923,0.359,2.54,2.56,2.554
552.5,736.4,3.8201,0.98762,0.920,0.358,2.54,2.57,2.542
552.6,736.7,3.8201,0.98757,0.919,0.358,2.54,2.57,2.547
552.7,736.9,3.8201,0.98778,0.919,0.357,2.54,2.55,2.559
552.8,737.2,3.8201,0.98844,0.918,0.357,2.54,2.54,2.562
552.9,737.5,3.8201,0.98961,0.917,0.357,2.54,2.54,2.558
553.0,737.8,3.8202,0.99101,0.917,0.357,2.54,2.54,2.562
553.1,738.1,3.8200,0.99193,0.918,0.358,2.54,2.54,2.572
553.2,738.3,3.8196,0.99212,0.919,0.359,2.54,2.54,2.575
553.3,738.6,3.8191,0.99243,0.917,0.360,2.53,2.55,2.572
553.4,738.9,3.8188,0.99349,0.917,0.359,2.54,2.56,2.567
553.5,739.2,3.8187,0.9946,0.921,0.358,2.55,2.56,2.579
553.6,739.4,3.8187,0.99497,0.925,0.358,2.57,2.55,2.585
553.7,739.7,3.8187,0.99501,0.927,0.358,2.57,2.55,2.575
553.8,740.0,3.8187,0.99541,0.926,0.360,2.56,2.56,2.572
553.9,740.3,3.8187,0.99584,0.925,0.359,2.57,2.57,2.583
554.0,740.6,3.8187,0.99552,0.925,0.357,2.58,2.57,2.596
554.1,740.8,3.8187,0.99487,0.923,0.356,2.58,2.57,2.596
554.2,741.1,3.8187,0.99525,0.920,0.357,2.56,2.57,2.589
554.3,741.4,3.8188,0.9968,0.920,0.357,2.57,2.58,2.580
554.4,741.7,3.8186,0.99831,0.920,0.357,2.58,2.58,2.571
554.5,742.0,3.8181,0.99918,0.920,0.356,2.58,2.58,2.570
554.6,742.2,3.8176,1,0.921,0.357,2.58,2.57,2.574
554.7,742.5,3.8174,1.00111,0.923,0.358,2.58,2.56,2.584
554.8,742.8,3.8174,1.00194,0.925,0.358,2.59,2.55,2.594
554.9,743.1,3.8174,1.00206,0.926,0.358,2.59,2.57,2.601
555.0,743.4,3.8174,1.00193,0.924,0.359,2.58,2.58,2.600
555.1,743.6,3.8174,1.00215,0.922,0.359,2.57,2.60,2.592
555.2,743.9,3.8174,1.00282,0.924,0.359,2.58,2.60,2.594
555.3,744.2,3.8174,1.00381,0.928,0.358,2.60,2.58,2.606
555.4,744.5,3.8173,1.00474,0.928,0.358,2.60,2.59,2.616
555.5,744.8,3.8174,1.0051,0.927,0.358,2.60,2.60,2.615
555.6,745.0,3.8175,1.00515,0.927,0.358,2.60,2.60,2.605
555.7,745.3,3.8172,1.00571,0.928,0.358,2.61,2.60,2.603
555.8,745.6,3.8167,1.00678,0.928,0.358,2.61,2.60,2.613
555.9,745.9,3.8163,1.0073,0.925,0.358,2.60,2.62,2.623
556.0,746.2,3.8161,1.0069,0.922,0.357,2.60,2.62,2.620
556.1,746.4,3.8160,1.00649,0.921,0.356,2.60,2.61,2.613
556.2,746.7,3.8159,1.00693,0.921,0.355,2.61,2.60,2.610
556.3,747.0,3.8157,1.00842,0.921,0.356,2.61,2.61,2.615
556.4,747.3,3.8154,1.01079,0.921,0.358,2.60,2.61,2.620
556.5,747.6,3.8151,1.01267,0.921,0.358,2.61,2.60,2.623
556.6,747.8,3.8150,1.01277,0.923,0.358,2.61,2.60,2.620
556.7,748.1,3.8148,1.01211,0.924,0.358,2.61,2.59,2.608
556.8,748.4,3.8144,1.01237,0.925,0.358,2.61,2.59,2.605
556.9,748.7,3.8139,1.01339,0.923,0.358,2.61,2.60,2.613
557.0,749.0,3.8136,1.01396,0.919,0.357,2.61,2.62,2.621
557.1,749.2,3.8134,1.01407,0.918,0.357,2.61,2.63,2.622
557.2,749.5,3.8134,1.01472,0.919,0.358,2.61,2.61,2.621
557.3,749.8,3.8134,1.01599,0.921,0.358,2.61,2.60,2.624
557.4,750.1,3.8134,1.01668,0.922,0.358,2.62,2.60,2.628
557.5,750.4,3.8133,1.01635,0.923,0.358,2.62,2.61,2.629
557.6,750.6,3.8130,1.01605,0.923,0.358,2.62,2.62,2.626
557.7,750.9,3.8125,1.01662,0.921,0.357,2.62,2.62,2.624
557.8,751.2,3.8120,1.01773,0.920,0.358,2.62,2.62,2.627
557.9,751.5,3.8119,1.01894,0.921,0.358,2.62,2.61,2.627
558.0,751.8,3.8120,1.02006,0.921,0.358,2.62,2.62,2.629
558.1,752.0,3.8121,1.02097,0.921,0.359,2.62,2.63,2.633
558.2,752.3,3.8120,1.02151,0.920,0.359,2.62,2.62,2.627
558.3,752.6,3.8119,1.02153,0.919,0.358,2.62,2.62,2.623
558.4,752.9,3.8115,1.02136,0.921,0.358,2.63,2.61,2.637
558.5,753.1,3.8111,1.02158,0.924,0.359,2.63,2.61,2.655
558.6,753.4,3.8107,1.02225,0.926,0.360,2.63,2.62,2.664
558.7,753.7,3.8105,1.02296,0.927,0.360,2.63,2.63,2.665
558.8,754.0,3.8105,1.02363,0.927,0.359,2.64,2.64,2.661
558.9,754.3,3.8106,1.02473,0.928,0.359,2.65,2.64,2.657
559.0,754.5,3.8107,1.02632,0.928,0.359,2.65,2.65,2.666
559.1,754.8,3.8106,1.02753,0.926,0.359,2.65,2.67,2.688
559.2,755.1,3.8101,1.02772,0.925,0.359,2.65,2.66,2.694
559.3,755.4,3.8095,1.02734,0.925,0.358,2.65,2.65,2.683
559.4,755.7,3.8092,1.02703,0.927,0.357,2.66,2.64,2.674
559.5,755.9,3.8091,1.02729,0.927,0.357,2.67,2.64,2.676
559.6,756.2,3.8090,1.02844,0.926,0.358,2.66,2.66,2.674
559.7,756.5,3.8090,1.02971,0.926,0.357,2.67,2.66,2.670
559.8,756.8,3.8090,1.02996,0.928,0.357,2.68,2.65,2.676
559.9,757.1,3.8089,1.02971,0.932,0.357,2.69,2.65,2.699
560.0,757.3,3.8085,1.03066,0.936,0.358,2.69,2.66,2.727
560.1,757.6,3.8079,1.03296,0.939,0.360,2.69,2.68,2.731
560.2,757.9,3.8076,1.03513,0.938,0.362,2.68,2.70,2.721
560.3,758.2,3.8076,1.0362,0.935,0.362,2.68,2.71,2.714
560.4,758.4,3.8076,1.0362,0.931,0.360,2.68,2.70,2.719
560.5,758.7,3.8073,1.03555,0.927,0.358,2.68,2.68,2.709
560.6,759.0,3.8068,1.0355,0.925,0.357,2.68,2.67,2.690
560.7,759.3,3.8063,1.03691,0.926,0.358,2.68,2.67,2.691
560.8,759.6,3.8059,1.03858,0.928,0.358,2.69,2.67,2.710
560.9,759.8,3.8058,1.03908,0.929,0.359,2.69,2.68,2.719
561.0,760.1,3.8059,1.03892,0.931,0.358,2.70,2.69,2.705
561.1,760.4,3.8057,1.03926,0.932,0.356,2.72,2.70,2.699
561.2,760.7,3.8054,1.04028,0.930,0.356,2.72,2.71,2.710
561.3,761.0,3.8050,1.04161,0.928,0.357,2.71,2.69,2.723
561.4,761.2,3.8047,1.04263,0.927,0.357,2.71,2.68,2.723
561.5,761.5,3.8045,1.04253,0.928,0.356,2.72,2.68,2.717
561.6,761.8,3.8045,1.04169,0.929,0.356,2.72,2.69,2.716
561.7,762.1,3.8046,1.04186,0.930,0.358,2.71,2.70,2.721
561.8,762.4,3.8046,1.04368,0.930,0.359,2.70,2.71,2.723
561.9,762.6,3.8045,1.04564,0.929,0.359,2.71,2.71,2.729
562.0,762.9,3.8043,1.04664,0.930,0.358,2.72,2.71,2.737
562.1,763.2,3.8039,1.04732,0.930,0.357,2.73,2.71,2.741
562.2,763.5,3.8034,1.04829,0.927,0.357,2.73,2.72,2.736
562.3,763.8,3.8030,1.04916,0.920,0.357,2.71,2.72,2.714
562.4,764.0,3.8030,1.04938,0.914,0.357,2.69,2.71,2.702
562.5,764.3,3.8030,1.04936,0.913,0.355,2.70,2.69,2.711
562.6,764.6,3.8029,1.04981,0.916,0.354,2.72,2.67,2.720
562.7,764.9,3.8025,1.05073,0.921,0.353,2.74,2.67,2.729
562.8,765.2,3.8021,1.05172,0.925,0.355,2.74,2.69,2.741
562.9,765.4,3.8016,1.05253,0.927,0.357,2.73,2.71,2.758
563.0,765.7,3.8014,1.05306,0.929,0.358,2.73,2.72,2.772
563.1,766.0,3.8015,1.05342,0.929,0.358,2.73,2.71,2.765
563.2,766.3,3.8014,1.05405,0.927,0.357,2.74,2.72,2.753
563.3,766.6,3.8012,1.05494,0.925,0.357,2.74,2.74,2.752
563.4,766.8,3.8007,1.05534,0.925,0.358,2.73,2.73,2.759
563.5,767.1,3.8003,1.05505,0.926,0.358,2.73,2.72,2.762
563.6,767.4,3.7999,1.05536,0.926,0.358,2.73,2.72,2.758
563.7,767.7,3.7999,1.05724,0.926,0.357,2.74,2.74,2.759
563.8,768.0,3.7999,1.05965,0.927,0.358,2.74,2.74,2.766
563.9,768.2,3.7999,1.06125,0.926,0.360,2.73,2.74,2.761
564.0,768.5,3.7997,1.06182,0.925,0.358,2.74,2.73,2.747
564.1,768.8,3.7992,1.06161,0.925,0.355,2.76,2.73,2.748
564.2,769.1,3.7987,1.06143,0.927,0.355,2.77,2.74,2.764
564.3,769.4,3.7984,1.06234,0.928,0.357,2.76,2.75,2.774
564.4,769.6,3.7985,1.06427,0.930,0.359,2.76,2.76,2.784
564.5,769.9,3.7985,1.06628,0.930,0.359,2.76,2.76,2.785
564.6,770.2,3.7984,1.06763,0.931,0.359,2.77,2.76,2.788
564.7,770.5,3.7980,1.06785,0.931,0.358,2.78,2.76,2.787
564.8,770.8,3.7974,1.06713,0.930,0.358,2.77,2.76,2.782
564.9,771.0,3.7969,1.06682,0.931,0.360,2.76,2.76,2.786
565.0,771.3,3.7969,1.06783,0.931,0.362,2.75,2.75,2.790
565.1,771.6,3.7970,1.06958,0.930,0.360,2.76,2.75,2.788
565.2,771.9,3.7968,1.07127,0.928,0.358,2.78,2.75,2.792
565.3,772.1,3.7963,1.07212,0.929,0.357,2.79,2.75,2.799
565.4,772.4,3.7958,1.0716,0.929,0.358,2.78,2.75,2.799
565.5,772.7,3.7953,1.07081,0.929,0.358,2.78,2.76,2.802
565.6,773.0,3.7951,1.07134,0.927,0.358,2.78,2.76,2.804
565.7,773.3,3.7950,1.07294,0.926,0.358,2.78,2.75,2.804
565.8,773.5,3.7946,1.0742,0.926,0.358,2.77,2.75,2.807
565.9,773.8,3.7940,1.07481,0.926,0.359,2.77,2.76,2.806
566.0,774.1,3.7936,1.07547,0.928,0.359,2.78,2.76,2.810
566.1,774.4,3.7937,1.07652,0.928,0.358,2.79,2.77,2.815
566.2,774.7,3.7936,1.07773,0.926,0.357,2.80,2.77,2.818
566.3,774.9,3.7931,1.07895,0.928,0.357,2.81,2.77,2.834
566.4,775.2,3.7925,1.08025,0.931,0.359,2.80,2.78,2.848
566.5,775.5,3.7922,1.0816,0.932,0.360,2.80,2.78,2.850
566.6,775.8,3.7922,1.08257,0.930,0.359,2.80,2.78,2.842
566.7,776.1,3.7922,1.08283,0.928,0.357,2.81,2.78,2.833
566.8,776.3,3.7922,1.08292,0.929,0.357,2.82,2.78,2.838
566.9,776.6,3.7920,1.08353,0.930,0.357,2.82,2.79,2.845
567.0,776.9,3.7916,1.08464,0.930,0.358,2.82,2.80,2.852
567.1,777.2,3.7912,1.08589,0.930,0.357,2.83,2.80,2.858
567.2,777.5,3.7908,1.08705,0.930,0.356,2.84,2.80,2.858
567.3,777.7,3.7907,1.08803,0.930,0.354,2.86,2.81,2.856
567.4,778.0,3.7907,1.08896,0.931,0.355,2.86,2.82,2.857
567.5,778.3,3.7908,1.09018,0.932,0.357,2.85,2.83,2.862
567.6,778.6,3.7908,1.0917,0.935,0.358,2.85,2.82,2.872
567.7,778.9,3.7907,1.09295,0.934,0.358,2.85,2.82,2.876
567.8,779.1,3.7902,1.09364,0.934,0.358,2.85,2.83,2.873
567.9,779.4,3.7897,1.09409,0.936,0.358,2.86,2.84,2.877
568.0,779.7,3.7894,1.09459,0.936,0.357,2.87,2.86,2.885
568.1,780.0,3.7893,1.09516,0.934,0.357,2.87,2.87,2.894
568.2,780.3,3.7894,1.09583,0.934,0.356,2.87,2.86,2.903
568.3,780.5,3.7893,1.0971,0.936,0.357,2.88,2.85,2.904
568.4,780.8,3.7890,1.09942,0.937,0.357,2.88,2.85,2.910
568.5,781.1,3.7884,1.10196,0.937,0.358,2.88,2.87,2.926
568.6,781.4,3.7880,1.10341,0.936,0.358,2.88,2.88,2.932
568.7,781.7,3.7878,1.10376,0.936,0.358,2.88,2.88,2.922
568.8,781.9,3.7878,1.10384,0.935,0.358,2.88,2.87,2.912
568.9,782.2,3.7877,1.10427,0.934,0.358,2.88,2.87,2.916
569.0,782.5,3.7872,1.10544,0.932,0.359,2.87,2.87,2.917
569.1,782.8,3.7865,1.10723,0.930,0.359,2.87,2.88,2.905
569.2,783.1,3.7861,1.1088,0.929,0.358,2.87,2.87,2.897
569.3,783.3,3.7861,1.10976,0.928,0.358,2.87,2.87,2.903
569.4,783.6,3.7861,1.11091,0.929,0.359,2.88,2.87,2.919
569.5,783.9,3.7856,1.11284,0.931,0.359,2.89,2.86,2.928
569.6,784.2,3.7850,1.11501,0.933,0.358,2.91,2.88,2.934
569.7,784.4,3.7846,1.11669,0.933,0.357,2.92,2.89,2.942
569.8,784.7,3.7844,1.11773,0.929,0.359,2.89,2.91,2.935
569.9,785.0,3.7842,1.11822,0.925,0.362,2.86,2.90,2.928
570.0,785.3,3.7838,1.11867,0.926,0.362,2.86,2.89,2.938
570.1,785.6,3.7833,1.1198,0.929,0.361,2.88,2.89,2.948
570.2,785.8,3.7827,1.12151,0.929,0.359,2.90,2.90,2.952
570.3,786.1,3.7824,1.12306,0.929,0.358,2.92,2.90,2.953
570.4,786.4,3.7825,1.12424,0.930,0.357,2.93,2.90,2.950
570.5,786.7,3.7825,1.12553,0.930,0.358,2.92,2.91,2.949
570.6,787.0,3.7821,1.12727,0.932,0.358,2.93,2.93,2.963
570.7,787.2,3.7817,1.12943,0.931,0.358,2.94,2.93,2.971
570.8,787.5,3.7812,1.13179,0.928,0.358,2.94,2.93,2.959
570.9,787.8,3.7809,1.13351,0.928,0.358,2.94,2.93,2.958
571.0,788.1,3.7808,1.13397,0.929,0.358,2.94,2.92,2.968
571.1,788.4,3.7809,1.13376,0.930,0.358,2.95,2.93,2.981
571.2,788.6,3.7807,1.13377,0.932,0.357,2.96,2.94,2.991
571.3,788.9,3.7803,1.13457,0.932,0.358,2.95,2.95,2.989
571.4,789.2,3.7797,1.13654,0.933,0.359,2.96,2.96,2.996
571.5,789.5,3.7791,1.13903,0.934,0.359,2.96,2.96,3.009
571.6,789.7,3.7789,1.14081,0.933,0.359,2.97,2.95,3.008
571.7,790.0,3.7789,1.14175,0.932,0.359,2.96,2.95,3.001
571.8,790.3,3.7784,1.14274,0.932,0.359,2.97,2.96,2.998
571.9,790.6,3.7776,1.14397,0.933,0.360,2.97,2.97,2.998
572.0,790.9,3.7771,1.14466,0.936,0.360,2.98,2.97,3.007
572.1,791.1,3.7772,1.14462,0.936,0.358,2.99,2.98,3.011
572.2,791.4,3.7771,1.14505,0.935,0.356,3.01,2.98,3.012
572.3,791.7,3.7761,1.14669,0.937,0.354,3.04,2.98,3.019
572.4,792.0,3.7750,1.14801,0.938,0.353,3.05,2.98,3.025
572.5,792.3,3.7745,1.14771,0.940,0.354,3.04,2.99,3.037
572.6,792.5,3.7744,1.14748,0.938,0.357,3.02,2.99,3.046
572.7,792.8,3.7742,1.14941,0.934,0.359,2.99,2.99,3.034
572.8,793.1,3.7739,1.15207,0.932,0.360,2.99,2.99,3.019
572.9,793.4,3.7734,1.1528,0.933,0.359,3.00,2.98,3.019
573.0,793.7,3.7730,1.15228,0.932,0.358,3.00,2.98,3.025
573.1,793.9,3.7728,1.15321,0.933,0.358,3.01,2.98,3.029
573.2,794.2,3.7727,1.15577,0.932,0.357,3.01,3.00,3.022
573.3,794.5,3.7723,1.15769,0.933,0.358,3.02,3.01,3.020
573.4,794.8,3.7715,1.15819,0.936,0.358,3.02,3.02,3.037
573.5,795.1,3.7709,1.15872,0.938,0.358,3.03,3.03,3.057
573.6,795.3,3.7709,1.16008,0.939,0.358,3.04,3.03,3.062
573.7,795.6,3.7710,1.16125,0.936,0.357,3.04,3.03,3.046
573.8,795.9,3.7707,1.1614,0.933,0.357,3.04,3.03,3.037
573.9,796.2,3.7702,1.16103,0.933,0.357,3.03,3.03,3.035
574.0,796.5,3.7697,1.16084,0.934,0.357,3.04,3.03,3.042
574.1,796.7,3.7693,1.16121,0.936,0.357,3.04,3.04,3.054
574.2,797.0,3.7691,1.16233,0.934,0.357,3.04,3.04,3.053
574.3,797.3,3.7690,1.16358,0.930,0.358,3.02,3.03,3.047
574.4,797.6,3.7685,1.16404,0.929,0.358,3.02,3.03,3.042
574.5,797.9,3.7677,1.16381,0.935,0.358,3.04,3.01,3.056
574.6,798.1,3.7674,1.16363,0.941,0.358,3.06,3.01,3.077
574.7,798.4,3.7675,1.16375,0.938,0.358,3.05,3.04,3.073
574.8,798.7,3.7673,1.16391,0.931,0.358,3.03,3.07,3.059
574.9,799.0,3.7667,1.16421,0.930,0.358,3.02,3.07,3.054
575.0,799.3,3.7661,1.16533,0.933,0.358,3.03,3.05,3.059
575.1,799.5,3.7658,1.16742,0.933,0.358,3.05,3.05,3.070
575.2,799.8,3.7656,1.16928,0.932,0.357,3.05,3.06,3.072
575.3,800.1,3.7653,1.16997,0.932,0.357,3.06,3.05,3.067
575.4,800.4,3.7649,1.16997,0.936,0.358,3.06,3.04,3.073
575.5,800.7,3.7643,1.17001,0.939,0.359,3.06,3.03,3.093
575.6,800.9,3.7638,1.17038,0.941,0.358,3.07,3.03,3.106
575.7,801.2,3.7636,1.1712,0.940,0.357,3.08,3.04,3.099
575.8,801.5,3.7635,1.17215,0.936,0.356,3.08,3.04,3.077
575.9,801.8,3.7630,1.17277,0.933,0.356,3.07,3.04,3.062
576.0,802.1,3.7623,1.17314,0.934,0.357,3.07,3.03,3.077
576.1,802.3,3.7620,1.17374,0.938,0.357,3.09,3.03,3.103
576.2,802.6,3.7620,1.17448,0.942,0.356,3.11,3.04,3.119
576.3,802.9,3.7621,1.17473,0.942,0.356,3.11,3.06,3.124
576.4,803.2,3.7618,1.17452,0.942,0.357,3.10,3.07,3.125
576.5,803.5,3.7612,1.17492,0.943,0.357,3.10,3.08,3.125
576.6,803.7,3.7605,1.17622,0.942,0.357,3.11,3.09,3.124
576.7,804.0,3.7601,1.17682,0.942,0.356,3.11,3.09,3.127
576.8,804.3,3.7601,1.17575,0.941,0.355,3.12,3.09,3.125
576.9,804.6,3.7601,1.17491,0.938,0.355,3.10,3.08,3.123
577.0,804.9,3.7597,1.17614,0.939,0.356,3.10,3.07,3.128
577.1,805.1,3.7591,1.17795,0.942,0.356,3.11,3.06,3.127
577.2,805.4,3.7588,1.17821,0.942,0.357,3.11,3.07,3.114
577.3,805.7,3.7586,1.17742,0.940,0.357,3.10,3.07,3.099
577.4,806.0,3.7584,1.17719,0.938,0.356,3.10,3.06,3.087
577.5,806.3,3.7580,1.17771,0.940,0.356,3.11,3.06,3.089
577.6,806.5,3.7576,1.17819,0.943,0.357,3.11,3.07,3.105
577.7,806.8,3.7571,1.17868,0.942,0.358,3.10,3.07,3.107
577.8,807.1,3.7567,1.1799,0.938,0.358,3.09,3.07,3.093
577.9,807.4,3.7564,1.1818,0.935,0.358,3.09,3.07,3.082
578.0,807.7,3.7559,1.18313,0.937,0.358,3.10,3.08,3.094
578.1,807.9,3.7554,1.18329,0.937,0.358,3.10,3.09,3.108
578.2,808.2,3.7548,1.18313,0.936,0.358,3.09,3.10,3.120
578.3,808.5,3.7544,1.18339,0.938,0.358,3.10,3.09,3.139
578.4,808.8,3.7540,1.18386,0.939,0.358,3.11,3.09,3.147
578.5,809.1,3.7535,1.18422,0.939,0.358,3.10,3.10,3.149
578.6,809.3,3.7529,1.1843,0.939,0.358,3.11,3.10,3.147
578.7,809.6,3.7524,1.18407,0.939,0.358,3.11,3.09,3.148
578.8,809.9,3.7519,1.18396,0.939,0.358,3.11,3.08,3.148
578.9,810.2,3.7513,1.1846,0.937,0.357,3.11,3.09,3.150
579.0,810.5,3.7508,1.18596,0.938,0.358,3.11,3.08,3.155
579.1,810.7,3.7506,1.18751,0.938,0.359,3.10,3.09,3.154
579.2,811.0,3.7506,1.1886,0.939,0.360,3.10,3.10,3.141
579.3,811.3,3.7501,1.18842,0.940,0.362,3.09,3.12,3.133
579.4,811.6,3.7493,1.18724,0.939,0.363,3.07,3.11,3.132
579.5,811.8,3.7488,1.18707,0.938,0.362,3.08,3.10,3.131
579.6,812.1,3.7488,1.18884,0.941,0.361,3.10,3.10,3.152
579.7,812.4,3.7488,1.19056,0.944,0.360,3.12,3.12,3.175
579.8,812.7,3.7483,1.1905,0.943,0.360,3.12,3.13,3.180
579.9,813.0,3.7477,1.18969,0.939,0.359,3.11,3.13,3.181
580.0,813.2,3.7473,1.18971,0.937,0.357,3.12,3.13,3.189
580.1,813.5,3.7471,1.1907,0.939,0.356,3.14,3.12,3.208
580.2,813.8,3.7469,1.19225,0.942,0.355,3.16,3.13,3.225
580.3,814.1,3.7465,1.19365,0.941,0.355,3.17,3.13,3.222
580.4,814.4,3.7460,1.19409,0.941,0.355,3.16,3.12,3.215
580.5,814.6,3.7455,1.19355,0.945,0.356,3.17,3.12,3.223
580.6,814.9,3.7452,1.19268,0.948,0.356,3.17,3.12,3.215
580.7,815.2,3.7452,1.19219,0.946,0.355,3.17,3.14,3.195
580.8,815.5,3.7448,1.19281,0.942,0.354,3.18,3.14,3.177
580.9,815.8,3.7439,1.19433,0.939,0.353,3.17,3.14,3.171
581.0,816.0,3.7433,1.1949,0.939,0.355,3.16,3.12,3.173
581.1,816.3,3.7432,1.19379,0.939,0.357,3.15,3.12,3.173
581.2,816.6,3.7430,1.19326,0.940,0.357,3.14,3.13,3.181
581.3,816.9,3.7422,1.19502,0.942,0.356,3.16,3.14,3.192
581.4,817.2,3.7414,1.19712,0.946,0.355,3.19,3.14,3.215
581.5,817.5,3.7412,1.19733,0.946,0.354,3.20,3.13,3.237
581.6,817.7,3.7410,1.19632,0.942,0.353,3.19,3.14,3.240
581.7,818.0,3.7402,1.19563,0.939,0.353,3.18,3.14,3.229
581.8,818.3,3.7392,1.19571,0.938,0.352,3.19,3.14,3.219
581.9,818.6,3.7387,1.19649,0.940,0.352,3.20,3.14,3.231
582.0,818.9,3.7387,1.19749,0.941,0.352,3.20,3.12,3.248
582.1,819.2,3.7383,1.19803,0.941,0.353,3.19,3.12,3.242
582.2,819.4,3.7374,1.1984,0.941,0.355,3.18,3.13,3.221
582.3,819.7,3.7370,1.19967,0.941,0.356,3.17,3.14,3.208
582.4,820.0,3.7370,1.20155,0.945,0.357,3.18,3.15,3.217
582.5,820.3,3.7371,1.20212,0.950,0.358,3.19,3.15,3.225
582.6,820.6,3.7368,1.20077,0.949,0.358,3.18,3.16,3.211
582.7,820.8,3.7362,1.19942,0.945,0.357,3.18,3.19,3.196
582.8,821.1,3.7357,1.19955,0.940,0.356,3.17,3.19,3.184
582.9,821.4,3.7353,1.20068,0.936,0.357,3.15,3.18,3.186
