time,Temp,TGA
[s],[K],[mg]
27.3,322.5,4.029
34.5,323,4.028
39.5,323.5,4.028
43.6,324,4.0296
47,324.5,4.0298
50,325,4.0305
52.8,325.5,4.0306
55.3,326,4.0285
57.6,326.5,4.0306
59.8,327,4.0314
61.9,327.5,4.031
63.8,328,4.0308
65.7,328.5,4.0305
67.6,329,4.0292
69.3,329.5,4.0289
71.1,330,4.029
72.7,330.5,4.0291
74.3,331,4.0295
75.9,331.5,4.0292
77.4,332,4.0285
78.9,332.5,4.0286
80.4,333,4.029
81.9,333.5,4.029
83.3,334,4.028
84.7,334.5,4.0268
86.1,335,4.0268
87.5,335.5,4.0272
88.8,336,4.0278
90.1,336.5,4.0283
91.4,337,4.0295
92.7,337.5,4.0309
94,338,4.0309
95.3,338.5,4.0292
96.5,339,4.0278
97.8,339.5,4.0272
99,340,4.0272
100.2,340.5,4.0275
101.5,341,4.0284
102.7,341.5,4.029
103.9,342,4.0285
105,342.5,4.0286
106.2,343,4.0284
107.4,343.5,4.0279
108.6,344,4.027
109.7,344.5,4.0273
110.9,345,4.0277
112.1,345.5,4.0283
113.2,346,4.0274
114.3,346.5,4.0278
115.5,347,4.0285
116.6,347.5,4.0299
117.7,348,4.0308
118.8,348.5,4.0308
120,349,4.0307
121.1,349.5,4.0314
122.2,350,4.0307
123.3,350.5,4.0307
124.4,351,4.0297
125.5,351.5,4.0301
126.6,352,4.0299
127.7,352.5,4.0299
128.8,353,4.0297
129.9,353.5,4.0288
130.9,354,4.0288
132,354.5,4.0276
133.1,355,4.0289
134.1,355.5,4.0278
135.2,356,4.0286
136.3,356.5,4.0279
137.4,357,4.029
138.4,357.5,4.0292
139.5,358,4.0303
140.6,358.5,4.029
141.6,359,4.0291
142.7,359.5,4.0289
143.7,360,4.0289
144.7,360.5,4.0283
145.8,361,4.0291
146.8,361.5,4.0302
147.9,362,4.0291
148.9,362.5,4.0301
150,363,4.0296
151,363.5,4.0297
152.1,364,4.0309
153.1,364.5,4.0308
154.1,365,4.0308
155.2,365.5,4.0308
156.2,366,4.0306
157.2,366.5,4.0307
158.2,367,4.0307
159.3,367.5,4.0299
160.3,368,4.0299
161.3,368.5,4.0308
162.3,369,4.0307
163.4,369.5,4.032
164.4,370,4.0308
165.4,370.5,4.0308
166.4,371,4.0308
167.5,371.5,4.0295
168.5,372,4.0295
169.5,372.5,4.0293
170.5,373,4.0281
171.5,373.5,4.0291
172.5,374,4.0286
173.6,374.5,4.0282
174.6,375,4.0288
175.6,375.5,4.0295
176.6,376,4.0295
177.6,376.5,4.0295
178.6,377,4.0281
179.6,377.5,4.0294
180.7,378,4.0295
181.7,378.5,4.0295
182.7,379,4.0296
183.7,379.5,4.0288
184.7,380,4.0295
185.7,380.5,4.0295
186.7,381,4.0295
187.7,381.5,4.0304
188.7,382,4.0307
189.8,382.5,4.0294
190.8,383,4.0295
191.8,383.5,4.0295
192.8,384,4.0296
193.8,384.5,4.0289
194.8,385,4.0291
195.8,385.5,4.0292
196.8,386,4.0292
197.8,386.5,4.0292
198.8,387,4.0292
199.8,387.5,4.0292
200.8,388,4.0285
201.8,388.5,4.0279
202.8,389,4.0279
203.8,389.5,4.0282
204.8,390,4.0274
205.8,390.5,4.0279
206.8,391,4.0282
207.8,391.5,4.0282
208.8,392,4.0282
209.8,392.5,4.0282
210.8,393,4.0282
211.8,393.5,4.0289
212.8,394,4.0295
213.8,394.5,4.0288
214.8,395,4.0282
215.8,395.5,4.0282
216.8,396,4.0282
217.8,396.5,4.0282
218.8,397,4.0282
