time,Temp,TGA
[s],[K],[mg]
31.2,322.5,3.9576
39.5,323,3.9583
45.5,323.5,3.9573
50.2,324,3.9576
54.4,324.5,3.9581
58.1,325,3.9573
61.4,325.5,3.9596
64.5,326,3.9571
67.3,326.5,3.9561
70,327,3.9567
72.6,327.5,3.957
75.1,328,3.9567
77.5,328.5,3.957
79.8,329,3.9574
82.1,329.5,3.9567
84.3,330,3.9572
86.4,330.5,3.9569
88.5,331,3.9568
90.5,331.5,3.9566
92.5,332,3.9573
94.5,332.5,3.9567
96.5,333,3.9578
98.4,333.5,3.9585
100.3,334,3.9579
102.1,334.5,3.9573
104,335,3.9571
105.8,335.5,3.9568
107.6,336,3.9564
109.4,336.5,3.9566
111.2,337,3.9559
112.9,337.5,3.9559
114.7,338,3.9567
116.4,338.5,3.9578
118.1,339,3.9579
119.9,339.5,3.9574
121.6,340,3.9578
123.2,340.5,3.9576
124.9,341,3.9557
126.6,341.5,3.9553
128.3,342,3.9555
129.9,342.5,3.9568
131.6,343,3.957
133.2,343.5,3.9558
134.9,344,3.9572
136.5,344.5,3.9558
138.2,345,3.9571
139.8,345.5,3.9569
141.4,346,3.9561
143,346.5,3.9568
144.7,347,3.9557
146.3,347.5,3.9555
147.9,348,3.9561
149.5,348.5,3.9564
151.1,349,3.9571
152.7,349.5,3.9563
154.3,350,3.9573
155.9,350.5,3.9566
157.5,351,3.9568
159.1,351.5,3.9572
160.7,352,3.9564
162.3,352.5,3.9567
163.9,353,3.9557
165.5,353.5,3.9559
167.1,354,3.9558
168.6,354.5,3.9567
170.2,355,3.9557
171.8,355.5,3.9571
173.4,356,3.9571
174.9,356.5,3.9555
176.5,357,3.957
178.1,357.5,3.9557
179.7,358,3.9557
181.2,358.5,3.957
182.8,359,3.956
184.3,359.5,3.9571
185.9,360,3.957
187.4,360.5,3.957
189,361,3.9557
190.6,361.5,3.9557
192.1,362,3.9545
193.7,362.5,3.9549
195.2,363,3.9543
196.7,363.5,3.9554
198.3,364,3.9544
199.8,364.5,3.9543
201.4,365,3.9544
202.9,365.5,3.9551
204.4,366,3.9551
206,366.5,3.9549
207.5,367,3.9543
209.1,367.5,3.9543
210.6,368,3.9557
212.1,368.5,3.9546
213.6,369,3.9543
215.2,369.5,3.9543
216.7,370,3.9543
218.2,370.5,3.9543
219.7,371,3.9546
221.3,371.5,3.9544
222.8,372,3.9543
224.3,372.5,3.9544
225.8,373,3.953
227.3,373.5,3.953
228.8,374,3.9529
230.4,374.5,3.953
231.9,375,3.953
233.4,375.5,3.9533
234.9,376,3.9544
236.4,376.5,3.953
237.9,377,3.9544
239.4,377.5,3.9543
240.9,378,3.9544
242.4,378.5,3.953
243.9,379,3.953
245.5,379.5,3.953
247,380,3.953
248.5,380.5,3.9544
250,381,3.9544
251.5,381.5,3.953
252.9,382,3.953
254.4,382.5,3.953
255.9,383,3.9536
257.4,383.5,3.9543
258.9,384,3.953
260.4,384.5,3.953
261.9,385,3.953
263.4,385.5,3.9517
264.9,386,3.9528
266.4,386.5,3.9517
267.9,387,3.9517
269.3,387.5,3.9517
270.9,388,3.9517
272.4,388.5,3.9517
273.9,389,3.9516
275.4,389.5,3.953
276.8,390,3.953
278.3,390.5,3.9528
279.8,391,3.9517
281.3,391.5,3.9517
282.8,392,3.9517
284.3,392.5,3.9517
285.8,393,3.9518
287.2,393.5,3.9504
288.7,394,3.9515
290.2,394.5,3.9517
291.7,395,3.9517
293.1,395.5,3.9517
294.6,396,3.9517
296.1,396.5,3.9519
297.6,397,3.9517
299,397.5,3.9517
300.5,398,3.9517
302,398.5,3.951
303.4,399,3.9511
304.9,399.5,3.9511
306.4,400,3.9511
307.8,400.5,3.9511
309.3,401,3.9511
310.8,401.5,3.9511
312.2,402,3.9511
313.7,402.5,3.9511
315.2,403,3.9511
316.6,403.5,3.9512
318.1,404,3.9497
319.5,404.5,3.9505
321,405,3.9504
322.5,405.5,3.9518
323.9,406,3.9517
325.4,406.5,3.9503
326.8,407,3.9504
328.3,407.5,3.9504
329.7,408,3.9504
331.2,408.5,3.9504
332.6,409,3.9504
334.1,409.5,3.9505
335.5,410,3.9491
337,410.5,3.9491
338.4,411,3.9491
339.9,411.5,3.9491
341.3,412,3.9491
342.7,412.5,3.9491
344.2,413,3.949
345.6,413.5,3.9504
347.1,414,3.9496
348.5,414.5,3.9491
350,415,3.9491
351.4,415.5,3.9491
352.8,416,3.9491
354.2,416.5,3.9491
355.7,417,3.9491
357.1,417.5,3.9486
358.6,418,3.9464
360,418.5,3.9465
361.5,419,3.9465
362.9,419.5,3.9465
364.3,420,3.9453
365.8,420.5,3.9461
367.2,421,3.9461
368.6,421.5,3.9461
370,422,3.9461
371.5,422.5,3.9461
372.9,423,3.9461
374.4,423.5,3.9461
375.8,424,3.9461
377.2,424.5,3.9461
378.6,425,3.9461
380.1,425.5,3.9461
381.5,426,3.9461
382.9,426.5,3.946
384.4,427,3.9448
385.8,427.5,3.9448
387.2,428,3.9448
388.6,428.5,3.9446
390.1,429,3.9435
391.5,429.5,3.9436
392.9,430,3.9441
394.3,430.5,3.9442
395.8,431,3.9438
397.2,431.5,3.9438
398.6,432,3.9426
400,432.5,3.9425
401.5,433,3.9425
402.9,433.5,3.9425
404.3,434,3.9417
405.7,434.5,3.9402
407.1,435,3.9402
408.6,435.5,3.9402
410,436,3.9402
411.4,436.5,3.9402
412.8,437,3.9395
414.2,437.5,3.9389
415.7,438,3.9389
417.1,438.5,3.9375
418.5,439,3.9376
419.9,439.5,3.9376
421.3,440,3.9376
422.7,440.5,3.9376
424.2,441,3.9376
425.6,441.5,3.9367
427,442,3.9363
428.4,442.5,3.9349
429.9,443,3.9349
431.3,443.5,3.9348
432.7,444,3.9336
434.1,444.5,3.9336
435.5,445,3.9336
437,445.5,3.9333
438.4,446,3.9336
439.8,446.5,3.9336
441.2,447,3.9324
442.6,447.5,3.9323
444.1,448,3.9316
445.5,448.5,3.9311
446.9,449,3.9297
448.3,449.5,3.9297
449.7,450,3.9296
451.2,450.5,3.9283
452.6,451,3.9282
454,451.5,3.927
455.4,452,3.927
456.8,452.5,3.9271
458.2,453,3.9258
459.7,453.5,3.9246
461.1,454,3.9243
462.5,454.5,3.923
463.9,455,3.9226
465.3,455.5,3.9218
466.7,456,3.9209
468.1,456.5,3.9203
469.5,457,3.9189
471,457.5,3.9186
472.4,458,3.9173
473.8,458.5,3.917
475.2,459,3.9148
476.6,459.5,3.9137
478,460,3.9134
479.4,460.5,3.912
480.8,461,3.9106
482.2,461.5,3.9101
483.7,462,3.9089
485.1,462.5,3.9073
486.5,463,3.9062
487.9,463.5,3.9059
489.3,464,3.9038
490.7,464.5,3.9026
492.1,465,3.9018
493.5,465.5,3.9003
494.9,466,3.8996
496.3,466.5,3.8991
497.7,467,3.898
499.1,467.5,3.8976
500.5,468,3.8962
501.9,468.5,3.8947
503.3,469,3.8934
504.7,469.5,3.8932
506.1,470,3.892
507.5,470.5,3.8915
508.9,471,3.8907
510.3,471.5,3.8892
511.7,472,3.887
513.1,472.5,3.8866
514.5,473,3.8852
515.9,473.5,3.8842
517.3,474,3.8835
518.7,474.5,3.8822
520.1,475,3.8807
521.5,475.5,3.8798
522.9,476,3.879
524.3,476.5,3.8778
525.7,477,3.8762
527.1,477.5,3.8752
528.5,478,3.8747
