time,Temp,Heat Flow Rate
277.3,427,1.10818
278.2,427.5,1.10979
279.2,428,1.11299
280.1,428.5,1.1168
281.1,429,1.1164
282,429.5,1.11911
283,430,1.12171
283.9,430.5,1.12256
284.9,431,1.12739
285.8,431.5,1.12754
286.8,432,1.12942
287.8,432.5,1.13396
288.7,433,1.13541
289.7,433.5,1.13827
290.6,434,1.14157
291.6,434.5,1.1427
292.5,435,1.14545
293.5,435.5,1.14697
294.4,436,1.15014
295.4,436.5,1.15332
296.3,437,1.15654
297.3,437.5,1.15916
298.2,438,1.16139
299.2,438.5,1.1644
300.1,439,1.1655
301.1,439.5,1.17011
302,440,1.17409
303,440.5,1.17756
303.9,441,1.18239
304.8,441.5,1.18419
305.8,442,1.18903
306.7,442.5,1.19165
307.7,443,1.19413
308.6,443.5,1.19794
309.6,444,1.20306
310.5,444.5,1.20556
311.5,445,1.21039
312.4,445.5,1.21599
313.4,446,1.21902
314.3,446.5,1.22202
315.2,447,1.22764
316.2,447.5,1.23454
317.1,448,1.23816
318.1,448.5,1.24319
319,449,1.24679
319.9,449.5,1.2519
320.9,450,1.25676
321.8,450.5,1.26468
322.7,451,1.2657
323.7,451.5,1.27394
324.6,452,1.27796
325.6,452.5,1.28173
326.5,453,1.28747
327.4,453.5,1.29469
328.4,454,1.29872
329.3,454.5,1.30403
330.2,455,1.30899
331.2,455.5,1.31637
332.1,456,1.32306
333,456.5,1.32459
334,457,1.33184
334.9,457.5,1.33853
335.8,458,1.34533
336.8,458.5,1.34986
337.7,459,1.35587
338.6,459.5,1.3634
339.5,460,1.36747
340.5,460.5,1.37203
341.4,461,1.37608
342.3,461.5,1.38388
343.3,462,1.38744
344.2,462.5,1.39359
345.1,463,1.39725
346,463.5,1.40143
347,464,1.40584
347.9,464.5,1.4111
348.8,465,1.41562
349.7,465.5,1.41987
350.7,466,1.42237
351.6,466.5,1.42735
352.5,467,1.4309
353.4,467.5,1.43671
354.4,468,1.43838
355.3,468.5,1.44026
356.2,469,1.4442
357.1,469.5,1.44444
358,470,1.44958
359,470.5,1.45202
359.9,471,1.45469
360.8,471.5,1.4575
361.7,472,1.4564
362.7,472.5,1.45688
363.6,473,1.45954
364.5,473.5,1.46024
365.4,474,1.46158
366.3,474.5,1.46134
367.3,475,1.46247
368.2,475.5,1.46041
369.1,476,1.46414
370,476.5,1.46172
370.9,477,1.46086
371.9,477.5,1.45998
372.8,478,1.45953
373.7,478.5,1.45805
374.6,479,1.45709
375.5,479.5,1.45773
376.4,480,1.45459
377.4,480.5,1.45274
378.3,481,1.45305
379.2,481.5,1.45074
380.1,482,1.44862
381,482.5,1.44792
381.9,483,1.4467
382.8,483.5,1.44295
383.8,484,1.44449
384.7,484.5,1.44291
385.6,485,1.44142
386.5,485.5,1.4416
387.4,486,1.43936
388.4,486.5,1.43829
389.3,487,1.43846
390.2,487.5,1.43967
391.1,488,1.43933
392,488.5,1.43673
392.9,489,1.44051
393.8,489.5,1.44022
394.8,490,1.44037
395.7,490.5,1.44238
396.6,491,1.4422
397.5,491.5,1.44294
398.4,492,1.44497
399.3,492.5,1.448
400.2,493,1.44851
401.1,493.5,1.44901
402.1,494,1.45573
403,494.5,1.45546
403.9,495,1.45786
404.8,495.5,1.46159
405.7,496,1.4641
406.6,496.5,1.46589
407.5,497,1.46901
408.4,497.5,1.47131
409.4,498,1.47551
410.3,498.5,1.47494
411.2,499,1.47846
412.1,499.5,1.4809
413,500,1.48363
413.9,500.5,1.48314
414.8,501,1.48634
415.7,501.5,1.48823
416.6,502,1.48906
417.6,502.5,1.48992
418.5,503,1.49192
419.4,503.5,1.49484
420.3,504,1.49476
421.2,504.5,1.49692
422.1,505,1.4942
423,505.5,1.49525
423.9,506,1.49471
424.9,506.5,1.49453
425.8,507,1.49369
426.7,507.5,1.49008
427.6,508,1.48916
428.5,508.5,1.48672
429.4,509,1.4845
430.3,509.5,1.48169
431.2,510,1.47785
432.1,510.5,1.47574
433,511,1.47411
433.9,511.5,1.46624
434.9,512,1.46228
435.8,512.5,1.45644
436.7,513,1.45404
437.6,513.5,1.44916
438.5,514,1.4421
439.4,514.5,1.43923
440.3,515,1.43437
441.2,515.5,1.42663
442.1,516,1.42236
443,516.5,1.41754
443.9,517,1.41406
444.9,517.5,1.40951
445.8,518,1.40468
446.7,518.5,1.40286
447.6,519,1.3985
448.5,519.5,1.39261
449.4,520,1.39117
450.3,520.5,1.38699
451.2,521,1.38267
452.1,521.5,1.38051
453,522,1.37831
453.9,522.5,1.37678
454.8,523,1.37436
455.7,523.5,1.3702
456.7,524,1.37086
457.6,524.5,1.36914
458.5,525,1.36769
459.4,525.5,1.36774
460.3,526,1.3661
461.2,526.5,1.36368
462.1,527,1.36319
463,527.5,1.3635
463.9,528,1.35954
464.8,528.5,1.36011
465.7,529,1.35873
466.6,529.5,1.35901
467.5,530,1.3604
468.4,530.5,1.35807
469.4,531,1.35899
470.3,531.5,1.35832
471.2,532,1.35801
472.1,532.5,1.35969
473,533,1.36081
473.9,533.5,1.36103
474.8,534,1.36249
475.7,534.5,1.36262
476.6,535,1.36205
477.5,535.5,1.36322
478.4,536,1.36425
479.3,536.5,1.36507
480.2,537,1.36404
481.1,537.5,1.36653
482.1,538,1.36885
483,538.5,1.37164
483.9,539,1.37029
484.8,539.5,1.37392
485.7,540,1.37531
486.6,540.5,1.37574
487.5,541,1.37677
488.4,541.5,1.3803
489.3,542,1.38148
490.2,542.5,1.38132
491.1,543,1.38333
492,543.5,1.38565
492.9,544,1.38585
493.8,544.5,1.38796
494.7,545,1.39075
495.7,545.5,1.39235
496.6,546,1.39356
497.5,546.5,1.39966
498.4,547,1.39934
499.3,547.5,1.40155
500.2,548,1.40507
501.1,548.5,1.40667
502,549,1.41122
502.9,549.5,1.41181
503.8,550,1.41402
504.7,550.5,1.41628
505.6,551,1.41625
506.5,551.5,1.4204
507.4,552,1.42038
508.3,552.5,1.42512
509.2,553,1.42882
510.2,553.5,1.43116
511.1,554,1.43479
512,554.5,1.4365
512.9,555,1.44101
513.8,555.5,1.44616
514.7,556,1.44474
515.6,556.5,1.45199
516.5,557,1.45451
517.4,557.5,1.45672
518.4,558,1.46064
519.3,558.5,1.46373
520.2,559,1.46581
521.1,559.5,1.47034
522,560,1.47567
522.9,560.5,1.47815
523.8,561,1.4828
524.7,561.5,1.48448
525.6,562,1.49149
526.5,562.5,1.4935
527.4,563,1.49935
528.3,563.5,1.50552
529.2,564,1.50927
530.1,564.5,1.51456
531,565,1.51986
531.9,565.5,1.52803
532.8,566,1.53384
533.8,566.5,1.53912
534.7,567,1.54813
535.6,567.5,1.55249
536.5,568,1.55972
537.4,568.5,1.56788
538.3,569,1.5772
539.2,569.5,1.58101
540.1,570,1.59054
541,570.5,1.59373
541.9,571,1.60572
542.8,571.5,1.61055
543.8,572,1.61997
544.7,572.5,1.62316
545.6,573,1.63121
546.5,573.5,1.63871
547.4,574,1.64401
548.3,574.5,1.65004
549.2,575,1.65664
550.1,575.5,1.66374
551,576,1.67059
551.9,576.5,1.67948
552.9,577,1.68547
553.8,577.5,1.6893
554.7,578,1.69384
555.6,578.5,1.70165
556.5,579,1.70957
557.4,579.5,1.714
558.3,580,1.72245
559.2,580.5,1.72573
560.1,581,1.73388
561.1,581.5,1.7399
562,582,1.74281
562.9,582.5,1.74703
563.8,583,1.75375
564.7,583.5,1.7581
565.6,584,1.76438
566.5,584.5,1.76803
567.4,585,1.77692
568.4,585.5,1.77809
569.3,586,1.78637
570.2,586.5,1.78976
571.1,587,1.79652
572,587.5,1.80031
572.9,588,1.80442
573.8,588.5,1.81137
574.7,589,1.81592
575.6,589.5,1.82146
576.6,590,1.82264
577.5,590.5,1.83144
578.4,591,1.83566
579.3,591.5,1.8391
580.2,592,1.84525
581.1,592.5,1.85283
582.1,593,1.85586
583,593.5,1.86151
583.9,594,1.86779
584.8,594.5,1.8723
585.7,595,1.88026
586.6,595.5,1.88499
587.5,596,1.89337
588.5,596.5,1.8996
589.4,597,1.90837
590.3,597.5,1.91472
591.2,598,1.92562
592.1,598.5,1.93393
593,599,1.94342
593.9,599.5,1.9536
594.9,600,1.96296
595.8,600.5,1.97716
596.7,601,1.98689
597.6,601.5,2.00233
598.5,602,2.01285
599.4,602.5,2.02911
600.3,603,2.04413
601.3,603.5,2.05661
602.2,604,2.0748
603.1,604.5,2.09095
604,605,2.10788
604.9,605.5,2.12699
605.8,606,2.14862
606.8,606.5,2.1666
607.7,607,2.18749
608.6,607.5,2.21125
609.5,608,2.23331
610.4,608.5,2.2559
611.3,609,2.27746
612.3,609.5,2.30657
613.2,610,2.33105
614.1,610.5,2.36124
615,611,2.38554
615.9,611.5,2.41779
616.9,612,2.44856
617.8,612.5,2.47702
618.7,613,2.51043
619.6,613.5,2.54539
620.5,614,2.5806
621.5,614.5,2.61654
622.4,615,2.6522
623.3,615.5,2.69208
624.2,616,2.72914
625.1,616.5,2.77125
626.1,617,2.81311
627,617.5,2.85617
627.9,618,2.90057
628.8,618.5,2.94588
629.8,619,2.99512
630.7,619.5,3.04377
631.6,620,3.0949
632.5,620.5,3.14587
633.4,621,3.19773
634.3,621.5,3.25247
635.3,622,3.31071
636.2,622.5,3.36614
637.1,623,3.42447
638,623.5,3.4866
639,624,3.54819
639.9,624.5,3.6131
640.8,625,3.67944
641.8,625.5,3.74457
642.7,626,3.81531
643.6,626.5,3.8837
644.6,627,3.95448
645.5,627.5,4.02762
646.4,628,4.10157
647.4,628.5,4.17379
648.3,629,4.25029
649.2,629.5,4.32864
650.1,630,4.40856
651.1,630.5,4.48835
652,631,4.56898
653,631.5,4.64708
653.9,632,4.72845
654.8,632.5,4.81748
655.8,633,4.90106
656.7,633.5,4.98728
657.6,634,5.07358
658.5,634.5,5.15993
659.5,635,5.24934
660.4,635.5,5.33791
661.4,636,5.42859
662.3,636.5,5.51765
663.2,637,5.6095
664.2,637.5,5.70292
665.1,638,5.79504
666.1,638.5,5.88608
667,639,5.97951
667.9,639.5,6.07152
668.9,640,6.16419
669.8,640.5,6.25501
670.8,641,6.34774
671.7,641.5,6.43663
672.6,642,6.52774
673.6,642.5,6.61811
674.5,643,6.70692
675.5,643.5,6.79578
676.4,644,6.8794
677.4,644.5,6.96187
678.3,645,7.04075
679.2,645.5,7.11713
680.2,646,7.18966
681.1,646.5,7.25931
682.1,647,7.32774
683,647.5,7.3912
683.9,648,7.44785
684.9,648.5,7.50131
685.8,649,7.55831
686.8,649.5,7.6188
687.7,650,7.66922
688.7,650.5,7.71329
689.6,651,7.75395
690.6,651.5,7.79736
691.5,652,7.85047
692.5,652.5,7.89774
693.4,653,7.93079
694.4,653.5,7.97145
695.3,654,8.00502
696.2,654.5,8.03163
697.2,655,8.0598
698.1,655.5,8.07434
699.1,656,8.08156
700,656.5,8.06832
701,657,8.05991
701.9,657.5,8.05191
702.8,658,8.05189
703.8,658.5,8.04477
704.7,659,8.02497
705.7,659.5,8.01589
706.6,660,7.97494
707.5,660.5,8.02646
708.5,661,8.03672
709.4,661.5,7.96601
710.4,662,7.9878
711.3,662.5,7.96638
712.2,663,7.90377
713.2,663.5,7.83719
714.1,664,7.76979
715.1,664.5,7.69729
716,665,7.66537
716.9,665.5,7.63043
717.9,666,7.59177
718.8,666.5,7.56604
719.7,667,7.48758
720.7,667.5,7.43636
721.6,668,7.38634
722.5,668.5,7.32093
723.5,669,7.2423
724.4,669.5,7.17166
725.3,670,7.10151
726.3,670.5,7.01256
727.2,671,6.92785
728.1,671.5,6.82954
729.1,672,6.72684
730,672.5,6.62224
730.9,673,6.51283
731.8,673.5,6.40025
732.8,674,6.28224
733.7,674.5,6.16023
734.6,675,6.02905
735.5,675.5,5.9005
736.5,676,5.7647
737.4,676.5,5.62795
738.3,677,5.48893
739.3,677.5,5.34826
740.2,678,5.21395
741.1,678.5,5.072
742,679,4.92746
742.9,679.5,4.78794
743.9,680,4.65075
744.8,680.5,4.50876
745.7,681,4.36595
746.6,681.5,4.23696
747.5,682,4.10609
748.5,682.5,3.97235
749.4,683,3.83622
750.3,683.5,3.70881
751.2,684,3.58688
752.1,684.5,3.46226
753,685,3.3418
754,685.5,3.21846
754.9,686,3.10417
755.8,686.5,2.99011
756.7,687,2.87802
757.6,687.5,2.76562
758.5,688,2.6563
759.5,688.5,2.54981
760.4,689,2.44553
761.3,689.5,2.34296
762.2,690,2.2427
763.1,690.5,2.14624
764,691,2.05072
765,691.5,1.95838
765.9,692,1.86794
766.8,692.5,1.77912
767.7,693,1.69688
768.6,693.5,1.61381
769.6,694,1.53658
770.5,694.5,1.45644
771.4,695,1.38528
772.3,695.5,1.3137
773.2,696,1.24761
774.2,696.5,1.1785
775.1,697,1.11597
776,697.5,1.05463
776.9,698,0.99644
777.8,698.5,0.93752
778.8,699,0.88924
779.7,699.5,0.83618
780.6,700,0.7881
781.5,700.5,0.74148
782.4,701,0.69868
783.4,701.5,0.65409
784.3,702,0.61385
785.2,702.5,0.57344
786.1,703,0.53921
787.1,703.5,0.50447
788,704,0.47201
788.9,704.5,0.43902
789.9,705,0.40906
790.8,705.5,0.38179
791.7,706,0.35525
792.6,706.5,0.33015
793.6,707,0.30344
794.5,707.5,0.28315
795.4,708,0.25993
796.4,708.5,0.2391
797.3,709,0.21902
798.2,709.5,0.20268
799.1,710,0.1844
800.1,710.5,0.16856
801,711,0.1499
801.9,711.5,0.13607
802.9,712,0.12149
803.8,712.5,0.10919
804.8,713,9.67E-02
805.7,713.5,8.45E-02
806.6,714,7.34E-02
807.6,714.5,6.16E-02
808.5,715,5.06E-02
809.4,715.5,4.28E-02
810.4,716,3.34E-02
811.3,716.5,2.38E-02
812.2,717,1.89E-02
813.2,717.5,9.80E-03
814.1,718,2.86E-03
815,718.5,-2.91E-03
816,719,-1.01E-02
816.9,719.5,-1.73E-02
817.9,720,-2.19E-02
818.8,720.5,-2.46E-02
819.7,721,-2.98E-02
820.7,721.5,-3.22E-02
821.6,722,-3.72E-02
822.6,722.5,-4.12E-02
823.5,723,-4.42E-02
824.4,723.5,-5.07E-02
825.4,724,-5.22E-02
826.3,724.5,-5.37E-02
827.3,725,-5.92E-02
828.2,725.5,-5.88E-02
829.1,726,-5.88E-02
830.1,726.5,-6.45E-02
831,727,-6.02E-02
832,727.5,-6.14E-02
832.9,728,-6.24E-02
833.8,728.5,-5.84E-02
834.8,729,-5.52E-02
835.7,729.5,-5.54E-02
836.7,730,-5.08E-02
837.6,730.5,-4.87E-02
838.6,731,-4.82E-02
839.5,731.5,-5.03E-02
840.5,732,-4.97E-02
841.4,732.5,-5.21E-02
842.3,733,-5.27E-02
843.3,733.5,-5.93E-02
844.2,734,-5.89E-02
845.2,734.5,-6.44E-02
846.1,735,-6.94E-02
847.1,735.5,-7.19E-02
848,736,-7.63E-02
849,736.5,-8.26E-02
849.9,737,-8.54E-02
850.9,737.5,-9.02E-02
851.8,738,-9.68E-02
852.8,738.5,-0.10147
853.7,739,-0.10612
854.7,739.5,-0.10696
855.6,740,-0.11521
856.6,740.5,-0.11644
857.5,741,-0.1195
858.5,741.5,-0.12132
859.4,742,-0.12302
860.4,742.5,-0.125
861.3,743,-0.12537
862.3,743.5,-0.12799
863.3,744,-0.12947
864.2,744.5,-0.12929
865.2,745,-0.12878
866.1,745.5,-0.12599
867.1,746,-0.12726
868,746.5,-0.12773
869,747,-0.12716
869.9,747.5,-0.12756
870.9,748,-0.1276
871.8,748.5,-0.12606
872.8,749,-0.1247
873.7,749.5,-0.12436
874.7,750,-0.12472
875.7,750.5,-0.12267
876.6,751,-0.12144
877.6,751.5,-0.12233
878.5,752,-0.12169
879.5,752.5,-0.11673
880.4,753,-0.11879
881.4,753.5,-0.11471
882.3,754,-0.11219
883.3,754.5,-0.11349
884.3,755,-0.11031
885.2,755.5,-0.10838
886.2,756,-0.1086
887.1,756.5,-0.10678
888.1,757,-0.10724
889,757.5,-0.10287
890,758,-0.10301
891,758.5,-0.10192
891.9,759,-9.85E-02
892.9,759.5,-9.57E-02
893.8,760,-9.71E-02
894.8,760.5,-9.47E-02
895.7,761,-9.43E-02
896.7,761.5,-9.36E-02
897.7,762,-9.19E-02
898.6,762.5,-8.83E-02
899.6,763,-9.04E-02
900.5,763.5,-8.74E-02
901.5,764,-8.89E-02
902.4,764.5,-8.73E-02
903.4,765,-8.60E-02
904.4,765.5,-8.43E-02
905.3,766,-8.36E-02
906.3,766.5,-8.40E-02
907.2,767,-8.23E-02
908.2,767.5,-8.22E-02
909.2,768,-8.29E-02
910.1,768.5,-8.11E-02
911.1,769,-8.03E-02
912,769.5,-7.99E-02
913,770,-8.02E-02
914,770.5,-7.89E-02
914.9,771,-8.08E-02
915.9,771.5,-7.80E-02
916.8,772,-7.49E-02
917.8,772.5,-7.60E-02
918.8,773,-7.62E-02
919.7,773.5,-7.46E-02
920.7,774,-7.36E-02
921.6,774.5,-7.02E-02
922.6,775,-7.17E-02
923.6,775.5,-7.03E-02
924.5,776,-6.80E-02
925.5,776.5,-6.58E-02
926.5,777,-6.51E-02
927.4,777.5,-6.46E-02
928.4,778,-6.33E-02
929.3,778.5,-5.98E-02
930.3,779,-6.03E-02
931.3,779.5,-5.86E-02
932.2,780,-5.62E-02
933.2,780.5,-5.73E-02
934.1,781,-5.64E-02
935.1,781.5,-5.43E-02
936.1,782,-4.99E-02
937,782.5,-5.27E-02
938,783,-4.90E-02
939,783.5,-4.84E-02
939.9,784,-4.70E-02
940.9,784.5,-4.63E-02
941.8,785,-4.34E-02
942.8,785.5,-4.12E-02
943.8,786,-4.16E-02
944.7,786.5,-4.08E-02
945.7,787,-4.07E-02
946.7,787.5,-3.96E-02
947.6,788,-4.07E-02
948.6,788.5,-3.77E-02
949.6,789,-3.65E-02
950.5,789.5,-3.74E-02
951.5,790,-3.61E-02
952.5,790.5,-3.30E-02
953.4,791,-3.44E-02
954.4,791.5,-3.25E-02
955.4,792,-3.05E-02
956.3,792.5,-3.16E-02
957.3,793,-3.08E-02
958.3,793.5,-3.04E-02
959.2,794,-2.91E-02
960.2,794.5,-2.88E-02
961.2,795,-3.19E-02
962.1,795.5,-2.85E-02
963.1,796,-2.60E-02
964.1,796.5,-2.74E-02
965,797,-2.57E-02
966,797.5,-2.76E-02
966.9,798,-2.11E-02
967.9,798.5,-2.41E-02
968.9,799,-2.36E-02
969.8,799.5,-2.73E-02
970.8,800,-2.28E-02
971.8,800.5,-2.26E-02
972.7,801,-2.52E-02
973.7,801.5,-2.23E-02
974.7,802,-2.17E-02
975.6,802.5,-1.84E-02
976.6,803,-1.97E-02
977.6,803.5,-2.06E-02
978.6,804,-1.82E-02
979.5,804.5,-1.82E-02
980.5,805,-1.65E-02
981.5,805.5,-1.64E-02
982.4,806,-1.76E-02
983.4,806.5,-1.55E-02
984.4,807,-1.51E-02
985.3,807.5,-1.36E-02
986.3,808,-1.46E-02
987.3,808.5,-1.32E-02
988.2,809,-1.25E-02
989.2,809.5,-1.45E-02
990.2,810,-1.22E-02
991.1,810.5,-1.26E-02
992.1,811,-1.23E-02
993.1,811.5,-8.03E-03
994,812,-1.07E-02
995,812.5,-9.70E-03
996,813,-1.07E-02
997,813.5,-9.29E-03
997.9,814,-8.35E-03
999,814.5,-8.57E-03
