time,Temp,TGA
[s],[K],[mg]
0,323,3.9002
40.7,323.5,3.8984
51.2,324,3.8978
59,324.5,3.8967
65.4,325,3.8976
71.1,325.5,3.8989
76.4,326,3.8973
81.2,326.5,3.8966
85.8,327,3.8969
90.2,327.5,3.896
94.4,328,3.8972
98.5,328.5,3.8956
102.4,329,3.8958
106.2,329.5,3.8949
110,330,3.895
113.7,330.5,3.8949
117.3,331,3.8962
120.9,331.5,3.8967
124.4,332,3.8968
127.9,332.5,3.8952
131.4,333,3.8953
134.9,333.5,3.8964
138.4,334,3.896
141.8,334.5,3.8966
145.2,335,3.896
148.6,335.5,3.8965
151.9,336,3.8954
155.2,336.5,3.8952
158.6,337,3.8952
161.9,337.5,3.894
165.2,338,3.8952
168.4,338.5,3.8955
171.7,339,3.8954
174.9,339.5,3.8954
178.2,340,3.8954
181.4,340.5,3.8966
184.6,341,3.8963
187.8,341.5,3.8961
191,342,3.8968
194.3,342.5,3.8982
197.5,343,3.8956
200.8,343.5,3.8943
204,344,3.8943
207.2,344.5,3.8945
210.4,345,3.8942
213.6,345.5,3.8947
216.7,346,3.8954
219.9,346.5,3.8934
223.1,347,3.8925
226.3,347.5,3.893
229.4,348,3.8939
232.6,348.5,3.8939
235.7,349,3.8939
238.8,349.5,3.893
242,350,3.893
245.1,350.5,3.8938
248.2,351,3.893
251.3,351.5,3.892
254.4,352,3.8929
257.6,352.5,3.8923
260.7,353,3.8927
263.9,353.5,3.8929
267,354,3.8916
270.1,354.5,3.8919
273.1,355,3.8916
276.2,355.5,3.8916
279.3,356,3.8917
282.4,356.5,3.8929
285.5,357,3.8916
288.5,357.5,3.892
291.6,358,3.8926
294.6,358.5,3.8916
297.7,359,3.8912
300.7,359.5,3.8916
303.8,360,3.8916
306.9,360.5,3.8917
309.9,361,3.8916
313,361.5,3.8903
316,362,3.8894
319,362.5,3.8903
322,363,3.8903
325,363.5,3.8904
328.1,364,3.8901
331.1,364.5,3.889
334.1,365,3.889
337.1,365.5,3.8897
340.1,366,3.8887
343.1,366.5,3.8887
346.1,367,3.889
349.1,367.5,3.889
352.1,368,3.8903
355.1,368.5,3.8903
358.1,369,3.889
361,369.5,3.889
364,370,3.889
367,370.5,3.8891
370,371,3.8877
372.9,371.5,3.8888
375.9,372,3.8881
378.9,372.5,3.888
381.8,373,3.8879
384.8,373.5,3.8883
387.8,374,3.8877
390.8,374.5,3.8864
393.7,375,3.8862
396.7,375.5,3.8864
399.7,376,3.8864
402.6,376.5,3.8864
405.6,377,3.8864
408.5,377.5,3.8868
411.5,378,3.8864
414.4,378.5,3.8864
417.4,379,3.8864
420.3,379.5,3.8864
423.3,380,3.8863
426.2,380.5,3.8864
429.1,381,3.8863
432.1,381.5,3.885
435,382,3.8854
437.9,382.5,3.8851
440.9,383,3.8855
443.8,383.5,3.8864
446.8,384,3.8864
449.7,384.5,3.885
452.6,385,3.8851
455.6,385.5,3.8837
458.5,386,3.8838
461.4,386.5,3.8851
464.4,387,3.8851
467.3,387.5,3.8837
470.2,388,3.8837
473.2,388.5,3.8837
476.1,389,3.8838
479,389.5,3.885
482,390,3.8865
484.9,390.5,3.885
487.8,391,3.8851
490.8,391.5,3.8837
493.7,392,3.8837
496.6,392.5,3.8831
499.5,393,3.8824
502.4,393.5,3.8817
505.4,394,3.8831
508.3,394.5,3.8824
511.2,395,3.8824
514.1,395.5,3.8824
517.1,396,3.8811
520,396.5,3.8811
522.9,397,3.8811
525.8,397.5,3.882
528.7,398,3.8823
531.7,398.5,3.8811
534.6,399,3.8811
537.5,399.5,3.8798
540.5,400,3.8798
543.4,400.5,3.8806
546.3,401,3.8809
549.2,401.5,3.8794
552.1,402,3.8795
555.1,402.5,3.8794
558,403,3.8788
560.9,403.5,3.8785
563.8,404,3.8785
566.7,404.5,3.8785
569.7,405,3.8788
572.6,405.5,3.8785
575.5,406,3.8771
578.4,406.5,3.8785
581.3,407,3.8785
584.2,407.5,3.8785
587.2,408,3.8785
590.1,408.5,3.8785
593,409,3.8776
595.9,409.5,3.8772
598.8,410,3.8775
601.7,410.5,3.8775
604.6,411,3.8771
607.5,411.5,3.8772
610.4,412,3.8768
613.3,412.5,3.8768
616.2,413,3.8755
619.1,413.5,3.8755
622,414,3.8755
624.9,414.5,3.8755
627.8,415,3.8755
630.7,415.5,3.8755
633.6,416,3.8755
636.5,416.5,3.8753
639.4,417,3.8742
642.3,417.5,3.8742
645.2,418,3.8736
648.1,418.5,3.8729
650.9,419,3.8729
653.8,419.5,3.8732
656.7,420,3.8733
659.5,420.5,3.8732
662.4,421,3.8732
665.3,421.5,3.8732
668.3,422,3.8726
671.2,422.5,3.8712
674.1,423,3.8712
677,423.5,3.8712
679.9,424,3.8712
682.8,424.5,3.8726
685.7,425,3.8712
688.5,425.5,3.8702
691.4,426,3.8702
694.3,426.5,3.8689
697.2,427,3.8689
700.1,427.5,3.8686
703,428,3.8686
705.9,428.5,3.8686
708.7,429,3.8671
711.6,429.5,3.8666
714.4,430,3.8669
717.3,430.5,3.867
720.2,431,3.867
723.1,431.5,3.8662
726,432,3.865
728.9,432.5,3.865
731.8,433,3.865
734.7,433.5,3.8651
737.5,434,3.8636
740.4,434.5,3.8637
743.3,435,3.8637
746.2,435.5,3.8623
749,436,3.8623
751.9,436.5,3.8612
754.9,437,3.86
757.7,437.5,3.8597
760.6,438,3.8604
763.5,438.5,3.8597
766.4,439,3.8597
769.2,439.5,3.8597
772.1,440,3.8582
775,440.5,3.8581
777.8,441,3.8581
780.7,441.5,3.8581
783.6,442,3.8571
786.5,442.5,3.8568
789.4,443,3.8567
792.3,443.5,3.8549
795.2,444,3.8541
798,444.5,3.8541
800.9,445,3.8529
803.8,445.5,3.8515
806.7,446,3.8515
809.6,446.5,3.8502
812.5,447,3.8501
815.3,447.5,3.8489
818.2,448,3.8479
821.1,448.5,3.8475
823.9,449,3.8448
826.8,449.5,3.8449
829.7,450,3.8436
832.6,450.5,3.843
835.4,451,3.8409
838.3,451.5,3.8405
841.2,452,3.8403
844.1,452.5,3.8399
846.9,453,3.839
849.8,453.5,3.8377
852.7,454,3.8373
855.6,454.5,3.8357
858.5,455,3.8351
861.4,455.5,3.8338
864.2,456,3.8324
867.1,456.5,3.8311
870,457,3.8311
872.8,457.5,3.8298
875.7,458,3.8276
878.6,458.5,3.8271
881.5,459,3.8258
884.3,459.5,3.8245
887.2,460,3.8234
890.1,460.5,3.8232
893,461,3.8219
895.9,461.5,3.8205
898.7,462,3.8193
901.6,462.5,3.8169
904.5,463,3.8164
907.3,463.5,3.8153
910.2,464,3.814
913.1,464.5,3.8133
915.9,465,3.8128
918.8,465.5,3.8111
921.7,466,3.81
924.5,466.5,3.8087
927.4,467,3.8084
930.3,467.5,3.8064
933.1,468,3.8045
936,468.5,3.8055
938.8,469,3.8045
941.7,469.5,3.8022
944.6,470,3.8019
947.4,470.5,3.8006
950.3,471,3.7995
953.1,471.5,3.7988
956,472,3.7977
958.8,472.5,3.796
961.7,473,3.7941
964.5,473.5,3.7929
967.4,474,3.7916
970.3,474.5,3.7916
973.2,475,3.79
976.1,475.5,3.789
978.9,476,3.7873
981.8,476.5,3.7873
984.6,477,3.786
987.5,477.5,3.7861
990.4,478,3.7833
993.3,478.5,3.7834
996.1,479,3.7821
999,479.5,3.781
1001.9,480,3.7807
1004.8,480.5,3.7807
1007.6,481,3.7781
1010.5,481.5,3.7768
1013.4,482,3.7768
1016.2,482.5,3.7755
1019.1,483,3.7752
1022,483.5,3.7742
1024.8,484,3.7728
1027.7,484.5,3.7723
1030.6,485,3.7706
1033.4,485.5,3.7689
1036.3,486,3.7688
1039.2,486.5,3.7676
1042,487,3.7663
1044.9,487.5,3.7662
1047.8,488,3.765
1050.6,488.5,3.765
1053.5,489,3.7626
1056.3,489.5,3.7627
1059.2,490,3.7623
1062.1,490.5,3.761
1065,491,3.7597
1067.8,491.5,3.7597
1070.7,492,3.7597
1073.5,492.5,3.7584
1076.4,493,3.7584
1079.2,493.5,3.7579
1082.1,494,3.757
1084.9,494.5,3.7569
1087.8,495,3.7557
1090.7,495.5,3.7565
1093.6,496,3.7558
1096.4,496.5,3.7558
1099.3,497,3.7544
1102.2,497.5,3.7534
1105,498,3.7522
1107.9,498.5,3.7521
1110.7,499,3.7521
1113.6,499.5,3.7521
1116.5,500,3.7521
1119.3,500.5,3.7521
1122.2,501,3.7521
1125,501.5,3.7521
1127.9,502,3.7521
1130.8,502.5,3.7511
1133.7,503,3.7508
1136.5,503.5,3.7494
1139.4,504,3.7488
1142.3,504.5,3.7489
1145.1,505,3.7492
1148,505.5,3.7489
1150.8,506,3.7489
1153.7,506.5,3.7489
1156.5,507,3.7489
1159.4,507.5,3.7489
1162.3,508,3.7476
1165.1,508.5,3.7476
1168,509,3.7489
1170.8,509.5,3.7489
1173.7,510,3.7489
1176.6,510.5,3.7489
1179.4,511,3.7476
