time,Temp,Heat Flow Rate
[s],[K],[mW/mg]
27.3,322.5,2.96E-02
34.5,323,5.59E-02
39.5,323.5,8.18E-02
43.6,324,0.10885
47,324.5,0.13396
50,325,0.15791
52.8,325.5,0.17758
55.3,326,0.19847
57.6,326.5,0.21736
59.8,327,0.23451
61.9,327.5,0.25428
63.8,328,0.2685
65.7,328.5,0.28712
67.6,329,0.30125
69.3,329.5,0.31558
71.1,330,0.33052
72.7,330.5,0.34374
74.3,331,0.35902
75.9,331.5,0.37374
77.4,332,0.3833
78.9,332.5,0.39749
80.4,333,0.40932
81.9,333.5,0.41973
83.3,334,0.43383
84.7,334.5,0.44454
86.1,335,0.45316
87.5,335.5,0.46401
88.8,336,0.47419
90.1,336.5,0.48304
91.4,337,0.49135
92.7,337.5,0.50217
94,338,0.51167
95.3,338.5,0.52115
96.5,339,0.5297
97.8,339.5,0.54072
99,340,0.54652
100.2,340.5,0.55737
101.5,341,0.56442
102.7,341.5,0.57261
103.9,342,0.57924
105,342.5,0.58811
106.2,343,0.59539
107.4,343.5,0.60118
108.6,344,0.60822
109.7,344.5,0.61693
110.9,345,0.62461
112.1,345.5,0.63144
113.2,346,0.63701
114.3,346.5,0.64493
115.5,347,0.6526
116.6,347.5,0.65945
117.7,348,0.66495
118.8,348.5,0.67081
120,349,0.67838
121.1,349.5,0.68248
122.2,350,0.69091
123.3,350.5,0.69739
124.4,351,0.70287
125.5,351.5,0.70903
126.6,352,0.71293
127.7,352.5,0.7215
128.8,353,0.72858
129.9,353.5,0.73533
130.9,354,0.74139
132,354.5,0.74632
133.1,355,0.75094
134.1,355.5,0.75759
135.2,356,0.7611
136.3,356.5,0.7656
137.4,357,0.76989
138.4,357.5,0.774
139.5,358,0.77756
140.6,358.5,0.78065
141.6,359,0.78167
142.7,359.5,0.7855
143.7,360,0.7882
144.7,360.5,0.79089
145.8,361,0.79044
146.8,361.5,0.79049
147.9,362,0.7925
148.9,362.5,0.79304
150,363,0.79406
151,363.5,0.79238
152.1,364,0.7933
153.1,364.5,0.79555
154.1,365,0.79437
155.2,365.5,0.7957
156.2,366,0.79697
157.2,366.5,0.7976
158.2,367,0.79899
159.3,367.5,0.79899
160.3,368,0.79981
161.3,368.5,0.8029
162.3,369,0.80451
163.4,369.5,0.80434
164.4,370,0.80675
165.4,370.5,0.80732
166.4,371,0.81063
167.5,371.5,0.80975
168.5,372,0.81369
169.5,372.5,0.81625
170.5,373,0.81907
171.5,373.5,0.82116
172.5,374,0.82213
173.6,374.5,0.82574
174.6,375,0.82844
175.6,375.5,0.83149
176.6,376,0.83158
177.6,376.5,0.83158
178.6,377,0.83647
179.6,377.5,0.83932
180.7,378,0.84242
181.7,378.5,0.84484
182.7,379,0.84567
183.7,379.5,0.84852
184.7,380,0.85265
185.7,380.5,0.85488
186.7,381,0.85759
187.7,381.5,0.85946
188.7,382,0.86265
189.8,382.5,0.86582
190.8,383,0.86983
191.8,383.5,0.87176
192.8,384,0.87477
193.8,384.5,0.87606
194.8,385,0.8825
195.8,385.5,0.8842
196.8,386,0.88584
197.8,386.5,0.88953
198.8,387,0.89522
199.8,387.5,0.90101
200.8,388,0.90078
201.8,388.5,0.90572
202.8,389,0.90996
203.8,389.5,0.91538
204.8,390,0.9183
205.8,390.5,0.92245
206.8,391,0.92574
207.8,391.5,0.92968
208.8,392,0.93619
209.8,392.5,0.93911
210.8,393,0.94585
211.8,393.5,0.94932
212.8,394,0.95453
213.8,394.5,0.96106
214.8,395,0.96586
215.8,395.5,0.97124
216.8,396,0.97567
217.8,396.5,0.98223
218.8,397,0.98832
219.8,397.5,0.99317
220.8,398,0.99967
221.8,398.5,1.00681
222.8,399,1.01416
223.8,399.5,1.01975
224.7,400,1.02704
225.7,400.5,1.03266
226.7,401,1.03769
227.7,401.5,1.04541
228.7,402,1.05001
229.7,402.5,1.05707
230.7,403,1.06248
231.6,403.5,1.06704
232.6,404,1.07379
233.6,404.5,1.07629
234.6,405,1.08076
235.6,405.5,1.08649
236.6,406,1.08965
237.5,406.5,1.09582
238.5,407,1.09948
239.5,407.5,1.10462
240.5,408,1.10804
241.5,408.5,1.11196
242.4,409,1.11361
243.4,409.5,1.11976
244.4,410,1.12328
245.4,410.5,1.12833
246.3,411,1.12854
247.3,411.5,1.13199
248.3,412,1.13429
249.2,412.5,1.13662
250.2,413,1.14159
251.2,413.5,1.14331
252.2,414,1.14959
253.1,414.5,1.15047
254.1,415,1.15089
255.1,415.5,1.15545
256,416,1.15772
257,416.5,1.16222
258,417,1.16408
258.9,417.5,1.16767
259.9,418,1.1705
260.9,418.5,1.17268
261.8,419,1.17671
262.8,419.5,1.17954
263.7,420,1.18199
264.7,420.5,1.18386
265.7,421,1.18739
266.6,421.5,1.1881
267.6,422,1.19029
268.5,422.5,1.1907
269.5,423,1.19453
270.5,423.5,1.19698
271.4,424,1.20089
272.4,424.5,1.20269
273.3,425,1.2048
274.3,425.5,1.20575
275.2,426,1.21045
276.2,426.5,1.21099
277.1,427,1.21395
278.1,427.5,1.21629
279.1,428,1.22189
280,428.5,1.22068
281,429,1.22409
281.9,429.5,1.22725
282.9,430,1.22787
283.8,430.5,1.23052
284.8,431,1.23395
285.7,431.5,1.23765
286.7,432,1.23907
287.6,432.5,1.24272
288.6,433,1.24498
289.5,433.5,1.24824
290.5,434,1.25076
291.4,434.5,1.25286
292.4,435,1.25719
293.3,435.5,1.25985
294.2,436,1.26248
295.2,436.5,1.26552
296.1,437,1.26923
297.1,437.5,1.26966
298,438,1.27469
299,438.5,1.27668
299.9,439,1.27918
300.9,439.5,1.28425
301.8,440,1.28834
302.8,440.5,1.28996
303.7,441,1.29315
304.7,441.5,1.29638
305.6,442,1.29975
306.5,442.5,1.30545
307.5,443,1.30758
308.4,443.5,1.31263
309.4,444,1.31606
310.3,444.5,1.31969
311.2,445,1.32307
