time,Temp,Heat Flow Rate
[s],[K],[mW/mg]
0,323,8.92E-04
40.3,323.5,3.07E-02
50.9,324,5.22E-02
58.7,324.5,6.84E-02
65.2,325,8.46E-02
70.9,325.5,9.83E-02
76.1,326,0.1112
81,326.5,0.12055
85.6,327,0.13042
90,327.5,0.13652
94.2,328,0.14714
98.3,328.5,0.15383
102.2,329,0.15916
106.1,329.5,0.16619
109.9,330,0.17113
113.6,330.5,0.17686
117.3,331,0.18311
120.9,331.5,0.18339
124.5,332,0.19043
128,332.5,0.19222
131.5,333,0.19357
134.9,333.5,0.19925
138.3,334,0.20001
141.8,334.5,0.20355
145.1,335,0.20725
148.5,335.5,0.20763
151.8,336,0.2094
155.1,336.5,0.21278
158.5,337,0.21433
161.8,337.5,0.21695
165.1,338,0.21914
168.4,338.5,0.21925
171.7,339,0.22196
175,339.5,0.22253
178.2,340,0.22327
181.5,340.5,0.22491
184.7,341,0.22697
188,341.5,0.22733
191.2,342,0.22914
194.4,342.5,0.23083
197.7,343,0.23071
200.9,343.5,0.23406
204.1,344,0.23422
207.3,344.5,0.23522
210.4,345,0.23601
213.6,345.5,0.23669
216.8,346,0.23984
220,346.5,0.24204
223.1,347,0.2435
226.3,347.5,0.24285
229.4,348,0.24374
232.6,348.5,0.24453
235.7,349,0.24762
238.9,349.5,0.24603
242,350,0.24824
245.1,350.5,0.2491
248.3,351,0.25199
251.4,351.5,0.25279
254.5,352,0.25318
257.6,352.5,0.25134
260.7,353,0.25466
263.8,353.5,0.25475
266.9,354,0.25543
270,354.5,0.25674
273,355,0.25425
276.1,355.5,0.2555
279.2,356,0.25458
282.3,356.5,0.25432
285.3,357,0.25358
288.4,357.5,0.2535
291.4,358,0.25345
294.5,358.5,0.25507
297.5,359,0.25329
300.6,359.5,0.25215
303.6,360,0.25071
306.6,360.5,0.2504
309.6,361,0.2525
312.7,361.5,0.2509
315.7,362,0.2516
318.7,362.5,0.25244
321.7,363,0.25204
324.7,363.5,0.25412
327.7,364,0.2535
330.7,364.5,0.25265
333.7,365,0.25417
336.7,365.5,0.25274
339.7,366,0.25281
342.7,366.5,0.25445
345.7,367,0.25345
348.7,367.5,0.25536
351.7,368,0.25567
354.7,368.5,0.25919
357.6,369,0.25818
360.6,369.5,0.25935
363.6,370,0.26003
366.6,370.5,0.2598
369.6,371,0.25849
372.6,371.5,0.26067
375.6,372,0.26238
378.5,372.5,0.2625
381.5,373,0.26373
384.5,373.5,0.26429
387.4,374,0.26656
390.4,374.5,0.26548
393.3,375,0.26404
396.3,375.5,0.26656
399.3,376,0.26834
402.2,376.5,0.26838
405.2,377,0.26934
408.1,377.5,0.26897
411.1,378,0.2729
414,378.5,0.27334
417,379,0.27523
419.9,379.5,0.2747
422.9,380,0.2761
425.8,380.5,0.27699
428.8,381,0.27964
431.7,381.5,0.27969
434.7,382,0.27976
437.6,382.5,0.28172
440.5,383,0.27985
443.5,383.5,0.283
446.4,384,0.28194
449.4,384.5,0.28772
452.3,385,0.28816
455.3,385.5,0.28843
458.2,386,0.28781
461.1,386.5,0.29123
464.1,387,0.29259
467,387.5,0.2949
469.9,388,0.29438
472.9,388.5,0.29726
475.8,389,0.2985
478.7,389.5,0.30156
481.7,390,0.30101
484.6,390.5,0.3032
487.6,391,0.3043
490.5,391.5,0.30573
493.4,392,0.30951
496.4,392.5,0.31259
499.3,393,0.31333
502.2,393.5,0.31706
505.1,394,0.32014
508.1,394.5,0.3198
511,395,0.32443
513.9,395.5,0.32697
516.8,396,0.32778
519.7,396.5,0.32962
522.7,397,0.33261
525.6,397.5,0.33421
528.5,398,0.3362
531.4,398.5,0.33678
534.3,399,0.33959
537.3,399.5,0.33986
540.2,400,0.34556
543.1,400.5,0.34561
546,401,0.34618
549,401.5,0.34955
551.9,402,0.35025
554.8,402.5,0.35081
557.7,403,0.35112
560.6,403.5,0.35406
563.5,404,0.35565
566.4,404.5,0.35463
569.3,405,0.35573
572.3,405.5,0.3575
575.2,406,0.3562
578.1,406.5,0.3571
581,407,0.35823
583.9,407.5,0.36064
586.8,408,0.35852
589.7,408.5,0.35874
592.6,409,0.36002
595.5,409.5,0.36295
598.4,410,0.36089
601.3,410.5,0.36011
604.2,411,0.36234
607.1,411.5,0.36354
610,412,0.36308
612.9,412.5,0.36411
615.8,413,0.36381
618.7,413.5,0.36538
621.6,414,0.36469
624.5,414.5,0.36659
627.4,415,0.36483
630.3,415.5,0.36719
633.2,416,0.36692
636.1,416.5,0.36678
638.9,417,0.3664
641.8,417.5,0.36833
644.7,418,0.37011
647.6,418.5,0.37108
650.5,419,0.37001
653.4,419.5,0.37082
656.3,420,0.37136
659.2,420.5,0.37193
662,421,0.37654
664.9,421.5,0.37484
667.8,422,0.37599
670.7,422.5,0.37515
673.6,423,0.37586
676.4,423.5,0.37611
679.3,424,0.37931
682.2,424.5,0.37927
685.1,425,0.37927
