time,Temp,Heat Flow Rate
[s],[K],[mW/mg]
28.4,323,6.87E-03
45.1,323.5,3.71E-02
54.2,324,5.73E-02
61.2,324.5,7.56E-02
67.3,325,9.24E-02
72.8,325.5,0.10651
77.9,326,0.11758
82.7,326.5,0.13048
87.3,327,0.14272
91.6,327.5,0.14939
95.8,328,0.15837
99.8,328.5,0.16506
103.7,329,0.17209
107.6,329.5,0.17797
111.3,330,0.1838
115,330.5,0.18952
118.6,331,0.19437
122.2,331.5,0.19799
125.7,332,0.2008
129.2,332.5,0.2044
132.7,333,0.20721
136.1,333.5,0.21045
139.5,334,0.21454
142.9,334.5,0.21697
146.2,335,0.21764
149.6,335.5,0.21966
153,336,0.22176
156.3,336.5,0.2245
159.7,337,0.22759
162.9,337.5,0.22974
166.2,338,0.232
169.6,338.5,0.23264
172.8,339,0.23382
176.1,339.5,0.23301
179.3,340,0.23445
182.6,340.5,0.23782
185.8,341,0.2405
189.1,341.5,0.24133
192.3,342,0.24092
195.5,342.5,0.24334
198.7,343,0.24521
201.9,343.5,0.24573
205.1,344,0.24612
208.3,344.5,0.24816
211.5,345,0.25088
214.7,345.5,0.25403
217.8,346,0.25399
221,346.5,0.2557
224.2,347,0.25645
227.3,347.5,0.25764
230.5,348,0.2599
233.7,348.5,0.26086
236.8,349,0.26283
239.9,349.5,0.26424
243,350,0.26468
246.1,350.5,0.26706
249.3,351,0.26546
252.4,351.5,0.26869
255.4,352,0.26857
258.6,352.5,0.27096
261.7,353,0.27165
264.8,353.5,0.27049
267.9,354,0.2685
271,354.5,0.27107
274,355,0.27003
277.1,355.5,0.26862
280.2,356,0.27014
283.2,356.5,0.27076
286.3,357,0.26911
289.4,357.5,0.26959
292.4,358,0.26728
295.5,358.5,0.26707
298.5,359,0.26949
301.6,359.5,0.2683
304.6,360,0.26914
307.6,360.5,0.26902
310.7,361,0.2684
313.7,361.5,0.26942
316.7,362,0.26726
319.7,362.5,0.26783
322.7,363,0.26899
325.7,363.5,0.2715
328.7,364,0.27145
331.7,364.5,0.27317
334.7,365,0.2736
337.7,365.5,0.27454
340.7,366,0.27472
343.7,366.5,0.27544
346.7,367,0.27778
349.6,367.5,0.28035
352.6,368,0.2789
355.6,368.5,0.27812
358.6,369,0.28111
361.6,369.5,0.28052
364.6,370,0.28093
367.6,370.5,0.28094
370.5,371,0.2833
373.5,371.5,0.2857
376.4,372,0.28439
379.4,372.5,0.2867
382.4,373,0.28662
385.3,373.5,0.28574
388.3,374,0.28767
391.3,374.5,0.29121
394.2,375,0.2908
397.2,375.5,0.29245
400.1,376,0.29423
403.1,376.5,0.29443
406,377,0.29228
408.9,377.5,0.29546
411.9,378,0.29891
414.8,378.5,0.29719
417.8,379,0.29956
420.7,379.5,0.30076
423.6,380,0.30292
426.6,380.5,0.30314
429.5,381,0.30528
432.4,381.5,0.30781
435.4,382,0.3075
