Temp,time,DSC,Heat Capacity,Heating Rate,Sensitivity
568.6,782.6,0.41718,1.0884,0.3588,0.936
568.7,782.9,0.41691,1.0884,0.3584,0.936
568.8,783.2,0.41674,1.0885,0.358,0.935
568.9,783.5,0.41671,1.0886,0.3577,0.934
569,783.7,0.41673,1.0886,0.3569,0.932
569.1,784,0.41678,1.0887,0.3561,0.93
569.2,784.3,0.41689,1.0887,0.3557,0.929
569.3,784.6,0.41705,1.0888,0.3554,0.928
569.4,784.9,0.41714,1.0889,0.3557,0.929
569.5,785.2,0.41712,1.0889,0.3565,0.931
569.6,785.4,0.4171,1.089,0.3573,0.933
569.7,785.7,0.41714,1.089,0.3573,0.933
569.8,786,0.41717,1.0891,0.3557,0.929
569.9,786.3,0.41707,1.0891,0.3542,0.925
570,786.6,0.41693,1.0892,0.3546,0.926
570.1,786.8,0.41683,1.0893,0.3554,0.929
570.2,787.1,0.41684,1.0893,0.3554,0.929
570.3,787.4,0.41699,1.0894,0.3557,0.929
570.4,787.7,0.41715,1.0894,0.3561,0.93
570.5,788,0.41712,1.0895,0.3561,0.93
570.6,788.2,0.41695,1.0895,0.3565,0.932
570.7,788.5,0.41684,1.0896,0.3561,0.931
570.8,788.8,0.41684,1.0897,0.355,0.928
570.9,789.1,0.41675,1.0897,0.355,0.928
571,789.4,0.41655,1.0898,0.355,0.929
571.1,789.7,0.41647,1.0898,0.3554,0.93
571.2,789.9,0.41661,1.0899,0.3561,0.932
571.3,790.2,0.41676,1.0899,0.3565,0.932
571.4,790.5,0.41675,1.09,0.3569,0.933
571.5,790.8,0.41669,1.0901,0.3569,0.934
571.6,791.1,0.41671,1.0901,0.3565,0.933
571.7,791.3,0.41678,1.0902,0.3561,0.932
571.8,791.6,0.41683,1.0902,0.3565,0.932
571.9,791.9,0.41684,1.0903,0.3569,0.933
572,792.2,0.41683,1.0904,0.3577,0.936
572.1,792.5,0.41679,1.0904,0.3577,0.936
572.2,792.7,0.41672,1.0905,0.3573,0.935
572.3,793,0.41661,1.0905,0.358,0.937
572.4,793.3,0.41651,1.0906,0.3584,0.938
572.5,793.6,0.41647,1.0906,0.3588,0.94
572.6,793.8,0.41662,1.0907,0.3584,0.938
572.7,794.1,0.41693,1.0908,0.3569,0.934
572.8,794.4,0.41713,1.0908,0.3565,0.932
572.9,794.7,0.41702,1.0909,0.3565,0.933
573,795,0.41678,1.0909,0.3561,0.932
573.1,795.3,0.41664,1.091,0.3561,0.933
573.2,795.5,0.41658,1.091,0.3557,0.932
573.3,795.8,0.41654,1.0911,0.3561,0.933
573.4,796.1,0.41646,1.0912,0.3573,0.936
573.5,796.4,0.41635,1.0912,0.358,0.938
573.6,796.7,0.41627,1.0913,0.358,0.939
573.7,796.9,0.41633,1.0913,0.3569,0.936
573.8,797.2,0.4165,1.0914,0.3561,0.933
573.9,797.5,0.41658,1.0914,0.3561,0.933
574,797.8,0.4165,1.0915,0.3565,0.934
574.1,798.1,0.41641,1.0916,0.3569,0.936
574.2,798.3,0.4164,1.0916,0.3561,0.934
574.3,798.6,0.41639,1.0917,0.3546,0.93
574.4,798.9,0.41633,1.0917,0.3542,0.929
574.5,799.2,0.41631,1.0918,0.3565,0.935
574.6,799.5,0.41639,1.0918,0.3588,0.941
574.7,799.7,0.41646,1.0919,0.3577,0.938
574.8,800,0.41639,1.0919,0.355,0.931
574.9,800.3,0.41626,1.092,0.3546,0.93
575,800.6,0.41626,1.0921,0.3557,0.933
575.1,800.9,0.41631,1.0921,0.3557,0.933
575.2,801.1,0.41617,1.0922,0.355,0.932
575.3,801.4,0.4159,1.0922,0.355,0.932
575.4,801.7,0.41579,1.0923,0.3561,0.936
575.5,802,0.41593,1.0923,0.3577,0.939
575.6,802.3,0.41608,1.0924,0.3584,0.941
575.7,802.5,0.41611,1.0925,0.358,0.94
575.8,802.8,0.41609,1.0925,0.3565,0.936
575.9,803.1,0.41609,1.0926,0.3554,0.933
576,803.4,0.41599,1.0926,0.3557,0.934
576.1,803.7,0.41572,1.0927,0.3569,0.938
576.2,804,0.41553,1.0927,0.358,0.942
576.3,804.2,0.4157,1.0928,0.3584,0.942
576.4,804.5,0.41598,1.0929,0.3584,0.942
576.5,804.8,0.41596,1.0929,0.3588,0.943
576.6,805.1,0.4157,1.093,0.3584,0.942
576.7,805.3,0.41558,1.093,0.358,0.942
576.8,805.6,0.41566,1.0931,0.3577,0.941
576.9,805.9,0.41574,1.0931,0.3569,0.938
577,806.2,0.41574,1.0932,0.3573,0.939
577.1,806.5,0.41572,1.0932,0.358,0.942
577.2,806.7,0.41574,1.0933,0.358,0.942
577.3,807,0.41576,1.0934,0.3573,0.94
577.4,807.3,0.41575,1.0934,0.3565,0.938
577.5,807.6,0.41576,1.0935,0.3573,0.94
577.6,807.9,0.41581,1.0935,0.3584,0.943
577.7,808.1,0.41584,1.0936,0.358,0.942
577.8,808.4,0.41576,1.0936,0.3565,0.938
577.9,808.7,0.41564,1.0937,0.3554,0.935
578,809,0.41559,1.0938,0.3561,0.937
578.1,809.3,0.4156,1.0938,0.3561,0.937
578.2,809.5,0.4156,1.0939,0.3557,0.936
578.3,809.8,0.41558,1.0939,0.3565,0.938
578.4,810.1,0.41565,1.094,0.3569,0.939
578.5,810.4,0.41578,1.094,0.3569,0.939
578.6,810.7,0.41583,1.0941,0.3569,0.939
578.7,810.9,0.41572,1.0941,0.3569,0.939
578.8,811.2,0.41565,1.0942,0.3565,0.939
578.9,811.5,0.41569,1.0943,0.3561,0.937
579,811.8,0.41569,1.0943,0.3561,0.938
579.1,812.1,0.41547,1.0944,0.3561,0.938
579.2,812.4,0.41525,1.0944,0.3561,0.939
579.3,812.6,0.41528,1.0945,0.3565,0.94
579.4,812.9,0.41548,1.0945,0.3565,0.939
579.5,813.2,0.41562,1.0946,0.3561,0.938
579.6,813.5,0.41567,1.0946,0.3573,0.941
579.7,813.8,0.41569,1.0947,0.3584,0.944
579.8,814,0.41567,1.0948,0.358,0.943
579.9,814.3,0.41555,1.0948,0.3565,0.939
580,814.6,0.41538,1.0949,0.3554,0.937
580.1,814.9,0.41531,1.0949,0.3561,0.939
580.2,815.2,0.41542,1.095,0.3573,0.942
580.3,815.4,0.41559,1.095,0.3573,0.941
580.4,815.7,0.41572,1.0951,0.3573,0.941
580.5,816,0.41572,1.0951,0.3588,0.945
580.6,816.3,0.41555,1.0952,0.3596,0.948
580.7,816.5,0.41537,1.0953,0.3588,0.946
580.8,816.8,0.41535,1.0953,0.3573,0.942
580.9,817.1,0.41541,1.0954,0.3561,0.939
581,817.4,0.41539,1.0954,0.3561,0.939
581.1,817.7,0.41529,1.0955,0.3561,0.939
581.2,818,0.4152,1.0955,0.3561,0.94
581.3,818.2,0.41515,1.0956,0.3569,0.942
581.4,818.5,0.41511,1.0956,0.3584,0.946
581.5,818.8,0.41509,1.0957,0.3584,0.946
581.6,819.1,0.41516,1.0958,0.3569,0.942
581.7,819.4,0.4153,1.0958,0.3557,0.939
581.8,819.6,0.41525,1.0959,0.3554,0.938
581.9,819.9,0.41491,1.0959,0.3557,0.94
582,820.2,0.41461,1.096,0.3561,0.941
582.1,820.5,0.41468,1.096,0.3561,0.941
582.2,820.8,0.41494,1.0961,0.3561,0.941
582.3,821,0.41512,1.0961,0.3565,0.941
582.4,821.3,0.41515,1.0962,0.358,0.945
582.5,821.6,0.41504,1.0963,0.3596,0.95
582.6,821.9,0.41488,1.0963,0.3592,0.949
582.7,822.2,0.41481,1.0964,0.3577,0.945
582.8,822.4,0.41484,1.0964,0.3557,0.94
582.9,822.7,0.41488,1.0965,0.3542,0.936
583,823,0.41488,1.0965,0.3539,0.935
583.1,823.3,0.41492,1.0966,0.3546,0.937
583.2,823.6,0.41499,1.0966,0.3557,0.94
583.3,823.8,0.41501,1.0967,0.3557,0.94
583.4,824.1,0.41492,1.0968,0.3557,0.94
583.5,824.4,0.41483,1.0968,0.3565,0.943
583.6,824.7,0.41482,1.0969,0.3565,0.943
583.7,825,0.41486,1.0969,0.3557,0.941
583.8,825.2,0.41491,1.097,0.3554,0.94
583.9,825.5,0.41492,1.097,0.355,0.939
584,825.8,0.41484,1.0971,0.355,0.939
584.1,826.1,0.41476,1.0971,0.3565,0.943
584.2,826.4,0.4148,1.0972,0.3577,0.946
584.3,826.7,0.41488,1.0972,0.3569,0.944
584.4,826.9,0.41479,1.0973,0.3557,0.941
584.5,827.2,0.41455,1.0974,0.3557,0.942
584.6,827.5,0.4144,1.0974,0.3569,0.945
584.7,827.8,0.41447,1.0975,0.3569,0.945
584.8,828.1,0.41464,1.0975,0.3546,0.939
584.9,828.3,0.41477,1.0976,0.3524,0.932
585,828.6,0.41475,1.0976,0.3531,0.934
585.1,828.9,0.41453,1.0977,0.3554,0.941
585.2,829.2,0.41432,1.0977,0.3565,0.945
585.3,829.5,0.41431,1.0978,0.3569,0.946
585.4,829.7,0.41441,1.0978,0.3565,0.944
585.5,830,0.41444,1.0979,0.3561,0.943
585.6,830.3,0.41444,1.098,0.3565,0.944
585.7,830.6,0.41452,1.098,0.3569,0.945
585.8,830.9,0.41463,1.0981,0.3561,0.943
585.9,831.1,0.41462,1.0981,0.3554,0.941
586,831.4,0.41452,1.0982,0.3554,0.941
586.1,831.7,0.41452,1.0982,0.3561,0.944
586.2,832,0.41462,1.0983,0.3569,0.945
586.3,832.3,0.41456,1.0983,0.3569,0.946
586.4,832.6,0.4143,1.0984,0.3561,0.944
586.5,832.8,0.41417,1.0984,0.355,0.941
586.6,833.1,0.41437,1.0985,0.3546,0.94
586.7,833.4,0.41453,1.0986,0.355,0.941
586.8,833.7,0.41431,1.0986,0.3561,0.944
586.9,834,0.41403,1.0987,0.3561,0.945
587,834.2,0.41409,1.0987,0.355,0.942
587.1,834.5,0.41431,1.0988,0.355,0.941
587.2,834.8,0.41435,1.0988,0.3557,0.943
587.3,835.1,0.41424,1.0989,0.3565,0.946
587.4,835.4,0.41418,1.0989,0.3577,0.949
587.5,835.6,0.41417,1.099,0.3577,0.949
587.6,835.9,0.41404,1.099,0.3569,0.947
587.7,836.2,0.41379,1.0991,0.3565,0.947
587.8,836.5,0.41367,1.0992,0.3557,0.945
587.9,836.8,0.41374,1.0992,0.3554,0.944
588,837,0.41379,1.0993,0.355,0.943
588.1,837.3,0.41365,1.0993,0.3546,0.942
588.2,837.6,0.41341,1.0994,0.3557,0.946
588.3,837.9,0.41318,1.0994,0.3569,0.95
588.4,838.2,0.41308,1.0995,0.3561,0.948
588.5,838.5,0.41321,1.0995,0.3554,0.946
588.6,838.7,0.41339,1.0996,0.3554,0.945
588.7,839,0.41344,1.0996,0.3557,0.946
588.8,839.3,0.41339,1.0997,0.3557,0.946
588.9,839.6,0.4134,1.0997,0.3557,0.946
589,839.9,0.41346,1.0998,0.3561,0.947
589.1,840.1,0.41342,1.0999,0.3561,0.947
589.2,840.4,0.41332,1.0999,0.3554,0.946
589.3,840.7,0.41335,1.1,0.3542,0.943
589.4,841,0.41354,1.1,0.3546,0.943
589.5,841.3,0.41365,1.1001,0.3561,0.947
589.6,841.5,0.41355,1.1001,0.3565,0.948
589.7,841.8,0.41336,1.1002,0.355,0.945
589.8,842.1,0.41322,1.1002,0.3535,0.941
589.9,842.4,0.41323,1.1003,0.3535,0.941
590,842.7,0.41344,1.1003,0.355,0.945
590.1,843,0.41363,1.1004,0.3565,0.948
590.2,843.2,0.41358,1.1004,0.3573,0.951
590.3,843.5,0.41337,1.1005,0.3577,0.952
590.4,843.8,0.41321,1.1006,0.3569,0.951
590.5,844.1,0.41321,1.1006,0.3557,0.948
590.6,844.4,0.4134,1.1007,0.3554,0.946
590.7,844.6,0.41362,1.1007,0.3554,0.946
590.8,844.9,0.41357,1.1008,0.3561,0.948
590.9,845.2,0.41324,1.1008,0.3565,0.95
591,845.5,0.41296,1.1009,0.3557,0.948
591.1,845.8,0.41292,1.1009,0.3561,0.949
591.2,846,0.41299,1.101,0.3569,0.951
591.3,846.3,0.41305,1.101,0.3573,0.952
591.4,846.6,0.41309,1.1011,0.3565,0.95
591.5,846.9,0.4131,1.1011,0.3561,0.949
591.6,847.2,0.41312,1.1012,0.3584,0.955
591.7,847.4,0.41318,1.1012,0.36,0.959
591.8,847.7,0.41326,1.1013,0.358,0.954
591.9,848,0.41329,1.1014,0.3557,0.948
592,848.3,0.41326,1.1014,0.3565,0.95
592.1,848.6,0.41319,1.1015,0.3584,0.955
592.2,848.8,0.41313,1.1015,0.3588,0.957
592.3,849.1,0.41314,1.1016,0.3577,0.954
592.4,849.4,0.4132,1.1016,0.3565,0.95
592.5,849.7,0.41324,1.1017,0.3554,0.947
592.6,850,0.41321,1.1017,0.3554,0.947
592.7,850.2,0.4132,1.1018,0.3565,0.951
592.8,850.5,0.41324,1.1018,0.3573,0.953
592.9,850.8,0.41323,1.1019,0.358,0.955
593,851.1,0.41312,1.1019,0.3577,0.954
593.1,851.4,0.41302,1.102,0.3565,0.951
593.2,851.6,0.41304,1.102,0.3557,0.949
593.3,851.9,0.41307,1.1021,0.3561,0.95
593.4,852.2,0.41291,1.1021,0.3569,0.953
593.5,852.5,0.41265,1.1022,0.3565,0.952
593.6,852.8,0.41251,1.1023,0.3554,0.95
593.7,853,0.41251,1.1023,0.355,0.949
593.8,853.3,0.41253,1.1024,0.355,0.949
593.9,853.6,0.41252,1.1024,0.3554,0.95
594,853.9,0.41248,1.1025,0.3557,0.951
594.1,854.2,0.41247,1.1025,0.3554,0.95
594.2,854.5,0.41256,1.1026,0.3554,0.95
594.3,854.7,0.41273,1.1026,0.3557,0.95
594.4,855,0.41283,1.1027,0.3557,0.95
594.5,855.3,0.41273,1.1027,0.3554,0.949
594.6,855.6,0.41251,1.1028,0.355,0.949
594.7,855.9,0.4123,1.1028,0.3546,0.949
594.8,856.1,0.41219,1.1029,0.355,0.95
594.9,856.4,0.41228,1.1029,0.3554,0.951
595,856.7,0.41238,1.103,0.3554,0.95
595.1,857,0.41228,1.103,0.3546,0.949
595.2,857.3,0.41205,1.1031,0.355,0.95
595.3,857.6,0.41194,1.1032,0.3565,0.955
595.4,857.8,0.41198,1.1032,0.3565,0.955
595.5,858.1,0.41201,1.1033,0.3554,0.952
595.6,858.4,0.41197,1.1033,0.355,0.951
595.7,858.7,0.41205,1.1034,0.3554,0.952
595.8,859,0.41228,1.1034,0.3557,0.952
595.9,859.2,0.41242,1.1035,0.3557,0.952
596,859.5,0.41234,1.1035,0.3557,0.952
596.1,859.8,0.41212,1.1036,0.3561,0.954
596.2,860.1,0.4119,1.1036,0.3561,0.954
596.3,860.4,0.41176,1.1037,0.3557,0.954
596.4,860.6,0.41175,1.1037,0.3557,0.954
596.5,860.9,0.41184,1.1038,0.3561,0.954
596.6,861.2,0.41192,1.1038,0.3561,0.954
596.7,861.5,0.41191,1.1039,0.3554,0.952
596.8,861.8,0.41174,1.1039,0.3542,0.95
596.9,862.1,0.41153,1.104,0.3546,0.951
597,862.3,0.41153,1.104,0.3561,0.955
597.1,862.6,0.41172,1.1041,0.3561,0.955
597.2,862.9,0.41177,1.1041,0.355,0.952
597.3,863.2,0.41162,1.1042,0.355,0.952
597.4,863.5,0.41153,1.1043,0.3557,0.955
597.5,863.7,0.41168,1.1043,0.3557,0.954
597.6,864,0.41183,1.1044,0.3539,0.949
597.7,864.3,0.41181,1.1044,0.3527,0.946
597.8,864.6,0.41172,1.1045,0.3539,0.949
597.9,864.9,0.41167,1.1045,0.3557,0.954
598,865.1,0.41165,1.1046,0.3557,0.955
598.1,865.4,0.41158,1.1046,0.3546,0.952
598.2,865.7,0.41144,1.1047,0.3546,0.952
598.3,866,0.41124,1.1047,0.3546,0.953
598.4,866.3,0.41112,1.1048,0.355,0.954
598.5,866.6,0.4113,1.1048,0.3554,0.955
598.6,866.8,0.41163,1.1049,0.355,0.953
598.7,867.1,0.41166,1.1049,0.3539,0.95
598.8,867.4,0.41135,1.105,0.3531,0.949
598.9,867.7,0.41113,1.105,0.3535,0.95
599,868,0.41122,1.1051,0.3546,0.953
599.1,868.3,0.41141,1.1051,0.3557,0.956
599.2,868.5,0.41149,1.1052,0.3565,0.958
599.3,868.8,0.41137,1.1052,0.3561,0.957
599.4,869.1,0.41104,1.1053,0.355,0.955
599.5,869.4,0.41079,1.1053,0.3554,0.956
599.6,869.7,0.41087,1.1054,0.3561,0.958
599.7,869.9,0.41111,1.1054,0.3554,0.956
599.8,870.2,0.41124,1.1055,0.3542,0.952
599.9,870.5,0.41123,1.1056,0.3546,0.953
600,870.8,0.41111,1.1056,0.3561,0.958
600.1,871.1,0.41101,1.1057,0.3569,0.96
600.2,871.3,0.41105,1.1057,0.3565,0.959
600.3,871.6,0.41119,1.1058,0.3557,0.957
600.4,871.9,0.41129,1.1058,0.3554,0.955
600.5,872.2,0.41126,1.1059,0.3557,0.957
600.6,872.5,0.41111,1.1059,0.3565,0.959
600.7,872.7,0.41092,1.106,0.3569,0.961
600.8,873,0.41082,1.106,0.3565,0.96
600.9,873.3,0.41087,1.1061,0.3557,0.958
601,873.6,0.41083,1.1061,0.3557,0.958
601.1,873.9,0.4105,1.1062,0.3561,0.96
601.2,874.2,0.41026,1.1062,0.3557,0.959
601.3,874.4,0.4105,1.1063,0.355,0.957
601.4,874.7,0.41082,1.1063,0.3539,0.953
601.5,875,0.41058,1.1064,0.3531,0.952
601.6,875.3,0.41007,1.1064,0.3535,0.954
601.7,875.6,0.41006,1.1065,0.3546,0.957
601.8,875.8,0.41053,1.1065,0.3554,0.958
601.9,876.1,0.41082,1.1066,0.355,0.956
602,876.4,0.41069,1.1066,0.3546,0.956
602.1,876.7,0.41045,1.1067,0.3546,0.956
602.2,877,0.41034,1.1067,0.3542,0.955
602.3,877.3,0.41041,1.1068,0.3539,0.954
602.4,877.5,0.41067,1.1068,0.3535,0.953
602.5,877.8,0.41091,1.1069,0.3531,0.951
602.6,878.1,0.41098,1.1069,0.3535,0.952
602.7,878.4,0.41087,1.107,0.3539,0.953
602.8,878.7,0.41061,1.107,0.3539,0.954
602.9,879,0.41034,1.1071,0.3535,0.954
603,879.2,0.41017,1.1071,0.3535,0.954
603.1,879.5,0.41011,1.1072,0.3535,0.954
603.2,879.8,0.41014,1.1073,0.3535,0.954
603.3,880.1,0.41015,1.1073,0.3539,0.955
603.4,880.4,0.41001,1.1074,0.3539,0.956
603.5,880.7,0.40982,1.1074,0.3542,0.957
603.6,880.9,0.40982,1.1075,0.3554,0.96
603.7,881.2,0.40999,1.1075,0.3561,0.962
603.8,881.5,0.41002,1.1076,0.3557,0.961
603.9,881.8,0.40985,1.1076,0.3554,0.96
604,882.1,0.40975,1.1077,0.3554,0.961
604.1,882.3,0.40986,1.1077,0.3554,0.96
604.2,882.6,0.40989,1.1078,0.355,0.959
604.3,882.9,0.40963,1.1078,0.3542,0.958
604.4,883.2,0.40938,1.1079,0.3539,0.958
604.5,883.5,0.40944,1.1079,0.3535,0.956
604.6,883.7,0.40962,1.108,0.3539,0.957
604.7,884,0.40961,1.108,0.355,0.96
604.8,884.3,0.40946,1.1081,0.355,0.961
604.9,884.6,0.40933,1.1081,0.3539,0.958
605,884.9,0.40929,1.1082,0.3535,0.957
605.1,885.2,0.40934,1.1082,0.3542,0.959
605.2,885.4,0.40937,1.1083,0.3542,0.959
605.3,885.7,0.40918,1.1083,0.3531,0.956
605.4,886,0.40883,1.1084,0.3527,0.956
605.5,886.3,0.40872,1.1084,0.3539,0.96
605.6,886.6,0.40898,1.1085,0.3546,0.961
605.7,886.9,0.40927,1.1085,0.3546,0.96
605.8,887.1,0.40933,1.1086,0.3546,0.96
605.9,887.4,0.40926,1.1086,0.3542,0.96
606,887.7,0.40916,1.1087,0.3546,0.961
606.1,888,0.40908,1.1087,0.3554,0.963
606.2,888.3,0.40905,1.1088,0.3557,0.964
606.3,888.5,0.40907,1.1088,0.3554,0.963
606.4,888.8,0.40911,1.1089,0.3539,0.959
606.5,889.1,0.40917,1.1089,0.3531,0.957
606.6,889.4,0.40923,1.109,0.3531,0.957
606.7,889.7,0.40928,1.109,0.3539,0.959
606.8,890,0.40932,1.1091,0.355,0.962
606.9,890.2,0.40931,1.1091,0.355,0.962
607,890.5,0.4092,1.1092,0.3542,0.96
607.1,890.8,0.40901,1.1092,0.3542,0.961
607.2,891.1,0.40892,1.1093,0.3554,0.964
607.3,891.4,0.409,1.1093,0.3557,0.965
607.4,891.7,0.40909,1.1094,0.355,0.963
607.5,891.9,0.40911,1.1094,0.355,0.963
607.6,892.2,0.40916,1.1095,0.3557,0.965
607.7,892.5,0.40928,1.1095,0.3561,0.965
607.8,892.8,0.40934,1.1096,0.3554,0.963
607.9,893.1,0.40923,1.1096,0.3542,0.961
608,893.3,0.40904,1.1097,0.3539,0.96
608.1,893.6,0.40893,1.1097,0.3542,0.961
608.2,893.9,0.4089,1.1098,0.3546,0.962
608.3,894.2,0.40886,1.1098,0.3542,0.962
608.4,894.5,0.40882,1.1099,0.3531,0.959
608.5,894.8,0.40884,1.1099,0.352,0.956
608.6,895,0.40888,1.11,0.352,0.956
608.7,895.3,0.4088,1.11,0.3531,0.959
608.8,895.6,0.40866,1.1101,0.3539,0.961
608.9,895.9,0.40873,1.1101,0.3535,0.96
609,896.2,0.40899,1.1102,0.3531,0.958
609.1,896.5,0.40895,1.1102,0.3539,0.961
609.2,896.7,0.40842,1.1103,0.355,0.965
609.3,897,0.40795,1.1103,0.3561,0.969
609.4,897.3,0.40802,1.1104,0.3565,0.97
609.5,897.6,0.40841,1.1104,0.3554,0.966
609.6,897.9,0.40879,1.1105,0.3542,0.962
609.7,898.1,0.40897,1.1105,0.3539,0.961
609.8,898.4,0.40883,1.1106,0.3542,0.962
609.9,898.7,0.40857,1.1106,0.3542,0.963
610,899,0.40852,1.1107,0.3535,0.961
610.1,899.3,0.40863,1.1107,0.3539,0.962
610.2,899.6,0.40867,1.1108,0.355,0.965
610.3,899.8,0.40859,1.1108,0.355,0.965
610.4,900.1,0.40848,1.1109,0.3542,0.963
610.5,900.4,0.40841,1.1109,0.3542,0.964
610.6,900.7,0.40836,1.111,0.3542,0.964
610.7,901,0.40834,1.111,0.3539,0.963
610.8,901.2,0.40839,1.1111,0.3539,0.963
610.9,901.5,0.40847,1.1111,0.3542,0.964
611,901.8,0.40848,1.1112,0.3546,0.965
611.1,902.1,0.40834,1.1112,0.355,0.966
611.2,902.4,0.40819,1.1113,0.3554,0.967
611.3,902.7,0.40821,1.1113,0.3554,0.967
611.4,902.9,0.40837,1.1114,0.3554,0.967
611.5,903.2,0.40856,1.1114,0.3546,0.965
611.6,903.5,0.40865,1.1115,0.3535,0.961
611.7,903.8,0.4085,1.1115,0.3524,0.959
611.8,904.1,0.4082,1.1116,0.352,0.959
611.9,904.4,0.40798,1.1116,0.3527,0.961
612,904.6,0.40794,1.1117,0.3539,0.964
612.1,904.9,0.408,1.1117,0.3557,0.969
612.2,905.2,0.40809,1.1118,0.3565,0.971
612.3,905.5,0.40817,1.1118,0.3557,0.969
612.4,905.8,0.40819,1.1119,0.355,0.967
612.5,906,0.40809,1.1119,0.3546,0.966
612.6,906.3,0.40787,1.112,0.3542,0.966
612.7,906.6,0.40766,1.112,0.3542,0.966
612.8,906.9,0.40759,1.1121,0.3542,0.966
612.9,907.2,0.40762,1.1121,0.3539,0.965
613,907.5,0.40772,1.1122,0.3539,0.965
613.1,907.7,0.40781,1.1122,0.3546,0.967
613.2,908,0.40783,1.1123,0.355,0.968
613.3,908.3,0.40783,1.1123,0.3542,0.966
613.4,908.6,0.40792,1.1124,0.3535,0.964
613.5,908.9,0.40803,1.1124,0.3535,0.964
613.6,909.1,0.408,1.1125,0.3542,0.966
613.7,909.4,0.40782,1.1125,0.355,0.968
613.8,909.7,0.40764,1.1126,0.3546,0.968
613.9,910,0.40754,1.1126,0.3546,0.968
614,910.3,0.40752,1.1127,0.3557,0.971
614.1,910.6,0.40753,1.1127,0.3565,0.973
614.2,910.8,0.40746,1.1128,0.3561,0.973
614.3,911.1,0.40729,1.1128,0.3546,0.969
614.4,911.4,0.40719,1.1129,0.3527,0.964
614.5,911.7,0.4073,1.1129,0.3516,0.961
614.6,912,0.40744,1.113,0.3524,0.963
614.7,912.3,0.40738,1.113,0.3535,0.966
614.8,912.5,0.40724,1.1131,0.3542,0.968
614.9,912.8,0.40723,1.1131,0.3542,0.968
615,913.1,0.40729,1.1132,0.3539,0.967
615.1,913.4,0.40726,1.1132,0.3535,0.966
615.2,913.7,0.40715,1.1133,0.3535,0.967
615.3,913.9,0.40709,1.1133,0.3539,0.968
615.4,914.2,0.40712,1.1134,0.3539,0.968
615.5,914.5,0.40716,1.1134,0.3542,0.969
615.6,914.8,0.40718,1.1135,0.3542,0.969
615.7,915.1,0.40713,1.1135,0.3539,0.968
615.8,915.4,0.40701,1.1136,0.3539,0.968
615.9,915.6,0.40687,1.1136,0.3531,0.966
616,915.9,0.40676,1.1137,0.3527,0.966
616.1,916.2,0.40674,1.1137,0.3531,0.967
616.2,916.5,0.40683,1.1138,0.3531,0.967
616.3,916.8,0.40692,1.1138,0.3527,0.965
616.4,917.1,0.40691,1.1139,0.3524,0.965
616.5,917.3,0.40688,1.1139,0.3531,0.967
616.6,917.6,0.40697,1.1139,0.3542,0.97
616.7,917.9,0.40707,1.114,0.3539,0.968
616.8,918.2,0.40702,1.114,0.3531,0.966
616.9,918.5,0.40683,1.1141,0.3527,0.966
617,918.8,0.40664,1.1141,0.3531,0.967
617.1,919,0.40654,1.1142,0.3539,0.97
617.2,919.3,0.40661,1.1142,0.3539,0.97
617.3,919.6,0.40675,1.1143,0.3539,0.969
617.4,919.9,0.40674,1.1143,0.3535,0.968
617.5,920.2,0.40649,1.1144,0.3535,0.969
617.6,920.5,0.40621,1.1144,0.3542,0.972
617.7,920.7,0.40606,1.1145,0.355,0.974
617.8,921,0.40612,1.1145,0.3542,0.972
617.9,921.3,0.40637,1.1146,0.3535,0.97
618,921.6,0.40648,1.1146,0.3542,0.971
618.1,921.9,0.40624,1.1147,0.3554,0.975
618.2,922.1,0.40603,1.1147,0.3557,0.977
618.3,922.4,0.40629,1.1148,0.355,0.974
618.4,922.7,0.40669,1.1148,0.355,0.973
618.5,923,0.40662,1.1149,0.3554,0.974
618.6,923.3,0.40616,1.1149,0.3554,0.975
618.7,923.6,0.40581,1.115,0.355,0.975
618.8,923.8,0.40574,1.115,0.3542,0.973
618.9,924.1,0.40582,1.1151,0.3542,0.973
619,924.4,0.40593,1.1151,0.355,0.975
619.1,924.7,0.40602,1.1152,0.3557,0.977
619.2,925,0.40607,1.1152,0.3565,0.979
619.3,925.2,0.40602,1.1153,0.3557,0.977
619.4,925.5,0.4059,1.1153,0.3542,0.973
619.5,925.8,0.40585,1.1154,0.3531,0.97
619.6,926.1,0.40595,1.1154,0.3527,0.969
619.7,926.4,0.406,1.1155,0.3535,0.971
619.8,926.7,0.40584,1.1155,0.3546,0.975
619.9,926.9,0.40562,1.1156,0.3546,0.975
620,927.2,0.40557,1.1156,0.3539,0.973
620.1,927.5,0.40564,1.1156,0.3542,0.974
620.2,927.8,0.40567,1.1157,0.3546,0.975
620.3,928.1,0.40562,1.1157,0.3542,0.974
620.4,928.4,0.40556,1.1158,0.3535,0.973
620.5,928.6,0.40553,1.1158,0.3527,0.971
620.6,928.9,0.40559,1.1159,0.3531,0.971
620.7,929.2,0.40574,1.1159,0.3542,0.974
620.8,929.5,0.40589,1.116,0.3554,0.977
620.9,929.8,0.40601,1.116,0.3557,0.978
621,930,0.40603,1.1161,0.3542,0.974
621.1,930.3,0.40595,1.1161,0.3527,0.97
621.2,930.6,0.4058,1.1162,0.3524,0.969
621.3,930.9,0.40564,1.1162,0.3524,0.97
621.4,931.2,0.40555,1.1163,0.352,0.969
