Time (s),Mass (g),HRR (kW/m2)
0,0.00,0.00
1,0.00,0.00
2,0.00,0.00
3,-0.03,0.00
4,-0.04,1.90
5,-0.05,0.03
6,-0.06,0.00
7,-0.09,0.00
8,-0.10,0.34
9,-0.11,0.26
10,-0.12,0.00
11,-0.14,0.00
12,-0.16,0.00
13,-0.18,0.27
14,-0.19,0.68
15,-0.21,1.23
16,-0.22,1.41
17,-0.24,0.26
18,-0.26,1.84
19,-0.27,1.68
20,-0.29,2.21
21,-0.31,0.00
22,-0.32,0.00
23,-0.34,0.00
24,-0.35,0.00
25,-0.36,0.00
26,-0.38,1.40
27,-0.39,3.94
28,-0.41,2.17
29,-0.42,0.65
30,-0.44,0.32
31,-0.45,0.00
32,-0.47,0.00
33,-0.49,0.00
34,-0.51,0.81
35,-0.52,0.88
36,-0.53,2.20
37,-0.55,1.21
38,-0.57,2.88
39,-0.59,0.67
40,-0.60,0.00
41,-0.62,0.00
42,-0.63,0.00
43,-0.65,0.00
44,-0.67,0.51
45,-0.68,1.97
46,-0.70,2.39
47,-0.72,4.40
48,-0.74,2.68
49,-0.76,3.74
50,-0.78,1.74
51,-0.81,1.03
52,-0.83,1.41
53,-0.85,2.69
54,-0.87,4.18
55,-0.89,11.82
56,-0.91,33.26
57,-0.94,60.18
58,-1.00,85.92
59,-1.07,110.50
60,-1.16,124.14
61,-1.27,144.34
62,-1.39,158.07
63,-1.51,168.35
64,-1.63,177.03
65,-1.95,185.43
66,-2.04,183.31
67,-2.14,195.20
68,-2.24,194.84
69,-2.31,196.64
70,-2.58,192.44
71,-2.68,191.70
72,-2.78,189.28
73,-2.88,188.33
74,-3.15,184.02
75,-3.23,185.72
76,-3.32,182.92
77,-3.42,179.71
78,-3.49,174.88
79,-3.59,170.08
80,-3.71,172.79
81,-3.82,168.68
82,-3.93,165.88
83,-4.05,163.92
84,-4.18,162.73
85,-4.29,165.18
86,-4.40,164.77
87,-4.68,167.05
88,-4.75,161.18
89,-4.83,160.12
90,-4.91,158.73
91,-4.97,153.49
92,-5.07,153.96
93,-5.17,150.70
94,-5.28,152.00
95,-5.39,149.98
96,-5.50,151.21
97,-5.61,147.30
98,-5.71,143.26
99,-5.81,143.47
100,-5.91,142.05
101,-6.01,142.08
102,-6.11,139.92
103,-6.20,134.43
104,-6.29,133.34
105,-6.39,135.77
106,-6.49,133.67
107,-6.59,132.98
108,-6.68,129.77
109,-6.78,129.34
110,-6.86,129.40
111,-6.96,128.79
112,-7.05,126.89
113,-7.13,124.86
114,-7.22,123.90
115,-7.31,123.42
116,-7.41,122.18
117,-7.49,125.86
118,-7.58,121.07
119,-7.67,117.96
120,-7.75,114.17
121,-7.83,116.00
122,-7.92,115.10
123,-8.01,115.85
124,-8.08,114.87
125,-8.16,115.31
126,-8.25,112.74
127,-8.34,110.81
128,-8.42,112.68
129,-8.50,115.01
130,-8.58,111.44
131,-8.66,113.17
132,-8.74,110.53
133,-8.83,107.48
134,-8.91,108.15
135,-8.98,107.52
136,-9.06,106.85
137,-9.13,108.56
138,-9.22,107.42
139,-9.30,107.45
140,-9.37,105.92
141,-9.45,104.78
142,-9.53,105.48
143,-9.61,105.42
144,-9.68,106.96
145,-9.76,103.22
146,-9.83,105.75
147,-9.90,108.47
148,-9.98,105.40
149,-10.05,106.38
150,-10.13,105.97
151,-10.20,104.17
152,-10.27,101.53
153,-10.35,101.02
154,-10.42,101.54
155,-10.50,101.31
156,-10.57,101.32
157,-10.63,99.22
158,-10.71,98.93
159,-10.78,99.55
160,-10.86,98.86
161,-10.93,98.06
162,-11.00,97.62
163,-11.07,94.93
164,-11.14,96.06
165,-11.22,96.00
166,-11.29,97.99
167,-11.36,97.92
168,-11.43,97.87
169,-11.50,96.57
170,-11.57,94.88
171,-11.65,96.14
172,-11.72,92.37
173,-11.79,94.47
174,-11.86,93.76
175,-11.93,92.58
176,-12.00,94.47
177,-12.07,95.95
178,-12.14,93.66
179,-12.20,94.61
180,-12.28,93.51
181,-12.35,93.42
182,-12.42,89.42
183,-12.48,89.96
184,-12.55,89.88
185,-12.62,90.61
186,-12.69,90.20
187,-12.76,90.76
188,-12.82,91.05
189,-12.89,91.59
190,-12.95,92.62
191,-13.03,89.88
192,-13.10,93.57
193,-13.17,92.64
194,-13.23,91.60
195,-13.30,90.58
196,-13.37,91.89
197,-13.45,93.01
198,-13.52,94.87
199,-13.59,90.91
200,-13.65,93.70
201,-13.71,92.09
202,-13.78,90.10
203,-13.85,89.70
204,-13.92,88.83
205,-13.99,87.72
206,-14.05,90.10
207,-14.12,87.57
208,-14.18,89.31
209,-14.25,87.41
210,-14.32,90.24
211,-14.39,89.56
212,-14.45,88.09
213,-14.52,87.37
214,-14.58,87.01
215,-14.65,86.51
216,-14.72,87.56
217,-14.79,87.43
218,-14.85,89.14
219,-14.92,88.27
220,-14.98,88.24
221,-15.05,87.48
222,-15.11,88.42
223,-15.18,86.15
224,-15.24,85.94
225,-15.31,84.80
226,-15.38,85.75
227,-15.45,83.57
228,-15.51,88.57
229,-15.58,88.46
230,-15.64,86.81
231,-15.71,85.85
232,-15.77,84.33
233,-15.83,84.55
234,-15.90,85.62
235,-15.97,83.34
236,-16.03,85.39
237,-16.11,81.92
238,-16.18,83.66
239,-16.24,82.47
240,-16.30,84.46
241,-16.37,84.16
242,-16.43,84.36
243,-16.50,83.57
244,-16.56,84.46
245,-16.62,81.53
246,-16.68,81.86
247,-16.75,81.05
248,-16.82,84.10
249,-16.88,82.55
250,-16.95,83.03
251,-17.01,84.39
252,-17.07,82.58
253,-17.13,84.26
254,-17.20,82.60
255,-17.25,80.79
256,-17.32,80.90
257,-17.38,79.51
258,-17.45,78.98
259,-17.52,77.87
260,-17.58,80.32
261,-17.64,81.30
262,-17.70,78.34
263,-17.76,77.76
